Municipality,Numbered,ADM 2005-06,NCE 2005-06
"ANDOVER            ",1,6.4743000000000006e+02,6.3489140000000000e+06
"ANSONIA            ",2,2.8051700000000001e+03,2.4992763000000000e+07
"ASHFORD            ",3,8.0986000000000001e+02,8.8386860000000000e+06
"AVON               ",4,3.4000900000000001e+03,3.4742610000000000e+07
"BARKHAMSTED        ",5,6.6790999999999997e+02,6.9779710000000000e+06
"BEACON FALLS       ",6,1.0336300000000001e+03,9.8319610000000000e+06
"BERLIN             ",7,3.4095400000000000e+03,3.3366292000000000e+07
"BETHANY            ",8,1.0704300000000001e+03,1.1606137000000000e+07
"BETHEL             ",9,3.2094000000000001e+03,3.4830102000000000e+07
"BETHLEHEM          ",10,5.7916999999999996e+02,6.3328720000000000e+06
"BLOOMFIELD         ",11,2.7347000000000003e+03,3.5154574000000000e+07
"BOLTON             ",12,9.4119000000000005e+02,1.0657775000000000e+07
"BOZRAH             ",13,3.8636000000000001e+02,4.0034430000000000e+06
"BRANFORD           ",14,3.6801199999999999e+03,4.0332918000000000e+07
"BRIDGEPORT         ",15,2.2781790000000001e+04,2.4733365700000000e+08
"BRIDGEWATER        ",16,2.6657999999999998e+02,3.9446530000000000e+06
"BRISTOL            ",17,9.1074099999999999e+03,9.0830751000000000e+07
"BROOKFIELD         ",18,3.1260999999999999e+03,3.1972300000000000e+07
"BROOKLYN           ",19,1.3610799999999999e+03,1.3195813000000000e+07
"BURLINGTON         ",20,1.8618299999999999e+03,1.7821005000000000e+07
"CANAAN             ",21,1.7109999999999999e+02,2.7607050000000000e+06
"CANTERBURY         ",22,8.3739999999999998e+02,9.4172540000000000e+06
"CANTON             ",23,1.6929900000000000e+03,1.7742263000000000e+07
"CHAPLIN            ",24,3.6253000000000003e+02,5.2459340000000000e+06
"CHESHIRE           ",25,5.1623299999999999e+03,5.0348011000000000e+07
"CHESTER            ",26,5.3109000000000003e+02,6.2891900000000000e+06
"CLINTON            ",27,2.1929800000000000e+03,2.5296304000000000e+07
"COLCHESTER         ",28,3.2225500000000002e+03,2.9550791000000000e+07
"COLEBROOK          ",29,2.4663000000000000e+02,3.0563480000000000e+06
"COLUMBIA           ",30,9.2894000000000005e+02,9.6710900000000000e+06
"CORNWALL           ",31,2.1405000000000001e+02,3.2927260000000000e+06
"COVENTRY           ",32,2.1416900000000001e+03,2.0345339000000000e+07
"CROMWELL           ",33,1.9691600000000001e+03,2.1223442000000000e+07
"DANBURY            ",34,9.8402399999999998e+03,1.0238694100000000e+08
"DARIEN             ",35,4.4901900000000005e+03,5.7136427000000000e+07
"DEEP RIVER         ",36,6.8976999999999998e+02,8.2768650000000000e+06
"DERBY              ",37,1.5678700000000001e+03,1.6352260000000000e+07
"DURHAM             ",38,1.4591600000000001e+03,1.6681455000000000e+07
"EAST GRANBY        ",39,9.0275999999999999e+02,1.0677693000000000e+07
"EAST HADDAM        ",40,1.4324000000000001e+03,1.5540802000000000e+07
"EAST HAMPTON       ",41,2.1413600000000001e+03,2.1630529000000000e+07
"EAST HARTFORD      ",42,8.3628999999999996e+03,8.4621601000000000e+07
"EAST HAVEN         ",43,4.0192900000000000e+03,4.2545333000000000e+07
"EAST LYME          ",44,3.0032600000000002e+03,3.2437979000000000e+07
"EAST WINDSOR       ",45,1.6349700000000000e+03,1.5473589000000000e+07
"EASTFORD           ",46,2.7310000000000002e+02,3.2615190000000000e+06
"EASTON             ",47,1.5854700000000000e+03,1.8246625000000000e+07
"ELLINGTON          ",48,2.5214400000000001e+03,2.4140732000000000e+07
"ENFIELD            ",49,6.7155299999999997e+03,6.7234761000000000e+07
"ESSEX              ",50,9.7784000000000003e+02,1.1060387000000000e+07
"FAIRFIELD          ",51,9.2725900000000001e+03,1.2284904600000000e+08
