Municipality,numbered,ADM 2004-05,NCE 2004-05
"NORTH HAVEN        ",102,3.9190999999999999e+03,3.6484061000000000e+07
"NORTH STONINGTON     ",103,8.6275999999999999e+02,1.0194497000000000e+07
"NORWALK            ",104,1.1158240000000000e+04,1.3895289700000000e+08
"NORWICH            ",105,5.8010299999999997e+03,5.6945525000000000e+07
"OLD LYME           ",106,1.2944300000000001e+03,1.7314586000000000e+07
"OLD SAYBROOK       ",107,1.5696300000000001e+03,1.6667839000000000e+07
"ORANGE             ",108,2.5229600000000000e+03,2.6672581000000000e+07
"OXFORD             ",109,1.9910699999999999e+03,1.8120600000000000e+07
"PLAINFIELD         ",110,2.5062800000000002e+03,2.6338489000000000e+07
"PLAINVILLE         ",111,2.6278099999999999e+03,2.8291707000000000e+07
"PLYMOUTH           ",112,2.0643400000000001e+03,1.8626555000000000e+07
"POMFRET            ",113,7.5488000000000000e+02,7.1518640000000000e+06
"PORTLAND           ",114,1.4450699999999999e+03,1.5180486000000000e+07
"PRESTON            ",115,7.7013999999999999e+02,8.4377310000000000e+06
"PROSPECT           ",116,1.6456900000000001e+03,1.4868254000000000e+07
"PUTNAM             ",117,1.3199800000000000e+03,1.5261085000000000e+07
"REDDING            ",118,1.8255400000000000e+03,2.3135516000000000e+07
"RIDGEFIELD         ",119,5.5394000000000005e+03,5.8622528000000000e+07
"ROCKY HILL         ",120,2.4880500000000002e+03,2.5116133000000000e+07
"ROXBURY            ",121,3.5591000000000003e+02,4.9388690000000000e+06
"SALEM              ",122,8.3778999999999996e+02,7.9917000000000000e+06
"SALISBURY          ",123,4.5371000000000004e+02,6.5844100000000000e+06
"SCOTLAND           ",124,2.8669999999999999e+02,3.4299450000000000e+06
"SEYMOUR            ",125,2.5377800000000002e+03,2.3527927000000000e+07
"SHARON             ",126,3.5940000000000003e+02,4.9493400000000000e+06
"SHELTON            ",127,5.8289200000000001e+03,5.4717993000000000e+07
"SHERMAN            ",128,6.7168000000000006e+02,6.5324430000000000e+06
"SIMSBURY           ",129,5.0533100000000004e+03,5.0194448000000000e+07
"SOMERS             ",130,1.7221300000000001e+03,1.5759686000000000e+07
"SOUTH WINDSOR      ",131,5.1612799999999997e+03,4.9034220000000000e+07
"SOUTHBURY          ",132,3.3111100000000001e+03,3.2754913000000000e+07
"SOUTHINGTON        ",133,6.7710200000000004e+03,6.6974564000000000e+07
"SPRAGUE            ",134,4.6837000000000000e+02,5.6019790000000000e+06
"STAFFORD           ",135,2.0221800000000001e+03,1.9947803000000000e+07
"STAMFORD           ",136,1.5188860000000001e+04,2.0107447200000000e+08
"STERLING           ",137,5.9393000000000006e+02,5.7744750000000000e+06
"STONINGTON         ",138,2.5198499999999999e+03,2.5073077000000000e+07
"STRATFORD          ",139,7.7601700000000001e+03,7.4718427000000000e+07
"SUFFIELD           ",140,2.3852700000000000e+03,2.1361414000000000e+07
"THOMASTON          ",141,1.3915899999999999e+03,1.2366384000000000e+07
"THOMPSON           ",142,1.5104400000000001e+03,1.3243076000000000e+07
"TOLLAND            ",143,3.1479099999999999e+03,2.8698198000000000e+07
"TORRINGTON         ",144,5.0812700000000004e+03,4.9257184000000000e+07
"TRUMBULL           ",145,6.7356400000000003e+03,6.7549718000000000e+07
"UNION              ",146,1.1100000000000000e+02,9.4352200000000000e+05
"VERNON             ",147,3.9886900000000001e+03,4.2222179000000000e+07
"VOLUNTOWN          ",148,4.5554000000000002e+02,4.7975540000000000e+06
"WALLINGFORD        ",149,7.2580299999999997e+03,6.9848077000000000e+07
"WARREN             ",150,1.9300999999999999e+02,2.3450950000000000e+06
"WASHINGTON         ",151,4.9993000000000001e+02,6.9373970000000000e+06
"WATERBURY          ",152,1.7589459999999999e+04,1.9560763100000000e+08
"WATERFORD          ",153,3.1995200000000000e+03,3.4246494000000000e+07
"WATERTOWN          ",154,3.4971700000000001e+03,2.9295854000000000e+07
"WEST HARTFORD      ",155,9.9293099999999995e+03,1.0262097900000000e+08
"WEST HAVEN         ",156,7.6660400000000000e+03,7.7151164000000000e+07
"WESTBROOK          ",157,1.0362400000000000e+03,1.0519298000000000e+07
"WESTON             ",158,2.5390100000000002e+03,3.5278986000000000e+07
"WESTPORT           ",159,5.3046599999999999e+03,7.4894405000000000e+07
"WETHERSFIELD       ",160,3.8012800000000002e+03,3.9909399000000000e+07
"WILLINGTON         ",161,8.8713999999999999e+02,1.0215190000000000e+07
"WILTON             ",162,4.2725799999999999e+03,5.0800897000000000e+07
"WINCHESTER         ",163,1.5954100000000001e+03,1.8001983000000000e+07
"WINDHAM            ",164,3.6069600000000000e+03,4.1750344000000000e+07
"WINDSOR            ",165,4.7212200000000003e+03,5.1062908000000000e+07
"WINDSOR LOCKS      ",166,2.0590799999999999e+03,2.1848637000000000e+07
"WOLCOTT            ",167,3.3210000000000000e+03,2.6863332000000000e+07
"WOODBRIDGE         ",168,1.7485699999999999e+03,1.9771029000000000e+07
"WOODBURY           ",169,1.5591500000000001e+03,1.5814935000000000e+07
"WOODSTOCK          ",170,1.4386200000000001e+03,1.2353147000000000e+07
