Municipality,Numbered,ADM 2013-14,NCE 2013-14
"ROXBURY",1.2100000000000000e+02,2.4709999999999999e+02,6.4585050000000000e+06
"SALEM",1.2200000000000000e+02,6.7499000000000001e+02,1.1596135000000000e+07
"SALISBURY",1.2300000000000000e+02,3.4722000000000003e+02,7.6541980000000000e+06
"SCOTLAND",1.2400000000000000e+02,2.2538000000000000e+02,4.5272670000000000e+06
"SEYMOUR",1.2500000000000000e+02,2.4319699999999998e+03,3.1851506000000000e+07
"SHARON",1.2600000000000000e+02,2.3869999999999999e+02,6.1790690000000000e+06
"SHELTON",1.2700000000000000e+02,5.1504499999999998e+03,6.6646361000000000e+07
"SHERMAN",1.2800000000000000e+02,5.6372000000000003e+02,8.5953800000000000e+06
"SIMSBURY",1.2900000000000000e+02,4.4455299999999997e+03,6.7063574000000000e+07
"SOMERS",1.3000000000000000e+02,1.5186300000000001e+03,2.0854073000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,4.4634399999999996e+03,6.9986455000000000e+07
"SOUTHBURY",1.3200000000000000e+02,2.7555599999999999e+03,4.0354593000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,6.7513500000000004e+03,8.7514340000000000e+07
"SPRAGUE",1.3400000000000000e+02,4.4520999999999998e+02,6.0780810000000000e+06
"STAFFORD",1.3500000000000000e+02,1.6521199999999999e+03,2.7203996000000000e+07
"STAMFORD",1.3600000000000000e+02,1.5623600000000000e+04,2.6722386300000000e+08
"STERLING",1.3700000000000000e+02,6.3270000000000005e+02,8.0159400000000000e+06
"STONINGTON",1.3800000000000000e+02,2.3876700000000001e+03,3.4507696000000000e+07
"STRATFORD",1.3900000000000000e+02,7.4746700000000001e+03,9.8592434000000000e+07
"SUFFIELD",1.4000000000000000e+02,2.3141500000000001e+03,3.2770896000000000e+07
"THOMASTON",1.4100000000000000e+02,1.0966199999999999e+03,1.6496852000000000e+07
"THOMPSON",1.4200000000000000e+02,1.1080000000000000e+03,1.6485842000000000e+07
"TOLLAND",1.4300000000000000e+02,2.8736799999999998e+03,3.7335519000000000e+07
"TORRINGTON",1.4400000000000000e+02,4.4603800000000001e+03,6.9808160000000000e+07
"TRUMBULL",1.4500000000000000e+02,6.6678699999999999e+03,9.6710259000000000e+07
"UNION",1.4600000000000000e+02,1.1000000000000000e+02,1.7565710000000000e+06
"VERNON",1.4700000000000000e+02,3.6611300000000001e+03,5.2320181000000000e+07
"VOLUNTOWN",1.4800000000000000e+02,4.0111000000000001e+02,6.3494280000000000e+06
"WALLINGFORD",1.4900000000000000e+02,6.1211400000000003e+03,1.0395608200000000e+08
"WARREN",1.5000000000000000e+02,1.6641999999999999e+02,2.9966520000000000e+06
"WASHINGTON",1.5100000000000000e+02,3.4554000000000002e+02,9.0314520000000000e+06
"WATERBURY",1.5200000000000000e+02,1.7970400000000001e+04,2.6598741900000000e+08
"WATERFORD",1.5300000000000000e+02,2.9746500000000001e+03,4.5074496000000000e+07
"WATERTOWN",1.5400000000000000e+02,2.9404299999999998e+03,3.8875820000000000e+07
"WEST HARTFORD",1.5500000000000000e+02,1.0296600000000000e+04,1.4385999900000000e+08
"WEST HAVEN",1.5600000000000000e+02,7.1949499999999998e+03,8.9606619000000000e+07
"WESTBROOK",1.5700000000000000e+02,8.5150000000000000e+02,1.6370988000000000e+07
"WESTON",1.5800000000000000e+02,2.4053299999999999e+03,4.6697846000000000e+07
"WESTPORT",1.5900000000000000e+02,5.7457200000000003e+03,1.0838524600000000e+08
"WETHERSFIELD",1.6000000000000000e+02,3.9212600000000002e+03,5.5742122000000000e+07
"WILLINGTON",1.6100000000000000e+02,7.0990999999999997e+02,1.1845650000000000e+07
"WILTON",1.6200000000000000e+02,4.3116599999999999e+03,7.5766762000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.2628499999999999e+03,2.1487999000000000e+07
"WINDHAM",1.6400000000000000e+02,3.2608000000000002e+03,5.4952302000000000e+07
"WINDSOR",1.6500000000000000e+02,3.9362399999999998e+03,6.4727140000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.7834200000000001e+03,3.1579505000000000e+07
"WOLCOTT",1.6700000000000000e+02,2.7201999999999998e+03,3.2726480000000000e+07
"WOODBRIDGE",1.6800000000000000e+02,1.4836400000000001e+03,2.4431654000000000e+07
"WOODBURY",1.6900000000000000e+02,1.2405200000000000e+03,2.1653731000000000e+07
"WOODSTOCK",1.7000000000000000e+02,1.3196199999999999e+03,1.6125312000000000e+07
