MUNICIPALITY,Numbered,2013 LABOR FORCE,2013 UNEMPLOYED,2013 UNEMP RATE,2012 LABOR FORCE,2012 UNEMPLOYED,2012 UNEMP RATE,2011 LABOR FORCE,2011 UNEMPLOYED,2011 UNEMP RATE,2010 LABOR FORCE,2010 UNEMPLOYED,2010 UNEMP RATE
"MIDDLETOWN",8.4000000000000000e+01,2.5908000000000000e+04,1.9330000000000000e+03,7.4610159024239620e-02,2.6143000000000000e+04,2.0600000000000000e+03,7.8797383620854533e-02,2.6765000000000000e+04,2.2650000000000000e+03,8.4625443676443118e-02,2.6701000000000000e+04,2.3200000000000000e+03,8.6888131530654278e-02
"MILFORD",8.5000000000000000e+01,2.9278000000000000e+04,1.9300000000000000e+03,6.5919803265250362e-02,2.9588000000000000e+04,2.1620000000000000e+03,7.3070163579829664e-02,3.0177000000000000e+04,2.5110000000000000e+03,8.3209066507605123e-02,3.0441000000000000e+04,2.8070000000000000e+03,9.2211162576787881e-02
"MONROE",8.6000000000000000e+01,1.0049000000000000e+04,6.3800000000000000e+02,6.3488904368593890e-02,1.0178000000000000e+04,7.2500000000000000e+02,7.1232069168795445e-02,1.0299000000000000e+04,8.0100000000000000e+02,7.7774541217593945e-02,1.0234000000000000e+04,8.0900000000000000e+02,7.9050224741059216e-02
"MONTVILLE",8.7000000000000000e+01,9.5120000000000000e+03,7.7100000000000000e+02,8.1055508830950376e-02,9.6710000000000000e+03,8.5800000000000000e+02,8.8718850170613178e-02,9.9100000000000000e+03,9.0800000000000000e+02,9.1624621594349143e-02,9.9510000000000000e+03,9.1100000000000000e+02,9.1548588081599838e-02
"MORRIS",8.8000000000000000e+01,1.3920000000000000e+03,7.8000000000000000e+01,5.6034482758620691e-02,1.4150000000000000e+03,8.9000000000000000e+01,6.2897526501766790e-02,1.4370000000000000e+03,1.0500000000000000e+02,7.3068893528183715e-02,1.4330000000000000e+03,1.1000000000000000e+02,7.6762037683182141e-02
"NAUGATUCK",8.9000000000000000e+01,1.7301000000000000e+04,1.5350000000000000e+03,8.8723195191029419e-02,1.7447000000000000e+04,1.6460000000000000e+03,9.4342866968533279e-02,1.7670000000000000e+04,1.7950000000000000e+03,1.0158460667798529e-01,1.7708000000000000e+04,1.9040000000000000e+03,1.0752202394398012e-01
"NEW BRITAIN",9.0000000000000000e+01,3.6625000000000000e+04,4.0860000000000000e+03,1.1156313993174062e-01,3.7111000000000000e+04,4.4260000000000000e+03,1.1926383013122793e-01,3.7814000000000000e+04,4.7380000000000000e+03,1.2529750885915270e-01,3.7845000000000000e+04,4.8520000000000000e+03,1.2820716078742239e-01
"NEW CANAAN",9.1000000000000000e+01,8.1820000000000000e+03,4.7800000000000000e+02,5.8420923979467125e-02,8.2300000000000000e+03,5.0000000000000000e+02,6.0753341433778855e-02,8.2800000000000000e+03,5.2800000000000000e+02,6.3768115942028983e-02,8.2280000000000000e+03,5.4100000000000000e+02,6.5751093825960130e-02
"NEW FAIRFIELD",9.2000000000000000e+01,7.1210000000000000e+03,4.5900000000000000e+02,6.4457239151804527e-02,7.2000000000000000e+03,5.1700000000000000e+02,7.1805555555555553e-02,7.2680000000000000e+03,5.6400000000000000e+02,7.7600440286186026e-02,7.2060000000000000e+03,5.8800000000000000e+02,8.1598667776852624e-02
"NEW HARTFORD",9.3000000000000000e+01,3.9390000000000000e+03,2.5400000000000000e+02,6.4483371414064489e-02,3.9860000000000000e+03,2.5400000000000000e+02,6.3723030607124934e-02,4.0690000000000000e+03,2.8300000000000000e+02,6.9550258048660607e-02,4.1020000000000000e+03,3.1000000000000000e+02,7.5572891272549972e-02
"NEW HAVEN",9.4000000000000000e+01,6.4612000000000000e+04,6.9500000000000000e+03,1.0756515817495202e-01,6.5233000000000000e+04,7.5350000000000000e+03,1.1550902150751920e-01,6.5972000000000000e+04,8.0220000000000000e+03,1.2159704116898078e-01,6.5134000000000000e+04,7.8640000000000000e+03,1.2073571406638622e-01
"NEW LONDON",9.5000000000000000e+01,1.2444000000000000e+04,1.4710000000000000e+03,1.1820957891353262e-01,1.2697000000000000e+04,1.5950000000000000e+03,1.2562022525005906e-01,1.2989000000000000e+04,1.5850000000000000e+03,1.2202632997151436e-01,1.3028000000000000e+04,1.5500000000000000e+03,1.1897451642615904e-01
"NEW MILFORD",9.6000000000000000e+01,1.5364000000000000e+04,1.0090000000000000e+03,6.5673001822442068e-02,1.5587000000000000e+04,1.1000000000000000e+03,7.0571630204657732e-02,1.5882000000000000e+04,1.1530000000000000e+03,7.2597909583175926e-02,1.5893000000000000e+04,1.2020000000000000e+03,7.5630780846913742e-02
"NEWINGTON",9.7000000000000000e+01,1.6973000000000000e+04,1.0830000000000000e+03,6.3807223236905672e-02,1.7055000000000000e+04,1.2010000000000000e+03,7.0419231896804463e-02,1.7319000000000000e+04,1.3180000000000000e+03,7.6101391535308038e-02,1.7341000000000000e+04,1.3980000000000000e+03,8.0618188109105593e-02
"NEWTOWN",9.8000000000000000e+01,1.3961000000000000e+04,7.9300000000000000e+02,5.6801088747224414e-02,1.4077000000000000e+04,8.5900000000000000e+02,6.1021524472543866e-02,1.4180000000000000e+04,9.2900000000000000e+02,6.5514809590973208e-02,1.4040000000000000e+04,9.6200000000000000e+02,6.8518518518518520e-02
"NORFOLK",9.9000000000000000e+01,9.0100000000000000e+02,6.5000000000000000e+01,7.2142064372918979e-02,8.9900000000000000e+02,5.9000000000000000e+01,6.5628476084538381e-02,9.0500000000000000e+02,6.3000000000000000e+01,6.9613259668508287e-02,9.0400000000000000e+02,6.7000000000000000e+01,7.4115044247787615e-02
"NORTH BRANFORD",1.0000000000000000e+02,7.9980000000000000e+03,4.8000000000000000e+02,6.0015003750937733e-02,8.1180000000000000e+03,5.6000000000000000e+02,6.8982508006898258e-02,8.2100000000000000e+03,6.2600000000000000e+02,7.6248477466504261e-02,8.2360000000000000e+03,6.5600000000000000e+02,7.9650315687226803e-02
"NORTH CANAAN",1.0100000000000000e+02,1.6600000000000000e+03,1.0300000000000000e+02,6.2048192771084337e-02,1.7010000000000000e+03,1.2200000000000000e+02,7.1722516166960612e-02,1.7210000000000000e+03,1.3800000000000000e+02,8.0185938407902377e-02,1.7310000000000000e+03,1.4700000000000000e+02,8.4922010398613523e-02
"NORTH HAVEN",1.0200000000000000e+02,1.3091000000000000e+04,8.3500000000000000e+02,6.3784279275838365e-02,1.3246000000000000e+04,9.5400000000000000e+02,7.2021742412803860e-02,1.3426000000000000e+04,1.0500000000000000e+03,7.8206465067778938e-02,1.3446000000000000e+04,1.0720000000000000e+03,7.9726312658039561e-02
"NORTH STONINGTON",1.0300000000000000e+02,2.9010000000000000e+03,2.0500000000000000e+02,7.0665287831782150e-02,2.9570000000000000e+03,2.1400000000000000e+02,7.2370645924923913e-02,3.0080000000000000e+03,2.1000000000000000e+02,6.9813829787234036e-02,3.0510000000000000e+03,2.2900000000000000e+02,7.5057358243198952e-02
"NORWALK",1.0400000000000000e+02,4.9256000000000000e+04,3.1440000000000000e+03,6.3829787234042548e-02,4.9642000000000000e+04,3.4470000000000000e+03,6.9437170138189439e-02,5.0072000000000000e+04,3.6960000000000000e+03,7.3813708260105443e-02,4.9907000000000000e+04,3.8220000000000000e+03,7.6582443344620998e-02
"NORWICH",1.0500000000000000e+02,2.0682000000000000e+04,1.9640000000000000e+03,9.4961802533604103e-02,2.1048000000000000e+04,2.1130000000000000e+03,1.0038958570885595e-01,2.1711000000000000e+04,2.2640000000000000e+03,1.0427893694440606e-01,2.1902000000000000e+04,2.2870000000000000e+03,1.0441968769975345e-01
"OLD LYME",1.0600000000000000e+02,3.7340000000000000e+03,2.2600000000000000e+02,6.0524906266738079e-02,3.8190000000000000e+03,2.5600000000000000e+02,6.7033254778737894e-02,3.8990000000000000e+03,2.6300000000000000e+02,6.7453193126442684e-02,3.9580000000000000e+03,2.8500000000000000e+02,7.2006063668519457e-02
"OLD SAYBROOK",1.0700000000000000e+02,4.9950000000000000e+03,3.1400000000000000e+02,6.2862862862862856e-02,5.0390000000000000e+03,3.5300000000000000e+02,7.0053582059932520e-02,5.0990000000000000e+03,3.8600000000000000e+02,7.5701117866248280e-02,5.0920000000000000e+03,3.9700000000000000e+02,7.7965435978004718e-02
"ORANGE",1.0800000000000000e+02,7.0580000000000000e+03,4.0400000000000000e+02,5.7240011334655713e-02,7.0930000000000000e+03,4.3000000000000000e+02,6.0623149584096994e-02,7.1360000000000000e+03,4.5200000000000000e+02,6.3340807174887895e-02,7.1470000000000000e+03,4.6900000000000000e+02,6.5621939275220378e-02
"OXFORD",1.0900000000000000e+02,6.9750000000000000e+03,4.2200000000000000e+02,6.0501792114695342e-02,7.0280000000000000e+03,4.6000000000000000e+02,6.5452475811041549e-02,7.1300000000000000e+03,5.0200000000000000e+02,7.0406732117812065e-02,7.1140000000000000e+03,5.3400000000000000e+02,7.5063255552431818e-02
"PLAINFIELD",1.1000000000000000e+02,8.5600000000000000e+03,8.2200000000000000e+02,9.6028037383177570e-02,8.6620000000000000e+03,8.8700000000000000e+02,1.0240129300392518e-01,8.8650000000000000e+03,9.6200000000000000e+02,1.0851663846587704e-01,8.8880000000000000e+03,9.9600000000000000e+02,1.1206120612061206e-01
"PLAINVILLE",1.1100000000000000e+02,1.0301000000000000e+04,7.7400000000000000e+02,7.5138336083875351e-02,1.0398000000000000e+04,8.4300000000000000e+02,8.1073283323716105e-02,1.0557000000000000e+04,9.3800000000000000e+02,8.8850999336932843e-02,1.0584000000000000e+04,1.0120000000000000e+03,9.5616024187452756e-02
"PLYMOUTH",1.1200000000000000e+02,6.7130000000000000e+03,6.0800000000000000e+02,9.0570534783256371e-02,6.8180000000000000e+03,6.6100000000000000e+02,9.6949251980052803e-02,6.9940000000000000e+03,7.3800000000000000e+02,1.0551901629968545e-01,7.0720000000000000e+03,8.0000000000000000e+02,1.1312217194570136e-01
"POMFRET",1.1300000000000000e+02,2.4020000000000000e+03,1.3800000000000000e+02,5.7452123230641132e-02,2.4400000000000000e+03,1.5700000000000000e+02,6.4344262295081972e-02,2.4820000000000000e+03,1.6400000000000000e+02,6.6075745366639807e-02,2.5140000000000000e+03,1.9900000000000000e+02,7.9156722354813053e-02
"PORTLAND",1.1400000000000000e+02,5.3500000000000000e+03,3.3000000000000000e+02,6.1682242990654203e-02,5.4140000000000000e+03,3.6400000000000000e+02,6.7233099371998520e-02,5.5070000000000000e+03,3.9800000000000000e+02,7.2271654258216814e-02,5.5240000000000000e+03,4.2400000000000000e+02,7.6755973931933383e-02
"PRESTON",1.1500000000000000e+02,2.4310000000000000e+03,1.8900000000000000e+02,7.7745783628136569e-02,2.4750000000000000e+03,2.0900000000000000e+02,8.4444444444444447e-02,2.5240000000000000e+03,2.1000000000000000e+02,8.3201267828843101e-02,2.5460000000000000e+03,2.2100000000000000e+02,8.6802827965435980e-02
"PROSPECT",1.1600000000000000e+02,5.4100000000000000e+03,3.2000000000000000e+02,5.9149722735674676e-02,5.4560000000000000e+03,3.7500000000000000e+02,6.8731671554252194e-02,5.4530000000000000e+03,4.1300000000000000e+02,7.5738125802310652e-02,5.4100000000000000e+03,4.5200000000000000e+02,8.3548983364140475e-02
"PUTNAM",1.1700000000000000e+02,4.7890000000000000e+03,4.5200000000000000e+02,9.4382960952182085e-02,4.8470000000000000e+03,4.8700000000000000e+02,1.0047452032184856e-01,4.9240000000000000e+03,4.8700000000000000e+02,9.8903330625507713e-02,4.9080000000000000e+03,4.8700000000000000e+02,9.9225753871230643e-02
"REDDING",1.1800000000000000e+02,4.4060000000000000e+03,2.5800000000000000e+02,5.8556513844757151e-02,4.4530000000000000e+03,2.7300000000000000e+02,6.1306984055692793e-02,4.4750000000000000e+03,2.7400000000000000e+02,6.1229050279329608e-02,4.4500000000000000e+03,2.8000000000000000e+02,6.2921348314606745e-02
"RIDGEFIELD",1.1900000000000000e+02,1.1613000000000000e+04,6.4000000000000000e+02,5.5110651855678983e-02,1.1688000000000000e+04,6.7700000000000000e+02,5.7922655715263519e-02,1.1776000000000000e+04,7.2200000000000000e+02,6.1311141304347824e-02,1.1686000000000000e+04,7.1400000000000000e+02,6.1098750641793598e-02
"ROCKY HILL",1.2000000000000000e+02,1.1101000000000000e+04,6.3500000000000000e+02,5.7202053869020809e-02,1.1092000000000000e+04,6.8700000000000000e+02,6.1936530833032820e-02,1.1218000000000000e+04,7.5100000000000000e+02,6.6945979675521489e-02,1.1252000000000000e+04,7.9300000000000000e+02,7.0476359758265203e-02
"ROXBURY",1.2100000000000000e+02,1.3020000000000000e+03,6.7000000000000000e+01,5.1459293394777263e-02,1.3170000000000000e+03,6.8000000000000000e+01,5.1632498101746395e-02,1.3150000000000000e+03,6.7000000000000000e+01,5.0950570342205320e-02,1.3160000000000000e+03,7.4000000000000000e+01,5.6231003039513679e-02
"SALEM",1.2200000000000000e+02,2.1320000000000000e+03,1.5700000000000000e+02,7.3639774859287049e-02,2.1770000000000000e+03,1.7800000000000000e+02,8.1763895268718426e-02,2.2060000000000000e+03,1.7200000000000000e+02,7.7969174977334549e-02,2.2220000000000000e+03,1.8200000000000000e+02,8.1908190819081905e-02
"SALISBURY",1.2300000000000000e+02,1.7520000000000000e+03,8.5000000000000000e+01,4.8515981735159815e-02,1.7840000000000000e+03,9.9000000000000000e+01,5.5493273542600897e-02,1.7990000000000000e+03,1.1200000000000000e+02,6.2256809338521402e-02,1.8040000000000000e+03,1.2200000000000000e+02,6.7627494456762749e-02
"SCOTLAND",1.2400000000000000e+02,9.1600000000000000e+02,4.2000000000000000e+01,4.5851528384279479e-02,9.3000000000000000e+02,4.6000000000000000e+01,4.9462365591397849e-02,9.4300000000000000e+02,4.5000000000000000e+01,4.7720042417815481e-02,9.4700000000000000e+02,4.6000000000000000e+01,4.8574445617740235e-02
"SEYMOUR",1.2500000000000000e+02,8.9430000000000000e+03,7.0200000000000000e+02,7.8497148607849718e-02,9.0540000000000000e+03,7.6400000000000000e+02,8.4382593328915401e-02,9.2120000000000000e+03,8.4300000000000000e+02,9.1511072514112030e-02,9.2570000000000000e+03,8.9000000000000000e+02,9.6143459003996970e-02
"SHARON",1.2600000000000000e+02,1.4330000000000000e+03,7.6000000000000000e+01,5.3035589672016749e-02,1.4530000000000000e+03,7.9000000000000000e+01,5.4370268410185822e-02,1.4610000000000000e+03,8.7000000000000000e+01,5.9548254620123205e-02,1.4590000000000000e+03,9.0000000000000000e+01,6.1686086360520906e-02
"SHELTON",1.2700000000000000e+02,2.1717000000000000e+04,1.5540000000000000e+03,7.1556844868075703e-02,2.1605000000000000e+04,1.6940000000000000e+03,7.8407775977782923e-02,2.1850000000000000e+04,1.8510000000000000e+03,8.4713958810068643e-02,2.1698000000000000e+04,1.8640000000000000e+03,8.5906535164531297e-02
"SHERMAN",1.2800000000000000e+02,1.8520000000000000e+03,1.1000000000000000e+02,5.9395248380129592e-02,1.8670000000000000e+03,1.1800000000000000e+02,6.3202999464381363e-02,1.8800000000000000e+03,1.2700000000000000e+02,6.7553191489361702e-02,1.8580000000000000e+03,1.3200000000000000e+02,7.1044133476856841e-02
"SIMSBURY",1.2900000000000000e+02,1.2509000000000000e+04,6.3000000000000000e+02,5.0363738108561838e-02,1.2504000000000000e+04,6.7700000000000000e+02,5.4142674344209850e-02,1.2663000000000000e+04,7.4800000000000000e+02,5.9069730711521759e-02,1.2654000000000000e+04,7.8300000000000000e+02,6.1877667140825036e-02
"SOMERS",1.3000000000000000e+02,5.0210000000000000e+03,3.2100000000000000e+02,6.3931487751443930e-02,5.1460000000000000e+03,3.5800000000000000e+02,6.9568596968519233e-02,5.2050000000000000e+03,3.6100000000000000e+02,6.9356388088376561e-02,5.2000000000000000e+03,3.8600000000000000e+02,7.4230769230769225e-02
"SOUTH WINDSOR",1.3100000000000000e+02,1.3685000000000000e+04,7.9500000000000000e+02,5.8092802338326636e-02,1.3787000000000000e+04,8.6500000000000000e+02,6.2740262566185534e-02,1.3978000000000000e+04,9.5400000000000000e+02,6.8250107311489477e-02,1.4012000000000000e+04,1.0500000000000000e+03,7.4935769340565228e-02
"SOUTHBURY",1.3200000000000000e+02,8.6970000000000000e+03,5.7900000000000000e+02,6.6574680924456703e-02,8.8040000000000000e+03,6.1900000000000000e+02,7.0308950477055890e-02,8.9740000000000000e+03,7.0100000000000000e+02,7.8114553153554714e-02,9.0220000000000000e+03,7.3200000000000000e+02,8.1135003325205055e-02
"SOUTHINGTON",1.3300000000000000e+02,2.3717000000000000e+04,1.5170000000000000e+03,6.3962558502340089e-02,2.3903000000000000e+04,1.7040000000000000e+03,7.1288122829770317e-02,2.4129000000000000e+04,1.8160000000000000e+03,7.5262132703385970e-02,2.4155000000000000e+04,1.9650000000000000e+03,8.1349617056510046e-02
"SPRAGUE",1.3400000000000000e+02,1.6490000000000000e+03,1.5800000000000000e+02,9.5815645845967259e-02,1.7010000000000000e+03,1.8700000000000000e+02,1.0993533215755438e-01,1.7370000000000000e+03,1.8800000000000000e+02,1.0823258491652274e-01,1.7430000000000000e+03,1.8300000000000000e+02,1.0499139414802065e-01
"STAFFORD",1.3500000000000000e+02,6.7280000000000000e+03,5.2900000000000000e+02,7.8626634958382874e-02,6.8320000000000000e+03,5.7800000000000000e+02,8.4601873536299763e-02,6.9670000000000000e+03,6.1200000000000000e+02,8.7842686952777374e-02,7.0190000000000000e+03,6.7400000000000000e+02,9.6025074796979623e-02
"STAMFORD",1.3600000000000000e+02,6.7375000000000000e+04,4.3210000000000000e+03,6.4133580705009283e-02,6.7608000000000000e+04,4.7210000000000000e+03,6.9829014317832214e-02,6.7971000000000000e+04,4.9300000000000000e+03,7.2530932309367233e-02,6.7698000000000000e+04,5.2010000000000000e+03,7.6826494135720402e-02
"STERLING",1.3700000000000000e+02,1.9860000000000000e+03,1.8900000000000000e+02,9.5166163141993956e-02,2.0280000000000000e+03,2.1400000000000000e+02,1.0552268244575937e-01,2.0500000000000000e+03,2.1100000000000000e+02,1.0292682926829268e-01,2.0630000000000000e+03,2.2000000000000000e+02,1.0664081434803684e-01
"STONINGTON",1.3800000000000000e+02,9.5010000000000000e+03,5.6100000000000000e+02,5.9046416166719295e-02,9.6790000000000000e+03,5.9700000000000000e+02,6.1679925612150015e-02,9.9010000000000000e+03,6.4300000000000000e+02,6.4942935057064943e-02,1.0037000000000000e+04,6.8800000000000000e+02,6.8546378399920296e-02
"STRATFORD",1.3900000000000000e+02,2.7221000000000000e+04,2.3840000000000000e+03,8.7579442342309244e-02,2.7503000000000000e+04,2.5400000000000000e+03,9.2353561429662223e-02,2.7794000000000000e+04,2.6680000000000000e+03,9.5991940706627324e-02,2.7627000000000000e+04,2.6780000000000000e+03,9.6934158612951099e-02
"SUFFIELD",1.4000000000000000e+02,7.3160000000000000e+03,4.5500000000000000e+02,6.2192454893384361e-02,7.3110000000000000e+03,4.9800000000000000e+02,6.8116536725482152e-02,7.5260000000000000e+03,5.5300000000000000e+02,7.3478607494020728e-02,7.4920000000000000e+03,5.4600000000000000e+02,7.2877736252002140e-02
"THOMASTON",1.4100000000000000e+02,4.6920000000000000e+03,3.3700000000000000e+02,7.1824381926683722e-02,4.7580000000000000e+03,3.6200000000000000e+02,7.6082387557797393e-02,4.8590000000000000e+03,3.8900000000000000e+02,8.0057625025725457e-02,4.9150000000000000e+03,4.4100000000000000e+02,8.9725330620549340e-02
"THOMPSON",1.4200000000000000e+02,5.1100000000000000e+03,3.9400000000000000e+02,7.7103718199608609e-02,5.1830000000000000e+03,4.4400000000000000e+02,8.5664672969322786e-02,5.3230000000000000e+03,5.0300000000000000e+02,9.4495585196317872e-02,5.3790000000000000e+03,5.7200000000000000e+02,1.0633946830265849e-01
"TOLLAND",1.4300000000000000e+02,8.3650000000000000e+03,4.4700000000000000e+02,5.3436939629408250e-02,8.4580000000000000e+03,4.7400000000000000e+02,5.6041617403641525e-02,8.6030000000000000e+03,5.0600000000000000e+02,5.8816691851679648e-02,8.6250000000000000e+03,5.4600000000000000e+02,6.3304347826086960e-02
"TORRINGTON",1.4400000000000000e+02,1.9754000000000000e+04,1.6570000000000000e+03,8.3881745469272045e-02,1.9895000000000000e+04,1.8040000000000000e+03,9.0676049258607685e-02,2.0293000000000000e+04,1.9980000000000000e+03,9.8457596215443755e-02,2.0384000000000000e+04,2.1890000000000000e+03,1.0738814756671899e-01
"TRUMBULL",1.4500000000000000e+02,1.7879000000000000e+04,1.1160000000000000e+03,6.2419598411544271e-02,1.8061000000000000e+04,1.2240000000000000e+03,6.7770333868556562e-02,1.8194000000000000e+04,1.2610000000000000e+03,6.9308563262614045e-02,1.8130000000000000e+04,1.3110000000000000e+03,7.2311086596800883e-02
"UNION",1.4600000000000000e+02,4.4900000000000000e+02,2.6000000000000000e+01,5.7906458797327393e-02,4.5600000000000000e+02,2.7000000000000000e+01,5.9210526315789470e-02,4.6400000000000000e+02,3.1000000000000000e+01,6.6810344827586202e-02,4.6300000000000000e+02,3.0000000000000000e+01,6.4794816414686832e-02
"VERNON",1.4700000000000000e+02,1.6835000000000000e+04,1.2520000000000000e+03,7.4368874368874363e-02,1.6988000000000000e+04,1.3550000000000000e+03,7.9762185071815400e-02,1.7184000000000000e+04,1.3950000000000000e+03,8.1180167597765363e-02,1.7238000000000000e+04,1.4810000000000000e+03,8.5914839308504465e-02
"VOLUNTOWN",1.4800000000000000e+02,1.5060000000000000e+03,1.3400000000000000e+02,8.8977423638778225e-02,1.5450000000000000e+03,1.5600000000000000e+02,1.0097087378640776e-01,1.5760000000000000e+03,1.5700000000000000e+02,9.9619289340101516e-02,1.5840000000000000e+03,1.5900000000000000e+02,1.0037878787878787e-01
"WALLINGFORD",1.4900000000000000e+02,2.5808000000000000e+04,1.7110000000000000e+03,6.6297272163670179e-02,2.5981000000000000e+04,1.8630000000000000e+03,7.1706246872714680e-02,2.6243000000000000e+04,2.0470000000000000e+03,7.8001752848378611e-02,2.6297000000000000e+04,2.1710000000000000e+03,8.2556945659200673e-02
"WARREN",1.5000000000000000e+02,7.8700000000000000e+02,4.9000000000000000e+01,6.2261753494282084e-02,7.8800000000000000e+02,4.9000000000000000e+01,6.2182741116751268e-02,7.8300000000000000e+02,4.3000000000000000e+01,5.4916985951468711e-02,7.7700000000000000e+02,4.3000000000000000e+01,5.5341055341055344e-02
"WASHINGTON",1.5100000000000000e+02,2.0090000000000000e+03,1.0700000000000000e+02,5.3260328521652564e-02,2.0380000000000000e+03,1.1600000000000000e+02,5.6918547595682038e-02,2.0510000000000000e+03,1.2800000000000000e+02,6.2408581179912236e-02,2.0440000000000000e+03,1.2700000000000000e+02,6.2133072407045006e-02
"WATERBURY",1.5200000000000000e+02,5.1549000000000000e+04,6.3070000000000000e+03,1.2234960910977905e-01,5.2035000000000000e+04,6.6970000000000000e+03,1.2870183530316134e-01,5.2784000000000000e+04,7.2040000000000000e+03,1.3648075174295241e-01,5.2949000000000000e+04,7.5450000000000000e+03,1.4249560898222818e-01
"WATERFORD",1.5300000000000000e+02,1.0222000000000000e+04,7.4400000000000000e+02,7.2784190960673054e-02,1.0422000000000000e+04,8.1800000000000000e+02,7.8487814239109582e-02,1.0679000000000000e+04,8.5600000000000000e+02,8.0157318100945785e-02,1.0742000000000000e+04,8.5200000000000000e+02,7.9314838949916214e-02
"WATERTOWN",1.5400000000000000e+02,1.2907000000000000e+04,8.3300000000000000e+02,6.4538622452932515e-02,1.3043000000000000e+04,9.2500000000000000e+02,7.0919267039791456e-02,1.3258000000000000e+04,1.0110000000000000e+03,7.6255845527228847e-02,1.3289000000000000e+04,1.0870000000000000e+03,8.1796974941681089e-02
"WEST HARTFORD",1.5500000000000000e+02,3.3410000000000000e+04,1.8510000000000000e+03,5.5402574079616879e-02,3.3766000000000000e+04,2.0480000000000000e+03,6.0652727595806435e-02,3.4223000000000000e+04,2.2290000000000000e+03,6.5131636618648278e-02,3.4302000000000000e+04,2.3470000000000000e+03,6.8421666375138482e-02
"WEST HAVEN",1.5600000000000000e+02,2.9978000000000000e+04,2.8230000000000000e+03,9.4169057308693044e-02,3.0322000000000000e+04,3.1020000000000000e+03,1.0230195897368248e-01,3.0786000000000000e+04,3.3270000000000000e+03,1.0806860261157669e-01,3.0712000000000000e+04,3.2970000000000000e+03,1.0735217504558479e-01
"WESTBROOK",1.5700000000000000e+02,3.5310000000000000e+03,2.2700000000000000e+02,6.4287737184933441e-02,3.5740000000000000e+03,2.5800000000000000e+02,7.2188024622271960e-02,3.6160000000000000e+03,2.7500000000000000e+02,7.6050884955752213e-02,3.6270000000000000e+03,2.9200000000000000e+02,8.0507306313757923e-02
"WESTON",1.5800000000000000e+02,4.3000000000000000e+03,2.5400000000000000e+02,5.9069767441860467e-02,4.3440000000000000e+03,2.6500000000000000e+02,6.1003683241252299e-02,4.3780000000000000e+03,2.8200000000000000e+02,6.4412973960712661e-02,4.3360000000000000e+03,2.7100000000000000e+02,6.2500000000000000e-02
"WESTPORT",1.5900000000000000e+02,1.2166000000000000e+04,7.1900000000000000e+02,5.9099128719381881e-02,1.2232000000000000e+04,7.5600000000000000e+02,6.1805101373446698e-02,1.2231000000000000e+04,7.7400000000000000e+02,6.3281824871228839e-02,1.2117000000000000e+04,7.8000000000000000e+02,6.4372369398365936e-02
"WETHERSFIELD",1.6000000000000000e+02,1.3766000000000000e+04,8.9300000000000000e+02,6.4869969490047946e-02,1.3916000000000000e+04,9.9100000000000000e+02,7.1212992239149175e-02,1.4244000000000000e+04,1.1090000000000000e+03,7.7857343442853125e-02,1.4274000000000000e+04,1.1890000000000000e+03,8.3298304609780022e-02
"WILLINGTON",1.6100000000000000e+02,3.5560000000000000e+03,2.0000000000000000e+02,5.6242969628796401e-02,3.6200000000000000e+03,2.3200000000000000e+02,6.4088397790055249e-02,3.6830000000000000e+03,2.4100000000000000e+02,6.5435786043985880e-02,3.6930000000000000e+03,2.5500000000000000e+02,6.9049553208773359e-02
"WILTON",1.6200000000000000e+02,8.3500000000000000e+03,4.7100000000000000e+02,5.6407185628742515e-02,8.4140000000000000e+03,4.9400000000000000e+02,5.8711671024483006e-02,8.4550000000000000e+03,5.0200000000000000e+02,5.9373151981076289e-02,8.2910000000000000e+03,5.1400000000000000e+02,6.1994934266071645e-02
"WINCHESTER",1.6300000000000000e+02,6.2820000000000000e+03,5.3300000000000000e+02,8.4845590576249602e-02,6.3430000000000000e+03,5.7900000000000000e+02,9.1281727889011510e-02,6.5190000000000000e+03,6.9400000000000000e+02,1.0645804571253260e-01,6.5510000000000000e+03,7.5300000000000000e+02,1.1494428331552435e-01
"WINDHAM",1.6400000000000000e+02,1.2421000000000000e+04,1.2350000000000000e+03,9.9428387408421220e-02,1.2610000000000000e+04,1.3380000000000000e+03,1.0610626486915146e-01,1.2887000000000000e+04,1.4400000000000000e+03,1.1174051369597268e-01,1.2838000000000000e+04,1.4470000000000000e+03,1.1271226047670976e-01
"WINDSOR",1.6500000000000000e+02,1.6328000000000000e+04,1.2350000000000000e+03,7.5636942675159233e-02,1.6484000000000000e+04,1.3410000000000000e+03,8.1351613685998539e-02,1.6662000000000000e+04,1.3720000000000000e+03,8.2343056055695599e-02,1.6659000000000000e+04,1.4280000000000000e+03,8.5719430938231589e-02
"WINDSOR LOCKS",1.6600000000000000e+02,7.1970000000000000e+03,5.3800000000000000e+02,7.4753369459497010e-02,7.2380000000000000e+03,5.8100000000000000e+02,8.0270793036750485e-02,7.3000000000000000e+03,5.9500000000000000e+02,8.1506849315068491e-02,7.3470000000000000e+03,6.5300000000000000e+02,8.8879814890431466e-02
