Municipality,July 1, 2011Population
"ANDOVER",3.2980000000000000e+03
"ANSONIA",1.9219000000000000e+04
"ASHFORD",4.3070000000000000e+03
"AVON",1.8113000000000000e+04
"BARKHAMSTED",3.7760000000000000e+03
"BEACON FALLS",6.0380000000000000e+03
"BERLIN",1.9881000000000000e+04
"BETHANY",5.5540000000000000e+03
"BETHEL",1.8771000000000000e+04
"BETHLEHEM",3.5860000000000000e+03
"BLOOMFIELD",2.0502000000000000e+04
"BOLTON",4.9740000000000000e+03
"BOZRAH",2.6220000000000000e+03
"BRANFORD",2.7980000000000000e+04
"BRIDGEPORT",1.4563800000000000e+05
"BRIDGEWATER",1.7160000000000000e+03
"BRISTOL",6.0525000000000000e+04
"BROOKFIELD",1.6617000000000000e+04
"BROOKLYN",8.1920000000000000e+03
"BURLINGTON",9.3090000000000000e+03
"CANAAN",1.2270000000000000e+03
"CANTERBURY",5.1190000000000000e+03
"CANTON",1.0300000000000000e+04
"CHAPLIN",2.2980000000000000e+03
"CHESHIRE",2.9216000000000000e+04
"CHESTER",4.0030000000000000e+03
"CLINTON",1.3290000000000000e+04
"COLCHESTER",1.6034000000000000e+04
"COLEBROOK",1.4760000000000000e+03
"COLUMBIA",5.4770000000000000e+03
"CORNWALL",1.4120000000000000e+03
"COVENTRY",1.2418000000000000e+04
"CROMWELL",1.4037000000000000e+04
"DANBURY",8.1671000000000000e+04
"DARIEN",2.0942000000000000e+04
"DEEP RIVER",4.6390000000000000e+03
"DERBY",1.2882000000000000e+04
"DURHAM",7.4030000000000000e+03
"EAST GRANBY",5.1520000000000000e+03
"EAST HADDAM",9.1460000000000000e+03
"EAST HAMPTON",1.2989000000000000e+04
"EAST HARTFORD",5.1293000000000000e+04
"EAST HAVEN",2.9209000000000000e+04
"EAST LYME",1.9124000000000000e+04
"EAST WINDSOR",1.1170000000000000e+04
"EASTFORD",1.7440000000000000e+03
"EASTON",7.5640000000000000e+03
"ELLINGTON",1.5582000000000000e+04
"ENFIELD",4.4686000000000000e+04
"ESSEX",6.6980000000000000e+03
"FAIRFIELD",5.9961000000000000e+04
"FARMINGTON",2.5361000000000000e+04
"FRANKLIN",1.9170000000000000e+03
"GLASTONBURY",3.4454000000000000e+04
"GOSHEN",2.9570000000000000e+03
"GRANBY",1.1291000000000000e+04
"GREENWICH",6.1782000000000000e+04
"GRISWOLD",1.1925000000000000e+04
"GROTON",4.0038000000000000e+04
"GROTON (City of)",
"GUILFORD",2.2340000000000000e+04
"HADDAM",8.3640000000000000e+03
"HAMDEN",6.0868000000000000e+04
"HAMPTON",1.8580000000000000e+03
"HARTFORD",1.2486700000000000e+05
"HARTLAND",2.1160000000000000e+03
"HARWINTON",5.6080000000000000e+03
