Municipality,Numbered,ADM 2011-12,NCE 2011-12
"COLCHESTER",2.8000000000000000e+01,3.0629200000000001e+03,36929804.0000
"COLEBROOK",2.9000000000000000e+01,2.2184000000000000e+02,3481912.0000
"COLUMBIA",3.0000000000000000e+01,7.3782000000000005e+02,10797457.0000
"CORNWALL",3.1000000000000000e+01,1.5988000000000000e+02,3978551.0000
"COVENTRY",3.2000000000000000e+01,1.8891300000000001e+03,27022586.0000
"CROMWELL",3.3000000000000000e+01,2.0346099999999999e+03,26434626.0000
"DANBURY",3.4000000000000000e+01,1.0615370000000001e+04,124382109.0000
"DARIEN",3.5000000000000000e+01,4.8349200000000001e+03,78254565.0000
"DEEP RIVER",3.6000000000000000e+01,6.4800000000000000e+02,9703545.0000
"DERBY",3.7000000000000000e+01,1.5724500000000000e+03,19776455.0000
"DURHAM",3.8000000000000000e+01,1.3400999999999999e+03,20269980.0000
"EAST GRANBY",3.9000000000000000e+01,8.9039999999999998e+02,14040502.0000
"EAST HADDAM",4.0000000000000000e+01,1.3027600000000000e+03,18761639.0000
"EAST HAMPTON",4.1000000000000000e+01,1.9965100000000000e+03,27426985.0000
"EAST HARTFORD",4.2000000000000000e+01,8.1415100000000002e+03,95835782.0000
"EAST HAVEN",4.3000000000000000e+01,3.6742700000000000e+03,49693257.0000
"EAST LYME",4.4000000000000000e+01,2.7842600000000002e+03,38275932.0000
"EAST WINDSOR",4.5000000000000000e+01,1.3691300000000001e+03,20427951.0000
"EASTFORD",4.6000000000000000e+01,2.3391999999999999e+02,3617299.0000
"EASTON",4.7000000000000000e+01,1.5091199999999999e+03,23751072.0000
"ELLINGTON",4.8000000000000000e+01,2.7663400000000001e+03,30305289.0000
"ENFIELD",4.9000000000000000e+01,5.9176800000000003e+03,72886839.0000
"ESSEX",5.0000000000000000e+01,9.6975000000000000e+02,14100222.0000
"FAIRFIELD",5.1000000000000000e+01,1.0314030000000001e+04,149848332.0000
"FARMINGTON",5.2000000000000000e+01,4.0452500000000000e+03,57050860.0000
"FRANKLIN",5.3000000000000000e+01,2.8506999999999999e+02,3959044.0000
"GLASTONBURY",5.4000000000000000e+01,6.8258400000000001e+03,88788664.0000
"GOSHEN",5.5000000000000000e+01,4.0918000000000001e+02,6519740.0000
"GRANBY",5.6000000000000000e+01,2.1475100000000002e+03,26694526.0000
"GREENWICH",5.7000000000000000e+01,8.7152000000000007e+03,156158559.0000
"GRISWOLD",5.8000000000000000e+01,1.8461300000000001e+03,23237246.0000
"GROTON",5.9000000000000000e+01,5.1812399999999998e+03,74440660.0000
"GROTON (City of)",6.0000000000000000e+01,,
"GUILFORD",6.1000000000000000e+01,3.6840799999999999e+03,51303045.0000
"HADDAM",6.2000000000000000e+01,1.3459700000000000e+03,19097890.0000
"HAMDEN",6.3000000000000000e+01,6.7696599999999999e+03,102918172.0000
"HAMPTON",6.4000000000000000e+01,1.9499000000000001e+02,4160602.0000
"HARTFORD",6.5000000000000000e+01,2.1107369999999999e+04,379736580.0000
"HARTLAND",6.6000000000000000e+01,3.1908999999999997e+02,4451028.0000
"HARWINTON",6.7000000000000000e+01,9.1482000000000005e+02,11148542.0000
"HEBRON",6.8000000000000000e+01,2.0808099999999999e+03,24055102.0000
"KENT",6.9000000000000000e+01,3.3937000000000000e+02,6377388.0000
"KILLINGLY",7.0000000000000000e+01,2.5491199999999999e+03,35763913.0000
"KILLINGWORTH",7.1000000000000000e+01,1.0673000000000000e+03,15143858.0000
"LEBANON",7.2000000000000000e+01,1.1860200000000000e+03,16637315.0000
"LEDYARD",7.3000000000000000e+01,2.5289699999999998e+03,32256941.0000
"LISBON",7.4000000000000000e+01,6.5536000000000001e+02,9364552.0000
"LITCHFIELD",7.5000000000000000e+01,1.1542900000000000e+03,16860639.0000
"LYME",7.6000000000000000e+01,2.9786000000000001e+02,5222695.0000
"MADISON",7.7000000000000000e+01,3.5193000000000002e+03,48124912.0000
"MANCHESTER",7.8000000000000000e+01,7.2475600000000004e+03,104297686.0000
"MANSFIELD",7.9000000000000000e+01,1.9786500000000001e+03,30300567.0000
"MARLBOROUGH",8.0000000000000000e+01,1.2188199999999999e+03,13418733.0000
"MERIDEN",8.1000000000000000e+01,9.1420300000000007e+03,114520382.0000
"MIDDLEBURY",8.2000000000000000e+01,1.3482900000000000e+03,18264591.0000
"MIDDLEFIELD",8.3000000000000000e+01,6.8801999999999998e+02,10406799.0000
"MIDDLETOWN",8.4000000000000000e+01,5.2969200000000001e+03,71053131.0000
"MILFORD",8.5000000000000000e+01,6.9081499999999996e+03,105095359.0000
"MONROE",8.6000000000000000e+01,3.6611900000000001e+03,51348880.0000
"MONTVILLE",8.7000000000000000e+01,2.6335300000000002e+03,36066308.0000
"MORRIS",8.8000000000000000e+01,3.5586000000000001e+02,5670157.0000
"NAUGATUCK",8.9000000000000000e+01,4.7538900000000003e+03,63869579.0000
"NEW BRITAIN",9.0000000000000000e+01,1.1011870000000001e+04,128056453.0000
"NEW CANAAN",9.1000000000000000e+01,4.2079300000000003e+03,72999170.0000
"NEW FAIRFIELD",9.2000000000000000e+01,2.8071599999999999e+03,36192219.0000
"NEW HARTFORD",9.3000000000000000e+01,1.1360899999999999e+03,15351117.0000
"NEW HAVEN",9.4000000000000000e+01,1.8002230000000000e+04,315587247.0000
"NEW LONDON",9.5000000000000000e+01,3.5085400000000000e+03,48265575.0000
"NEW MILFORD",9.6000000000000000e+01,4.5869799999999996e+03,55188506.0000
"NEWINGTON",9.7000000000000000e+01,4.4768999999999996e+03,64433659.0000
"NEWTOWN",9.8000000000000000e+01,5.4238299999999999e+03,67873814.0000
"NORFOLK",9.9000000000000000e+01,2.2802000000000001e+02,4064682.0000
"NORTH BRANFORD",1.0000000000000000e+02,2.2778699999999999e+03,28746768.0000
"NORTH CANAAN",1.0100000000000000e+02,4.2683999999999997e+02,8001640.0000
"NORTH HAVEN",1.0200000000000000e+02,3.6079000000000001e+03,45718971.0000
"NORTH STONINGTON",1.0300000000000000e+02,8.1051999999999998e+02,11636230.0000
"NORWALK",1.0400000000000000e+02,1.1227330000000000e+04,175897414.0000
"NORWICH",1.0500000000000000e+02,5.3810000000000000e+03,72151482.0000
"OLD LYME",1.0600000000000000e+02,1.1865000000000000e+03,20804161.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.5393099999999999e+03,21936929.0000
"ORANGE",1.0800000000000000e+02,2.5074400000000001e+03,36251553.0000
"OXFORD",1.0900000000000000e+02,2.2163299999999999e+03,26144048.0000
"PLAINFIELD",1.1000000000000000e+02,2.4742500000000000e+03,30617433.0000
"PLAINVILLE",1.1100000000000000e+02,2.4443200000000002e+03,34282644.0000
"PLYMOUTH",1.1200000000000000e+02,1.8198000000000000e+03,23182855.0000
"POMFRET",1.1300000000000000e+02,6.9287000000000000e+02,9631914.0000
"PORTLAND",1.1400000000000000e+02,1.4201099999999999e+03,18373155.0000
"PRESTON",1.1500000000000000e+02,6.0970000000000005e+02,10137289.0000
"PROSPECT",1.1600000000000000e+02,1.5066400000000001e+03,19821362.0000
"PUTNAM",1.1700000000000000e+02,1.2566800000000001e+03,18065938.0000
"REDDING",1.1800000000000000e+02,1.7264600000000000e+03,31041034.0000
"RIDGEFIELD",1.1900000000000000e+02,5.3695900000000001e+03,77932969.0000
"ROCKY HILL",1.2000000000000000e+02,2.6206399999999999e+03,33747372.0000
"ROXBURY",1.2100000000000000e+02,2.8394999999999999e+02,6156283.0000
"SALEM",1.2200000000000000e+02,7.0499000000000001e+02,9895972.0000
"SALISBURY",1.2300000000000000e+02,3.8462000000000000e+02,7707088.0000
"SCOTLAND",1.2400000000000000e+02,2.2750000000000000e+02,4313688.0000
"SEYMOUR",1.2500000000000000e+02,2.4111700000000001e+03,30705959.0000
"SHARON",1.2600000000000000e+02,2.6067000000000002e+02,5947214.0000
"SHELTON",1.2700000000000000e+02,5.3678699999999999e+03,64602443.0000
"SHERMAN",1.2800000000000000e+02,5.9184000000000003e+02,8162094.0000
"SIMSBURY",1.2900000000000000e+02,4.7330500000000002e+03,64180710.0000
"SOMERS",1.3000000000000000e+02,1.6131600000000001e+03,20157570.0000
"SOUTH WINDSOR",1.3100000000000000e+02,4.5061499999999996e+03,66376504.0000
"SOUTHBURY",1.3200000000000000e+02,2.9104800000000000e+03,39426776.0000
"SOUTHINGTON",1.3300000000000000e+02,6.7886800000000003e+03,83054708.0000
"SPRAGUE",1.3400000000000000e+02,4.5650000000000000e+02,6264821.0000
"STAFFORD",1.3500000000000000e+02,1.8364800000000000e+03,25279835.0000
"STAMFORD",1.3600000000000000e+02,1.5269370000000001e+04,249364232.0000
"STERLING",1.3700000000000000e+02,6.4429999999999995e+02,7571769.0000
"STONINGTON",1.3800000000000000e+02,2.4579200000000001e+03,32538707.0000
"STRATFORD",1.3900000000000000e+02,7.4930500000000002e+03,97858768.0000
"SUFFIELD",1.4000000000000000e+02,2.4259099999999999e+03,30965740.0000
"THOMASTON",1.4100000000000000e+02,1.1942600000000000e+03,14896333.0000
"THOMPSON",1.4200000000000000e+02,1.2141700000000001e+03,16311127.0000
"TOLLAND",1.4300000000000000e+02,3.0184000000000001e+03,35626905.0000
"TORRINGTON",1.4400000000000000e+02,4.6225900000000001e+03,64544349.0000
"TRUMBULL",1.4500000000000000e+02,6.7992500000000000e+03,88496177.0000
"UNION",1.4600000000000000e+02,1.0300000000000000e+02,1419457.0000
"VERNON",1.4700000000000000e+02,3.7503299999999999e+03,48607023.0000
"VOLUNTOWN",1.4800000000000000e+02,4.3594000000000000e+02,6037597.0000
"WALLINGFORD",1.4900000000000000e+02,6.5721400000000003e+03,94876969.0000
"WARREN",1.5000000000000000e+02,1.7713999999999999e+02,2822491.0000
"WASHINGTON",1.5100000000000000e+02,4.0018000000000001e+02,8676250.0000
"WATERBURY",1.5200000000000000e+02,1.7533139999999999e+04,258053873.0000
"WATERFORD",1.5300000000000000e+02,3.0477600000000002e+03,43757433.0000
"WATERTOWN",1.5400000000000000e+02,3.0975400000000000e+03,37189150.0000
"WEST HARTFORD",1.5500000000000000e+02,1.0439320000000000e+04,136489810.0000
"WEST HAVEN",1.5600000000000000e+02,7.2266000000000004e+03,85082420.0000
"WESTBROOK",1.5700000000000000e+02,9.4178999999999996e+02,14519431.0000
"WESTON",1.5800000000000000e+02,2.4852399999999998e+03,45102531.0000
"WESTPORT",1.5900000000000000e+02,5.7208599999999997e+03,100895186.0000
"WETHERSFIELD",1.6000000000000000e+02,3.8570700000000002e+03,52189702.0000
"WILLINGTON",1.6100000000000000e+02,7.9069000000000005e+02,12023842.0000
"WILTON",1.6200000000000000e+02,4.3096300000000001e+03,71323894.0000
"WINCHESTER",1.6300000000000000e+02,1.3419700000000000e+03,21440429.0000
"WINDHAM",1.6400000000000000e+02,3.2631999999999998e+03,51945775.0000
"WINDSOR",1.6500000000000000e+02,4.0739800000000000e+03,63036233.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.8613699999999999e+03,28423892.0000
"WOLCOTT",1.6700000000000000e+02,2.9083800000000001e+03,32610645.0000
"WOODBRIDGE",1.6800000000000000e+02,1.4870300000000000e+03,23410072.0000
"WOODBURY",1.6900000000000000e+02,1.3307400000000000e+03,20248353.0000
"WOODSTOCK",1.7000000000000000e+02,1.3375899999999999e+03,15628674.0000
