Municipality,Numbered,ADM 2011-12,NCE 2011-12
"ANDOVER",1.0000000000000000e+00,6.0815999999999997e+02,7774865.0000
"ANSONIA",2.0000000000000000e+00,2.7105599999999999e+03,30669465.0000
"ASHFORD",3.0000000000000000e+00,7.0271000000000004e+02,10418145.0000
"AVON",4.0000000000000000e+00,3.5380000000000000e+03,45796004.0000
"BARKHAMSTED",5.0000000000000000e+00,6.5015999999999997e+02,8038719.0000
"BEACON FALLS",6.0000000000000000e+00,9.9490999999999997e+02,13089040.0000
"BERLIN",7.0000000000000000e+00,3.0789200000000001e+03,42766400.0000
"BETHANY",8.0000000000000000e+00,9.7352999999999997e+02,13926058.0000
"BETHEL",9.0000000000000000e+00,2.9623400000000001e+03,41527614.0000
"BETHLEHEM",1.0000000000000000e+01,4.5324000000000001e+02,6896436.0000
"BLOOMFIELD",1.1000000000000000e+01,2.3743000000000002e+03,41176834.0000
"BOLTON",1.2000000000000000e+01,8.2828999999999996e+02,11942146.0000
"BOZRAH",1.3000000000000000e+01,3.4975000000000000e+02,5176424.0000
"BRANFORD",1.4000000000000000e+01,3.3934200000000001e+03,49412623.0000
"BRIDGEPORT",1.5000000000000000e+01,2.0870820000000000e+04,270858683.0000
"BRIDGEWATER",1.6000000000000000e+01,2.0531999999999999e+02,4451516.0000
"BRISTOL",1.7000000000000000e+01,8.6365300000000007e+03,109123726.0000
"BROOKFIELD",1.8000000000000000e+01,2.9048299999999999e+03,36211833.0000
"BROOKLYN",1.9000000000000000e+01,1.2645100000000000e+03,15959407.0000
"BURLINGTON",2.0000000000000000e+01,1.7787100000000000e+03,21676421.0000
"CANAAN",2.1000000000000000e+01,1.4100000000000000e+02,3016731.0000
"CANTERBURY",2.2000000000000000e+01,7.2098000000000002e+02,10606061.0000
"CANTON",2.3000000000000000e+01,1.7717300000000000e+03,23386899.0000
"CHAPLIN",2.4000000000000000e+01,3.0179000000000002e+02,5576861.0000
"CHESHIRE",2.5000000000000000e+01,4.7848400000000001e+03,60018150.0000
"CHESTER",2.6000000000000000e+01,5.2984000000000003e+02,8210449.0000
"CLINTON",2.7000000000000000e+01,2.0573099999999999e+03,29887519.0000
