MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GRAND LIST,TOTAL NET GRAND LIST,OTHER
"GRISWOLD",5.8000000000000000e+01,5.8000000000000000e+01,5.4522610500000000e+08,3.7545420000000000e+07,3.8615000000000000e+06,1.9006320000000000e+06,8.9555350000000000e+06,6.1781145200000000e+08,5.2570400000000000e+06,6.1255441200000000e+08,7.5057413000000000e+07,7.1682000000000000e+05,7.4340593000000000e+07,1.9651889000000000e+07,7.3678900000000000e+05,1.8915100000000000e+07,7.1252075400000000e+08,7.0581010500000000e+08,2.0322260000000000e+07
"GROTON",5.9000000000000000e+01,5.9000000000000000e+01,2.2278388200000000e+09,3.7908721100000000e+08,5.2066392000000000e+08,0.0000000000000000e+00,1.5823115000000000e+08,3.3597691110000000e+09,8.4175610000000000e+06,3.3513515500000000e+09,2.2331110800000000e+08,1.4529413000000000e+07,2.0878169500000000e+08,4.4390667400000000e+08,1.8388852000000000e+08,2.6001815400000000e+08,4.0269868930000000e+09,3.8201513990000000e+09,7.3948010000000000e+07
"GROTON (City of)",6.0000000000000000e+01,,,,,,,,,,,,,,,,,0.0000000000000000e+00,
"GUILFORD",6.1000000000000000e+01,6.0000000000000000e+01,2.5783890600000000e+09,1.8863525000000000e+08,2.3687260000000000e+07,0.0000000000000000e+00,3.1959500000000000e+06,2.8136577800000000e+09,7.7481200000000000e+06,2.8059096600000000e+09,1.8402891000000000e+08,9.3968000000000000e+05,1.8308923000000000e+08,7.5973655000000000e+07,1.3167350000000000e+07,6.2806305000000000e+07,3.0736603450000000e+09,3.0518051950000000e+09,1.9750260000000000e+07
"HADDAM",6.2000000000000000e+01,6.1000000000000000e+01,7.0080916800000000e+08,2.8065000000000000e+07,2.5161420000000000e+07,1.0908600000000000e+06,5.1982000000000000e+05,7.8908180800000000e+08,1.9015700000000000e+06,7.8718023800000000e+08,6.8073600000000000e+07,2.5360000000000000e+05,6.7820000000000000e+07,5.8470110000000000e+07,6.0880000000000000e+05,5.7861310000000000e+07,9.1562551800000000e+08,9.1286154800000000e+08,3.3435540000000000e+07
"HAMDEN",6.3000000000000000e+01,6.2000000000000000e+01,2.8438443960000000e+09,5.3793299800000000e+08,6.5176020000000000e+07,4.0618900000000000e+06,1.8606274100000000e+08,3.6461014950000000e+09,2.7811666000000000e+07,3.6182898290000000e+09,3.1649839200000000e+08,2.8687500000000000e+06,3.1362964200000000e+08,1.6392209100000000e+08,2.0324980000000000e+07,1.4359711100000000e+08,4.1265219780000000e+09,4.0755165820000000e+09,9.0234500000000000e+06
"HAMPTON",6.4000000000000000e+01,6.3000000000000000e+01,1.0151501000000000e+08,1.8296500000000000e+06,1.1592000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,1.0817918000000000e+08,6.7073500000000000e+05,1.0750844500000000e+08,1.6111015000000000e+07,2.1175600000000000e+06,1.3993455000000000e+07,4.5739790000000000e+06,3.3288800000000000e+05,4.2410910000000000e+06,1.2886417400000000e+08,1.2574299100000000e+08,4.7186000000000000e+06
"HARTFORD",6.5000000000000000e+01,6.4000000000000000e+01,7.6911058800000000e+08,1.2024440770000000e+09,6.6137292000000000e+07,1.6957339000000000e+07,5.3113829000000000e+08,2.6111083640000000e+09,2.2240750000000000e+07,2.5888676140000000e+09,3.0858094100000000e+08,1.0231491000000000e+07,2.9834945000000000e+08,7.6748497000000000e+08,3.5360320000000000e+07,7.3212465000000000e+08,3.6871742750000000e+09,3.6193417140000000e+09,2.5320778000000000e+07
"HARTLAND",6.6000000000000000e+01,6.5000000000000000e+01,1.5136258000000000e+08,4.9039000000000000e+05,0.0000000000000000e+00,1.6775670000000000e+07,0.0000000000000000e+00,1.7343398000000000e+08,4.5450000000000000e+05,1.7297948000000000e+08,1.6455837000000000e+07,4.8880000000000000e+04,1.6406957000000000e+07,7.2534330000000000e+06,1.7890000000000000e+04,7.2355430000000000e+06,1.9714325000000000e+08,1.9662198000000000e+08,4.8053400000000000e+06
"HARWINTON",6.7000000000000000e+01,6.6000000000000000e+01,4.2631297300000000e+08,1.1824510000000000e+07,1.3902200000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,4.6809785300000000e+08,9.9322000000000000e+05,4.6710463300000000e+08,5.2387915000000000e+07,1.0443500000000000e+06,5.1343565000000000e+07,2.3171334000000000e+07,4.2308300000000000e+06,1.8940504000000000e+07,5.4365710200000000e+08,5.3738870200000000e+08,2.8570150000000000e+07
"HEBRON",6.8000000000000000e+01,6.7000000000000000e+01,6.5587641000000000e+08,2.2307880000000000e+07,1.0097500000000000e+06,0.0000000000000000e+00,2.9967700000000000e+06,6.9636654000000000e+08,2.4334000000000000e+06,6.9393314000000000e+08,7.2866040000000000e+07,4.3406000000000000e+05,7.2431980000000000e+07,1.6170550000000000e+07,5.3422000000000000e+05,1.5636330000000000e+07,7.8540313000000000e+08,7.8200145000000000e+08,1.4175730000000000e+07
"KENT",6.9000000000000000e+01,6.8000000000000000e+01,4.6867110000000000e+08,3.6633435000000000e+07,0.0000000000000000e+00,2.3742000000000000e+06,2.2680000000000000e+05,5.5571973500000000e+08,1.1834250000000000e+06,5.5453631000000000e+08,2.5306710000000000e+07,5.5290000000000000e+04,2.5251420000000000e+07,1.4972119000000000e+07,3.4324800000000000e+05,1.4628871000000000e+07,5.9599856400000000e+08,5.9441660100000000e+08,4.7814200000000000e+07
"KILLINGLY",7.0000000000000000e+01,6.9000000000000000e+01,5.9408148600000000e+08,1.3884172000000000e+08,7.6264370000000000e+07,1.3577060000000000e+08,3.0612070000000000e+07,1.0123839360000000e+09,1.4204265600000000e+08,8.7034128000000000e+08,1.0710727700000000e+08,5.1752160000000000e+06,1.0193206100000000e+08,4.0818612300000000e+08,2.7366993000000000e+08,1.3451619300000000e+08,1.5276773360000000e+09,1.1067895340000000e+09,3.6813690000000000e+07
"KILLINGWORTH",7.1000000000000000e+01,7.0000000000000000e+01,6.2589150000000000e+08,2.1006560000000000e+07,7.0278000000000000e+05,0.0000000000000000e+00,6.2480000000000000e+04,6.5595925000000000e+08,1.6595000000000000e+06,6.5429975000000000e+08,5.5965650000000000e+07,2.1326000000000000e+05,5.5752390000000000e+07,1.2730860000000000e+07,6.6513000000000000e+04,1.2664347000000000e+07,7.2465576000000000e+08,7.2271648700000000e+08,8.2959300000000000e+06
"LEBANON",7.2000000000000000e+01,7.1000000000000000e+01,4.5961457000000000e+08,1.4343060000000000e+07,4.6598700000000000e+06,1.1926300000000000e+06,1.1110200000000000e+06,4.9895754000000000e+08,1.9645000000000000e+06,4.9699304000000000e+08,5.6690488000000000e+07,9.2332800000000000e+05,5.5767160000000000e+07,6.1042060000000000e+07,6.3863600000000000e+06,5.4655700000000000e+07,6.1669008800000000e+08,6.0741590000000000e+08,1.8036390000000000e+07
"LEDYARD",7.3000000000000000e+01,7.2000000000000000e+01,8.9050925300000000e+08,4.8173578000000000e+07,9.3561300000000000e+06,5.3130000000000000e+05,8.4479500000000000e+06,9.8951309400000000e+08,3.3427700000000000e+06,9.8617032400000000e+08,1.0408119000000000e+08,5.8550100000000000e+06,9.8226180000000000e+07,6.4775352000000000e+07,2.2185135000000000e+07,4.2590217000000000e+07,1.1583696360000000e+09,1.1269867210000000e+09,3.2494883000000000e+07
"LISBON",7.4000000000000000e+01,7.3000000000000000e+01,2.2401208500000000e+08,8.1025990000000000e+07,9.8033000000000000e+05,2.6257000000000000e+05,7.9983000000000000e+05,3.2129940500000000e+08,1.2949600000000000e+06,3.2000444500000000e+08,3.0943446000000000e+07,1.3929000000000000e+05,3.0804156000000000e+07,3.7003609000000000e+07,1.6762698000000000e+07,2.0240911000000000e+07,3.8924646000000000e+08,3.7104951200000000e+08,1.4218600000000000e+07
"LITCHFIELD",7.5000000000000000e+01,7.4000000000000000e+01,7.8287951000000000e+08,8.6094090000000000e+07,9.5733500000000000e+06,6.4407100000000000e+06,5.4537400000000000e+06,9.2707849000000000e+08,1.8042500000000000e+06,9.2527424000000000e+08,7.2542510000000000e+07,2.8477000000000000e+05,7.2257740000000000e+07,3.0947393000000000e+07,1.5665000000000000e+06,2.9380893000000000e+07,1.0305683930000000e+09,1.0269128730000000e+09,3.6637090000000000e+07
"LYME",7.6000000000000000e+01,7.5000000000000000e+01,4.6495430000000000e+08,4.4589000000000000e+06,0.0000000000000000e+00,3.6820000000000000e+05,0.0000000000000000e+00,4.8876853000000000e+08,9.0399300000000000e+05,4.8786453700000000e+08,2.2884475000000000e+07,2.3580000000000000e+04,2.2860895000000000e+07,6.6779420000000000e+06,1.8891100000000000e+05,6.4890310000000000e+06,5.1833094700000000e+08,5.1721446300000000e+08,1.8987130000000000e+07
"MADISON",7.7000000000000000e+01,7.6000000000000000e+01,2.4527137000000000e+09,1.6169060000000000e+08,2.7420000000000000e+06,3.6035000000000000e+06,3.7110000000000000e+06,2.6537927000000000e+09,8.7740000000000000e+06,2.6450187000000000e+09,1.6256140000000000e+08,7.9040000000000000e+05,1.6177100000000000e+08,5.5045264000000000e+07,6.1176000000000000e+05,5.4433504000000000e+07,2.8713993640000000e+09,2.8612232040000000e+09,2.9331900000000000e+07
"MANCHESTER",7.8000000000000000e+01,7.7000000000000000e+01,2.1427387000000000e+09,6.6599662000000000e+08,1.8746252000000000e+08,4.9363000000000000e+06,3.0821380000000000e+08,3.3099910400000000e+09,1.6648070000000000e+07,3.2933429700000000e+09,3.3329094000000000e+08,4.9831000000000000e+06,3.2830784000000000e+08,4.0897274000000000e+08,1.0764616000000000e+08,3.0132658000000000e+08,4.0522547200000000e+09,3.9229773900000000e+09,6.4310000000000000e+05
"MANSFIELD",7.9000000000000000e+01,7.8000000000000000e+01,6.8418362000000000e+08,1.8127943000000000e+08,2.4030000000000000e+06,8.5980000000000000e+05,2.6886500000000000e+07,8.9859695000000000e+08,2.7849800000000000e+06,8.9581197000000000e+08,7.8743480000000000e+07,1.1116760000000000e+06,7.7631804000000000e+07,5.7638992000000000e+07,4.2264600000000000e+06,5.3412532000000000e+07,1.0349794220000000e+09,1.0268563060000000e+09,2.9846000000000000e+06
"MARLBOROUGH",8.0000000000000000e+01,7.9000000000000000e+01,4.8347122000000000e+08,2.7278320000000000e+07,2.1982100000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,5.1371548000000000e+08,1.2452800000000000e+06,5.1247020000000000e+08,5.1899860000000000e+07,1.5106000000000000e+05,5.1748800000000000e+07,1.1480645000000000e+07,6.2757000000000000e+05,1.0853075000000000e+07,5.7709598500000000e+08,5.7507207500000000e+08,7.6773000000000000e+05
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,2.0614304640000000e+09,5.6176605600000000e+08,2.0166629000000000e+07,4.3310400000000000e+06,6.3457240000000000e+07,2.7219345980000000e+09,1.1107185000000000e+07,2.7108274130000000e+09,3.0136804500000000e+08,3.7653900000000000e+06,2.9760265500000000e+08,2.6407693000000000e+08,5.6011275000000000e+07,2.0806565500000000e+08,3.2873795730000000e+09,3.2164957230000000e+09,1.0783169000000000e+07
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,6.8073176500000000e+08,1.0021622700000000e+08,8.5307000000000000e+06,7.6850000000000000e+05,5.7070600000000000e+05,8.2533755800000000e+08,2.0637150000000000e+06,8.2327384300000000e+08,6.5275490000000000e+07,5.3730000000000000e+05,6.4738190000000000e+07,5.1226059000000000e+07,1.9557180000000000e+06,4.9270341000000000e+07,9.4183910700000000e+08,9.3728237400000000e+08,3.4519660000000000e+07
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,3.2039158500000000e+08,1.7648900000000000e+07,1.5134600000000000e+07,1.8753000000000000e+06,9.2530000000000000e+05,3.5764308500000000e+08,1.7555000000000000e+06,3.5588758500000000e+08,3.4376585000000000e+07,2.4149000000000000e+05,3.4135095000000000e+07,3.2139507000000000e+07,1.3427900000000000e+07,1.8711607000000000e+07,4.2415917700000000e+08,4.0873428700000000e+08,1.6674000000000000e+06
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,1.7496674440000000e+09,4.3254508000000000e+08,2.2265666300000000e+08,4.3448800000000000e+06,2.1113062600000000e+08,2.6571865980000000e+09,2.0044740000000000e+07,2.6371418580000000e+09,2.7965423900000000e+08,6.7510290000000000e+06,2.7290321000000000e+08,5.5633558000000000e+08,1.7495990000000000e+08,3.8137568000000000e+08,3.4931764170000000e+09,3.2914207480000000e+09,3.6841905000000000e+07
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,4.2870723250000000e+09,9.7760397000000000e+08,2.3536526000000000e+08,2.8578490000000000e+07,1.2498045000000000e+08,5.7260947510000000e+09,2.3047752000000000e+07,5.7030469990000000e+09,3.7564658000000000e+08,2.5667600000000000e+06,3.7307982000000000e+08,4.5284275500000000e+08,1.2122674100000000e+08,3.3161601400000000e+08,6.5545840860000000e+09,6.4077428330000000e+09,7.2494256000000000e+07
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,1.6363929000000000e+09,1.5769891600000000e+08,8.4456600000000000e+07,1.0025000000000000e+06,6.6120000000000000e+05,1.9130375360000000e+09,2.5963900000000000e+06,1.9104411460000000e+09,1.6327621600000000e+08,5.2025800000000000e+05,1.6275595800000000e+08,8.6481284000000000e+07,1.3566680000000000e+07,7.2914604000000000e+07,2.1627950360000000e+09,2.1461117080000000e+09,3.2825420000000000e+07
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,8.6109313000000000e+08,1.2077662000000000e+08,3.1659180000000000e+07,9.4301200000000000e+06,1.4216521000000000e+07,1.0394607510000000e+09,4.1089600000000000e+06,1.0353517910000000e+09,1.2045150300000000e+08,7.0893600000000000e+06,1.1336214300000000e+08,1.4581741400000000e+08,3.8923435000000000e+07,1.0689397900000000e+08,1.3057296680000000e+09,1.2556079130000000e+09,2.2851800000000000e+06
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,2.4935162700000000e+08,5.8182700000000000e+06,9.9325000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,2.7314082700000000e+08,3.1950000000000000e+05,2.7282132700000000e+08,1.8586360000000000e+07,7.9115000000000000e+05,1.7795210000000000e+07,6.3693020000000000e+06,2.6663000000000000e+05,6.1026720000000000e+06,2.9809648900000000e+08,2.9671920900000000e+08,1.6977680000000000e+07
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,1.0751335100000000e+09,1.2998094000000000e+08,5.4931550000000000e+07,6.2622300000000000e+06,4.2623230000000000e+07,1.3299907100000000e+09,1.3847290000000000e+07,1.3161434200000000e+09,1.7739428600000000e+08,1.4558500000000000e+06,1.7593843600000000e+08,1.2116678000000000e+08,2.9181590000000000e+07,9.1985190000000000e+07,1.6285517760000000e+09,1.5840670460000000e+09,2.1059250000000000e+07
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,1.4429550490000000e+09,2.6777306000000000e+08,1.0320400000000000e+08,4.2259000000000000e+05,2.2420348000000000e+08,2.0525053990000000e+09,1.7051060000000000e+07,2.0354543390000000e+09,2.7415980300000000e+08,1.3530700000000000e+07,2.6062910300000000e+08,2.5422775300000000e+08,9.1770569000000000e+07,1.6245718400000000e+08,2.5808929550000000e+09,2.4585406260000000e+09,1.3947220000000000e+07
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,7.2552104330000000e+09,3.7284709000000000e+08,6.1753300000000000e+06,6.0519200000000000e+06,5.8988510000000000e+07,7.7961662130000000e+09,1.4195000000000000e+06,7.7947467130000000e+09,2.6155237000000000e+08,1.9782320000000000e+06,2.5957413800000000e+08,7.2780380000000000e+07,1.0953000000000000e+05,7.2670850000000000e+07,8.1304989630000000e+09,8.1269917010000000e+09,9.6892930000000000e+07
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1.4055293000000000e+09,3.3583010000000000e+07,2.9862000000000000e+06,9.1355000000000000e+06,0.0000000000000000e+00,1.4515400100000000e+09,5.2917000000000000e+06,1.4462483100000000e+09,1.1334604000000000e+08,2.5366000000000000e+05,1.1309238000000000e+08,1.9183083000000000e+07,1.5909000000000000e+05,1.9023993000000000e+07,1.5840691330000000e+09,1.5783646830000000e+09,3.0600000000000000e+05
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,5.1315741000000000e+08,2.5717300000000000e+07,6.9604500000000000e+06,0.0000000000000000e+00,6.9090000000000000e+04,5.7831877000000000e+08,1.7750000000000000e+06,5.7654377000000000e+08,5.7409728000000000e+07,2.3071000000000000e+05,5.7179018000000000e+07,3.0848860000000000e+07,1.1912975000000000e+07,1.8935885000000000e+07,6.6657735800000000e+08,6.5265867300000000e+08,3.2414520000000000e+07
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,2.7326420360000000e+09,2.0521652360000000e+09,2.7105793200000000e+08,4.7935160000000000e+07,0.0000000000000000e+00,5.1457463890000000e+09,9.0183331000000000e+07,5.0555630580000000e+09,3.9004519900000000e+08,9.4472760000000000e+06,3.8059792300000000e+08,7.0910617400000000e+08,7.2747358000000000e+07,6.3635881600000000e+08,6.2448977620000000e+09,6.0725197970000000e+09,4.1946025000000000e+07
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,6.1983417000000000e+08,3.3780276300000000e+08,6.0570300000000000e+06,2.3975000000000000e+05,1.2099276000000000e+08,1.0974070530000000e+09,4.6235110000000000e+07,1.0511719430000000e+09,1.0083356300000000e+08,3.1596080000000000e+06,9.7673955000000000e+07,1.1141390800000000e+08,6.2862690000000000e+06,1.0512763900000000e+08,1.3096545240000000e+09,1.2539735370000000e+09,1.2480580000000000e+07
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2.0411899400000000e+09,2.6520825500000000e+08,9.7987310000000000e+07,1.7763960000000000e+07,1.6732030000000000e+07,2.5756344900000000e+09,4.2815000000000000e+06,2.5713529900000000e+09,2.1443710500000000e+08,1.2432600000000000e+06,2.1319384500000000e+08,1.9807880500000000e+08,7.9743760000000000e+07,1.1833504500000000e+08,2.9881504000000000e+09,2.9028818800000000e+09,1.3675299500000000e+08
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,1.6341901080000000e+09,3.6312411800000000e+08,1.2246586900000000e+08,0.0000000000000000e+00,6.5081660000000000e+07,2.2065946300000000e+09,8.7768200000000000e+06,2.1978178100000000e+09,2.1873017000000000e+08,1.9066550000000000e+06,2.1682351500000000e+08,2.1478146900000000e+08,7.8600590000000000e+07,1.3618087900000000e+08,2.6401062690000000e+09,2.5508222040000000e+09,2.1732875000000000e+07
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,2.4259230650000000e+09,1.8935673100000000e+08,5.7170560000000000e+07,0.0000000000000000e+00,1.5321800000000000e+06,2.7430104860000000e+09,1.2421790000000000e+07,2.7305886960000000e+09,2.3640979400000000e+08,2.5830800000000000e+06,2.3382671400000000e+08,1.3462119600000000e+08,2.3645592000000000e+07,1.1097560400000000e+08,3.1140414760000000e+09,3.0753910140000000e+09,6.9027950000000000e+07
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,2.0468462000000000e+08,1.0899730000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7201939000000000e+08,5.7950000000000000e+05,2.7143989000000000e+08,1.3798650000000000e+07,1.0031000000000000e+05,1.3698340000000000e+07,7.4545500000000000e+06,6.8400000000000000e+05,6.7705500000000000e+06,2.9327259000000000e+08,2.9190878000000000e+08,5.6435040000000000e+07
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,9.4549586800000000e+08,1.0311248200000000e+08,3.8149500000000000e+07,1.2252700000000000e+06,1.1074640000000000e+07,1.1147967100000000e+09,2.9020000000000000e+06,1.1118947100000000e+09,1.1477872000000000e+08,1.2088500000000000e+06,1.1356987000000000e+08,5.6442407000000000e+07,1.6978323000000000e+07,3.9464084000000000e+07,1.2860178370000000e+09,1.2649286640000000e+09,1.5738950000000000e+07
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,1.7784521000000000e+08,5.2240150000000000e+07,2.7351150000000000e+07,2.9466000000000000e+05,5.7343900000000000e+06,2.6758623000000000e+08,3.8454000000000000e+05,2.6720169000000000e+08,2.5705110000000000e+07,6.3760000000000000e+04,2.5641350000000000e+07,5.2233360000000000e+07,2.6992550000000000e+07,2.5240810000000000e+07,3.4552470000000000e+08,3.1808385000000000e+08,4.1206700000000000e+06
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,1.7533955050000000e+09,3.4108980000000000e+08,2.3635759000000000e+08,2.8534800000000000e+06,4.0736150000000000e+07,2.3824926850000000e+09,9.3644300000000000e+06,2.3731282550000000e+09,2.1797979100000000e+08,8.5441800000000000e+06,2.0943561100000000e+08,2.7611991300000000e+08,1.0810056000000000e+08,1.6801935300000000e+08,2.8765923890000000e+09,2.7505832190000000e+09,8.0601600000000000e+06
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,3.7465598000000000e+08,4.6473490000000000e+07,6.5796500000000000e+06,8.1186000000000000e+05,0.0000000000000000e+00,4.6019540000000000e+08,3.9198970000000000e+06,4.5627550300000000e+08,4.5016121000000000e+07,1.0567100000000000e+06,4.3959411000000000e+07,3.1941767000000000e+07,1.6441760000000000e+06,3.0297591000000000e+07,5.3715328800000000e+08,5.3053250500000000e+08,3.1674420000000000e+07
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,7.6072328700000000e+09,2.2682022100000000e+09,1.5004791400000000e+08,5.1733570000000000e+07,3.7296633500000000e+08,1.0593131870000000e+10,2.7661019000000000e+07,1.0565470851000000e+10,6.2103452000000000e+08,1.3421159000000000e+07,6.0761336100000000e+08,7.5821389200000000e+08,2.8757517000000000e+07,7.2945637500000000e+08,1.1972380282000000e+10,1.1902540587000000e+10,1.4294897100000000e+08
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.0227743000000000e+09,3.0431929000000000e+08,4.4792700000000000e+07,1.9922000000000000e+06,8.5275600000000000e+07,1.5020457900000000e+09,1.3398490000000000e+07,1.4886473000000000e+09,1.9656015000000000e+08,7.5622100000000000e+06,1.8899794000000000e+08,1.4062099000000000e+08,1.7118400000000000e+07,1.2350259000000000e+08,1.8392269300000000e+09,1.8011478300000000e+09,4.2891700000000000e+07
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.3574086860000000e+09,6.0658624000000000e+07,1.3814900000000000e+07,5.2500000000000000e+05,4.7329600000000000e+06,1.4654950000000000e+09,3.8259000000000000e+06,1.4616691000000000e+09,7.0353140000000000e+07,4.0672000000000000e+05,6.9946420000000000e+07,3.3159127000000000e+07,1.1766200000000000e+05,3.3041465000000000e+07,1.5690072670000000e+09,1.5646569850000000e+09,2.8354830000000000e+07
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,1.7101509000000000e+09,2.7344030000000000e+08,2.4523700000000000e+07,2.8233000000000000e+06,2.7075000000000000e+06,2.0510602000000000e+09,1.1487260000000000e+07,2.0395729400000000e+09,1.1075489000000000e+08,3.1589000000000000e+05,1.1043900000000000e+08,7.1617774000000000e+07,2.5428100000000000e+06,6.9074964000000000e+07,2.2334328640000000e+09,2.2190869040000000e+09,3.7414500000000000e+07
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.2265013300000000e+09,3.0045482000000000e+08,8.9848890000000000e+07,4.1670000000000000e+05,1.4458620000000000e+07,1.6700648600000000e+09,4.6650500000000000e+06,1.6653998100000000e+09,1.3173711000000000e+08,7.5349000000000000e+05,1.3098362000000000e+08,1.3542112000000000e+08,1.0740430000000000e+07,1.2468069000000000e+08,1.9372230900000000e+09,1.9210641200000000e+09,3.8384500000000000e+07
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.1050387550000000e+09,3.4581040000000000e+07,5.8659200000000000e+07,0.0000000000000000e+00,5.5540000000000000e+05,1.2421483950000000e+09,3.9532000000000000e+06,1.2381951950000000e+09,1.1749851200000000e+08,7.3262000000000000e+05,1.1676589200000000e+08,9.8532210000000000e+07,1.0915140000000000e+07,8.7617070000000000e+07,1.4581791170000000e+09,1.4425781570000000e+09,4.3314000000000000e+07
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,5.1745862000000000e+08,8.0053090000000000e+07,8.2630540000000000e+07,1.5616280000000000e+07,1.6102280000000000e+07,7.3715170000000000e+08,2.4057970000000000e+07,7.1309373000000000e+08,8.7725620000000000e+07,9.3282000000000000e+05,8.6792800000000000e+07,1.4891755000000000e+08,3.8183120000000000e+07,1.1073443000000000e+08,9.7379487000000000e+08,9.1062096000000000e+08,2.5290890000000000e+07
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,8.1501663000000000e+08,1.8697703000000000e+08,9.7452940000000000e+07,1.0836500000000000e+06,2.6411000000000000e+07,1.1484742100000000e+09,6.0321800000000000e+06,1.1424420300000000e+09,1.3969309400000000e+08,2.9925380000000000e+06,1.3670055600000000e+08,1.1060523000000000e+08,2.6377240000000000e+07,8.4227990000000000e+07,1.3987725340000000e+09,1.3633705760000000e+09,2.1532960000000000e+07
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,5.5868752000000000e+08,3.2700060000000000e+07,2.1296500000000000e+07,4.8013000000000000e+05,5.0670600000000000e+06,6.5526458000000000e+08,1.4835000000000000e+06,6.5378108000000000e+08,8.5218210000000000e+07,4.1301000000000000e+05,8.4805200000000000e+07,3.1243558000000000e+07,5.6564800000000000e+06,2.5587078000000000e+07,7.7172634800000000e+08,7.6417335800000000e+08,3.7033310000000000e+07
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,2.8043430000000000e+08,1.4644100000000000e+07,8.4898000000000000e+06,1.6301000000000000e+06,1.9817000000000000e+06,3.1892668000000000e+08,1.4417800000000000e+06,3.1748490000000000e+08,3.1740885000000000e+07,1.1449500000000000e+06,3.0595935000000000e+07,1.9201734000000000e+07,3.5758480000000000e+06,1.5625886000000000e+07,3.6986929900000000e+08,3.6370672100000000e+08,1.1746680000000000e+07
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,5.9548307000000000e+08,6.2273219000000000e+07,1.4579855000000000e+07,3.6098000000000000e+05,1.2411700000000000e+06,7.0239802400000000e+08,2.3429100000000000e+06,7.0005511400000000e+08,7.0897872000000000e+07,3.1106000000000000e+05,7.0586812000000000e+07,3.8734085000000000e+07,4.8292000000000000e+06,3.3904885000000000e+07,8.1202998100000000e+08,8.0454681100000000e+08,2.8459730000000000e+07
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,2.9068889800000000e+08,2.4055200000000000e+07,2.1050500000000000e+06,5.7240000000000000e+05,5.1580000000000000e+05,3.3468737800000000e+08,1.3237500000000000e+06,3.3336362800000000e+08,3.5683014000000000e+07,1.2952100000000000e+05,3.5553493000000000e+07,2.6335948000000000e+07,1.1762200000000000e+06,2.5159728000000000e+07,3.9670634000000000e+08,3.9407684900000000e+08,1.6750030000000000e+07
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,6.4837035000000000e+08,4.8162160000000000e+07,9.1536400000000000e+06,0.0000000000000000e+00,7.1500000000000000e+05,7.1477290000000000e+08,4.0446200000000000e+06,7.1072828000000000e+08,8.1495169000000000e+07,6.4158900000000000e+05,8.0853580000000000e+07,3.7113871000000000e+07,4.7863200000000000e+06,3.2327551000000000e+07,8.3338194000000000e+08,8.2390941100000000e+08,8.3717500000000000e+06
