TFA18%,TFA17%,MUNICIPALITY,numbered,2018 TFA Recipients,2017 TFA Recipients,Sort ID
2.2909635457410431e-03,2.5032967524194812e-03,"WALLINGFORD",1.4900000000000000e+02,1.0250000000000000e+02,1.1200000000000000e+02,74
2.2846557579499845e-03,2.7477616548317384e-03,"ELLINGTON",4.8000000000000000e+01,3.7000000000000000e+01,4.4500000000000000e+01,75
2.2649363369245837e-03,1.6527913809990206e-03,"LITCHFIELD",7.5000000000000000e+01,1.8500000000000000e+01,1.3500000000000000e+01,76
2.1958717610891525e-03,1.7566974088713220e-03,"MORRIS",8.8000000000000000e+01,5.0000000000000000e+00,4.0000000000000000e+00,77
2.1225544481358436e-03,1.7534145441122186e-03,"COLUMBIA",3.0000000000000000e+01,1.1500000000000000e+01,9.5000000000000000e+00,79
2.0870602265951103e-03,2.0870602265951103e-03,"SCOTLAND",1.2400000000000000e+02,3.5000000000000000e+00,3.5000000000000000e+00,80
1.9422394865732139e-03,1.7733490964364127e-03,"WILLINGTON",1.6100000000000000e+02,1.1500000000000000e+01,1.0500000000000000e+01,81
1.9367605574502126e-03,1.8315018315018315e-03,"NORTH HAVEN",1.0200000000000000e+02,4.6000000000000000e+01,4.3500000000000000e+01,82
1.8908698001080498e-03,2.0066373388901754e-03,"CLINTON",2.7000000000000000e+01,2.4500000000000000e+01,2.6000000000000000e+01,84
1.8385571703729644e-03,1.4591723574388607e-03,"BROOKFIELD",1.8000000000000000e+01,3.1500000000000000e+01,2.5000000000000000e+01,85
1.8117254873541561e-03,2.3190086238133200e-03,"SHELTON",1.2700000000000000e+02,7.5000000000000000e+01,9.6000000000000000e+01,86
1.8033014287695936e-03,1.9420169232903315e-03,"LEBANON",7.2000000000000000e+01,1.3000000000000000e+01,1.4000000000000000e+01,87
1.7977176801625761e-03,2.5011724245740190e-03,"MARLBOROUGH",8.0000000000000000e+01,1.1500000000000000e+01,1.6000000000000000e+01,88
1.7369727047146402e-03,2.5768276388623782e-03,"WETHERSFIELD",1.6000000000000000e+02,4.5500000000000000e+01,6.7500000000000000e+01,89
1.7313019390581717e-03,2.5969529085872575e-03,"GOSHEN",5.5000000000000000e+01,5.0000000000000000e+00,7.5000000000000000e+00,90
1.6919739696312365e-03,1.7064352856109907e-03,"GLASTONBURY",5.4000000000000000e+01,5.8500000000000000e+01,5.9000000000000000e+01,91
1.6603067439641887e-03,2.1006090849049683e-03,"MILFORD",8.5000000000000000e+01,9.0500000000000000e+01,1.1450000000000000e+02,92
1.6331530060222517e-03,1.6331530060222517e-03,"PROSPECT",1.1600000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,93
1.6046923417441345e-03,1.3833554670208057e-03,"EAST HADDAM",4.0000000000000000e+01,1.4500000000000000e+01,1.2500000000000000e+01,94
1.5419049987565282e-03,1.6662521760756031e-03,"ROCKY HILL",1.2000000000000000e+02,3.1000000000000000e+01,3.3500000000000000e+01,95
1.5402484597515401e-03,1.6159983840016161e-03,"BETHEL",9.0000000000000000e+00,3.0500000000000000e+01,3.2000000000000000e+01,96
1.5225334957369061e-03,9.1352009744214368e-04,"NORFOLK",9.9000000000000000e+01,2.5000000000000000e+00,1.5000000000000000e+00,98
1.4796266788071933e-03,1.4796266788071933e-03,"MIDDLEFIELD",8.3000000000000000e+01,6.5000000000000000e+00,6.5000000000000000e+00,99
1.4664476771468794e-03,1.5642108556233379e-03,"FARMINGTON",5.2000000000000000e+01,3.7500000000000000e+01,4.0000000000000000e+01,100
1.4398848092152627e-03,1.6798656107511400e-03,"POMFRET",1.1300000000000000e+02,6.0000000000000000e+00,7.0000000000000000e+00,101
1.4076576576576576e-03,2.1466779279279281e-03,"NORTH BRANFORD",1.0000000000000000e+02,2.0000000000000000e+01,3.0500000000000000e+01,102
1.3854679802955665e-03,6.1576354679802956e-04,"ANDOVER",1.0000000000000000e+00,4.5000000000000000e+00,2.0000000000000000e+00,104
1.3696012230857435e-03,1.9429226653076826e-03,"SUFFIELD",1.4000000000000000e+02,2.1500000000000000e+01,3.0500000000000000e+01,105
1.3571770716908830e-03,1.6232902230028207e-03,"EAST LYME",4.4000000000000000e+01,2.5500000000000000e+01,3.0500000000000000e+01,106
1.2807254792777027e-03,1.4239121788242781e-03,"GREENWICH",5.7000000000000000e+01,8.0500000000000000e+01,8.9500000000000000e+01,108
1.2652575171181899e-03,3.7213456385829115e-04,"NEW HARTFORD",9.3000000000000000e+01,8.5000000000000000e+00,2.5000000000000000e+00,109
1.2605798667386999e-03,2.1159733477399603e-03,"SOMERS",1.3000000000000000e+02,1.4000000000000000e+01,2.3500000000000000e+01,110
1.2138279277529617e-03,1.7479122159642648e-03,"CANTON",2.3000000000000000e+01,1.2500000000000000e+01,1.8000000000000000e+01,111
1.1771420418063780e-03,1.2484839837340373e-03,"NEW FAIRFIELD",9.2000000000000000e+01,1.6500000000000000e+01,1.7500000000000000e+01,112
1.1759262829162973e-03,1.2337587230597216e-03,"SOUTH WINDSOR",1.3100000000000000e+02,3.0500000000000000e+01,3.2000000000000000e+01,113
1.1509888040179973e-03,8.3708276655854348e-04,"WOODBURY",1.6900000000000000e+02,1.1000000000000000e+01,8.0000000000000000e+00,114
1.1251278554381180e-03,1.1592226389362428e-03,"CHESHIRE",2.5000000000000000e+01,3.3000000000000000e+01,3.4000000000000000e+01,115
1.1123897199846566e-03,1.0740314537782893e-03,"OXFORD",1.0900000000000000e+02,1.4500000000000000e+01,1.4000000000000000e+01,116
1.0955902492467817e-03,9.5864146809093395e-04,"BARKHAMSTED",5.0000000000000000e+00,4.0000000000000000e+00,3.5000000000000000e+00,117
1.0797016097369454e-03,7.1162151550844134e-04,"NEW CANAAN",9.1000000000000000e+01,2.2000000000000000e+01,1.4500000000000000e+01,118
1.0528460806955577e-03,1.0528460806955577e-03,"TOLLAND",1.4300000000000000e+02,1.5500000000000000e+01,1.5500000000000000e+01,119
1.0436432637571157e-03,1.3282732447817836e-03,"NORTH STONINGTON",1.0300000000000000e+02,5.5000000000000000e+00,7.0000000000000000e+00,120
1.0389796503296074e-03,1.7196904557179708e-03,"CROMWELL",3.3000000000000000e+01,1.4500000000000000e+01,2.4000000000000000e+01,121
1.0170870626525631e-03,9.1537835638730671e-04,"BOLTON",1.2000000000000000e+01,5.0000000000000000e+00,4.5000000000000000e+00,122
1.0002143316424949e-03,1.8932628420375796e-03,"ORANGE",1.0800000000000000e+02,1.4000000000000000e+01,2.6500000000000000e+01,123
9.4187298170075352e-04,5.3821313240043052e-04,"OLD LYME",1.0600000000000000e+02,7.0000000000000000e+00,4.0000000000000000e+00,124
9.1074681238615665e-04,9.1074681238615665e-04,"ESSEX",5.0000000000000000e+01,6.0000000000000000e+00,6.0000000000000000e+00,126
9.0755082284607938e-04,1.1495643756050339e-03,"HADDAM",6.2000000000000000e+01,7.5000000000000000e+00,9.5000000000000000e+00,127
8.9779005524861881e-04,4.8342541436464091e-04,"DURHAM",3.8000000000000000e+01,6.5000000000000000e+00,3.5000000000000000e+00,128
8.7234661238732192e-04,1.1631288165164292e-03,"BETHLEHEM",1.0000000000000000e+01,3.0000000000000000e+00,4.0000000000000000e+00,130
8.4161590253286310e-04,9.2176979801218337e-04,"SIMSBURY",1.2900000000000000e+02,2.1000000000000000e+01,2.3000000000000000e+01,131
8.3973128598848368e-04,1.6494721689059501e-03,"WOLCOTT",1.6700000000000000e+02,1.4000000000000000e+01,2.7500000000000000e+01,132
8.2973139857980859e-04,8.6832355665328808e-04,"MANSFIELD",7.9000000000000000e+01,2.1500000000000000e+01,2.2500000000000000e+01,133
7.4192130138491972e-04,4.3965706748735987e-04,"MADISON",7.7000000000000000e+01,1.3500000000000000e+01,8.0000000000000000e+00,134
7.1914587597499580e-04,6.3616750567018865e-04,"TRUMBULL",1.4500000000000000e+02,2.6000000000000000e+01,2.3000000000000000e+01,135
7.0921985815602842e-04,0.0000000000000000e+00,"WARREN",1.5000000000000000e+02,1.0000000000000000e+00,0.0000000000000000e+00,136
7.0431553335894485e-04,1.6007171212703290e-03,"WOODSTOCK",1.7000000000000000e+02,5.5000000000000000e+00,1.2500000000000000e+01,137
6.8624759813340648e-04,1.2352456766401318e-03,"SHERMAN",1.2800000000000000e+02,2.5000000000000000e+00,4.5000000000000000e+00,138
6.8370674240033659e-04,7.3629956873882399e-04,"HEBRON",6.8000000000000000e+01,6.5000000000000000e+00,7.0000000000000000e+00,139
6.7773636055574386e-04,1.0730825708799277e-03,"WOODBRIDGE",1.6800000000000000e+02,6.0000000000000000e+00,9.5000000000000000e+00,140
6.5072028003410672e-04,1.2565632993762062e-03,"GUILFORD",6.1000000000000000e+01,1.4500000000000000e+01,2.8000000000000000e+01,141
6.4153178049743392e-04,4.4413738649822345e-04,"OLD SAYBROOK",1.0700000000000000e+02,6.5000000000000000e+00,4.5000000000000000e+00,142
6.0994205550472704e-04,4.5745654162854531e-04,"NORTH CANAAN",1.0100000000000000e+02,2.0000000000000000e+00,1.5000000000000000e+00,144
5.9576523629337413e-04,6.6017228886563074e-04,"FAIRFIELD",5.1000000000000000e+01,3.7000000000000000e+01,4.1000000000000000e+01,145
5.9002324333988910e-04,5.7214375111746825e-04,"NEWTOWN",9.8000000000000000e+01,1.6500000000000000e+01,1.6000000000000000e+01,146
5.8072009291521487e-04,1.1614401858304297e-03,"EAST GRANBY",3.9000000000000000e+01,3.0000000000000000e+00,6.0000000000000000e+00,148
5.7504312823461760e-04,8.6256469235192635e-04,"WESTBROOK",1.5700000000000000e+02,4.0000000000000000e+00,6.0000000000000000e+00,149
5.4678956413060464e-04,1.5622558975160130e-04,"KILLINGWORTH",7.1000000000000000e+01,3.5000000000000000e+00,1.0000000000000000e+00,150
5.3475935828877007e-04,5.8568882098293865e-04,"MONROE",8.6000000000000000e+01,1.0500000000000000e+01,1.1500000000000000e+01,151
5.1096009401665728e-04,9.1972816922998319e-04,"SOUTHBURY",1.3200000000000000e+02,1.0000000000000000e+01,1.8000000000000000e+01,152
4.9040976460331298e-04,5.7214472537053178e-04,"AVON",4.0000000000000000e+00,9.0000000000000000e+00,1.0500000000000000e+01,153
4.7973683008178372e-04,4.5689221912550830e-04,"DARIEN",3.5000000000000000e+01,1.0500000000000000e+01,1.0000000000000000e+01,154
4.7348484848484850e-04,1.1837121212121212e-03,"HARTLAND",6.6000000000000000e+01,1.0000000000000000e+00,2.5000000000000000e+00,155
4.6061722708429296e-04,0.0000000000000000e+00,"ROXBURY",1.2100000000000000e+02,1.0000000000000000e+00,0.0000000000000000e+00,156
4.5854732208363901e-04,1.8341892883345562e-04,"HARWINTON",6.7000000000000000e+01,2.5000000000000000e+00,1.0000000000000000e+00,157
4.2792953427002353e-04,4.4575993153127453e-04,"WESTPORT",1.5900000000000000e+02,1.2000000000000000e+01,1.2500000000000000e+01,158
3.9703021399928535e-04,9.9257553499821336e-05,"RIDGEFIELD",1.1900000000000000e+02,1.0000000000000000e+01,2.5000000000000000e+00,159
2.8960324355632781e-04,2.8960324355632781e-04,"WASHINGTON",1.5100000000000000e+02,1.0000000000000000e+00,1.0000000000000000e+00,161
2.8473804100227789e-04,2.8473804100227789e-04,"EASTFORD",4.6000000000000000e+01,5.0000000000000000e-01,5.0000000000000000e-01,162
2.5889967637540451e-04,5.8252427184466023e-04,"MIDDLEBURY",8.2000000000000000e+01,2.0000000000000000e+00,4.5000000000000000e+00,163
2.4218287497981808e-04,3.7672891663527257e-04,"WILTON",1.6200000000000000e+02,4.5000000000000000e+00,7.0000000000000000e+00,164
1.9791529225491491e-04,0.0000000000000000e+00,"EASTON",4.7000000000000000e+01,1.5000000000000000e+00,0.0000000000000000e+00,165
1.9359210144226117e-04,1.9359210144226117e-04,"WESTON",1.5800000000000000e+02,2.0000000000000000e+00,2.0000000000000000e+00,166
1.0830715910321672e-04,0.0000000000000000e+00,"REDDING",1.1800000000000000e+02,1.0000000000000000e+00,0.0000000000000000e+00,167
0.0000000000000000e+00,1.4868309260832626e-03,"LYME",7.6000000000000000e+01,0.0000000000000000e+00,3.5000000000000000e+00,168
0.0000000000000000e+00,0.0000000000000000e+00,"UNION",1.4600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,169
8.6721977534227872e-03,9.3038342039673590e-03,"VERNON",1.4700000000000000e+02,2.5400000000000000e+02,2.7250000000000000e+02,16
5.4505813953488374e-03,3.2703488372093025e-03,"CORNWALL",3.1000000000000000e+01,7.5000000000000000e+00,4.5000000000000000e+00,33
3.4171138096582886e-03,5.6481219994351881e-03,"PLAINVILLE",1.1100000000000000e+02,6.0500000000000000e+01,1.0000000000000000e+02,51
3.0569592613388236e-03,1.8092207873229771e-03,"COLCHESTER",2.8000000000000000e+01,4.9000000000000000e+01,2.9000000000000000e+01,59
2.1872122089198788e-03,2.6312327325351929e-03,"NEWINGTON",9.7000000000000000e+01,6.6500000000000000e+01,8.0000000000000000e+01,78
1.5257536697006367e-03,3.3408744146893252e-03,"WATERFORD",1.5300000000000000e+02,2.9000000000000000e+01,6.3500000000000000e+01,97
1.3351134846461949e-03,1.7801513128615932e-03,"DEEP RIVER",3.6000000000000000e+01,6.0000000000000000e+00,8.0000000000000000e+00,107
6.3671093323631068e-04,9.0958704748044392e-05,"BETHANY",8.0000000000000000e+00,3.5000000000000000e+00,5.0000000000000000e-01,143
3.9623139913709608e-04,2.2012855507616449e-04,"GRANBY",5.6000000000000000e+01,4.5000000000000000e+00,2.5000000000000000e+00,160
7.9087512916302359e-03,9.9753596693426590e-03,"DERBY",3.7000000000000000e+01,9.9500000000000000e+01,1.2550000000000000e+02,19
4.6001415428167025e-03,2.4769992922859165e-03,"COLEBROOK",2.9000000000000000e+01,6.5000000000000000e+00,3.5000000000000000e+00,37
2.8275212064090482e-03,1.1781338360037699e-03,"ASHFORD",3.0000000000000000e+00,1.2000000000000000e+01,5.0000000000000000e+00,64
1.9288469781397343e-03,2.8932704672096012e-03,"PRESTON",1.1500000000000000e+02,9.0000000000000000e+00,1.3500000000000000e+01,83
1.4004149377593361e-03,1.2448132780082987e-03,"BURLINGTON",2.0000000000000000e+01,1.3500000000000000e+01,1.2000000000000000e+01,103
9.1240875912408756e-04,0.0000000000000000e+00,"BRIDGEWATER",1.6000000000000000e+01,1.5000000000000000e+00,0.0000000000000000e+00,125
8.9285714285714283e-04,1.0714285714285715e-03,"KENT",6.9000000000000000e+01,2.5000000000000000e+00,3.0000000000000000e+00,129
5.8768218147625759e-04,3.5260930888575458e-04,"CHESTER",2.6000000000000000e+01,2.5000000000000000e+00,1.5000000000000000e+00,147
