Municipality,Equalized Net Grand List GLYR 2013
"ANDOVER",379287783.9500
"ANSONIA",1346104648.2800
"ASHFORD",406706663.4900
"AVON",3656295571.4300
"BARKHAMSTED",484551017.1500
"BEACON FALLS",629447446.8500
"BERLIN",3189552819.7100
"BETHANY",784906292.8600
"BETHEL",2732007324.5400
"BETHLEHEM",520535507.1500
"BLOOMFIELD",2837611566.0800
"BOLTON",610929035.7200
"BOZRAH",287469866.7800
"BRANFORD",4973991562.4100
"BRIDGEPORT",7896519203.1400
"BRIDGEWATER",500337946.4600
"BRISTOL",5747912862.1900
"BROOKFIELD",3197487613.1900
"BROOKLYN",770831369.6900
"BURLINGTON",1265127718.5600
"CANAAN",220795158.3300
"CANTERBURY",497660448.8300
"CANTON",1563227414.2800
"CHAPLIN",212812928.5800
"CHESHIRE",3859984362.8500
"CHESTER",629961157.1400
"CLINTON",2114190882.4200
"COLCHESTER",1683452350.6700
"COLEBROOK",238852753.9600
"COLUMBIA",706382478.0500
"CORNWALL",508637310.1600
"COVENTRY",1377873593.4500
"CROMWELL",1998362935.7900
"DANBURY",10106162713.1000
"DARIEN",11786964074.2900
"DEEP RIVER",668852470.2300
"DERBY",982902414.6800
"DURHAM",1011318899.1700
"EAST GRANBY",819268267.1300
"EAST HADDAM",1223024607.1700
"EAST HAMPTON",1596287735.0600
"EAST HARTFORD",3829879529.6600
"EAST HAVEN",2495667862.0100
"EAST LYME",2948988217.5200
"EAST WINDSOR",1382146355.8800
"EASTFORD",201866588.5800
"EASTON",1910764880.8900
"ELLINGTON",1882287916.7700
"ENFIELD",4087836445.2500
"ESSEX",1473880730.0000
"FAIRFIELD",16319163695.8100
"FARMINGTON",5214499136.5900
"FRANKLIN",270251428.5800
"GLASTONBURY",5749528716.6300
"GOSHEN",739933594.0100
"GRANBY",1407472134.2100
"GREENWICH",48731135496.0700
"GRISWOLD",972447211.0300
"GROTON",5435454547.3100
"GROTON (City of)",
"GUILFORD",4347800907.1400
"HADDAM",1210735544.3400
"HAMDEN",5469363954.6500
"HAMPTON",178744405.7100
"HARTFORD",6877950983.1600
"HARTLAND",284267166.2900
"HARWINTON",773110450.0100
"HEBRON",1112632087.1300
"KENT",846627927.1400
"KILLINGLY",1558606470.0100
"KILLINGWORTH",1053407031.7800
"LEBANON",844437122.8700
"LEDYARD",1562200147.4400
"LISBON",510510495.6600
"LITCHFIELD",1468964101.4400
"LYME",733857548.5600
"MADISON",4085765310.0000
"MANCHESTER",5367105127.2800
"MANSFIELD",1536227431.1800
"MARLBOROUGH",852428015.6900
"MERIDEN",4618313460.7700
"MIDDLEBURY",1373322266.3300
"MIDDLEFIELD",583065960.4400
"MIDDLETOWN",4721863368.5800
"MILFORD",9270938632.2100
"MONROE",3118165180.9300
"MONTVILLE",1824269015.9600
"MORRIS",461875974.4400
"NAUGATUCK",2267947623.2600
"NEW BRITAIN",3598885107.0600
"NEW CANAAN",11483498208.5700
"NEW FAIRFIELD",2336267289.3600
"NEW HARTFORD",930609428.5700
"NEW HAVEN",9713317997.8200
"NEW LONDON",1826592880.0000
"NEW MILFORD",4091911197.7800
"NEWINGTON",3834827701.9800
"NEWTOWN",4617680514.2400
"NORFOLK",420070100.0000
"NORTH BRANFORD",1791226641.9300
"NORTH CANAAN",402876673.5400
"NORTH HAVEN",3985694949.0000
"NORTH STONINGTON",752502500.2700
"NORWALK",16956223841.4300
"NORWICH",2574691785.7100
"OLD LYME",2257111192.5400
"OLD SAYBROOK",3114802811.4300
"ORANGE",2863987193.2700
"OXFORD",2078413012.9900
"PLAINFIELD",1327203230.5300
"PLAINVILLE",1996265965.9100
"PLYMOUTH",1011116331.3800
"POMFRET",505702078.9100
"PORTLAND",1139281294.8100
"PRESTON",550138880.8300
"PROSPECT",1175864777.6700
"PUTNAM",833480942.6600
"REDDING",2374930560.5200
"RIDGEFIELD",7297420053.7400
"ROCKY HILL",2841314800.0100
"ROXBURY",970743202.8900
"SALEM",506358606.8900
"SALISBURY",1608901918.3200
"SCOTLAND",161392095.7200
"SEYMOUR",1707834886.4700
"SHARON",1029649365.7100
"SHELTON",6665777222.2600
"SHERMAN",953756781.4400
"SIMSBURY",3577008149.9400
"SOMERS",1200742780.3600
"SOUTH WINDSOR",3692855075.9000
"SOUTHBURY",3206264993.8200
"SOUTHINGTON",5446032327.2000
"SPRAGUE",232205841.6600
"STAFFORD",1097754329.0800
"STAMFORD",31452286888.5000
"STERLING",332141431.1500
"STONINGTON",3653849291.7700
"STRATFORD",6545374298.0000
"SUFFIELD",1919627779.9900
"THOMASTON",724533057.0900
"THOMPSON",830639785.5200
"TOLLAND",1824222786.9300
"TORRINGTON",2876842026.8200
"TRUMBULL",6660963078.0300
"UNION",128390261.4300
"VERNON",2520764899.9600
"VOLUNTOWN",283651328.7700
"WALLINGFORD",6009145362.3200
"WARREN",549898357.5600
"WASHINGTON",1564162547.1500
"WATERBURY",5705672882.8900
"WATERFORD",4602445284.8000
"WATERTOWN",2456280338.5700
"WEST HARTFORD",9156172566.8600
"WEST HAVEN",3840876745.2500
"WESTBROOK",1867531994.8900
"WESTON",3325816654.2900
"WESTPORT",16108614141.4300
"WETHERSFIELD",3153114691.4400
"WILLINGTON",619774907.1400
"WILTON",6802945693.8600
"WINCHESTER",956082770.9200
"WINDHAM",1231071101.4200
"WINDSOR",4047961668.5700
"WINDSOR LOCKS",1741395744.2900
"WOLCOTT",1809585592.8600
"WOODBRIDGE",1640624009.0900
"WOODBURY",1610306025.7200
"WOODSTOCK",995518070.4700
,
,
