MUNICIPALITY,Numbered,2016 Labor Force,2016 Unemployed,2016 Unemp Rate,2015 Labor Force,2015 Unemployed,2015 Unemp Rate,2014 Labor Force,2014 Unemployed,2014 Unemp Rate,2013 Labor Force,2013 Unemployed,2013 Unemp Rate
"MILFORD",8.5000000000000000e+01,3.0621000000000000e+04,1.4080000000000000e+03,4.5981515953104082e-02,3.0001000000000000e+04,1.5050000000000000e+03,5.0164994500183330e-02,2.9772000000000000e+04,1.7710000000000000e+03,5.9485422544672845e-02,2.9307000000000000e+04,2.1010000000000000e+03,7.1689357491384317e-02
"MONROE",8.6000000000000000e+01,1.0269000000000000e+04,4.7400000000000000e+02,4.6158340636868245e-02,1.0260000000000000e+04,5.3700000000000000e+02,5.2339181286549706e-02,1.0236000000000000e+04,6.2300000000000000e+02,6.0863618601016023e-02,1.0021000000000000e+04,6.5800000000000000e+02,6.5662109569903204e-02
"MONTVILLE",8.7000000000000000e+01,9.3790000000000000e+03,4.7700000000000000e+02,5.0858300458471055e-02,9.3830000000000000e+03,5.7700000000000000e+02,6.1494191623148245e-02,9.4580000000000000e+03,6.5100000000000000e+02,6.8830619581306832e-02,9.4660000000000000e+03,7.6700000000000000e+02,8.1026832875554622e-02
"MORRIS",8.8000000000000000e+01,1.4310000000000000e+03,5.4000000000000000e+01,3.7735849056603772e-02,1.4210000000000000e+03,6.1000000000000000e+01,4.2927515833919773e-02,1.4280000000000000e+03,7.6000000000000000e+01,5.3221288515406161e-02,1.3910000000000000e+03,8.2000000000000000e+01,5.8950395398993528e-02
"NAUGATUCK",8.9000000000000000e+01,1.7397000000000000e+04,1.0260000000000000e+03,5.8975685463010866e-02,1.7412000000000000e+04,1.1810000000000000e+03,6.7826786124511831e-02,1.7479000000000000e+04,1.3570000000000000e+03,7.7636020367297900e-02,1.7256000000000000e+04,1.5700000000000000e+03,9.0982846546128884e-02
"NEW BRITAIN",9.0000000000000000e+01,3.6634000000000000e+04,2.5550000000000000e+03,6.9743953704209202e-02,3.6684000000000000e+04,2.8980000000000000e+03,7.8999018645731112e-02,3.6662000000000000e+04,3.2950000000000000e+03,8.9875075009546668e-02,3.6245000000000000e+04,3.8440000000000000e+03,1.0605600772520347e-01
"NEW CANAAN",9.1000000000000000e+01,8.4660000000000000e+03,3.3300000000000000e+02,3.9333805811481222e-02,8.4000000000000000e+03,3.5600000000000000e+02,4.2380952380952380e-02,8.3240000000000000e+03,4.1300000000000000e+02,4.9615569437770304e-02,8.1580000000000000e+03,4.8600000000000000e+02,5.9573424859034080e-02
"NEW FAIRFIELD",9.2000000000000000e+01,7.2430000000000000e+03,3.1100000000000000e+02,4.2938009112246309e-02,7.2600000000000000e+03,3.4100000000000000e+02,4.6969696969696967e-02,7.2220000000000000e+03,3.7600000000000000e+02,5.2063140404320134e-02,7.0850000000000000e+03,4.5500000000000000e+02,6.4220183486238536e-02
"NEW HARTFORD",9.3000000000000000e+01,3.9960000000000000e+03,1.7300000000000000e+02,4.3293293293293296e-02,3.9750000000000000e+03,1.8900000000000000e+02,4.7547169811320754e-02,3.9840000000000000e+03,2.2600000000000000e+02,5.6726907630522086e-02,3.9490000000000000e+03,2.6700000000000000e+02,6.7612053684477078e-02
"NEW HAVEN",9.4000000000000000e+01,6.4689000000000000e+04,4.2030000000000000e+03,6.4972406436952193e-02,6.4387000000000000e+04,4.7060000000000000e+03,7.3089288210353015e-02,6.4437000000000000e+04,5.4850000000000000e+03,8.5121902012818718e-02,6.4009000000000000e+04,6.6260000000000000e+03,1.0351669296505180e-01
"NEW LONDON",9.5000000000000000e+01,1.2086000000000000e+04,8.6300000000000000e+02,7.1404931325500576e-02,1.2078000000000000e+04,9.9000000000000000e+02,8.1967213114754092e-02,1.2156000000000000e+04,1.1260000000000000e+03,9.2629154327081270e-02,1.2337000000000000e+04,1.4160000000000000e+03,1.1477668801167221e-01
"NEW MILFORD",9.6000000000000000e+01,1.5445000000000000e+04,6.7900000000000000e+02,4.3962447393978636e-02,1.5412000000000000e+04,7.3400000000000000e+02,4.7625227095769530e-02,1.5453000000000000e+04,8.4700000000000000e+02,5.4811363489290103e-02,1.5331000000000000e+04,1.0300000000000000e+03,6.7184136716456858e-02
"NEWINGTON",9.7000000000000000e+01,1.7318000000000000e+04,7.8100000000000000e+02,4.5097586326365631e-02,1.7275000000000000e+04,8.3900000000000000e+02,4.8567293777134590e-02,1.7202000000000000e+04,9.4300000000000000e+02,5.4819207068945469e-02,1.6936000000000000e+04,1.1240000000000000e+03,6.6367501180916388e-02
"NEWTOWN",9.8000000000000000e+01,1.4341000000000000e+04,6.1900000000000000e+02,4.3162959347325849e-02,1.4279000000000000e+04,6.2500000000000000e+02,4.3770572168919393e-02,1.4265000000000000e+04,7.1300000000000000e+02,4.9982474588152824e-02,1.3926000000000000e+04,8.1600000000000000e+02,5.8595433003015944e-02
"NORFOLK",9.9000000000000000e+01,9.0800000000000000e+02,4.1000000000000000e+01,4.5154185022026429e-02,9.0100000000000000e+02,4.3000000000000000e+01,4.7724750277469481e-02,9.0500000000000000e+02,5.5000000000000000e+01,6.0773480662983423e-02,8.9500000000000000e+02,7.1000000000000000e+01,7.9329608938547486e-02
"NORTH BRANFORD",1.0000000000000000e+02,8.2390000000000000e+03,3.7000000000000000e+02,4.4908362665372008e-02,8.1940000000000000e+03,4.1700000000000000e+02,5.0890895777398096e-02,8.1710000000000000e+03,4.5500000000000000e+02,5.5684738710072207e-02,8.0290000000000000e+03,5.2400000000000000e+02,6.5263420102129779e-02
"NORTH CANAAN",1.0100000000000000e+02,1.7340000000000000e+03,8.3000000000000000e+01,4.7866205305651673e-02,1.7050000000000000e+03,8.0000000000000000e+01,4.6920821114369501e-02,1.7100000000000000e+03,9.8000000000000000e+01,5.7309941520467839e-02,1.6660000000000000e+03,1.1500000000000000e+02,6.9027611044417764e-02
"NORTH HAVEN",1.0200000000000000e+02,1.3431000000000000e+04,6.0400000000000000e+02,4.4970590425135883e-02,1.3355000000000000e+04,6.7200000000000000e+02,5.0318232871583678e-02,1.3338000000000000e+04,7.6400000000000000e+02,5.7279952016794124e-02,1.3108000000000000e+04,8.8900000000000000e+02,6.7821177906621913e-02
"NORTH STONINGTON",1.0300000000000000e+02,2.9310000000000000e+03,1.2100000000000000e+02,4.1282838621630839e-02,2.8870000000000000e+03,1.3900000000000000e+02,4.8146865258053340e-02,2.9130000000000000e+03,1.8200000000000000e+02,6.2478544455887401e-02,2.9130000000000000e+03,2.2400000000000000e+02,7.6896670099553727e-02
"NORWALK",1.0400000000000000e+02,5.1173000000000000e+04,2.3180000000000000e+03,4.5297324761104492e-02,5.0667000000000000e+04,2.5770000000000000e+03,5.0861507490082301e-02,5.0197000000000000e+04,2.9150000000000000e+03,5.8071199474072153e-02,4.9241000000000000e+04,3.3050000000000000e+03,6.7118864360999980e-02
"NORWICH",1.0500000000000000e+02,2.0374000000000000e+04,1.2170000000000000e+03,5.9732993030332776e-02,2.0390000000000000e+04,1.4370000000000000e+03,7.0475723393820494e-02,2.0509000000000000e+04,1.6580000000000000e+03,8.0842556926227507e-02,2.0557000000000000e+04,1.9300000000000000e+03,9.3885294546869683e-02
"OLD LYME",1.0600000000000000e+02,3.7550000000000000e+03,1.4800000000000000e+02,3.9414114513981358e-02,3.7390000000000000e+03,1.7600000000000000e+02,4.7071409467772128e-02,3.7550000000000000e+03,2.1100000000000000e+02,5.6191744340878827e-02,3.7410000000000000e+03,2.4600000000000000e+02,6.5757818765036086e-02
"OLD SAYBROOK",1.0700000000000000e+02,5.1090000000000000e+03,2.2200000000000000e+02,4.3452730475631238e-02,5.0640000000000000e+03,2.3700000000000000e+02,4.6800947867298576e-02,5.0600000000000000e+03,2.6800000000000000e+02,5.2964426877470355e-02,4.9750000000000000e+03,3.1600000000000000e+02,6.3517587939698486e-02
"ORANGE",1.0800000000000000e+02,7.3060000000000000e+03,2.9700000000000000e+02,4.0651519299206129e-02,7.2330000000000000e+03,3.2100000000000000e+02,4.4379925342181666e-02,7.2030000000000000e+03,3.6800000000000000e+02,5.1089823684575868e-02,7.0640000000000000e+03,4.3100000000000000e+02,6.1013590033975086e-02
"OXFORD",1.0900000000000000e+02,7.2590000000000000e+03,3.1600000000000000e+02,4.3532166965146717e-02,7.2030000000000000e+03,3.5700000000000000e+02,4.9562682215743441e-02,7.1100000000000000e+03,4.0500000000000000e+02,5.6962025316455694e-02,6.9700000000000000e+03,4.4800000000000000e+02,6.4275466284074600e-02
"PLAINFIELD",1.1000000000000000e+02,8.6920000000000000e+03,5.1800000000000000e+02,5.9595029912563276e-02,8.6180000000000000e+03,5.9900000000000000e+02,6.9505685773961476e-02,8.6590000000000000e+03,7.0400000000000000e+02,8.1302690841898603e-02,8.5620000000000000e+03,8.2700000000000000e+02,9.6589581873394073e-02
"PLAINVILLE",1.1100000000000000e+02,1.0476000000000000e+04,5.2900000000000000e+02,5.0496372661321114e-02,1.0434000000000000e+04,5.5300000000000000e+02,5.2999808318957252e-02,1.0422000000000000e+04,6.5800000000000000e+02,6.3135674534638267e-02,1.0271000000000000e+04,7.8700000000000000e+02,7.6623503066887352e-02
"PLYMOUTH",1.1200000000000000e+02,6.6810000000000000e+03,3.9100000000000000e+02,5.8524173027989825e-02,6.6720000000000000e+03,4.3800000000000000e+02,6.5647482014388484e-02,6.7200000000000000e+03,5.2200000000000000e+02,7.7678571428571430e-02,6.6630000000000000e+03,5.8900000000000000e+02,8.8398619240582316e-02
"POMFRET",1.1300000000000000e+02,2.4840000000000000e+03,8.8000000000000000e+01,3.5426731078904990e-02,2.4630000000000000e+03,1.0600000000000000e+02,4.3036946812829879e-02,2.4660000000000000e+03,1.2800000000000000e+02,5.1905920519059207e-02,2.4260000000000000e+03,1.5500000000000000e+02,6.3891178895300910e-02
"PORTLAND",1.1400000000000000e+02,5.4980000000000000e+03,2.7000000000000000e+02,4.9108766824299745e-02,5.4630000000000000e+03,2.7500000000000000e+02,5.0338641771920191e-02,5.4630000000000000e+03,3.1500000000000000e+02,5.7660626029654036e-02,5.3540000000000000e+03,3.5300000000000000e+02,6.5932013447889432e-02
"PRESTON",1.1500000000000000e+02,2.4330000000000000e+03,1.2300000000000000e+02,5.0554870530209621e-02,2.4070000000000000e+03,1.3100000000000000e+02,5.4424594931449938e-02,2.4380000000000000e+03,1.6900000000000000e+02,6.9319114027891718e-02,2.4260000000000000e+03,1.9100000000000000e+02,7.8730420445177252e-02
"PROSPECT",1.1600000000000000e+02,5.6280000000000000e+03,2.3600000000000000e+02,4.1933191186922528e-02,5.6010000000000000e+03,2.8900000000000000e+02,5.1597928941260487e-02,5.5750000000000000e+03,3.2700000000000000e+02,5.8654708520179372e-02,5.4260000000000000e+03,3.5500000000000000e+02,6.5425727976409873e-02
"PUTNAM",1.1700000000000000e+02,4.8400000000000000e+03,2.7900000000000000e+02,5.7644628099173555e-02,4.8160000000000000e+03,3.2600000000000000e+02,6.7691029900332225e-02,4.8130000000000000e+03,3.5400000000000000e+02,7.3550799916891757e-02,4.7760000000000000e+03,4.4400000000000000e+02,9.2964824120603015e-02
"REDDING",1.1800000000000000e+02,4.5090000000000000e+03,1.8800000000000000e+02,4.1694388999778224e-02,4.4870000000000000e+03,1.9900000000000000e+02,4.4350345442389125e-02,4.4520000000000000e+03,2.1300000000000000e+02,4.7843665768194071e-02,4.4000000000000000e+03,2.6300000000000000e+02,5.9772727272727276e-02
"RIDGEFIELD",1.1900000000000000e+02,1.1938000000000000e+04,4.5100000000000000e+02,3.7778522365555373e-02,1.1851000000000000e+04,4.6800000000000000e+02,3.9490338368070206e-02,1.1789000000000000e+04,5.7100000000000000e+02,4.8434981762660104e-02,1.1590000000000000e+04,6.6300000000000000e+02,5.7204486626402068e-02
"ROCKY HILL",1.2000000000000000e+02,1.1582000000000000e+04,4.6100000000000000e+02,3.9803142807805218e-02,1.1423000000000000e+04,4.8900000000000000e+02,4.2808369079926467e-02,1.1399000000000000e+04,5.7200000000000000e+02,5.0179840336871652e-02,1.1057000000000000e+04,6.4600000000000000e+02,5.8424527448675045e-02
"ROXBURY",1.2100000000000000e+02,1.3400000000000000e+03,4.2000000000000000e+01,3.1343283582089550e-02,1.3220000000000000e+03,4.2000000000000000e+01,3.1770045385779121e-02,1.3200000000000000e+03,5.0000000000000000e+01,3.7878787878787880e-02,1.2960000000000000e+03,6.8000000000000000e+01,5.2469135802469133e-02
"SALEM",1.2200000000000000e+02,2.1580000000000000e+03,1.1100000000000000e+02,5.1436515291936977e-02,2.1350000000000000e+03,1.2000000000000000e+02,5.6206088992974239e-02,2.1210000000000000e+03,1.3100000000000000e+02,6.1763319189061763e-02,2.1310000000000000e+03,1.6400000000000000e+02,7.6959174096668234e-02
"SALISBURY",1.2300000000000000e+02,1.8270000000000000e+03,6.0000000000000000e+01,3.2840722495894911e-02,1.8100000000000000e+03,6.6000000000000000e+01,3.6464088397790057e-02,1.8060000000000000e+03,7.5000000000000000e+01,4.1528239202657809e-02,1.7520000000000000e+03,8.5000000000000000e+01,4.8515981735159815e-02
"SCOTLAND",1.2400000000000000e+02,9.6000000000000000e+02,4.7000000000000000e+01,4.8958333333333333e-02,9.6100000000000000e+02,5.5000000000000000e+01,5.7232049947970862e-02,9.5700000000000000e+02,5.9000000000000000e+01,6.1650992685475442e-02,9.2100000000000000e+02,4.7000000000000000e+01,5.1031487513572206e-02
"SEYMOUR",1.2500000000000000e+02,9.1390000000000000e+03,4.9600000000000000e+02,5.4272896378159539e-02,9.0100000000000000e+03,5.4700000000000000e+02,6.0710321864594893e-02,9.0220000000000000e+03,6.3700000000000000e+02,7.0605187319884730e-02,8.9170000000000000e+03,7.1900000000000000e+02,8.0632499719636652e-02
"SHARON",1.2600000000000000e+02,1.5010000000000000e+03,4.9000000000000000e+01,3.2644903397734841e-02,1.4740000000000000e+03,5.3000000000000000e+01,3.5956580732700139e-02,1.4720000000000000e+03,6.3000000000000000e+01,4.2798913043478264e-02,1.4330000000000000e+03,7.8000000000000000e+01,5.4431263084438242e-02
"SHELTON",1.2700000000000000e+02,2.2457000000000000e+04,1.1090000000000000e+03,4.9383265796856216e-02,2.2202000000000000e+04,1.2190000000000000e+03,5.4904963516800291e-02,2.2135000000000000e+04,1.4260000000000000e+03,6.4422859724418344e-02,2.1672000000000000e+04,1.6120000000000000e+03,7.4381690660760433e-02
"SHERMAN",1.2800000000000000e+02,1.9010000000000000e+03,7.9000000000000000e+01,4.1557075223566546e-02,1.8950000000000000e+03,7.9000000000000000e+01,4.1688654353562005e-02,1.8880000000000000e+03,9.3000000000000000e+01,4.9258474576271187e-02,1.8520000000000000e+03,1.1300000000000000e+02,6.1015118790496758e-02
"SIMSBURY",1.2900000000000000e+02,1.3315000000000000e+04,4.7900000000000000e+02,3.5974464889222679e-02,1.3146000000000000e+04,4.9500000000000000e+02,3.7654039251483341e-02,1.2866000000000000e+04,5.7500000000000000e+02,4.4691434789367324e-02,1.2508000000000000e+04,6.5800000000000000e+02,5.2606331947553563e-02
"SOMERS",1.3000000000000000e+02,5.1500000000000000e+03,2.3400000000000000e+02,4.5436893203883492e-02,5.2250000000000000e+03,2.4600000000000000e+02,4.7081339712918661e-02,5.1430000000000000e+03,2.9600000000000000e+02,5.7553956834532377e-02,5.0280000000000000e+03,3.2900000000000000e+02,6.5433571996817819e-02
"SOUTH WINDSOR",1.3100000000000000e+02,1.4118000000000000e+04,6.0500000000000000e+02,4.2853095339283186e-02,1.4024000000000000e+04,6.4500000000000000e+02,4.5992584141471761e-02,1.3971000000000000e+04,7.5400000000000000e+02,5.3968935652422875e-02,1.3691000000000000e+04,8.5500000000000000e+02,6.2449784529983197e-02
"SOUTHBURY",1.3200000000000000e+02,8.8470000000000000e+03,4.4000000000000000e+02,4.9734373233864586e-02,8.7980000000000000e+03,4.8300000000000000e+02,5.4898840645601271e-02,8.8050000000000000e+03,5.1300000000000000e+02,5.8262350936967633e-02,8.6780000000000000e+03,5.9700000000000000e+02,6.8794653145886148e-02
"SOUTHINGTON",1.3300000000000000e+02,2.4459000000000000e+04,1.0620000000000000e+03,4.3419600147185086e-02,2.4344000000000000e+04,1.1570000000000000e+03,4.7527111403220509e-02,2.4257000000000000e+04,1.3820000000000000e+03,5.6973244836542029e-02,2.3703000000000000e+04,1.5860000000000000e+03,6.6911361431042482e-02
"SPRAGUE",1.3400000000000000e+02,1.6170000000000000e+03,8.8000000000000000e+01,5.4421768707482991e-02,1.6250000000000000e+03,1.1000000000000000e+02,6.7692307692307691e-02,1.6350000000000000e+03,1.2400000000000000e+02,7.5840978593272171e-02,1.6420000000000000e+03,1.5700000000000000e+02,9.5615103532277715e-02
"STAFFORD",1.3500000000000000e+02,6.8240000000000000e+03,3.8200000000000000e+02,5.5978898007033998e-02,6.8420000000000000e+03,4.3500000000000000e+02,6.3577901198479975e-02,6.8240000000000000e+03,4.7900000000000000e+02,7.0193434935521687e-02,6.7400000000000000e+03,5.6000000000000000e+02,8.3086053412462904e-02
"STAMFORD",1.3600000000000000e+02,7.0816000000000000e+04,3.1020000000000000e+03,4.3803660189787617e-02,6.9876000000000000e+04,3.3810000000000000e+03,4.8385711832388802e-02,6.9236000000000000e+04,3.9100000000000000e+03,5.6473510890288292e-02,6.7265000000000000e+04,4.4370000000000000e+03,6.5962982234445855e-02
"STERLING",1.3700000000000000e+02,2.0270000000000000e+03,1.2300000000000000e+02,6.0680809077454365e-02,2.0200000000000000e+03,1.4200000000000000e+02,7.0297029702970304e-02,2.0350000000000000e+03,1.7500000000000000e+02,8.5995085995085999e-02,1.9740000000000000e+03,1.7300000000000000e+02,8.7639311043566356e-02
"STONINGTON",1.3800000000000000e+02,9.7890000000000000e+03,3.9200000000000000e+02,4.0044948411482276e-02,9.5510000000000000e+03,4.7200000000000000e+02,4.9418909014762855e-02,9.6050000000000000e+03,5.6700000000000000e+02,5.9031754294638208e-02,9.5090000000000000e+03,6.0200000000000000e+02,6.3308444631401825e-02
"STRATFORD",1.3900000000000000e+02,2.7720000000000000e+04,1.6200000000000000e+03,5.8441558441558440e-02,2.7645000000000000e+04,1.7400000000000000e+03,6.2940857297883887e-02,2.7661000000000000e+04,2.0330000000000000e+03,7.3496981309424822e-02,2.7026000000000000e+04,2.3170000000000000e+03,8.5732257825797381e-02
"SUFFIELD",1.4000000000000000e+02,7.5650000000000000e+03,3.1600000000000000e+02,4.1771315267680104e-02,7.4810000000000000e+03,3.4300000000000000e+02,4.5849485362919398e-02,7.5130000000000000e+03,4.1500000000000000e+02,5.5237588180487157e-02,7.3350000000000000e+03,4.7500000000000000e+02,6.4758009543285616e-02
"THOMASTON",1.4100000000000000e+02,4.7180000000000000e+03,2.0500000000000000e+02,4.3450614667231879e-02,4.7000000000000000e+03,2.3600000000000000e+02,5.0212765957446809e-02,4.7210000000000000e+03,2.8600000000000000e+02,6.0580385511544162e-02,4.6870000000000000e+03,3.4500000000000000e+02,7.3607851504160438e-02
"THOMPSON",1.4200000000000000e+02,5.2760000000000000e+03,2.8200000000000000e+02,5.3449583017437449e-02,5.2060000000000000e+03,2.9800000000000000e+02,5.7241644256626971e-02,5.1880000000000000e+03,3.2900000000000000e+02,6.3415574402467229e-02,5.1560000000000000e+03,4.3600000000000000e+02,8.4561675717610557e-02
"TOLLAND",1.4300000000000000e+02,8.5940000000000000e+03,3.1900000000000000e+02,3.7118920176867583e-02,8.5420000000000000e+03,3.3500000000000000e+02,3.9217981737298055e-02,8.5060000000000000e+03,3.9600000000000000e+02,4.6555372678109573e-02,8.3590000000000000e+03,4.6700000000000000e+02,5.5867926785500656e-02
"TORRINGTON",1.4400000000000000e+02,1.9509000000000000e+04,1.1450000000000000e+03,5.8690860628427904e-02,1.9873000000000000e+04,1.2470000000000000e+03,6.2748452674482966e-02,1.9894000000000000e+04,1.4520000000000000e+03,7.2986830200060318e-02,1.9680000000000000e+04,1.6740000000000000e+03,8.5060975609756104e-02
"TRUMBULL",1.4500000000000000e+02,1.8225000000000000e+04,7.8500000000000000e+02,4.3072702331961595e-02,1.8229000000000000e+04,8.8600000000000000e+02,4.8603872949695537e-02,1.8106000000000000e+04,1.0120000000000000e+03,5.5893074119076548e-02,1.7814000000000000e+04,1.1400000000000000e+03,6.3994610980127986e-02
"UNION",1.4600000000000000e+02,4.6700000000000000e+02,2.2000000000000000e+01,4.7109207708779445e-02,4.6500000000000000e+02,2.4000000000000000e+01,5.1612903225806452e-02,4.6300000000000000e+02,2.7000000000000000e+01,5.8315334773218146e-02,4.5300000000000000e+02,2.9000000000000000e+01,6.4017660044150104e-02
"VERNON",1.4700000000000000e+02,1.7240000000000000e+04,8.3600000000000000e+02,4.8491879350348030e-02,1.7035000000000000e+04,9.3200000000000000e+02,5.4710889345465218e-02,1.7067000000000000e+04,1.1030000000000000e+03,6.4627643991328296e-02,1.6793000000000000e+04,1.2710000000000000e+03,7.5686297862204488e-02
"VOLUNTOWN",1.4800000000000000e+02,1.4890000000000000e+03,7.7000000000000000e+01,5.1712558764271326e-02,1.4860000000000000e+03,9.3000000000000000e+01,6.2584118438761771e-02,1.4790000000000000e+03,9.5000000000000000e+01,6.4232589587559161e-02,1.4950000000000000e+03,1.2400000000000000e+02,8.2943143812709036e-02
"WALLINGFORD",1.4900000000000000e+02,2.6362000000000000e+04,1.2000000000000000e+03,4.5520066762764586e-02,2.6215000000000000e+04,1.3330000000000000e+03,5.0848750715239366e-02,2.6268000000000000e+04,1.5840000000000000e+03,6.0301507537688440e-02,2.5827000000000000e+04,1.8340000000000000e+03,7.1010957525070667e-02
"WARREN",1.5000000000000000e+02,7.9900000000000000e+02,3.2000000000000000e+01,4.0050062578222780e-02,7.9800000000000000e+02,3.9000000000000000e+01,4.8872180451127817e-02,7.9500000000000000e+02,4.2000000000000000e+01,5.2830188679245285e-02,7.7700000000000000e+02,4.8000000000000000e+01,6.1776061776061778e-02
"WASHINGTON",1.5100000000000000e+02,2.0700000000000000e+03,6.6000000000000000e+01,3.1884057971014491e-02,2.0490000000000000e+03,7.3000000000000000e+01,3.5627135187896536e-02,2.0500000000000000e+03,9.1000000000000000e+01,4.4390243902439022e-02,2.0000000000000000e+03,1.0800000000000000e+02,5.3999999999999999e-02
"WATERBURY",1.5200000000000000e+02,5.0908000000000000e+04,4.0840000000000000e+03,8.0223147638877973e-02,5.1174000000000000e+04,4.7380000000000000e+03,9.2586078868175242e-02,5.1627000000000000e+04,5.4640000000000000e+03,1.0583609351695818e-01,5.1319000000000000e+04,6.3210000000000000e+03,1.2317075547068337e-01
"WATERFORD",1.5300000000000000e+02,1.0186000000000000e+04,4.8700000000000000e+02,4.7810720596897706e-02,1.0151000000000000e+04,5.4800000000000000e+02,5.3984829080878732e-02,1.0169000000000000e+04,6.1100000000000000e+02,6.0084570754253122e-02,1.0218000000000000e+04,7.7700000000000000e+02,7.6042278332354662e-02
"WATERTOWN",1.5400000000000000e+02,1.3047000000000000e+04,6.0800000000000000e+02,4.6600751130528091e-02,1.3045000000000000e+04,7.0200000000000000e+02,5.3813721732464549e-02,1.3076000000000000e+04,7.8700000000000000e+02,6.0186601407158154e-02,1.2955000000000000e+04,9.1700000000000000e+02,7.0783481281358543e-02
"WEST HARTFORD",1.5500000000000000e+02,3.4334000000000000e+04,1.3230000000000000e+03,3.8533232364420106e-02,3.4133000000000000e+04,1.4390000000000000e+03,4.2158614830222950e-02,3.4041000000000000e+04,1.6460000000000000e+03,4.8353456126435768e-02,3.3380000000000000e+04,1.9260000000000000e+03,5.7699221090473339e-02
"WEST HAVEN",1.5600000000000000e+02,3.0107000000000000e+04,1.7500000000000000e+03,5.8126017205301091e-02,3.0127000000000000e+04,2.0210000000000000e+03,6.7082683307332289e-02,3.0138000000000000e+04,2.3780000000000000e+03,7.8903709602495195e-02,2.9751000000000000e+04,2.7390000000000000e+03,9.2064132298074017e-02
"WESTBROOK",1.5700000000000000e+02,3.6840000000000000e+03,1.6600000000000000e+02,4.5059717698154179e-02,3.6110000000000000e+03,1.7400000000000000e+02,4.8186098033785651e-02,3.6020000000000000e+03,2.0900000000000000e+02,5.8023320377568015e-02,3.5240000000000000e+03,2.3200000000000000e+02,6.5834279228149828e-02
"WESTON",1.5800000000000000e+02,4.4120000000000000e+03,1.8300000000000000e+02,4.1477787851314597e-02,4.3860000000000000e+03,1.9100000000000000e+02,4.3547651618787049e-02,4.3480000000000000e+03,2.0800000000000000e+02,4.7838086476540941e-02,4.2920000000000000e+03,2.5900000000000000e+02,6.0344827586206899e-02
"WESTPORT",1.5900000000000000e+02,1.2766000000000000e+04,4.7800000000000000e+02,3.7443208522638258e-02,1.2619000000000000e+04,5.0300000000000000e+02,3.9860527775576512e-02,1.2418000000000000e+04,6.0500000000000000e+02,4.8719600579803513e-02,1.2147000000000000e+04,7.2800000000000000e+02,5.9932493619823828e-02
"WETHERSFIELD",1.6000000000000000e+02,1.4038000000000000e+04,6.5000000000000000e+02,4.6302892149878899e-02,1.3997000000000000e+04,6.8200000000000000e+02,4.8724726727155818e-02,1.3996000000000000e+04,8.2000000000000000e+02,5.8588168048013721e-02,1.3743000000000000e+04,9.2800000000000000e+02,6.7525285599941795e-02
"WILLINGTON",1.6100000000000000e+02,3.6340000000000000e+03,1.5000000000000000e+02,4.1276829939460649e-02,3.6250000000000000e+03,1.6100000000000000e+02,4.4413793103448278e-02,3.6400000000000000e+03,2.0700000000000000e+02,5.6868131868131867e-02,3.5560000000000000e+03,2.0700000000000000e+02,5.8211473565804271e-02
"WILTON",1.6200000000000000e+02,8.5900000000000000e+03,3.5100000000000000e+02,4.0861466821885913e-02,8.5320000000000000e+03,3.6000000000000000e+02,4.2194092827004218e-02,8.4450000000000000e+03,3.8900000000000000e+02,4.6062759029011247e-02,8.3240000000000000e+03,4.7900000000000000e+02,5.7544449783757806e-02
"WINCHESTER",1.6300000000000000e+02,6.2130000000000000e+03,3.3800000000000000e+02,5.4402060196362463e-02,6.3240000000000000e+03,3.6700000000000000e+02,5.8032890575585069e-02,6.3310000000000000e+03,4.2700000000000000e+02,6.7445901121465798e-02,6.2790000000000000e+03,5.3900000000000000e+02,8.5841694537346705e-02
"WINDHAM",1.6400000000000000e+02,1.2373000000000000e+04,7.7400000000000000e+02,6.2555564535682534e-02,1.2374000000000000e+04,8.8100000000000000e+02,7.1197672539195081e-02,1.2478000000000000e+04,1.0440000000000000e+03,8.3667254367687127e-02,1.2427000000000000e+04,1.2420000000000000e+03,9.9943671038866977e-02
"WINDSOR",1.6500000000000000e+02,1.6581000000000000e+04,8.3200000000000000e+02,5.0177914480429409e-02,1.6535000000000000e+04,8.9800000000000000e+02,5.4309041427275474e-02,1.6513000000000000e+04,1.0570000000000000e+03,6.4010173802458672e-02,1.6269000000000000e+04,1.2360000000000000e+03,7.5972708832749397e-02
"WINDSOR LOCKS",1.6600000000000000e+02,7.4440000000000000e+03,3.8700000000000000e+02,5.1988178398710373e-02,7.3640000000000000e+03,4.1700000000000000e+02,5.6626833242802828e-02,7.3160000000000000e+03,4.6000000000000000e+02,6.2875888463641338e-02,7.1790000000000000e+03,5.3700000000000000e+02,7.4801504387797743e-02
"WOLCOTT",1.6700000000000000e+02,9.9480000000000000e+03,4.6200000000000000e+02,4.6441495778045835e-02,9.8750000000000000e+03,4.9600000000000000e+02,5.0227848101265821e-02,9.8810000000000000e+03,5.7700000000000000e+02,5.8394899301690111e-02,9.7480000000000000e+03,7.0400000000000000e+02,7.2219942552318422e-02
"WOODBRIDGE",1.6800000000000000e+02,4.8980000000000000e+03,1.7000000000000000e+02,3.4708044099632504e-02,4.8760000000000000e+03,2.0100000000000000e+02,4.1222313371616082e-02,4.8420000000000000e+03,2.0900000000000000e+02,4.3163981825691866e-02,4.7870000000000000e+03,2.5100000000000000e+02,5.2433674535199495e-02
