Municipality,Equalized Net Grand List GLYR 2015
"ANDOVER",371631556.5600
"ANSONIA",1376772795.1700
"ASHFORD",442599628.1300
"AVON",3687550799.8400
"BARKHAMSTED",502811081.1000
"BEACON FALLS",675139685.4700
"BERLIN",3282737375.9400
"BETHANY",835493140.5300
"BETHEL",2795820302.4700
"BETHLEHEM",489510704.3200
"BLOOMFIELD",3020013609.5000
"BOLTON",623371565.5100
"BOZRAH",335663370.3700
"BRANFORD",5185659054.8700
"BRIDGEPORT",8675714411.4300
"BRIDGEWATER",547995101.3400
"BRISTOL",5566370034.5400
"BROOKFIELD",3334293606.0600
"BROOKLYN",775936748.5700
"BURLINGTON",1296612790.8100
"CANAAN",227108759.4100
"CANTERBURY",511511717.1400
"CANTON",1607651531.1500
"CHAPLIN",231600713.9300
"CHESHIRE",4007441337.3600
"CHESTER",653799037.0600
"CLINTON",2175563971.4300
"COLCHESTER",1697800703.7700
"COLEBROOK",260426298.5700
"COLUMBIA",698989199.4000
"CORNWALL",535527004.8900
"COVENTRY",1425790911.8000
"CROMWELL",1942145341.1200
"DANBURY",10377904867.4500
"DARIEN",13441534266.1300
"DEEP RIVER",700774862.8600
"DERBY",1027004775.7100
"DURHAM",992588484.2900
"EAST GRANBY",859087878.6400
"EAST HADDAM",1228377309.7100
"EAST HAMPTON",1605563611.4300
"EAST HARTFORD",3903976521.4600
"EAST HAVEN",2913405599.7800
"EAST LYME",3157522071.4300
"EAST WINDSOR",1352524745.1400
"EASTFORD",221338838.6300
"EASTON",1900955420.9200
"ELLINGTON",1897496888.5700
"ENFIELD",4062151475.4300
"ESSEX",1484198508.4100
"FAIRFIELD",15395112105.7100
"FARMINGTON",5329528756.9800
"FRANKLIN",313054322.8700
"GLASTONBURY",5953139267.9800
"GOSHEN",747908438.9000
"GRANBY",1448556776.7200
"GREENWICH",46177528894.2900
"GRISWOLD",977864766.8600
"GROTON",4914736071.5700
"GROTON (City of)",
"GUILFORD",4478517998.3000
"HADDAM",1295235844.2900
"HAMDEN",5521880061.4300
"HAMPTON",212505191.8800
"HARTFORD",7050499019.1300
"HARTLAND",283255541.4300
"HARWINTON",746402312.9100
"HEBRON",1071376676.2300
"KENT",825204801.7500
"KILLINGLY",1772252233.3000
"KILLINGWORTH",1018704217.3700
"LEBANON",898645326.6700
"LEDYARD",1557080422.8600
"LISBON",541196237.9800
"LITCHFIELD",1422154128.9600
"LYME",695103048.3800
"MADISON",4209286504.0100
"MANCHESTER",5549612279.4100
"MANSFIELD",1536756457.2900
"MARLBOROUGH",823378394.2900
"MERIDEN",4482937774.6000
"MIDDLEBURY",1354921069.8900
"MIDDLEFIELD",597503925.6600
"MIDDLETOWN",4904971237.2000
"MILFORD",9595765060.6700
"MONROE",3114308718.5200
"MONTVILLE",1779326758.8600
"MORRIS",428473618.4200
"NAUGATUCK",2309625442.2600
"NEW BRITAIN",3659454404.9000
"NEW CANAAN",12102749021.3100
"NEW FAIRFIELD",2375448376.8300
"NEW HARTFORD",929942157.2400
"NEW HAVEN",10248531793.2400
"NEW LONDON",1850395190.8100
"NEW MILFORD",4102917657.1400
"NEWINGTON",3732257305.7100
"NEWTOWN",4507343812.9200
"NORFOLK",369963681.3900
"NORTH BRANFORD",1759467895.7100
"NORTH CANAAN",434299950.1200
"NORTH HAVEN",4058639885.9400
"NORTH STONINGTON",732984049.2900
"NORWALK",19278296085.1600
"NORWICH",2707000524.9800
"OLD LYME",2257046618.4100
"OLD SAYBROOK",3284001675.5600
"ORANGE",2821921300.7300
"OXFORD",2066309614.2900
"PLAINFIELD",1340096638.6900
"PLAINVILLE",1903145342.2400
"PLYMOUTH",1044566375.7500
"POMFRET",490571570.0000
"PORTLAND",1216996256.3500
"PRESTON",561386147.6300
"PROSPECT",1194661788.5700
"PUTNAM",917122081.8700
"REDDING",2448565997.4100
"RIDGEFIELD",7178046687.6700
"ROCKY HILL",3059763411.8800
"ROXBURY",993373055.9300
"SALEM",525692171.4100
"SALISBURY",1776854715.7100
"SCOTLAND",153419903.4500
"SEYMOUR",1707622371.4300
"SHARON",1041780155.7200
"SHELTON",6807601488.2700
"SHERMAN",1010075818.2100
"SIMSBURY",3600147476.4800
"SOMERS",1208933114.2900
"SOUTH WINDSOR",3793497465.4300
"SOUTHBURY",3110267821.7400
"SOUTHINGTON",5582080125.7100
"SPRAGUE",248829841.7800
"STAFFORD",1101222495.7100
"STAMFORD",32919448012.8300
"STERLING",338381571.9100
"STONINGTON",4024424140.9500
"STRATFORD",6666989581.6000
"SUFFIELD",2007892424.5400
"THOMASTON",763493536.9500
"THOMPSON",944526861.0700
"TOLLAND",1815100660.8400
"TORRINGTON",2798903684.3600
"TRUMBULL",6564257538.5700
"UNION",130349339.5200
"VERNON",2514856753.3800
"VOLUNTOWN",288676721.4300
"WALLINGFORD",6012104552.8600
"WARREN",522128520.8800
"WASHINGTON",1797628194.1800
"WATERBURY",5805276093.4500
"WATERFORD",4530813119.5000
"WATERTOWN",2613640809.9300
"WEST HARTFORD",9251991620.4700
"WEST HAVEN",3761443254.2900
"WESTBROOK",1797325216.4900
"WESTON",3542264876.0300
"WESTPORT",15522449617.1400
"WETHERSFIELD",3174823746.8600
"WILLINGTON",614961716.0000
"WILTON",6590104066.9700
"WINCHESTER",1035239069.7100
"WINDHAM",1327764697.2500
"WINDSOR",4440057841.8900
"WINDSOR LOCKS",1902931359.1700
"WOLCOTT",1866134566.4700
"WOODBRIDGE",1650627061.5300
"WOODBURY",1540777617.2600
"WOODSTOCK",1026593476.2600
