MUNICIPALITY,NUMBERED,TOWN CODE,Net Grand List - 2016 GL Year
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2.8818024980000000e+09
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2.6099861390000000e+09
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3.1128569180000000e+09
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,3.0096844500000000e+08
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1.2372269820000000e+09
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,3.2786196000000000e+08
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2.7993406990000000e+09
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,5.2206811400000000e+08
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,1.2201892347000000e+10
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.8322519820000000e+09
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.5743392050000000e+09
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2.2460980700000000e+09
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.9661482500000000e+09
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.4769580760000000e+09
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,9.3551704000000000e+08
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1.3774678430000000e+09
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,7.4030036900000000e+08
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,3.4961681300000000e+08
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,8.1447895000000000e+08
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,4.4910940800000000e+08
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,8.4558568500000000e+08
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,6.1275468800000000e+08
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1.6330375030000000e+09
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,4.7871402140000000e+09
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,2.0616367900000000e+09
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,7.0646168000000000e+08
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,3.6898691900000000e+08
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1.2523180960000000e+09
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,1.1445398500000000e+08
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1.2000121100000000e+09
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,7.4290422800000000e+08
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,4.6506876960000000e+09
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,6.8462592800000000e+08
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2.2778544490000000e+09
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,8.5156291000000000e+08
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2.6016599250000000e+09
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2.1301449630000000e+09
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,3.9458168170000000e+09
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.7393472000000000e+08
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,7.7753286200000000e+08
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.9725952821000000e+10
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,2.2516135600000000e+08
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,2.6478168720000000e+09
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4.4917448080000000e+09
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.3849224050000000e+09
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,5.4712908800000000e+08
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,6.0193794400000000e+08
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.2677214870000000e+09
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.9558612700000000e+09
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,4.6547206290000000e+09
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,9.0522627000000000e+07
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.7948305440000000e+09
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,2.0282452000000000e+08
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4.2170918180000000e+09
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,3.6299895000000000e+08
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,1.1246738210000000e+09
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,4.1504062240000000e+09
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3.2390621980000000e+09
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.7675438910000000e+09
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,6.2327117420000000e+09
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2.6487222100000000e+09
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1.1356120740000000e+09
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.3725420540000000e+09
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,1.1017166887000000e+10
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2.2429589760000000e+09
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,4.3794635000000000e+08
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,4.3140847200000000e+09
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,7.1275781600000000e+08
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,8.8790481800000000e+08
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,2.8867421860000000e+09
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1.2109550760000000e+09
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.2271799440000000e+09
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1.1423515300000000e+09
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1.1449565560000000e+09
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,7.1112746300000000e+08
