MUNICIPALITY,Numbered,2017 Labor Force,2017 Unemployed,2017 Unemp Rate
"ROXBURY",1.2100000000000000e+02,1.3490000000000000e+03,4.3000000000000000e+01,3.1875463306152707e-02
"SALEM",1.2200000000000000e+02,2.1870000000000000e+03,9.5000000000000000e+01,4.3438500228623687e-02
"SALISBURY",1.2300000000000000e+02,1.8440000000000000e+03,6.5000000000000000e+01,3.5249457700650758e-02
"SCOTLAND",1.2400000000000000e+02,9.7400000000000000e+02,4.6000000000000000e+01,4.7227926078028747e-02
"SEYMOUR",1.2500000000000000e+02,9.1130000000000000e+03,4.3500000000000000e+02,4.7734006364534183e-02
"SHARON",1.2600000000000000e+02,1.5100000000000000e+03,4.9000000000000000e+01,3.2450331125827812e-02
"SHELTON",1.2700000000000000e+02,2.2476000000000000e+04,1.0410000000000000e+03,4.6316070475173519e-02
"SHERMAN",1.2800000000000000e+02,1.9050000000000000e+03,7.1000000000000000e+01,3.7270341207349081e-02
"SIMSBURY",1.2900000000000000e+02,1.3484000000000000e+04,4.4100000000000000e+02,3.2705428656185108e-02
"SOMERS",1.3000000000000000e+02,5.2260000000000000e+03,2.1500000000000000e+02,4.1140451588212786e-02
"SOUTH WINDSOR",1.3100000000000000e+02,1.4271000000000000e+04,5.3900000000000000e+02,3.7768901969028101e-02
"SOUTHBURY",1.3200000000000000e+02,8.8220000000000000e+03,3.8100000000000000e+02,4.3187485830877351e-02
"SOUTHINGTON",1.3300000000000000e+02,2.4755000000000000e+04,9.8000000000000000e+02,3.9587962027873159e-02
"SPRAGUE",1.3400000000000000e+02,1.6510000000000000e+03,8.8000000000000000e+01,5.3301029678982433e-02
"STAFFORD",1.3500000000000000e+02,6.8700000000000000e+03,3.2400000000000000e+02,4.7161572052401748e-02
"STAMFORD",1.3600000000000000e+02,7.0924000000000000e+04,2.9330000000000000e+03,4.1354125542834581e-02
"STERLING",1.3700000000000000e+02,2.0610000000000000e+03,1.1700000000000000e+02,5.6768558951965066e-02
"STONINGTON",1.3800000000000000e+02,9.9750000000000000e+03,3.6700000000000000e+02,3.6791979949874688e-02
"STRATFORD",1.3900000000000000e+02,2.7724000000000000e+04,1.5170000000000000e+03,5.4717933920069253e-02
"SUFFIELD",1.4000000000000000e+02,7.6870000000000000e+03,2.9900000000000000e+02,3.8896838818784960e-02
"THOMASTON",1.4100000000000000e+02,4.7620000000000000e+03,1.8900000000000000e+02,3.9689206215875683e-02
"THOMPSON",1.4200000000000000e+02,5.3470000000000000e+03,2.4700000000000000e+02,4.6194127548157847e-02
"TOLLAND",1.4300000000000000e+02,8.6990000000000000e+03,2.9100000000000000e+02,3.3452120933440625e-02
"TORRINGTON",1.4400000000000000e+02,1.9399000000000000e+04,1.0440000000000000e+03,5.3817207072529509e-02
"TRUMBULL",1.4500000000000000e+02,1.8251000000000000e+04,7.4000000000000000e+02,4.0545723521998797e-02
"UNION",1.4600000000000000e+02,4.6900000000000000e+02,1.7000000000000000e+01,3.6247334754797439e-02
"VERNON",1.4700000000000000e+02,1.7435000000000000e+04,7.6600000000000000e+02,4.3934614281617435e-02
"VOLUNTOWN",1.4800000000000000e+02,1.5180000000000000e+03,7.4000000000000000e+01,4.8748353096179184e-02
"WALLINGFORD",1.4900000000000000e+02,2.6646000000000000e+04,1.0920000000000000e+03,4.0981760864670119e-02
"WARREN",1.5000000000000000e+02,8.0800000000000000e+02,3.5000000000000000e+01,4.3316831683168314e-02
"WASHINGTON",1.5100000000000000e+02,2.0840000000000000e+03,6.6000000000000000e+01,3.1669865642994240e-02
"WATERBURY",1.5200000000000000e+02,5.1045000000000000e+04,3.7700000000000000e+03,7.3856401214614550e-02
"WATERFORD",1.5300000000000000e+02,1.0349000000000000e+04,4.3200000000000000e+02,4.1743163590685091e-02
"WATERTOWN",1.5400000000000000e+02,1.3095000000000000e+04,5.3600000000000000e+02,4.0931653302787321e-02
"WEST HARTFORD",1.5500000000000000e+02,3.4734000000000000e+04,1.1890000000000000e+03,3.4231588645131573e-02
"WEST HAVEN",1.5600000000000000e+02,3.0448000000000000e+04,1.6490000000000000e+03,5.4157908565423019e-02
"WESTBROOK",1.5700000000000000e+02,3.7070000000000000e+03,1.4600000000000000e+02,3.9384947396816833e-02
"WESTON",1.5800000000000000e+02,4.4260000000000000e+03,1.8000000000000000e+02,4.0668775417984637e-02
"WESTPORT",1.5900000000000000e+02,1.2808000000000000e+04,4.7000000000000000e+02,3.6695815115552782e-02
"WETHERSFIELD",1.6000000000000000e+02,1.4232000000000000e+04,6.2800000000000000e+02,4.4125913434513775e-02
"WILLINGTON",1.6100000000000000e+02,3.6770000000000000e+03,1.3600000000000000e+02,3.6986673918955673e-02
"WILTON",1.6200000000000000e+02,8.5850000000000000e+03,3.1300000000000000e+02,3.6458940011648226e-02
"WINCHESTER",1.6300000000000000e+02,6.1810000000000000e+03,3.0900000000000000e+02,4.9991910694062447e-02
"WINDHAM",1.6400000000000000e+02,1.2525000000000000e+04,7.3900000000000000e+02,5.9001996007984031e-02
"WINDSOR",1.6500000000000000e+02,1.6797000000000000e+04,7.9300000000000000e+02,4.7210811454426384e-02
"WINDSOR LOCKS",1.6600000000000000e+02,7.5470000000000000e+03,3.5400000000000000e+02,4.6906055386246190e-02
"WOLCOTT",1.6700000000000000e+02,1.0007000000000000e+04,4.3000000000000000e+02,4.2969921055261318e-02
"WOODBRIDGE",1.6800000000000000e+02,4.8960000000000000e+03,1.4900000000000000e+02,3.0433006535947712e-02
"WOODBURY",1.6900000000000000e+02,5.5850000000000000e+03,2.0100000000000000e+02,3.5989256938227396e-02
"WOODSTOCK",1.7000000000000000e+02,4.2570000000000000e+03,1.8400000000000000e+02,4.3222926943857175e-02
