Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2009 Population,Moody's_Bond_Ratings_July2009,area lmt,ACGLFY09,EGL,TANF09 Recipients,empl,ACMR,enrollmt,RPA Identifier
"STRATFORD","JG",2.0090000000000000e+03,1.3900000000000000e+02,1.3800000000000000e+02,"F",45100821.0000,-30283849.0000,17003549.0000,-985885.0000,2363395.0000,0.0000,10801725.0000,"N",8438330.0000,35293644.0000,139314290.0000,182651151.0000,95522351.0000,18731130.0000,182124913.0000,688271.0000,688271.0000,2101904.0000,2101904.0000,-887395.0000,1844565.0000,-887395.0000,0.0000,"N","N",,136816743.0000,136816743.0000,137961016.0000,135494537.0000,9.8212191333818533e-01,141939572.0000,137442448.0000,9.6831662984019706e-01,4.8952000000000000e+04,"A1",1.7579999999999998e+01,4557690937.0000,7495976591.1480,3.3200000000000000e+02,9.0560392773579843e-02,3.0510000000000002e+01,7.5904600000000000e+03,"Greater Bridgeport RPA"
"SUFFIELD","JG",2.0090000000000000e+03,1.4000000000000000e+02,1.3900000000000000e+02,"H",66999586.0000,15608162.0000,83057245.0000,6593511.0000,423931.0000,500000.0000,10308863.0000,"N",9884932.0000,15378576.0000,30952540.0000,50398184.0000,31384169.0000,3005874.0000,46026643.0000,306577.0000,306577.0000,3736206.0000,3736206.0000,941912.0000,1061816.0000,941912.0000,0.0000,"N","N",,18226043.0000,18226043.0000,30798127.0000,30459142.0000,9.8899332417195374e-01,31283268.0000,30745975.0000,9.8282490819053814e-01,1.5163000000000000e+04,"Aa3",4.2210000000000001e+01,1125497792.0000,2054688970.7887,2.1000000000000000e+01,6.7681217460953139e-02,2.7300000000000001e+01,2.4475799999999999e+03,"Capital Region COG"
"THOMASTON","JG",2.0090000000000000e+03,1.4100000000000000e+02,1.4000000000000000e+02,"L",25467102.0000,8332971.0000,34648999.0000,-192851.0000,0.0000,273000.0000,1827869.0000,"N",1827869.0000,7609875.0000,16138322.0000,24171550.0000,14780948.0000,2570603.0000,24149697.0000,69524.0000,69524.0000,256515.0000,256515.0000,-165138.0000,-746347.0000,-165138.0000,0.0000,"N","N",,18666948.0000,18666948.0000,16017616.0000,15511321.0000,9.6839136360866684e-01,17259736.0000,15881902.0000,9.2017062138146266e-01,7.8010000000000000e+03,"A2",1.2010000000000000e+01,612810115.0000,927513409.2085,2.6000000000000000e+01,9.9177041569951468e-02,2.6280000000000001e+01,1.3280799999999999e+03,"COG of Central Naugatuck Valley"
"THOMPSON","JG",2.0090000000000000e+03,1.4200000000000000e+02,1.4100000000000000e+02,"W",3404360.0000,3546227.0000,39103816.0000,798137.0000,199414.0000,265400.0000,2616697.0000,"N",2417283.0000,10134481.0000,11924856.0000,22828536.0000,17100896.0000,1130115.0000,21990024.0000,16563.0000,147815.0000,1419250.0000,1419250.0000,-564175.0000,-333536.0000,-432923.0000,0.0000," N","N",,13043365.0000,13043365.0000,11812548.0000,11573393.0000,9.7975415634289909e-01,12214091.0000,11734393.0000,9.6072585344255257e-01,9.2490000000000000e+03,"A3",4.6939999999999998e+01,659251453.0000,1026835714.7435,5.4000000000000000e+01,9.8165137614678905e-02,1.7969999999999999e+01,1.3924700000000000e+03,"Northeastern CT COG"
"TOLLAND","JG",2.0090000000000000e+03,1.4300000000000000e+02,1.4200000000000000e+02,"T",80876436.0000,16283861.0000,97473360.0000,1018312.0000,1085203.0000,100000.0000,6940517.0000,"N",5855314.0000,15758147.0000,36412114.0000,53030755.0000,36943631.0000,4785160.0000,52396081.0000,250000.0000,250000.0000,603826.0000,603826.0000,280848.0000,647800.0000,280848.0000,0.0000,"N","N",,43117334.0000,43117334.0000,36178846.0000,35855624.0000,9.9106599475284540e-01,36559122.0000,36107419.0000,9.8764458840122038e-01,1.4823000000000000e+04,"A1",3.9710000000000001e+01,1221664134.0000,1990240266.1561,2.3000000000000000e+01,6.2463514302393462e-02,2.9510000000000002e+01,3.2301500000000001e+03,"Capital Region COG"
"TORRINGTON","JG",2.0090000000000000e+03,1.4400000000000000e+02,1.4300000000000000e+02,"L",74174110.0000,-3880566.0000,81668104.0000,-8432091.0000,1446714.0000,0.0000,7289827.0000,"N",5843113.0000,36659914.0000,68667819.0000,110585183.0000,67510194.0000,5742540.0000,114473790.0000,2800000.0000,2800000.0000,713448.0000,713448.0000,-1802055.0000,-1893933.0000,-1802055.0000,0.0000,"N","N",,31068478.0000,31068478.0000,68436733.0000,68436733.0000,1.0000000000000000e+00,68436733.0000,68436733.0000,1.0000000000000000e+00,3.5408000000000000e+04,"A1",3.9789999999999999e+01,1928040634.0000,3590462161.8834,3.8500000000000000e+02,1.0263223865630484e-01,3.5329999999999998e+01,4.8077100000000000e+03,"Litchfield Hills Cncl of Elected Ofcls"
"TRUMBULL","JG",2.0090000000000000e+03,1.4500000000000000e+02,1.4400000000000000e+02,"F",88485250.0000,-30846983.0000,57638267.0000,2558753.0000,2430199.0000,0.0000,15511242.0000,"N",13081043.0000,12711795.0000,120258636.0000,137418443.0000,83200356.0000,11260534.0000,137607989.0000,487812.0000,487812.0000,18211.0000,519970.0000,280055.0000,-620746.0000,-221704.0000,0.0000,"N","N",,76498859.0000,76498859.0000,119885876.0000,117989031.0000,9.8417791099929064e-01,122221041.0000,119191533.0000,9.7521287680735758e-01,3.4918000000000000e+04,"Aa3",2.3289999999999999e+01,5048889832.0000,7409467511.5282,2.8000000000000000e+01,6.8231349538977373e-02,2.3859999999999999e+01,6.8106000000000004e+03,"Greater Bridgeport RPA"
"UNION","JG",2.0090000000000000e+03,1.4600000000000000e+02,1.4500000000000000e+02,"T",3199415.0000,912680.0000,4144065.0000,798132.0000,135000.0000,0.0000,542731.0000,"N",407731.0000,507876.0000,2231853.0000,2785772.0000,1525478.0000,5184322.0000,2458432.0000,12700.0000,12700.0000,191852.0000,191852.0000,148188.0000,20246.0000,148188.0000,0.0000,"N","N",,3410196.0000,3410196.0000,2111591.0000,2108129.0000,9.9836047795240646e-01,2180676.0000,2174064.0000,9.9696791270229967e-01,7.6100000000000000e+02,,2.8710000000000001e+01,73389783.0000,124755775.6825,0.0000000000000000e+00,6.7484662576687116e-02,2.8930000000000000e+01,1.1000000000000000e+02,"Northeastern CT COG"
"VERNON","JG",2.0090000000000000e+03,1.4700000000000000e+02,1.4600000000000000e+02,"T",81074292.0000,10202242.0000,102102869.0000,-2217995.0000,1538649.0000,322000.0000,9905669.0000,"N",8367020.0000,24670932.0000,52186924.0000,79325174.0000,49284455.0000,5158698.0000,77334900.0000,259876.0000,259876.0000,1870322.0000,1870322.0000,379828.0000,385346.0000,379828.0000,0.0000,"N","Y",,58650520.0000,58650520.0000,51858264.0000,51114202.0000,9.8565200717093038e-01,53172549.0000,51799251.0000,9.7417280108200188e-01,3.0182000000000000e+04,"A1",1.7730000000000000e+01,1884948536.0000,2491857824.1395,3.2300000000000000e+02,7.5703439035283607e-02,3.0280000000000001e+01,3.6378000000000002e+03,"Capital Region COG"
"VOLUNTOWN","JG",2.0090000000000000e+03,1.4800000000000000e+02,1.4700000000000000e+02,"NL",8017449.0000,3000442.0000,11017891.0000,665847.0000,6000.0000,56570.0000,1003361.0000,"N",997361.0000,3567109.0000,4476897.0000,8144734.0000,6363783.0000,322508.0000,7900416.0000,0.0000,0.0000,135449.0000,135449.0000,108869.0000,-175390.0000,108869.0000,0.0000,"N","N",,705000.0000,705000.0000,4445217.0000,4294782.0000,9.6615800758433168e-01,4655657.0000,4400417.0000,9.4517637360312412e-01,2.6430000000000000e+03,"A3",3.8920000000000002e+01,219720907.0000,322893157.3129,7.0000000000000000e+00,8.9445438282647588e-02,2.0000000000000000e+01,4.3437000000000000e+02,"Southeastern CT COG"
"WALLINGFORD","JG",2.0090000000000000e+03,1.4900000000000000e+02,1.4800000000000000e+02,"NH",191533000.0000,15923000.0000,208919000.0000,22068000.0000,2731000.0000,6212000.0000,20697000.0000,"N",17966000.0000,34782000.0000,99085000.0000,140717000.0000,89881000.0000,7346000.0000,141043000.0000,2714000.0000,5399000.0000,2066000.0000,4738000.0000,322000.0000,-1291000.0000,335000.0000,0.0000,"N","N",,48958000.0000,48958000.0000,98091000.0000,96201000.0000,9.8073217726396922e-01,101269000.0000,98014000.0000,9.6785788345890644e-01,4.4881000000000000e+04,"Aa1",3.9020000000000003e+01,4261935600.0000,7075703679.2552,1.4000000000000000e+02,7.5315273236805230e-02,2.2900000000000002e+01,6.9453400000000001e+03,"South Central Regional COG"
"WARREN","BP",2.0090000000000000e+03,1.5000000000000000e+02,1.4900000000000000e+02,"L",2581744.0000,3147177.0000,5728921.0000,191912.0000,0.0000,0.0000,1923356.0000,"N",1923356.0000,168100.0000,4165406.0000,4531239.0000,2946495.0000,46451.0000,4335227.0000,0.0000,62575.0000,121567.0000,121567.0000,74445.0000,352705.0000,137020.0000,0.0000,"N","N",1010689.9598,62575.0000,1073264.9598,4143003.0000,4121729.0000,9.9486507733641516e-01,4162296.0000,4136016.0000,9.9368617705228079e-01,1.3890000000000000e+03,,2.6309999999999999e+01,344400650.0000,492194142.8571,2.0000000000000000e+00,6.0728744939271252e-02,1.2000000000000000e+01,1.7490000000000001e+02,"Northwestern CT COG"
"WASHINGTON","JG",2.0090000000000000e+03,1.5100000000000000e+02,1.5000000000000000e+02,"L",10322852.0000,4889272.0000,15212124.0000,263628.0000,0.0000,110735.0000,1734311.0000,"N",1734311.0000,306665.0000,12828253.0000,13908040.0000,8964622.0000,69699.0000,13066213.0000,0.0000,0.0000,1168676.0000,1168676.0000,-326849.0000,72098.0000,-326849.0000,0.0000,"N","N",791875.0044,275000.0000,1066875.0044,12755804.0000,12612847.0000,9.8879278797322379e-01,12916495.0000,12710782.0000,9.8407362059134462e-01,3.6890000000000000e+03,"Aa3",3.8180000000000000e+01,980907210.0000,1882715345.0740,3.0000000000000000e+00,6.2240663900414939e-02,1.3000000000000000e+01,4.5649000000000001e+02,"Northwestern CT COG"
"WATERBURY","JG",2.0090000000000000e+03,1.5200000000000000e+02,1.5100000000000000e+02,"NH",291451000.0000,-183212000.0000,116739000.0000,-13470000.0000,0.0000,3000000.0000,21082000.0000,"N",21082000.0000,155571000.0000,210092000.0000,386163000.0000,169099000.0000,11582000.0000,367926000.0000,0.0000,0.0000,16171000.0000,16171000.0000,2066000.0000,-860000.0000,2066000.0000,0.0000,"N","N",,89138000.0000,89138000.0000,210000000.0000,203816000.0000,9.7055238095238094e-01,233154000.0000,208305000.0000,8.9342237319539874e-01,1.0714300000000000e+05,"Baa1",2.8570000000000000e+01,5253604279.0000,7617694194.2857,4.0860000000000000e+03,1.3477307304736125e-01,3.9920200000000001e+01,1.7735580000000002e+04,"COG of Central Naugatuck Valley"
"WATERFORD","JG",2.0090000000000000e+03,1.5300000000000000e+02,1.5200000000000000e+02,"NL",169366635.0000,25163087.0000,194614225.0000,3216208.0000,999138.0000,825000.0000,12078466.0000,"N",11079328.0000,7045093.0000,60691787.0000,77304308.0000,42948054.0000,2491606.0000,69339936.0000,24286.0000,24286.0000,15908882.0000,15908882.0000,-7920224.0000,8578323.0000,-7920224.0000,0.0000,"N","N",,15065000.0000,15065000.0000,60774086.0000,60140651.0000,9.8957721881658578e-01,61429497.0000,60411630.0000,9.8343032175568690e-01,1.8897000000000000e+04,,3.2750000000000000e+01,3624398114.0000,5182071728.5714,6.5000000000000000e+01,7.3966438548795352e-02,1.6859999999999999e+01,3.2564299999999998e+03,"Southeastern CT COG"
"WATERTOWN","JG",2.0090000000000000e+03,1.5400000000000000e+02,1.5300000000000000e+02,"L",100078111.0000,4952636.0000,105356270.0000,14357779.0000,305098.0000,0.0000,5705359.0000,"N",5400261.0000,17032238.0000,41428222.0000,61046769.0000,38620195.0000,5559514.0000,61554403.0000,959594.0000,959594.0000,685076.0000,685076.0000,-233116.0000,502824.0000,-233116.0000,0.0000,"N","Y",,64730122.0000,64730122.0000,41233397.0000,40639561.0000,9.8559817906829261e-01,41855265.0000,41027921.0000,9.8023321558231680e-01,2.2217000000000000e+04,"Aa3",2.9149999999999999e+01,1682947512.0000,2970805401.9018,6.9000000000000000e+01,8.6098654708520184e-02,2.4350000000000001e+01,3.3344800000000000e+03,"COG of Central Naugatuck Valley"
"WEST HARTFORD","JG",2.0090000000000000e+03,1.5500000000000000e+02,1.5500000000000000e+02,"H",167077000.0000,13864000.0000,183291000.0000,4185000.0000,482000.0000,0.0000,16860000.0000,"N",16378000.0000,31677000.0000,181795000.0000,220555000.0000,132304000.0000,19688000.0000,221117000.0000,1816000.0000,1816000.0000,1595000.0000,1595000.0000,-341000.0000,220000.0000,-341000.0000,0.0000,"N","N",,148150000.0000,148150000.0000,181771000.0000,180087000.0000,9.9073559588713267e-01,184116000.0000,181455000.0000,9.8554715505442225e-01,6.0852000000000000e+04,"Aaa",2.1980000000000000e+01,4889430313.0000,7332637978.0591,2.4900000000000000e+02,7.2827623342532136e-02,3.6969999999999999e+01,1.0111389999999999e+04,"Capital Region COG"
"WEST HAVEN","BP",2.0090000000000000e+03,1.5600000000000000e+02,1.5600000000000000e+02,"NH",52450723.0000,-11502222.0000,40948501.0000,-702378.0000,1347112.0000,0.0000,-4834577.0000,"N",-6181689.0000,49935087.0000,85343581.0000,146209838.0000,78628886.0000,18446576.0000,147230192.0000,1523797.0000,1523797.0000,473347.0000,473347.0000,30096.0000,2393750.0000,30096.0000,0.0000,"N","Y",,153287286.0000,153287286.0000,84118885.0000,82646635.0000,9.8249798484609019e-01,91764051.0000,84335065.0000,9.1904252352590665e-01,5.3007000000000000e+04,"Baa2",1.0830000000000000e+01,3016068832.0000,4601599297.8894,7.3300000000000000e+02,9.0866960177430567e-02,2.7960000000000001e+01,7.3353199999999997e+03,"South Central Regional COG"
"WESTBROOK","JG",2.0090000000000000e+03,1.5700000000000000e+02,1.5400000000000000e+02,"M",26403626.0000,7037766.0000,33475466.0000,2911027.0000,0.0000,173643.0000,3026592.0000,"N",3026592.0000,2729125.0000,20926333.0000,24746506.0000,14224397.0000,3345485.0000,23971235.0000,119441.0000,119441.0000,463050.0000,463050.0000,431662.0000,473171.0000,431662.0000,0.0000,"N","N",,28890000.0000,28890000.0000,20726781.0000,20494764.0000,9.8880593180388210e-01,21141259.0000,20715998.0000,9.7988478358833786e-01,6.6850000000000000e+03,"A1",1.5720000000000001e+01,1317747360.0000,1995186819.1246,7.0000000000000000e+00,7.1656050955414011e-02,1.5780000000000001e+01,9.7908000000000004e+02,"CT River Estuary RPA"
"WESTON","JG",2.0090000000000000e+03,1.5800000000000000e+02,1.5700000000000000e+02,"F",42673750.0000,12789279.0000,55463029.0000,2941071.0000,1067904.0000,396102.0000,9222419.0000,"N",8154515.0000,4354755.0000,61165396.0000,66516628.0000,46690495.0000,7725899.0000,65983870.0000,0.0000,400000.0000,3007166.0000,3007166.0000,-2474408.0000,722475.0000,-2074408.0000,0.0000,"N","N",,68122590.0000,68122590.0000,61367866.0000,60634803.0000,9.8805461151280705e-01,62155451.0000,61069951.0000,9.8253572321436455e-01,1.0199000000000000e+04,"Aaa",1.9800000000000001e+01,2554063888.0000,3934316144.8603,2.0000000000000000e+00,5.4567749846719804e-02,2.4050000000000001e+01,2.5816900000000001e+03,"South Western RPA"
"WESTPORT","JG",2.0090000000000000e+03,1.5900000000000000e+02,1.5800000000000000e+02,"F",161773742.0000,51328595.0000,213102337.0000,4538183.0000,1175140.0000,5267304.0000,22231965.0000,"N",21056825.0000,4257651.0000,151452153.0000,173883041.0000,96336567.0000,17863698.0000,174587967.0000,386308.0000,386308.0000,982204.0000,982204.0000,-1300822.0000,2247665.0000,-1300822.0000,0.0000,"N","Y",,171788483.0000,171788483.0000,152127173.0000,149456246.0000,9.8244280132649275e-01,157768637.0000,150435343.0000,9.5351868318416166e-01,2.6799000000000000e+04,"Aaa",2.0010000000000002e+01,10612279428.0000,16130739195.0472,1.0000000000000000e+01,6.2718582420144553e-02,1.4410000000000000e+01,5.7870299999999997e+03,"South Western RPA"
"WETHERSFIELD","JG",2.0090000000000000e+03,1.6000000000000000e+02,1.5900000000000000e+02,"H",51029327.0000,15785272.0000,67461493.0000,4311789.0000,1434292.0000,700000.0000,9345724.0000,"N",7911432.0000,14000914.0000,69563000.0000,86029542.0000,51564577.0000,3952959.0000,82591500.0000,0.0000,0.0000,2944918.0000,2944918.0000,493124.0000,585767.0000,493124.0000,0.0000,"N","N",,36749986.0000,36749986.0000,69579789.0000,68899206.0000,9.9021866823999716e-01,70716613.0000,69346739.0000,9.8062868197604425e-01,2.5767000000000000e+04,"Aa3",1.2390000000000001e+01,2003032473.0000,3637100135.1093,5.8000000000000000e+01,7.8057500372411742e-02,3.4710000000000001e+01,3.9659699999999998e+03,"Capital Region COG"
"WILLINGTON","JG",2.0090000000000000e+03,1.6100000000000000e+02,1.6000000000000000e+02,"T",9376364.0000,4186431.0000,13562795.0000,-507690.0000,225027.0000,200000.0000,1824753.0000,"N",1599726.0000,4737617.0000,10738692.0000,15703769.0000,11500140.0000,569884.0000,14791387.0000,295.0000,295.0000,608896.0000,608896.0000,303781.0000,-128992.0000,303781.0000,0.0000,"N","N",3531865.8111,3342859.0000,6874724.8111,10704831.0000,10577596.0000,9.8811424486757427e-01,10824576.0000,10661035.0000,9.8489169460309578e-01,6.1690000000000000e+03,"A2",3.3270000000000003e+01,398016713.0000,728820263.7307,1.6000000000000000e+01,6.0382165605095545e-02,2.6719999999999999e+01,8.2161000000000001e+02,"Windham Region COG"
"WILTON","JG",2.0090000000000000e+03,1.6200000000000000e+02,1.6100000000000000e+02,"F",84766832.0000,24842202.0000,109609034.0000,6567508.0000,468996.0000,6206488.0000,19508630.0000,"N",19039634.0000,9476225.0000,95903410.0000,107647529.0000,73939700.0000,9277013.0000,110184387.0000,261791.0000,14913161.0000,13945607.0000,13945607.0000,-16220674.0000,1908596.0000,-1569304.0000,0.0000,"N","N",,66733799.0000,66733799.0000,95867027.0000,95100117.0000,9.9200027346211539e-01,97204934.0000,95672711.0000,9.8423718902993129e-01,1.7771000000000000e+04,"Aaa",2.6949999999999999e+01,4971093805.0000,7124700342.8571,4.0000000000000000e+00,6.0974143114852677e-02,1.9309999999999999e+01,4.3959600000000000e+03,"South Western RPA"
"WINCHESTER","JG",2.0090000000000000e+03,1.6300000000000000e+02,1.6200000000000000e+02,"L",37616669.0000,1349394.0000,39470529.0000,-2276286.0000,125094.0000,0.0000,990504.0000,"N",865410.0000,11318243.0000,20403777.0000,32232434.0000,21968931.0000,543230.0000,32425667.0000,0.0000,33337.0000,59530.0000,59530.0000,-252763.0000,-424006.0000,-219426.0000,0.0000,"N","N",,6915418.0000,6915418.0000,20100560.0000,19709579.0000,9.8054875088057247e-01,20791388.0000,20112797.0000,9.6736191927157533e-01,1.0779000000000000e+04,"A2",3.2280000000000001e+01,816890204.0000,1186425062.8571,1.1400000000000000e+02,9.7682119205298013e-02,2.4670000000000002e+01,1.4635100000000000e+03,"Litchfield Hills Cncl of Elected Ofcls"
"WINDHAM","JG",2.0090000000000000e+03,1.6400000000000000e+02,1.6300000000000000e+02,"W",19451064.0000,8130897.0000,28662454.0000,-1044907.0000,364610.0000,0.0000,6310467.0000,"Y",5945857.0000,35628223.0000,28548880.0000,66976054.0000,44548083.0000,3048250.0000,66554797.0000,0.0000,294761.0000,870706.0000,870706.0000,-449449.0000,58136.0000,-154688.0000,0.0000,"N","N",,23988613.0000,23988613.0000,28138933.0000,27551969.0000,9.7914050259119634e-01,29302792.0000,28225073.0000,9.6322128621736791e-01,2.3733000000000000e+04,"A2",2.7070000000000000e+01,925518457.0000,1598844233.4532,6.7000000000000000e+02,9.9220352892901112e-02,2.4940000000000001e+01,3.3905500000000002e+03,"Windham Region COG"
"WINDSOR","JG",2.0090000000000000e+03,1.6500000000000000e+02,1.6400000000000000e+02,"H",63449890.0000,23962246.0000,87412136.0000,-1652345.0000,578564.0000,1149905.0000,15268657.0000,"N",14690093.0000,21033244.0000,76562176.0000,100503089.0000,63321537.0000,6271961.0000,90874473.0000,539456.0000,539456.0000,8770185.0000,8770185.0000,1397887.0000,260192.0000,1397887.0000,0.0000,"Y","N",,39265000.0000,39265000.0000,76374720.0000,75475905.0000,9.8823151168344714e-01,77407810.0000,76105856.0000,9.8318058604164105e-01,2.9014000000000000e+04,"Aa2",2.9629999999999999e+01,2590737631.0000,4533063158.7265,1.9700000000000000e+02,7.9659892661159012e-02,2.9300000000000001e+01,4.4612200000000003e+03,"Capital Region COG"
"WINDSOR LOCKS","JG",2.0090000000000000e+03,1.6600000000000000e+02,1.6500000000000000e+02,"H",46763197.0000,21962668.0000,68729700.0000,2053322.0000,346809.0000,1500000.0000,9512289.0000,"N",9165480.0000,14907575.0000,28048574.0000,44417601.0000,28780888.0000,2099394.0000,42777954.0000,130537.0000,130537.0000,2071872.0000,2071872.0000,-301688.0000,397369.0000,-301688.0000,0.0000,"N","N",,12286689.0000,12286689.0000,27792515.0000,27197116.0000,9.7857700175748763e-01,28785206.0000,27656146.0000,9.6077637936653992e-01,1.2517000000000000e+04,"Aa2",9.0299999999999994e+00,1153229540.0000,2103647831.8288,7.8000000000000000e+01,8.8746696341633055e-02,2.3570000000000000e+01,1.9725100000000000e+03,"Capital Region COG"
"WOLCOTT","JG",2.0090000000000000e+03,1.6700000000000000e+02,1.6600000000000000e+02,"NH",44475262.0000,12658250.0000,57133512.0000,-1299458.0000,203421.0000,0.0000,1729972.0000,"N",1526551.0000,19137742.0000,31148703.0000,51293437.0000,34412326.0000,5109100.0000,52520970.0000,939082.0000,939082.0000,41000.0000,41000.0000,-329451.0000,-56333.0000,-329451.0000,0.0000,"N","N",,32840655.0000,32840655.0000,30884784.0000,30063569.0000,9.7341036932620284e-01,32464776.0000,30784531.0000,9.4824405996209549e-01,1.6462000000000000e+04,"A3",2.0430000000000000e+01,1357206765.0000,2032777268.3107,4.1000000000000000e+01,8.5503089143865840e-02,2.2690000000000001e+01,3.0994800000000000e+03,"COG of Central Naugatuck Valley"
"WOODBRIDGE","JG",2.0090000000000000e+03,1.6800000000000000e+02,1.6700000000000000e+02,"NH",45329510.0000,9466574.0000,55067963.0000,1351760.0000,377279.0000,400000.0000,5385986.0000,"N",5008707.0000,2017833.0000,37992464.0000,41396144.0000,25361808.0000,2076055.0000,39790388.0000,39214.0000,39214.0000,1669414.0000,1669414.0000,-24444.0000,84004.0000,-24444.0000,0.0000,"N","N",18715829.1146,18338404.0000,37054233.1146,37537277.0000,37272674.0000,9.9295092715435906e-01,37856033.0000,37450073.0000,9.8927621391285236e-01,9.1880000000000000e+03,"Aa1",1.8829999999999998e+01,1220111310.0000,1958317508.6918,6.0000000000000000e+00,4.7549833887043189e-02,3.0830000000000002e+01,1.5747800000000000e+03,"South Central Regional COG"
"WOODBURY","JG",2.0090000000000000e+03,1.6900000000000000e+02,1.6800000000000000e+02,"L",18931481.0000,4318832.0000,23734315.0000,780659.0000,174821.0000,839766.0000,3201830.0000,"N",3027009.0000,1336615.0000,25978412.0000,29226911.0000,19489236.0000,361380.0000,28945127.0000,0.0000,0.0000,116831.0000,116831.0000,164953.0000,292965.0000,164953.0000,0.0000,"N","N",4210832.8169,2930000.0000,7140832.8169,25687041.0000,25312445.0000,9.8541692676863790e-01,26306538.0000,25555468.0000,9.7144930283110609e-01,9.7000000000000000e+03,"Aa3",3.6469999999999999e+01,1051023940.0000,1914051565.4642,1.4000000000000000e+01,6.7458866544789761e-02,2.4350000000000001e+01,1.4454400000000001e+03,"COG of Central Naugatuck Valley"
"WOODSTOCK","JG",2.0090000000000000e+03,1.7000000000000000e+02,1.6900000000000000e+02,"W",16715670.0000,5923675.0000,24818000.0000,550090.0000,635445.0000,395000.0000,2773641.0000,"N",2138196.0000,7457258.0000,13806333.0000,21746008.0000,16072398.0000,1057092.0000,21118321.0000,242422.0000,273577.0000,532789.0000,532789.0000,337320.0000,-37973.0000,368475.0000,0.0000,"N","N",,4483495.0000,4483495.0000,13720596.0000,13521480.0000,9.8548780242490919e-01,14003909.0000,13687314.0000,9.7739238379798099e-01,8.2200000000000000e+03,"A2",6.0539999999999999e+01,783345041.0000,1110064076.3085,8.0000000000000000e+00,6.8070623271644329e-02,1.7500000000000000e+01,1.4117700000000000e+03,"Northeastern CT COG"
