MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GRAND LIST,TOTAL NET GRAND LIST,OTHER
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,3.8747534740000000e+09,4.9564483800000000e+08,1.3588900000000000e+07,3.6491000000000000e+05,1.5694300000000000e+07,4.4485641180000000e+09,5.8270371000000000e+07,4.3902937470000000e+09,2.4603265900000000e+08,7.3250000000000000e+04,2.4595940900000000e+08,1.7964858100000000e+08,3.8282050000000000e+06,1.7582037600000000e+08,4.8742453580000000e+09,4.8120735320000000e+09,4.8517696000000000e+07
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,1.1650262060000000e+09,3.4450850400000000e+08,1.1377520000000000e+08,1.9878600000000000e+06,1.2625025000000000e+08,1.7555900800000000e+09,3.1150000000000000e+06,1.7524750800000000e+09,1.6574353200000000e+08,1.2577700000000000e+06,1.6448576200000000e+08,1.2970628500000000e+08,3.0553100000000000e+05,1.2940075400000000e+08,2.0510398970000000e+09,2.0463615960000000e+09,4.0420600000000000e+06
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,6.1514985000000000e+08,2.4664000000000000e+06,,1.4280000000000000e+05,,6.6618419000000000e+08,4.1600000000000000e+05,6.6576819000000000e+08,2.7181110000000000e+07,2.9150000000000000e+04,2.7151960000000000e+07,7.7041300000000000e+06,3.6514000000000000e+05,7.3389900000000000e+06,7.0106943000000000e+08,7.0025914000000000e+08,4.8425140000000000e+07
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,2.9445422600000000e+08,1.7019460000000000e+07,1.2299000000000000e+06,,,3.2485114700000000e+08,1.5509000000000000e+06,3.2330024700000000e+08,3.4177171000000000e+07,3.5164600000000000e+05,3.3825525000000000e+07,1.3138423000000000e+07,7.5280000000000000e+05,1.2385623000000000e+07,3.7216674100000000e+08,3.6951139500000000e+08,1.2147561000000000e+07
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1.0706604600000000e+09,5.5438200000000000e+07,2.2594000000000000e+06,,,1.1875306700000000e+09,9.4900000000000000e+05,1.1865816700000000e+09,3.6205500000000000e+07,1.3270000000000000e+05,3.6072800000000000e+07,2.3197807000000000e+07,4.4997500000000000e+05,2.2747832000000000e+07,1.2469339770000000e+09,1.2454023020000000e+09,5.9172610000000000e+07
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,9.3491830000000000e+07,3.2274000000000000e+05,1.0412600000000000e+06,1.4435000000000000e+05,,9.8948260000000000e+07,4.5544000000000000e+05,9.8492820000000000e+07,1.2004370000000000e+07,1.3428000000000000e+05,1.1870090000000000e+07,3.7939200000000000e+06,2.5221000000000000e+05,3.5417100000000000e+06,1.1474655000000000e+08,1.1390462000000000e+08,3.9480800000000000e+06
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,8.8036130000000000e+08,7.3055610000000000e+07,3.8452050000000000e+07,1.7122700000000000e+06,1.6213960000000000e+07,1.0320689900000000e+09,4.8683800000000000e+06,1.0272006100000000e+09,1.1338644000000000e+08,6.7686000000000000e+05,1.1270958000000000e+08,7.6540150000000000e+07,4.8980000000000000e+05,7.6050350000000000e+07,1.2219955800000000e+09,1.2159605400000000e+09,2.2273800000000000e+07
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,6.0377720000000000e+08,4.2293200000000000e+07,,2.1000000000000000e+03,,6.9273627000000000e+08,1.5100000000000000e+06,6.9122627000000000e+08,2.5691930000000000e+07,1.0235000000000000e+05,2.5589580000000000e+07,1.7398431000000000e+07,1.0119500000000000e+06,1.6386481000000000e+07,7.3582663100000000e+08,7.3320233100000000e+08,4.6663770000000000e+07
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,2.9916925700000000e+09,6.4673375000000000e+08,1.6227615000000000e+08,2.7384350000000000e+07,5.6485480000000000e+07,3.8956352600000000e+09,7.9849900000000000e+06,3.8876502700000000e+09,3.2563279500000000e+08,9.4944000000000000e+05,3.2468335500000000e+08,4.1673452000000000e+08,2.2233800000000000e+06,4.1451114000000000e+08,4.6380025750000000e+09,4.6268447650000000e+09,1.1062960000000000e+07
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,6.2430212800000000e+08,1.4139000000000000e+06,0.0000000000000000e+00,1.4391000000000000e+06,1.6497000000000000e+06,6.3842242800000000e+08,2.4069810000000000e+06,6.3601544700000000e+08,3.4074675000000000e+07,2.1500000000000000e+04,3.4053175000000000e+07,8.5835890000000000e+06,1.2370900000000000e+05,8.4598800000000000e+06,6.8108069200000000e+08,6.7852850200000000e+08,9.6176000000000000e+06
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1.6928858900000000e+09,2.4286132000000000e+08,1.1153240000000000e+07,8.8070000000000000e+04,4.2867220000000000e+07,2.0148392300000000e+09,4.2330530000000000e+06,2.0106061770000000e+09,1.8511894800000000e+08,3.3365500000000000e+05,1.8478529300000000e+08,1.0906093600000000e+08,6.6845000000000000e+05,1.0839248600000000e+08,2.3090191140000000e+09,2.3037839560000000e+09,2.4983490000000000e+07
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,6.6166980000000000e+08,3.4079000000000000e+07,1.0102700000000000e+07,,1.2142000000000000e+06,7.3160593000000000e+08,4.8963400000000000e+06,7.2670959000000000e+08,7.9719446000000000e+07,4.1638000000000000e+05,7.9303066000000000e+07,4.4202120000000000e+07,6.7687000000000000e+05,4.3525250000000000e+07,8.5552749600000000e+08,8.4953790600000000e+08,2.4540230000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1.6528974040000000e+09,2.2661759000000000e+08,2.4195410100000000e+08,,,2.1579972550000000e+09,3.5121943000000000e+07,2.1228753120000000e+09,2.1767372000000000e+08,1.8325640000000000e+06,2.1584115600000000e+08,2.7270452000000000e+08,3.7353310000000000e+06,2.6896918900000000e+08,2.6483754950000000e+09,2.6076856570000000e+09,3.6528160000000000e+07
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1.5162298240000000e+09,2.8005346900000000e+08,7.3373200000000000e+06,0.0000000000000000e+00,2.2439320000000000e+07,1.8636064870000000e+09,2.7720580000000000e+07,1.8358859070000000e+09,1.5469813000000000e+08,1.1063000000000000e+06,1.5359183000000000e+08,1.2314769100000000e+08,3.2374700000000000e+06,1.1991022100000000e+08,2.1414523080000000e+09,2.1093879580000000e+09,3.7546554000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2.7667144410000000e+09,4.3208652000000000e+08,7.0353520000000000e+07,3.6683200000000000e+06,3.9464900000000000e+07,3.3772113140000000e+09,5.3915200000000000e+06,3.3718197940000000e+09,3.7809349900000000e+08,3.8267000000000000e+05,3.7771082900000000e+08,2.6149857300000000e+08,1.4036458000000000e+07,2.4746211500000000e+08,4.0168033860000000e+09,3.9969927380000000e+09,6.4923613000000000e+07
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.1204919000000000e+08,4.7489100000000000e+06,1.1088180000000000e+07,1.8726000000000000e+05,1.7973900000000000e+06,1.3921453000000000e+08,1.1227200000000000e+06,1.3809181000000000e+08,1.8811010000000000e+07,1.6072000000000000e+05,1.8650290000000000e+07,2.0099582000000000e+07,3.5909000000000000e+05,1.9740492000000000e+07,1.7812512200000000e+08,1.7648259200000000e+08,9.3436000000000000e+06
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,5.6042849800000000e+08,3.8341086000000000e+07,2.4121769000000000e+07,,6.2673100000000000e+06,6.5366506300000000e+08,6.5448900000000000e+06,6.4712017300000000e+08,8.6039636000000000e+07,8.9150000000000000e+05,8.5148136000000000e+07,7.5469260000000000e+07,1.0921210000000000e+07,6.4548050000000000e+07,8.1517395900000000e+08,7.9681635900000000e+08,2.4506400000000000e+07
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.0853977629000000e+10,4.3217551430000000e+09,5.2358290200000000e+08,4.5252410000000000e+07,1.8153285370000000e+09,1.7560639011000000e+10,1.0889267000000000e+08,1.7451746341000000e+10,9.1974633000000000e+08,3.1046400000000000e+06,9.1664169000000000e+08,1.2990077620000000e+09,8.5327100000000000e+06,1.2904750520000000e+09,1.9779393103000000e+10,1.9658863083000000e+10,7.4239000000000000e+05
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,1.5069010000000000e+08,8.6662800000000000e+06,3.7454400000000000e+06,,1.0855400000000000e+06,1.8827322000000000e+08,1.4927750000000000e+06,1.8678044500000000e+08,2.5598855000000000e+07,5.6253500000000000e+05,2.5036320000000000e+07,1.8127290000000000e+07,5.3565900000000000e+05,1.7591631000000000e+07,2.3199936500000000e+08,2.2940839600000000e+08,2.4085860000000000e+07
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,1.9385988600000000e+09,3.4208040100000000e+08,2.8320300000000000e+07,7.9830000000000000e+06,1.5377610000000000e+07,2.4011853010000000e+09,1.4429031000000000e+07,2.3867562700000000e+09,1.4097562100000000e+08,1.3992600000000000e+06,1.3957636100000000e+08,1.0985647800000000e+08,6.1570600000000000e+05,1.0924077200000000e+08,2.6520174000000000e+09,2.6355734030000000e+09,6.8825130000000000e+07
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,2.9788861200000000e+09,4.4300608000000000e+08,3.4997123000000000e+08,2.3522800000000000e+06,5.6726600000000000e+07,3.8987646700000000e+09,3.2777970000000000e+07,3.8659867000000000e+09,3.3633327000000000e+08,2.0530400000000000e+06,3.3428023000000000e+08,4.7169557600000000e+08,5.0000000000000000e+02,4.7169507600000000e+08,4.7067935160000000e+09,4.6719620060000000e+09,6.7822360000000000e+07
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.0783852950000000e+09,5.1853650000000000e+07,4.6169500000000000e+07,2.6986400000000000e+06,6.8475400000000000e+06,1.1981333750000000e+09,2.7785000000000000e+06,1.1953548750000000e+09,1.1320886600000000e+08,4.6983000000000000e+05,1.1273903600000000e+08,1.0116103000000000e+08,2.7509800000000000e+06,9.8410050000000000e+07,1.4125032710000000e+09,1.4065039610000000e+09,1.2178750000000000e+07
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,3.6227895400000000e+08,3.4733363000000000e+07,3.0100797000000000e+07,7.2880000000000000e+05,6.9714300000000000e+06,4.5439859800000000e+08,3.8457170000000000e+06,4.5055288100000000e+08,5.7959598000000000e+07,4.2770000000000000e+05,5.7531898000000000e+07,6.8301430000000000e+07,5.7809600000000000e+05,6.7723334000000000e+07,5.8065962600000000e+08,5.7580811300000000e+08,1.9585254000000000e+07
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,4.5414754000000000e+08,2.3296000000000000e+07,8.9539000000000000e+06,1.7330000000000000e+05,2.4840000000000000e+06,5.0896251000000000e+08,6.9286200000000000e+06,5.0203389000000000e+08,6.9672733000000000e+07,3.6418000000000000e+05,6.9308553000000000e+07,3.4756380000000000e+07,1.3504800000000000e+06,3.3405900000000000e+07,6.1339162300000000e+08,6.0474834300000000e+08,1.9907770000000000e+07
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.0098528770000000e+09,6.6936600000000000e+07,2.2806600000000000e+07,5.8321000000000000e+05,5.2167000000000000e+06,1.1109256820000000e+09,3.9790500000000000e+06,1.1069466320000000e+09,1.2903867000000000e+08,1.4689500000000000e+06,1.2756972000000000e+08,3.5838600000000000e+07,2.3655150000000000e+06,3.3473085000000000e+07,1.2758029520000000e+09,1.2679894370000000e+09,5.5296950000000000e+06
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.2125486300000000e+09,2.7945528000000000e+08,4.9446360000000000e+07,5.5206000000000000e+05,2.5622970000000000e+07,1.5858954900000000e+09,1.2358610000000000e+07,1.5735368800000000e+09,2.1539952900000000e+08,3.9373400000000000e+06,2.1146218900000000e+08,2.0409764000000000e+08,1.2770000000000000e+06,2.0282064000000000e+08,2.0053926590000000e+09,1.9878197090000000e+09,1.8270190000000000e+07
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3.1335177200000000e+09,6.5346527000000000e+08,2.1031717000000000e+08,8.3336400000000000e+06,3.6363810000000000e+07,4.0681991900000000e+09,8.1123700000000000e+06,4.0600868200000000e+09,2.8299898700000000e+08,9.0903700000000000e+06,2.7390861700000000e+08,2.8891929000000000e+08,5.6634400000000000e+06,2.8325585000000000e+08,4.6401174670000000e+09,4.6172512870000000e+09,2.6201580000000000e+07
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,6.7794670000000000e+07,2.2215900000000000e+06,2.9670000000000000e+05,3.0911900000000000e+06,,7.8383210000000000e+07,3.0000000000000000e+05,7.8083210000000000e+07,8.0230500000000000e+06,9.0100000000000000e+03,8.0140400000000000e+06,4.8639350000000000e+06,1.1103000000000000e+05,4.7529050000000000e+06,9.1270195000000000e+07,9.0850155000000000e+07,4.9790600000000000e+06
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.1464879470000000e+09,2.0879237000000000e+08,1.8709840000000000e+07,1.3270500000000000e+06,1.4009205000000000e+08,1.5217594370000000e+09,5.7039800000000000e+06,1.5160554570000000e+09,1.8071563600000000e+08,2.7693280000000000e+06,1.7794630800000000e+08,8.2320730000000000e+07,1.3197200000000000e+05,8.2188758000000000e+07,1.7847958030000000e+09,1.7761905230000000e+09,6.3501800000000000e+06
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,1.6025052000000000e+08,6.4107300000000000e+06,2.7489700000000000e+06,2.3381000000000000e+05,2.5270000000000000e+04,1.7688872000000000e+08,1.2299200000000000e+06,1.7565880000000000e+08,1.9797330000000000e+07,5.1440000000000000e+05,1.9282930000000000e+07,7.5201870000000000e+06,9.3182000000000000e+05,6.5883670000000000e+06,2.0420623700000000e+08,2.0153009700000000e+08,7.2194200000000000e+06
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2.6768108900000000e+09,5.6110758000000000e+08,3.1391689000000000e+08,5.3765000000000000e+06,2.3595300000000000e+07,3.6135559500000000e+09,3.2713420000000000e+07,3.5808425300000000e+09,3.5682511300000000e+08,4.7300350000000000e+06,3.5209507800000000e+08,4.7698095900000000e+08,4.0579200000000000e+06,4.7292303900000000e+08,4.4473620220000000e+09,4.4058606470000000e+09,3.2748790000000000e+07
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,3.0229885400000000e+08,3.8057600000000000e+06,,,,3.3890826400000000e+08,6.0700000000000000e+05,3.3830126400000000e+08,1.2096630000000000e+07,4.2000000000000000e+04,1.2054630000000000e+07,4.1693000000000000e+06,2.5183000000000000e+05,3.9174700000000000e+06,3.5517419400000000e+08,3.5427336400000000e+08,3.2803650000000000e+07
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,9.4000251000000000e+08,4.9051670000000000e+07,2.4975000000000000e+05,,1.4256400000000000e+06,1.0490955600000000e+09,8.1075000000000000e+05,1.0482848100000000e+09,4.1038070000000000e+07,9.4650000000000000e+05,4.0091570000000000e+07,2.3445172000000000e+07,5.6366000000000000e+05,2.2881512000000000e+07,1.1135788020000000e+09,1.1112578920000000e+09,5.8365990000000000e+07
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,2.0770642500000000e+09,7.7959330000000000e+08,9.8732080000000000e+07,6.4231350000000000e+07,2.2254535000000000e+08,3.2923741600000000e+09,2.0690250000000000e+07,3.2716839100000000e+09,4.1560020800000000e+08,5.6945300000000000e+06,4.0990567800000000e+08,6.5674120000000000e+08,1.3967464300000000e+08,5.1706655700000000e+08,4.3647155680000000e+09,4.1986561450000000e+09,5.0207830000000000e+07
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1.4103647100000000e+09,8.0452257000000000e+08,4.8382270000000000e+07,,5.8776000000000000e+06,2.3171891700000000e+09,3.7248270000000000e+07,2.2799409000000000e+09,1.5022046000000000e+08,2.0815700000000000e+06,1.4813889000000000e+08,7.9165937000000000e+08,2.1427998000000000e+07,7.7023137200000000e+08,3.2590690000000000e+09,3.1983111620000000e+09,4.8042020000000000e+07
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.2381907400000000e+09,1.1752169000000000e+08,1.0010820000000000e+08,2.3754200000000000e+06,1.1668200000000000e+07,1.4706251500000000e+09,7.4024500000000000e+06,1.4632227000000000e+09,1.8413950500000000e+08,1.0233180000000000e+06,1.8311618700000000e+08,1.5030669100000000e+08,6.2263900000000000e+05,1.4968405200000000e+08,1.8050713460000000e+09,1.7960229390000000e+09,7.6090000000000000e+05
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.4353016690000000e+09,7.6929242800000000e+08,7.6285810000000000e+07,5.1571800000000000e+06,8.5542311000000000e+07,5.4037915980000000e+09,2.3903781000000000e+07,5.3798878170000000e+09,4.2210235000000000e+08,4.1610000000000000e+06,4.1794135000000000e+08,2.1849249200000000e+08,1.5238000000000000e+05,2.1834011200000000e+08,6.0443864400000000e+09,6.0161692790000000e+09,3.2212200000000000e+07
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,1.7988432710000000e+09,2.7328977800000000e+08,6.9902374000000000e+07,7.8381800000000000e+06,1.0311686200000000e+08,2.2730824850000000e+09,4.1615300000000000e+06,2.2689209550000000e+09,2.6841499400000000e+08,7.5153000000000000e+05,2.6766346400000000e+08,1.3651052000000000e+08,7.8969300000000000e+05,1.3572082700000000e+08,2.6780079990000000e+09,2.6723052460000000e+09,2.0092020000000000e+07
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,8.8534094900000000e+08,1.0974243000000000e+08,3.4510730000000000e+07,,6.0897200000000000e+06,1.0762647270000000e+09,1.7087671000000000e+07,1.0591770560000000e+09,5.6568876000000000e+07,4.4574180000000000e+06,5.2111458000000000e+07,7.9292420000000000e+07,1.9723900000000000e+06,7.7320030000000000e+07,1.2121260230000000e+09,1.1886085440000000e+09,4.0580898000000000e+07
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.1909180900000000e+09,2.4336300000000000e+07,0.0000000000000000e+00,3.3600000000000000e+06,,2.2186805600000000e+09,1.2859900000000000e+06,2.2173945700000000e+09,1.1572428500000000e+08,1.3500000000000000e+04,1.1571078500000000e+08,2.4216442000000000e+07,4.7250000000000000e+04,2.4169192000000000e+07,2.3586212870000000e+09,2.3572745470000000e+09,6.6170000000000000e+04
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,8.7598946200000000e+09,1.3026647000000000e+09,7.3945000000000000e+06,8.5418100000000000e+06,1.0850600000000000e+07,1.0264010140000000e+10,7.2800000000000000e+06,1.0256730140000000e+10,3.2197425400000000e+08,4.8708500000000000e+05,3.2148716900000000e+08,2.8722033100000000e+08,2.5090800000000000e+05,2.8696942300000000e+08,1.0873204725000000e+10,1.0865186732000000e+10,1.7466391000000000e+08
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1.6841550500000000e+09,2.0318929000000000e+08,1.8448540000000000e+07,4.0485000000000000e+06,6.0698500000000000e+07,1.9712796800000000e+09,8.7053000000000000e+06,1.9625743800000000e+09,1.8084748000000000e+08,1.2316100000000000e+06,1.7961587000000000e+08,7.8590310000000000e+07,3.7288400000000000e+06,7.4861470000000000e+07,2.2307174700000000e+09,2.2170517200000000e+09,7.3980000000000000e+05
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,2.9649323000000000e+08,4.2896310000000000e+07,3.7624200000000000e+06,1.1842000000000000e+06,2.2665741000000000e+07,3.7981632100000000e+08,4.4650000000000000e+05,3.7936982100000000e+08,4.3808480000000000e+07,7.0610000000000000e+04,4.3737870000000000e+07,2.0589801000000000e+07,1.2562000000000000e+05,2.0464181000000000e+07,4.4421460200000000e+08,4.4357187200000000e+08,1.2814420000000000e+07
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,3.2501906200000000e+09,5.8058083000000000e+08,,1.9966520000000000e+07,2.3384010000000000e+07,3.9074169100000000e+09,1.2600000000000000e+06,3.9061569100000000e+09,2.0104428900000000e+08,9.3997000000000000e+05,2.0010431900000000e+08,2.5488957000000000e+08,2.4138000000000000e+05,2.5464819000000000e+08,4.3633507690000000e+09,4.3609094190000000e+09,3.3294930000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,4.9515884000000000e+08,5.3734290000000000e+07,1.5500450000000000e+07,3.3600000000000000e+04,1.5886850000000000e+07,5.9723946000000000e+08,1.2742500000000000e+06,5.9596521000000000e+08,6.9359495000000000e+07,4.8563400000000000e+05,6.8873861000000000e+07,5.2692370000000000e+07,7.2872000000000000e+04,5.2619498000000000e+07,7.1929132500000000e+08,7.1745856900000000e+08,1.6925430000000000e+07
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,4.5368485000000000e+08,1.3534478000000000e+08,3.6330900000000000e+07,1.4388200000000000e+06,5.9118060000000000e+07,7.1471550000000000e+08,8.4012910000000000e+06,7.0631420900000000e+08,1.0131490000000000e+08,2.7504300000000000e+06,9.8564470000000000e+07,1.1720315000000000e+08,8.6904000000000000e+05,1.1633411000000000e+08,9.3323355000000000e+08,9.2121278900000000e+08,2.8798090000000000e+07
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1.4293726100000000e+09,4.3260827900000000e+08,3.7451659000000000e+08,2.3179800000000000e+06,1.6586430000000000e+07,2.2845561190000000e+09,2.2068972000000000e+07,2.2624871470000000e+09,2.0301785500000000e+08,1.0284400000000000e+06,2.0198941500000000e+08,5.2488240700000000e+08,1.9173090000000000e+06,5.2296509800000000e+08,3.0124563810000000e+09,2.9874416600000000e+09,2.9154230000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,5.6385423000000000e+08,1.3233082100000000e+08,1.5212010000000000e+08,4.3080000000000000e+05,1.2232900000000000e+07,8.7849413900000000e+08,3.8420800000000000e+06,8.7465205900000000e+08,2.2263151600000000e+08,1.3000300000000000e+06,2.2133148600000000e+08,3.1700024700000000e+08,8.7096350000000000e+06,3.0829061200000000e+08,1.4181259020000000e+09,1.4042741570000000e+09,1.7525288000000000e+07
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.0154400000000000e+09,4.5353840000000000e+07,3.0357430000000000e+07,3.0681800000000000e+06,7.1863600000000000e+06,1.1271510700000000e+09,5.1100000000000000e+06,1.1220410700000000e+09,1.3205961000000000e+08,1.2114000000000000e+06,1.3084821000000000e+08,4.7427205000000000e+07,1.8067600000000000e+06,4.5620445000000000e+07,1.3066378850000000e+09,1.2985097250000000e+09,2.5745260000000000e+07
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,9.1772994000000000e+08,6.1944260000000000e+07,1.3542060000000000e+07,4.9252000000000000e+05,8.1949000000000000e+05,1.0096525400000000e+09,1.4735000000000000e+06,1.0081790400000000e+09,8.3228170000000000e+07,3.7015000000000000e+05,8.2858020000000000e+07,4.9865220000000000e+07,1.9018000000000000e+05,4.9675040000000000e+07,1.1427459300000000e+09,1.1407121000000000e+09,1.5124270000000000e+07
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,8.9935004000000000e+08,8.5777605000000000e+07,2.6536300000000000e+06,6.5930000000000000e+04,1.3112480000000000e+07,1.0277458650000000e+09,1.0268940000000000e+06,1.0267189710000000e+09,8.5993388000000000e+07,5.5212000000000000e+05,8.5441268000000000e+07,3.1419897000000000e+07,1.1244550000000000e+06,3.0295442000000000e+07,1.1451591500000000e+09,1.1424556810000000e+09,2.6786180000000000e+07
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,5.5326845800000000e+08,2.3168920000000000e+07,9.1710620000000000e+06,,,6.0588660000000000e+08,6.4072450000000000e+06,5.9947935500000000e+08,6.4391125000000000e+07,2.4022000000000000e+05,6.4150905000000000e+07,3.1683478000000000e+07,2.7576000000000000e+06,2.8925878000000000e+07,7.0196120300000000e+08,6.9255613800000000e+08,2.0278160000000000e+07
