MUNICIPALITY,Numbered,2014 Labor Force,2014 Unemployed,2014 Unemp Rate,2013 Labor Force,2013 Unemployed,2013 Unemp Rate,2012 Labor Force,2012 Unemployed,2012 Unemp Rate,2011 Labor Force,2011 Unemployed,2011 Unemp Rate
"MILFORD",8.5000000000000000e+01,2.9597000000000000e+04,1.6890000000000000e+03,5.7066594587289250e-02,2.9306000000000000e+04,1.9350000000000000e+03,6.6027434655019451e-02,2.9584000000000000e+04,2.1650000000000000e+03,7.3181449432125470e-02,3.0177000000000000e+04,2.5110000000000000e+03,8.3209066507605123e-02
"MONROE",8.6000000000000000e+01,1.0157000000000000e+04,5.8000000000000000e+02,5.7103475435660134e-02,1.0060000000000000e+04,6.4100000000000000e+02,6.3717693836978131e-02,1.0179000000000000e+04,7.2800000000000000e+02,7.1519795657726690e-02,1.0299000000000000e+04,8.0100000000000000e+02,7.7774541217593945e-02
"MONTVILLE",8.7000000000000000e+01,9.4250000000000000e+03,6.5000000000000000e+02,6.8965517241379309e-02,9.5310000000000000e+03,7.8300000000000000e+02,8.2152974504249299e-02,9.6730000000000000e+03,8.6200000000000000e+02,8.9114028739791171e-02,9.9100000000000000e+03,9.0800000000000000e+02,9.1624621594349143e-02
"MORRIS",8.8000000000000000e+01,1.4220000000000000e+03,7.1000000000000000e+01,4.9929676511954992e-02,1.3920000000000000e+03,7.8000000000000000e+01,5.6034482758620691e-02,1.4150000000000000e+03,8.8000000000000000e+01,6.2190812720848060e-02,1.4370000000000000e+03,1.0500000000000000e+02,7.3068893528183715e-02
"NAUGATUCK",8.9000000000000000e+01,1.7381000000000000e+04,1.3140000000000000e+03,7.5599792877279789e-02,1.7307000000000000e+04,1.5260000000000000e+03,8.8172415785520306e-02,1.7440000000000000e+04,1.6440000000000000e+03,9.4266055045871558e-02,1.7670000000000000e+04,1.7950000000000000e+03,1.0158460667798529e-01
"NEW BRITAIN",9.0000000000000000e+01,3.6770000000000000e+04,3.4860000000000000e+03,9.4805548001087842e-02,3.6692000000000000e+04,4.1010000000000000e+03,1.1176823285729859e-01,3.7127000000000000e+04,4.4330000000000000e+03,1.1940097503164812e-01,3.7814000000000000e+04,4.7380000000000000e+03,1.2529750885915270e-01
"NEW CANAAN",9.1000000000000000e+01,8.2940000000000000e+03,4.1100000000000000e+02,4.9553894381480591e-02,8.1900000000000000e+03,4.7900000000000000e+02,5.8485958485958486e-02,8.2300000000000000e+03,5.0100000000000000e+02,6.0874848116646417e-02,8.2800000000000000e+03,5.2800000000000000e+02,6.3768115942028983e-02
"NEW FAIRFIELD",9.2000000000000000e+01,7.1920000000000000e+03,3.7600000000000000e+02,5.2280311457174641e-02,7.1280000000000000e+03,4.6100000000000000e+02,6.4674523007856338e-02,7.1990000000000000e+03,5.1800000000000000e+02,7.1954438116405062e-02,7.2680000000000000e+03,5.6400000000000000e+02,7.7600440286186026e-02
"NEW HARTFORD",9.3000000000000000e+01,3.9640000000000000e+03,2.2500000000000000e+02,5.6760847628657921e-02,3.9460000000000000e+03,2.5500000000000000e+02,6.4622402432843382e-02,3.9870000000000000e+03,2.5300000000000000e+02,6.3456232756458494e-02,4.0690000000000000e+03,2.8300000000000000e+02,6.9550258048660607e-02
"NEW HAVEN",9.4000000000000000e+01,6.4653000000000000e+04,5.8300000000000000e+03,9.0173696502869161e-02,6.4704000000000000e+04,6.9750000000000000e+03,1.0779859050445104e-01,6.5230000000000000e+04,7.5470000000000000e+03,1.1569829832898973e-01,6.5972000000000000e+04,8.0220000000000000e+03,1.2159704116898078e-01
"NEW LONDON",9.5000000000000000e+01,1.2180000000000000e+04,1.1880000000000000e+03,9.7536945812807876e-02,1.2460000000000000e+04,1.4770000000000000e+03,1.1853932584269664e-01,1.2700000000000000e+04,1.6000000000000000e+03,1.2598425196850394e-01,1.2989000000000000e+04,1.5850000000000000e+03,1.2202632997151436e-01
"NEW MILFORD",9.6000000000000000e+01,1.5424000000000000e+04,8.6000000000000000e+02,5.5757261410788385e-02,1.5379000000000000e+04,1.0130000000000000e+03,6.5869042200403141e-02,1.5582000000000000e+04,1.1010000000000000e+03,7.0658452060069307e-02,1.5882000000000000e+04,1.1530000000000000e+03,7.2597909583175926e-02
"NEWINGTON",9.7000000000000000e+01,1.7144000000000000e+04,9.2600000000000000e+02,5.4013065795613623e-02,1.7000000000000000e+04,1.0850000000000000e+03,6.3823529411764710e-02,1.7061000000000000e+04,1.2030000000000000e+03,7.0511693335677861e-02,1.7319000000000000e+04,1.3180000000000000e+03,7.6101391535308038e-02
"NEWTOWN",9.8000000000000000e+01,1.4211000000000000e+04,7.0300000000000000e+02,4.9468721412989934e-02,1.3973000000000000e+04,7.9500000000000000e+02,5.6895441208044087e-02,1.4070000000000000e+04,8.5600000000000000e+02,6.0838663823738454e-02,1.4180000000000000e+04,9.2900000000000000e+02,6.5514809590973208e-02
"NORFOLK",9.9000000000000000e+01,9.0600000000000000e+02,5.4000000000000000e+01,5.9602649006622516e-02,9.0100000000000000e+02,6.5000000000000000e+01,7.2142064372918979e-02,9.0000000000000000e+02,6.0000000000000000e+01,6.6666666666666666e-02,9.0500000000000000e+02,6.3000000000000000e+01,6.9613259668508287e-02
"NORTH BRANFORD",1.0000000000000000e+02,8.0980000000000000e+03,4.1900000000000000e+02,5.1741170659422082e-02,8.0100000000000000e+03,4.8200000000000000e+02,6.0174781523096132e-02,8.1180000000000000e+03,5.6100000000000000e+02,6.9105691056910570e-02,8.2100000000000000e+03,6.2600000000000000e+02,7.6248477466504261e-02
"NORTH CANAAN",1.0100000000000000e+02,1.6900000000000000e+03,8.9000000000000000e+01,5.2662721893491124e-02,1.6590000000000000e+03,1.0200000000000000e+02,6.1482820976491860e-02,1.7010000000000000e+03,1.2100000000000000e+02,7.1134626690182251e-02,1.7210000000000000e+03,1.3800000000000000e+02,8.0185938407902377e-02
"NORTH HAVEN",1.0200000000000000e+02,1.3245000000000000e+04,7.2600000000000000e+02,5.4813137032842581e-02,1.3105000000000000e+04,8.3400000000000000e+02,6.3639832125143070e-02,1.3244000000000000e+04,9.5400000000000000e+02,7.2032618544246446e-02,1.3426000000000000e+04,1.0500000000000000e+03,7.8206465067778938e-02
"NORTH STONINGTON",1.0300000000000000e+02,2.9070000000000000e+03,1.7800000000000000e+02,6.1231510147918819e-02,2.9050000000000000e+03,2.0600000000000000e+02,7.0912220309810675e-02,2.9580000000000000e+03,2.1500000000000000e+02,7.2684246112238005e-02,3.0080000000000000e+03,2.1000000000000000e+02,6.9813829787234036e-02
"NORWALK",1.0400000000000000e+02,4.9892000000000000e+04,2.7860000000000000e+03,5.5840615729976749e-02,4.9312000000000000e+04,3.1560000000000000e+03,6.4000648929266712e-02,4.9640000000000000e+04,3.4520000000000000e+03,6.9540692989524575e-02,5.0072000000000000e+04,3.6960000000000000e+03,7.3813708260105443e-02
"NORWICH",1.0500000000000000e+02,2.0497000000000000e+04,1.7140000000000000e+03,8.3621993462457925e-02,2.0744000000000000e+04,2.0090000000000000e+03,9.6847281141534902e-02,2.1064000000000000e+04,2.1340000000000000e+03,1.0131029244208127e-01,2.1711000000000000e+04,2.2640000000000000e+03,1.0427893694440606e-01
"OLD LYME",1.0600000000000000e+02,3.7360000000000000e+03,1.9900000000000000e+02,5.3265524625267666e-02,3.7400000000000000e+03,2.2800000000000000e+02,6.0962566844919783e-02,3.8210000000000000e+03,2.5800000000000000e+02,6.7521591206490442e-02,3.8990000000000000e+03,2.6300000000000000e+02,6.7453193126442684e-02
"OLD SAYBROOK",1.0700000000000000e+02,5.0450000000000000e+03,2.6900000000000000e+02,5.3320118929633301e-02,5.0030000000000000e+03,3.1500000000000000e+02,6.2962222666400156e-02,5.0380000000000000e+03,3.5300000000000000e+02,7.0067487098054784e-02,5.0990000000000000e+03,3.8600000000000000e+02,7.5701117866248280e-02
"ORANGE",1.0800000000000000e+02,7.1590000000000000e+03,3.5300000000000000e+02,4.9308562648414586e-02,7.0650000000000000e+03,4.0300000000000000e+02,5.7041755130927102e-02,7.0890000000000000e+03,4.2700000000000000e+02,6.0234165608689522e-02,7.1360000000000000e+03,4.5200000000000000e+02,6.3340807174887895e-02
"OXFORD",1.0900000000000000e+02,7.0670000000000000e+03,3.8300000000000000e+02,5.4195556813357859e-02,6.9830000000000000e+03,4.2400000000000000e+02,6.0718888729772304e-02,7.0290000000000000e+03,4.6300000000000000e+02,6.5869967278417985e-02,7.1300000000000000e+03,5.0200000000000000e+02,7.0406732117812065e-02
"PLAINFIELD",1.1000000000000000e+02,8.6470000000000000e+03,7.1400000000000000e+02,8.2571990285648197e-02,8.6110000000000000e+03,8.2700000000000000e+02,9.6039948902566480e-02,8.6980000000000000e+03,8.8800000000000000e+02,1.0209243504253851e-01,8.8650000000000000e+03,9.6200000000000000e+02,1.0851663846587704e-01
"PLAINVILLE",1.1100000000000000e+02,1.0388000000000000e+04,6.5100000000000000e+02,6.2668463611859834e-02,1.0318000000000000e+04,7.7500000000000000e+02,7.5111455708470637e-02,1.0400000000000000e+04,8.4200000000000000e+02,8.0961538461538460e-02,1.0557000000000000e+04,9.3800000000000000e+02,8.8850999336932843e-02
"PLYMOUTH",1.1200000000000000e+02,6.7100000000000000e+03,5.3200000000000000e+02,7.9284649776453053e-02,6.7290000000000000e+03,6.1400000000000000e+02,9.1246842027047109e-02,6.8230000000000000e+03,6.6400000000000000e+02,9.7317895353949871e-02,6.9940000000000000e+03,7.3800000000000000e+02,1.0551901629968545e-01
"POMFRET",1.1300000000000000e+02,2.4480000000000000e+03,1.1800000000000000e+02,4.8202614379084970e-02,2.4130000000000000e+03,1.3600000000000000e+02,5.6361375880646498e-02,2.4470000000000000e+03,1.5400000000000000e+02,6.2934205149162245e-02,2.4820000000000000e+03,1.6400000000000000e+02,6.6075745366639807e-02
"PORTLAND",1.1400000000000000e+02,5.4220000000000000e+03,2.9200000000000000e+02,5.3854666174843233e-02,5.3590000000000000e+03,3.3100000000000000e+02,6.1765254711699941e-02,5.4150000000000000e+03,3.6400000000000000e+02,6.7220683287165281e-02,5.5070000000000000e+03,3.9800000000000000e+02,7.2271654258216814e-02
"PRESTON",1.1500000000000000e+02,2.4300000000000000e+03,1.6500000000000000e+02,6.7901234567901231e-02,2.4330000000000000e+03,1.9000000000000000e+02,7.8092889436909160e-02,2.4750000000000000e+03,2.0900000000000000e+02,8.4444444444444447e-02,2.5240000000000000e+03,2.1000000000000000e+02,8.3201267828843101e-02
"PROSPECT",1.1600000000000000e+02,5.5150000000000000e+03,2.8800000000000000e+02,5.2221214868540346e-02,5.4130000000000000e+03,3.1800000000000000e+02,5.8747459818954371e-02,5.4550000000000000e+03,3.7500000000000000e+02,6.8744271310724109e-02,5.4530000000000000e+03,4.1300000000000000e+02,7.5738125802310652e-02
"PUTNAM",1.1700000000000000e+02,4.8170000000000000e+03,3.6700000000000000e+02,7.6188499065808601e-02,4.8230000000000000e+03,4.6000000000000000e+02,9.5376321791416127e-02,4.8680000000000000e+03,4.8900000000000000e+02,1.0045193097781430e-01,4.9240000000000000e+03,4.8700000000000000e+02,9.8903330625507713e-02
"REDDING",1.1800000000000000e+02,4.4420000000000000e+03,2.1600000000000000e+02,4.8626744709590275e-02,4.4110000000000000e+03,2.5900000000000000e+02,5.8716844253003851e-02,4.4520000000000000e+03,2.7300000000000000e+02,6.1320754716981132e-02,4.4750000000000000e+03,2.7400000000000000e+02,6.1229050279329608e-02
"RIDGEFIELD",1.1900000000000000e+02,1.1734000000000000e+04,5.5900000000000000e+02,4.7639338673938977e-02,1.1625000000000000e+04,6.4200000000000000e+02,5.5225806451612902e-02,1.1686000000000000e+04,6.7600000000000000e+02,5.7846996405955843e-02,1.1776000000000000e+04,7.2200000000000000e+02,6.1311141304347824e-02
"ROCKY HILL",1.2000000000000000e+02,1.1357000000000000e+04,5.5600000000000000e+02,4.8956590648938980e-02,1.1118000000000000e+04,6.3500000000000000e+02,5.7114588954847993e-02,1.1089000000000000e+04,6.8200000000000000e+02,6.1502389755613673e-02,1.1218000000000000e+04,7.5100000000000000e+02,6.6945979675521489e-02
"ROXBURY",1.2100000000000000e+02,1.3160000000000000e+03,5.1000000000000000e+01,3.8753799392097263e-02,1.3020000000000000e+03,6.7000000000000000e+01,5.1459293394777263e-02,1.3180000000000000e+03,6.8000000000000000e+01,5.1593323216995446e-02,1.3150000000000000e+03,6.7000000000000000e+01,5.0950570342205320e-02
"SALEM",1.2200000000000000e+02,2.1150000000000000e+03,1.3000000000000000e+02,6.1465721040189124e-02,2.1370000000000000e+03,1.6000000000000000e+02,7.4871314927468416e-02,2.1770000000000000e+03,1.7900000000000000e+02,8.2223242994947168e-02,2.2060000000000000e+03,1.7200000000000000e+02,7.7969174977334549e-02
"SALISBURY",1.2300000000000000e+02,1.7910000000000000e+03,7.2000000000000000e+01,4.0201005025125629e-02,1.7520000000000000e+03,8.5000000000000000e+01,4.8515981735159815e-02,1.7850000000000000e+03,9.9000000000000000e+01,5.5462184873949577e-02,1.7990000000000000e+03,1.1200000000000000e+02,6.2256809338521402e-02
"SCOTLAND",1.2400000000000000e+02,9.4700000000000000e+02,5.3000000000000000e+01,5.5966209081309400e-02,9.1800000000000000e+02,4.2000000000000000e+01,4.5751633986928102e-02,9.3100000000000000e+02,4.6000000000000000e+01,4.9409237379162189e-02,9.4300000000000000e+02,4.5000000000000000e+01,4.7720042417815481e-02
"SEYMOUR",1.2500000000000000e+02,8.9900000000000000e+03,6.3500000000000000e+02,7.0634037819799780e-02,8.9650000000000000e+03,7.1700000000000000e+02,7.9977691020635802e-02,9.0630000000000000e+03,7.7600000000000000e+02,8.5622862186913826e-02,9.2120000000000000e+03,8.4300000000000000e+02,9.1511072514112030e-02
"SHARON",1.2600000000000000e+02,1.4640000000000000e+03,6.3000000000000000e+01,4.3032786885245901e-02,1.4340000000000000e+03,7.7000000000000000e+01,5.3695955369595538e-02,1.4540000000000000e+03,7.9000000000000000e+01,5.4332874828060526e-02,1.4610000000000000e+03,8.7000000000000000e+01,5.9548254620123205e-02
"SHELTON",1.2700000000000000e+02,2.2023000000000000e+04,1.3910000000000000e+03,6.3161240521273213e-02,2.1762000000000000e+04,1.5810000000000000e+03,7.2649572649572655e-02,2.1609000000000000e+04,1.7030000000000000e+03,7.8809755194594849e-02,2.1850000000000000e+04,1.8510000000000000e+03,8.4713958810068643e-02
"SHERMAN",1.2800000000000000e+02,1.8910000000000000e+03,9.3000000000000000e+01,4.9180327868852458e-02,1.8530000000000000e+03,1.1000000000000000e+02,5.9363194819212088e-02,1.8650000000000000e+03,1.1700000000000000e+02,6.2734584450402142e-02,1.8800000000000000e+03,1.2700000000000000e+02,6.7553191489361702e-02
"SIMSBURY",1.2900000000000000e+02,1.2797000000000000e+04,5.5300000000000000e+02,4.3213253106196767e-02,1.2530000000000000e+04,6.3100000000000000e+02,5.0359138068635276e-02,1.2505000000000000e+04,6.7400000000000000e+02,5.3898440623750501e-02,1.2663000000000000e+04,7.4800000000000000e+02,5.9069730711521759e-02
"SOMERS",1.3000000000000000e+02,5.1150000000000000e+03,2.8000000000000000e+02,5.4740957966764418e-02,5.0380000000000000e+03,3.1800000000000000e+02,6.3120285827709413e-02,5.1580000000000000e+03,3.5700000000000000e+02,6.9212873206669245e-02,5.2050000000000000e+03,3.6100000000000000e+02,6.9356388088376561e-02
"SOUTH WINDSOR",1.3100000000000000e+02,1.3891000000000000e+04,7.1400000000000000e+02,5.1400187171549927e-02,1.3712000000000000e+04,8.0100000000000000e+02,5.8415985997666280e-02,1.3802000000000000e+04,8.7600000000000000e+02,6.3469062454716701e-02,1.3978000000000000e+04,9.5400000000000000e+02,6.8250107311489477e-02
"SOUTHBURY",1.3200000000000000e+02,8.7630000000000000e+03,5.0000000000000000e+02,5.7058085130663017e-02,8.7060000000000000e+03,5.8100000000000000e+02,6.6735584654261423e-02,8.8030000000000000e+03,6.2000000000000000e+02,7.0430535044871068e-02,8.9740000000000000e+03,7.0100000000000000e+02,7.8114553153554714e-02
"SOUTHINGTON",1.3300000000000000e+02,2.4122000000000000e+04,1.3210000000000000e+03,5.4763286626316222e-02,2.3759000000000000e+04,1.5230000000000000e+03,6.4102024495980472e-02,2.3913000000000000e+04,1.7060000000000000e+03,7.1341947894450711e-02,2.4129000000000000e+04,1.8160000000000000e+03,7.5262132703385970e-02
"SPRAGUE",1.3400000000000000e+02,1.6350000000000000e+03,1.2800000000000000e+02,7.8287461773700301e-02,1.6520000000000000e+03,1.5900000000000000e+02,9.6246973365617439e-02,1.7010000000000000e+03,1.8700000000000000e+02,1.0993533215755438e-01,1.7370000000000000e+03,1.8800000000000000e+02,1.0823258491652274e-01
"STAFFORD",1.3500000000000000e+02,6.7920000000000000e+03,4.6100000000000000e+02,6.7873969375736157e-02,6.7420000000000000e+03,5.3200000000000000e+02,7.8908335805398994e-02,6.8360000000000000e+03,5.8000000000000000e+02,8.4844938560561731e-02,6.9670000000000000e+03,6.1200000000000000e+02,8.7842686952777374e-02
"STAMFORD",1.3600000000000000e+02,6.8867000000000000e+04,3.7790000000000000e+03,5.4873887348076730e-02,6.7456000000000000e+04,4.3400000000000000e+03,6.4338235294117641e-02,6.7607000000000000e+04,4.7280000000000000e+03,6.9933586758767582e-02,6.7971000000000000e+04,4.9300000000000000e+03,7.2530932309367233e-02
"STERLING",1.3700000000000000e+02,2.0250000000000000e+03,1.7400000000000000e+02,8.5925925925925919e-02,1.9980000000000000e+03,1.9100000000000000e+02,9.5595595595595592e-02,2.0370000000000000e+03,2.1500000000000000e+02,1.0554737358861070e-01,2.0500000000000000e+03,2.1100000000000000e+02,1.0292682926829268e-01
"STONINGTON",1.3800000000000000e+02,9.5630000000000000e+03,5.4300000000000000e+02,5.6781344766286733e-02,9.5130000000000000e+03,5.6300000000000000e+02,5.9182171764953224e-02,9.6780000000000000e+03,5.9700000000000000e+02,6.1686298822070676e-02,9.9010000000000000e+03,6.4300000000000000e+02,6.4942935057064943e-02
"STRATFORD",1.3900000000000000e+02,2.7621000000000000e+04,2.0830000000000000e+03,7.5413634553419498e-02,2.7259000000000000e+04,2.4010000000000000e+03,8.8081000770387760e-02,2.7506000000000000e+04,2.5490000000000000e+03,9.2670690031265907e-02,2.7794000000000000e+04,2.6680000000000000e+03,9.5991940706627324e-02
"SUFFIELD",1.4000000000000000e+02,7.4850000000000000e+03,4.0500000000000000e+02,5.4108216432865730e-02,7.3480000000000000e+03,4.5800000000000000e+02,6.2329885683179098e-02,7.3320000000000000e+03,5.0100000000000000e+02,6.8330605564648123e-02,7.5260000000000000e+03,5.5300000000000000e+02,7.3478607494020728e-02
"THOMASTON",1.4100000000000000e+02,4.7100000000000000e+03,2.8500000000000000e+02,6.0509554140127389e-02,4.6980000000000000e+03,3.3600000000000000e+02,7.1519795657726690e-02,4.7580000000000000e+03,3.6100000000000000e+02,7.5872215216477509e-02,4.8590000000000000e+03,3.8900000000000000e+02,8.0057625025725457e-02
"THOMPSON",1.4200000000000000e+02,5.1690000000000000e+03,3.1800000000000000e+02,6.1520603598374926e-02,5.1410000000000000e+03,3.9700000000000000e+02,7.7222330285936586e-02,5.2080000000000000e+03,4.4800000000000000e+02,8.6021505376344093e-02,5.3230000000000000e+03,5.0300000000000000e+02,9.4495585196317872e-02
"TOLLAND",1.4300000000000000e+02,8.4640000000000000e+03,3.7900000000000000e+02,4.4777882797731566e-02,8.3800000000000000e+03,4.4900000000000000e+02,5.3579952267303103e-02,8.4620000000000000e+03,4.7500000000000000e+02,5.6133301819900734e-02,8.6030000000000000e+03,5.0600000000000000e+02,5.8816691851679648e-02
"TORRINGTON",1.4400000000000000e+02,1.9826000000000000e+04,1.4220000000000000e+03,7.1723998789468377e-02,1.9780000000000000e+04,1.6600000000000000e+03,8.3923154701718905e-02,1.9912000000000000e+04,1.8020000000000000e+03,9.0498192044997997e-02,2.0293000000000000e+04,1.9980000000000000e+03,9.8457596215443755e-02
"TRUMBULL",1.4500000000000000e+02,1.8004000000000000e+04,9.7400000000000000e+02,5.4099089091313043e-02,1.7900000000000000e+04,1.1220000000000000e+03,6.2681564245810062e-02,1.8063000000000000e+04,1.2300000000000000e+03,6.8095000830426841e-02,1.8194000000000000e+04,1.2610000000000000e+03,6.9308563262614045e-02
"UNION",1.4600000000000000e+02,4.5900000000000000e+02,2.4000000000000000e+01,5.2287581699346407e-02,4.5000000000000000e+02,2.6000000000000000e+01,5.7777777777777775e-02,4.5700000000000000e+02,2.8000000000000000e+01,6.1269146608315096e-02,4.6400000000000000e+02,3.1000000000000000e+01,6.6810344827586202e-02
"VERNON",1.4700000000000000e+02,1.7010000000000000e+04,1.0960000000000000e+03,6.4432686654908880e-02,1.6862000000000000e+04,1.2540000000000000e+03,7.4368402324753891e-02,1.6993000000000000e+04,1.3550000000000000e+03,7.9738715941858412e-02,1.7184000000000000e+04,1.3950000000000000e+03,8.1180167597765363e-02
"VOLUNTOWN",1.4800000000000000e+02,1.4880000000000000e+03,1.0200000000000000e+02,6.8548387096774188e-02,1.5090000000000000e+03,1.3600000000000000e+02,9.0125911199469846e-02,1.5460000000000000e+03,1.5700000000000000e+02,1.0155239327296249e-01,1.5760000000000000e+03,1.5700000000000000e+02,9.9619289340101516e-02
"WALLINGFORD",1.4900000000000000e+02,2.6103000000000000e+04,1.4860000000000000e+03,5.6928322415048076e-02,2.5824000000000000e+04,1.6980000000000000e+03,6.5752788104089216e-02,2.5972000000000000e+04,1.8600000000000000e+03,7.1615586015709221e-02,2.6243000000000000e+04,2.0470000000000000e+03,7.8001752848378611e-02
"WARREN",1.5000000000000000e+02,7.9600000000000000e+02,4.3000000000000000e+01,5.4020100502512561e-02,7.8600000000000000e+02,4.9000000000000000e+01,6.2340966921119595e-02,7.8900000000000000e+02,4.9000000000000000e+01,6.2103929024081114e-02,7.8300000000000000e+02,4.3000000000000000e+01,5.4916985951468711e-02
"WASHINGTON",1.5100000000000000e+02,2.0450000000000000e+03,9.6000000000000000e+01,4.6943765281173597e-02,2.0100000000000000e+03,1.0800000000000000e+02,5.3731343283582089e-02,2.0390000000000000e+03,1.1500000000000000e+02,5.6400196174595393e-02,2.0510000000000000e+03,1.2800000000000000e+02,6.2408581179912236e-02
"WATERBURY",1.5200000000000000e+02,5.1538000000000000e+04,5.5200000000000000e+03,1.0710543676510535e-01,5.1614000000000000e+04,6.3300000000000000e+03,1.2264114387569264e-01,5.2030000000000000e+04,6.7070000000000000e+03,1.2890640015375746e-01,5.2784000000000000e+04,7.2040000000000000e+03,1.3648075174295241e-01
"WATERFORD",1.5300000000000000e+02,1.0126000000000000e+04,5.9200000000000000e+02,5.8463361643294492e-02,1.0230000000000000e+04,7.4300000000000000e+02,7.2629521016617793e-02,1.0417000000000000e+04,8.1500000000000000e+02,7.8237496400115195e-02,1.0679000000000000e+04,8.5600000000000000e+02,8.0157318100945785e-02
"WATERTOWN",1.5400000000000000e+02,1.2968000000000000e+04,7.1900000000000000e+02,5.5444170265268350e-02,1.2903000000000000e+04,8.1700000000000000e+02,6.3318608075641325e-02,1.3030000000000000e+04,9.1600000000000000e+02,7.0299309286262476e-02,1.3258000000000000e+04,1.0110000000000000e+03,7.6255845527228847e-02
"WEST HARTFORD",1.5500000000000000e+02,3.3853000000000000e+04,1.5780000000000000e+03,4.6613298673677368e-02,3.3457000000000000e+04,1.8470000000000000e+03,5.5205188749738468e-02,3.3747000000000000e+04,2.0180000000000000e+03,5.9797907962189228e-02,3.4223000000000000e+04,2.2290000000000000e+03,6.5131636618648278e-02
"WEST HAVEN",1.5600000000000000e+02,3.0134000000000000e+04,2.4440000000000000e+03,8.1104400345125102e-02,3.0048000000000000e+04,2.8610000000000000e+03,9.5214323748668797e-02,3.0335000000000000e+04,3.1220000000000000e+03,1.0291742211966376e-01,3.0786000000000000e+04,3.3270000000000000e+03,1.0806860261157669e-01
"WESTBROOK",1.5700000000000000e+02,3.5790000000000000e+03,2.0000000000000000e+02,5.5881531153953619e-02,3.5360000000000000e+03,2.2800000000000000e+02,6.4479638009049781e-02,3.5750000000000000e+03,2.5900000000000000e+02,7.2447552447552452e-02,3.6160000000000000e+03,2.7500000000000000e+02,7.6050884955752213e-02
"WESTON",1.5800000000000000e+02,4.3410000000000000e+03,2.1800000000000000e+02,5.0218843584427554e-02,4.3060000000000000e+03,2.5500000000000000e+02,5.9219693450998603e-02,4.3430000000000000e+03,2.6500000000000000e+02,6.1017729679944739e-02,4.3780000000000000e+03,2.8200000000000000e+02,6.4412973960712661e-02
"WESTPORT",1.5900000000000000e+02,1.2383000000000000e+04,6.1400000000000000e+02,4.9584107243801988e-02,1.2180000000000000e+04,7.2100000000000000e+02,5.9195402298850577e-02,1.2232000000000000e+04,7.5700000000000000e+02,6.1886854153041203e-02,1.2231000000000000e+04,7.7400000000000000e+02,6.3281824871228839e-02
"WETHERSFIELD",1.6000000000000000e+02,1.3928000000000000e+04,7.9100000000000000e+02,5.6792073520964964e-02,1.3789000000000000e+04,8.9500000000000000e+02,6.4906809775908333e-02,1.3920000000000000e+04,9.9100000000000000e+02,7.1192528735632185e-02,1.4244000000000000e+04,1.1090000000000000e+03,7.7857343442853125e-02
"WILLINGTON",1.6100000000000000e+02,3.6140000000000000e+03,1.9000000000000000e+02,5.2573325954620921e-02,3.5630000000000000e+03,2.0100000000000000e+02,5.6413134998596688e-02,3.6220000000000000e+03,2.3300000000000000e+02,6.4329099944781892e-02,3.6830000000000000e+03,2.4100000000000000e+02,6.5435786043985880e-02
"WILTON",1.6200000000000000e+02,8.4170000000000000e+03,3.9000000000000000e+02,4.6334798621836759e-02,8.3590000000000000e+03,4.7200000000000000e+02,5.6466084459863619e-02,8.4140000000000000e+03,4.9500000000000000e+02,5.8830520560969810e-02,8.4550000000000000e+03,5.0200000000000000e+02,5.9373151981076289e-02
"WINCHESTER",1.6300000000000000e+02,6.3230000000000000e+03,4.5300000000000000e+02,7.1643207338288786e-02,6.3030000000000000e+03,5.4600000000000000e+02,8.6625416468348412e-02,6.3550000000000000e+03,5.8600000000000000e+02,9.2210857592446890e-02,6.5190000000000000e+03,6.9400000000000000e+02,1.0645804571253260e-01
"WINDHAM",1.6400000000000000e+02,1.2478000000000000e+04,1.0490000000000000e+03,8.4067959608911683e-02,1.2444000000000000e+04,1.2400000000000000e+03,9.9646415943426547e-02,1.2614000000000000e+04,1.3390000000000000e+03,1.0615189472015221e-01,1.2887000000000000e+04,1.4400000000000000e+03,1.1174051369597268e-01
"WINDSOR",1.6500000000000000e+02,1.6459000000000000e+04,1.0520000000000000e+03,6.3916398323105902e-02,1.6354000000000000e+04,1.2370000000000000e+03,7.5638987403693292e-02,1.6488000000000000e+04,1.3410000000000000e+03,8.1331877729257637e-02,1.6662000000000000e+04,1.3720000000000000e+03,8.2343056055695599e-02
"WINDSOR LOCKS",1.6600000000000000e+02,7.2990000000000000e+03,4.5800000000000000e+02,6.2748321687902453e-02,7.2220000000000000e+03,5.3500000000000000e+02,7.4079202436998060e-02,7.2530000000000000e+03,5.7800000000000000e+02,7.9691162277678196e-02,7.3000000000000000e+03,5.9500000000000000e+02,8.1506849315068491e-02
"WOLCOTT",1.6700000000000000e+02,9.8010000000000000e+03,5.3300000000000000e+02,5.4382205897357414e-02,9.7410000000000000e+03,6.4700000000000000e+02,6.6420285391643574e-02,9.8340000000000000e+03,7.3500000000000000e+02,7.4740695546064675e-02,9.9470000000000000e+03,8.2400000000000000e+02,8.2839046948828793e-02
"WOODBRIDGE",1.6800000000000000e+02,4.8190000000000000e+03,2.0200000000000000e+02,4.1917410251089436e-02,4.7950000000000000e+03,2.3800000000000000e+02,4.9635036496350364e-02,4.8430000000000000e+03,2.3900000000000000e+02,4.9349576708651664e-02,4.9110000000000000e+03,2.6100000000000000e+02,5.3145998778252899e-02
