Municipality,Equalized Net Grand List GLYR 2009
"STAFFORD",1.2013761035099812e+09
"STAMFORD",2.9980542111015987e+10
"STERLING",4.0550083512744427e+08
"STONINGTON",4.1084455657386365e+09
"STRATFORD",6.7491196457142859e+09
"SUFFIELD",1.9094532813184988e+09
"THOMASTON",8.1192358634719706e+08
"THOMPSON",8.7228422428571439e+08
"TOLLAND",1.8194916257142859e+09
"TORRINGTON",3.3827151928571434e+09
"TRUMBULL",6.4912090688356447e+09
"UNION",1.5258797697609785e+08
"VERNON",2.4626904738174133e+09
"VOLUNTOWN",2.7759443499202365e+08
"WALLINGFORD",6.6449070455225325e+09
"WARREN",4.7436792710734695e+08
"WASHINGTON",1.6678753090474060e+09
"WATERBURY",7.0564990425110245e+09
"WATERFORD",4.9003468833931265e+09
"WATERTOWN",2.7119100578961077e+09
"WEST HARTFORD",7.1374135054970970e+09
"WEST HAVEN",4.2009684542070565e+09
"WESTBROOK",1.8733178007284124e+09
"WESTON",3.5222425403143086e+09
"WESTPORT",1.4735698117378708e+10
"WETHERSFIELD",3.2743600776257739e+09
"WILLINGTON",6.7063684087600696e+08
"WILTON",6.2830429655589905e+09
"WINCHESTER",1.1486819209622324e+09
"WINDHAM",1.4724318382179887e+09
"WINDSOR",4.0396457719261379e+09
"WINDSOR LOCKS",1.9585354280049438e+09
"WOLCOTT",1.9452133178996859e+09
"WOODBRIDGE",1.6939667000000002e+09
"WOODBURY",1.6236887582480502e+09
"WOODSTOCK",1.0212583655074248e+09
