Municipality,Numbered,ADM 2016-17,NCE 2016-17
"MIDDLETOWN",8.4000000000000000e+01,4.9830400000000000e+03,83189918.0000
"MILFORD",8.5000000000000000e+01,5.9982299999999996e+03,115530792.0000
"MONROE",8.6000000000000000e+01,3.2463099999999999e+03,54454603.0000
"MONTVILLE",8.7000000000000000e+01,2.3728800000000001e+03,36781110.0000
"MORRIS",8.8000000000000000e+01,3.1083999999999997e+02,6288047.0000
"NAUGATUCK",8.9000000000000000e+01,4.5295299999999997e+03,66686472.0000
"NEW BRITAIN",9.0000000000000000e+01,1.1341260000000000e+04,151870927.0000
"NEW CANAAN",9.1000000000000000e+01,4.3033500000000004e+03,86765576.0000
"NEW FAIRFIELD",9.2000000000000000e+01,2.3195599999999999e+03,37083673.0000
"NEW HARTFORD",9.3000000000000000e+01,1.0028700000000000e+03,17069514.0000
"NEW HAVEN",9.4000000000000000e+01,1.9343380000000001e+04,349939875.0000
"NEW LONDON",9.5000000000000000e+01,3.6705400000000000e+03,61320567.0000
"NEW MILFORD",9.6000000000000000e+01,4.1308199999999997e+03,58894534.0000
"NEWINGTON",9.7000000000000000e+01,4.2258100000000004e+03,69708081.0000
"NEWTOWN",9.8000000000000000e+01,4.5354600000000000e+03,75064447.0000
"NORFOLK",9.9000000000000000e+01,1.9036000000000001e+02,4161492.0000
"NORTH BRANFORD",1.0000000000000000e+02,1.8950899999999999e+03,29568115.0000
"NORTH CANAAN",1.0100000000000000e+02,3.9719999999999999e+02,8667975.0000
"NORTH HAVEN",1.0200000000000000e+02,3.2125999999999999e+03,51210916.0000
"NORTH STONINGTON",1.0300000000000000e+02,7.6617999999999995e+02,12101031.0000
"NORWALK",1.0400000000000000e+02,1.1699070000000000e+04,198752037.0000
"NORWICH",1.0500000000000000e+02,5.2748800000000001e+03,87676821.0000
"OLD LYME",1.0600000000000000e+02,1.0620400000000000e+03,21616474.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.3104900000000000e+03,24942467.0000
"ORANGE",1.0800000000000000e+02,2.2805900000000001e+03,40986594.0000
"OXFORD",1.0900000000000000e+02,2.0220699999999999e+03,29440053.0000
"PLAINFIELD",1.1000000000000000e+02,2.2767399999999998e+03,33355856.0000
"PLAINVILLE",1.1100000000000000e+02,2.3831700000000001e+03,37026774.0000
"PLYMOUTH",1.1200000000000000e+02,1.6473299999999999e+03,23929683.0000
"POMFRET",1.1300000000000000e+02,6.0082000000000005e+02,10111956.0000
"PORTLAND",1.1400000000000000e+02,1.3848399999999999e+03,20534746.0000
"PRESTON",1.1500000000000000e+02,6.4524000000000001e+02,10800575.0000
"PROSPECT",1.1600000000000000e+02,1.3780899999999999e+03,21102224.0000
"PUTNAM",1.1700000000000000e+02,1.1412700000000000e+03,20047100.0000
"REDDING",1.1800000000000000e+02,1.4299200000000001e+03,31077455.0000
"RIDGEFIELD",1.1900000000000000e+02,4.9622700000000004e+03,89129309.0000
"ROCKY HILL",1.2000000000000000e+02,2.7663800000000001e+03,41601979.0000
"ROXBURY",1.2100000000000000e+02,2.2308000000000001e+02,6576777.0000
"SALEM",1.2200000000000000e+02,6.2895000000000005e+02,10519074.0000
"SALISBURY",1.2300000000000000e+02,3.4211000000000001e+02,8509447.0000
"SCOTLAND",1.2400000000000000e+02,1.9884999999999999e+02,4345371.0000
"SEYMOUR",1.2500000000000000e+02,2.2614699999999998e+03,33412939.0000
"SHARON",1.2600000000000000e+02,2.1159999999999999e+02,6491200.0000
"SHELTON",1.2700000000000000e+02,5.0608599999999997e+03,70266391.0000
"SHERMAN",1.2800000000000000e+02,4.7649000000000001e+02,8642480.0000
"SIMSBURY",1.2900000000000000e+02,4.1929499999999998e+03,69678169.0000
"SOMERS",1.3000000000000000e+02,1.4325699999999999e+03,22576938.0000
"SOUTH WINDSOR",1.3100000000000000e+02,4.3180900000000001e+03,73667294.0000
"SOUTHBURY",1.3200000000000000e+02,2.5403600000000001e+03,43807756.0000
"SOUTHINGTON",1.3300000000000000e+02,6.6193400000000001e+03,94191685.0000
"SPRAGUE",1.3400000000000000e+02,4.5493000000000001e+02,6400164.0000
"STAFFORD",1.3500000000000000e+02,1.5722800000000000e+03,27204985.0000
"STAMFORD",1.3600000000000000e+02,1.5771650000000000e+04,292818138.0000
"STERLING",1.3700000000000000e+02,5.5722000000000003e+02,7956476.0000
"STONINGTON",1.3800000000000000e+02,2.1909200000000001e+03,37214882.0000
"STRATFORD",1.3900000000000000e+02,7.1469099999999999e+03,114243729.0000
"SUFFIELD",1.4000000000000000e+02,2.2015900000000001e+03,35333424.0000
"THOMASTON",1.4100000000000000e+02,1.0030300000000000e+03,15053734.0000
"THOMPSON",1.4200000000000000e+02,1.0440000000000000e+03,18079950.0000
"TOLLAND",1.4300000000000000e+02,2.5944000000000001e+03,39493846.0000
"TORRINGTON",1.4400000000000000e+02,4.4290400000000000e+03,73557317.0000
"TRUMBULL",1.4500000000000000e+02,6.5499700000000003e+03,104665887.0000
"UNION",1.4600000000000000e+02,1.0000000000000000e+02,1939676.0000
"VERNON",1.4700000000000000e+02,3.5351900000000001e+03,55688675.0000
"VOLUNTOWN",1.4800000000000000e+02,3.7892000000000002e+02,6746708.0000
"WALLINGFORD",1.4900000000000000e+02,6.0216499999999996e+03,102789860.0000
"WARREN",1.5000000000000000e+02,1.5805000000000001e+02,3197227.0000
"WASHINGTON",1.5100000000000000e+02,2.9913999999999999e+02,8819155.0000
"WATERBURY",1.5200000000000000e+02,1.8528860000000001e+04,286466260.0000
"WATERFORD",1.5300000000000000e+02,2.9200799999999999e+03,46597261.0000
"WATERTOWN",1.5400000000000000e+02,2.8008400000000001e+03,43117613.0000
"WEST HARTFORD",1.5500000000000000e+02,1.0056280000000001e+04,158494162.0000
"WEST HAVEN",1.5600000000000000e+02,6.9705200000000004e+03,96911577.0000
"WESTBROOK",1.5700000000000000e+02,7.7528999999999996e+02,17663443.0000
"WESTON",1.5800000000000000e+02,2.3427100000000000e+03,48939363.0000
"WESTPORT",1.5900000000000000e+02,5.6293299999999999e+03,114764300.0000
"WETHERSFIELD",1.6000000000000000e+02,3.8828600000000001e+03,60293661.0000
"WILLINGTON",1.6100000000000000e+02,6.5426999999999998e+02,12172059.0000
"WILTON",1.6200000000000000e+02,4.0773299999999999e+03,80997171.0000
"WINCHESTER",1.6300000000000000e+02,1.1544900000000000e+03,23243664.0000
"WINDHAM",1.6400000000000000e+02,3.2792199999999998e+03,60244328.0000
"WINDSOR",1.6500000000000000e+02,3.9154000000000001e+03,68912868.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.6504400000000001e+03,31739975.0000
"WOLCOTT",1.6700000000000000e+02,2.4882100000000000e+03,34490807.0000
"WOODBRIDGE",1.6800000000000000e+02,1.4780200000000000e+03,26087644.0000
"WOODBURY",1.6900000000000000e+02,1.1848000000000000e+03,22724240.0000
"WOODSTOCK",1.7000000000000000e+02,1.2625300000000000e+03,17642861.0000
