Municipality,Numbered,ADM 2013-14,NCE 2013-14
"MIDDLEBURY",8.2000000000000000e+01,1.2802700000000000e+03,18749283.0000
"MIDDLEFIELD",8.3000000000000000e+01,6.6814999999999998e+02,11476365.0000
"MIDDLETOWN",8.4000000000000000e+01,5.1295799999999999e+03,76948244.0000
"MILFORD",8.5000000000000000e+01,6.5584899999999998e+03,111256636.0000
"MONROE",8.6000000000000000e+01,3.4252399999999998e+03,51603026.0000
"MONTVILLE",8.7000000000000000e+01,2.4961399999999999e+03,35507059.0000
"MORRIS",8.8000000000000000e+01,3.2639999999999998e+02,5877341.0000
"NAUGATUCK",8.9000000000000000e+01,4.5932799999999997e+03,64668538.0000
"NEW BRITAIN",9.0000000000000000e+01,1.1002510000000000e+04,142127868.0000
"NEW CANAAN",9.1000000000000000e+01,4.2280100000000002e+03,76833651.0000
"NEW FAIRFIELD",9.2000000000000000e+01,2.6428899999999999e+03,35463502.0000
"NEW HARTFORD",9.3000000000000000e+01,1.1043299999999999e+03,16127100.0000
"NEW HAVEN",9.4000000000000000e+01,1.8738349999999999e+04,319678728.0000
"NEW LONDON",9.5000000000000000e+01,3.5327300000000000e+03,52425715.0000
"NEW MILFORD",9.6000000000000000e+01,4.4253999999999996e+03,57465380.0000
"NEWINGTON",9.7000000000000000e+01,4.3826999999999998e+03,66019687.0000
"NEWTOWN",9.8000000000000000e+01,5.0199300000000003e+03,74893975.0000
"NORFOLK",9.9000000000000000e+01,2.1809000000000000e+02,4277342.0000
"NORTH BRANFORD",1.0000000000000000e+02,2.1155400000000000e+03,28399646.0000
"NORTH CANAAN",1.0100000000000000e+02,4.3330000000000001e+02,8343749.0000
"NORTH HAVEN",1.0200000000000000e+02,3.4490100000000002e+03,48419790.0000
"NORTH STONINGTON",1.0300000000000000e+02,7.8569000000000005e+02,12030778.0000
"NORWALK",1.0400000000000000e+02,1.1290180000000000e+04,186643560.0000
"NORWICH",1.0500000000000000e+02,5.3802799999999997e+03,81006263.0000
"OLD LYME",1.0600000000000000e+02,1.1411700000000001e+03,20659599.0000
"OLD SAYBROOK",1.0700000000000000e+02,1.4173499999999999e+03,23764585.0000
"ORANGE",1.0800000000000000e+02,2.3730200000000000e+03,37387459.0000
"OXFORD",1.0900000000000000e+02,2.1018899999999999e+03,28212871.0000
"PLAINFIELD",1.1000000000000000e+02,2.3499699999999998e+03,31452576.0000
"PLAINVILLE",1.1100000000000000e+02,2.3678800000000001e+03,35571526.0000
"PLYMOUTH",1.1200000000000000e+02,1.7482500000000000e+03,23277878.0000
"POMFRET",1.1300000000000000e+02,6.3325999999999999e+02,10181961.0000
"PORTLAND",1.1400000000000000e+02,1.4355400000000000e+03,19284738.0000
"PRESTON",1.1500000000000000e+02,6.1713999999999999e+02,10558405.0000
"PROSPECT",1.1600000000000000e+02,1.4312000000000000e+03,20052066.0000
"PUTNAM",1.1700000000000000e+02,1.2263599999999999e+03,19557316.0000
"REDDING",1.1800000000000000e+02,1.6086099999999999e+03,31490619.0000
"RIDGEFIELD",1.1900000000000000e+02,5.2598000000000002e+03,82871525.0000
"ROCKY HILL",1.2000000000000000e+02,2.5887600000000002e+03,36999768.0000
"ROXBURY",1.2100000000000000e+02,2.4709999999999999e+02,6458505.0000
"SALEM",1.2200000000000000e+02,6.7499000000000001e+02,11676361.0000
"SALISBURY",1.2300000000000000e+02,3.4722000000000003e+02,7654198.0000
"SCOTLAND",1.2400000000000000e+02,2.2538000000000000e+02,4527267.0000
"SEYMOUR",1.2500000000000000e+02,2.4319699999999998e+03,31851506.0000
"SHARON",1.2600000000000000e+02,2.3869999999999999e+02,6179069.0000
"SHELTON",1.2700000000000000e+02,5.1504499999999998e+03,66646361.0000
"SHERMAN",1.2800000000000000e+02,5.6372000000000003e+02,8595380.0000
"SIMSBURY",1.2900000000000000e+02,4.4455299999999997e+03,67063574.0000
"SOMERS",1.3000000000000000e+02,1.5186300000000001e+03,20854073.0000
"SOUTH WINDSOR",1.3100000000000000e+02,4.4634399999999996e+03,69986455.0000
"SOUTHBURY",1.3200000000000000e+02,2.7555599999999999e+03,40354593.0000
"SOUTHINGTON",1.3300000000000000e+02,6.7513500000000004e+03,87514340.0000
"SPRAGUE",1.3400000000000000e+02,4.4520999999999998e+02,6078081.0000
"STAFFORD",1.3500000000000000e+02,1.6521199999999999e+03,27203996.0000
"STAMFORD",1.3600000000000000e+02,1.5623600000000000e+04,267223863.0000
"STERLING",1.3700000000000000e+02,6.3270000000000005e+02,8015940.0000
"STONINGTON",1.3800000000000000e+02,2.3876700000000001e+03,34507696.0000
"STRATFORD",1.3900000000000000e+02,7.4746700000000001e+03,98592434.0000
"SUFFIELD",1.4000000000000000e+02,2.3141500000000001e+03,32770896.0000
"THOMASTON",1.4100000000000000e+02,1.0966199999999999e+03,16496852.0000
"THOMPSON",1.4200000000000000e+02,1.1080000000000000e+03,16485842.0000
"TOLLAND",1.4300000000000000e+02,2.8736799999999998e+03,37335519.0000
"TORRINGTON",1.4400000000000000e+02,4.4603800000000001e+03,69808160.0000
"TRUMBULL",1.4500000000000000e+02,6.6678699999999999e+03,96710259.0000
"UNION",1.4600000000000000e+02,1.1000000000000000e+02,1756571.0000
"VERNON",1.4700000000000000e+02,3.6585500000000002e+03,52320181.0000
"VOLUNTOWN",1.4800000000000000e+02,4.0111000000000001e+02,6349428.0000
"WALLINGFORD",1.4900000000000000e+02,6.1211400000000003e+03,103956082.0000
"WARREN",1.5000000000000000e+02,1.6641999999999999e+02,2996652.0000
"WASHINGTON",1.5100000000000000e+02,3.4554000000000002e+02,9031452.0000
"WATERBURY",1.5200000000000000e+02,1.7970400000000001e+04,265987419.0000
"WATERFORD",1.5300000000000000e+02,2.9746500000000001e+03,45074496.0000
"WATERTOWN",1.5400000000000000e+02,2.9404299999999998e+03,38875820.0000
"WEST HARTFORD",1.5500000000000000e+02,1.0296600000000000e+04,143859999.0000
"WEST HAVEN",1.5600000000000000e+02,7.1949499999999998e+03,89606619.0000
"WESTBROOK",1.5700000000000000e+02,8.5150000000000000e+02,16370988.0000
"WESTON",1.5800000000000000e+02,2.4053299999999999e+03,46697846.0000
"WESTPORT",1.5900000000000000e+02,5.7457200000000003e+03,108385246.0000
"WETHERSFIELD",1.6000000000000000e+02,3.9212600000000002e+03,55742122.0000
"WILLINGTON",1.6100000000000000e+02,7.0990999999999997e+02,11845650.0000
"WILTON",1.6200000000000000e+02,4.3126700000000001e+03,75766762.0000
"WINCHESTER",1.6300000000000000e+02,1.2628499999999999e+03,21487999.0000
"WINDHAM",1.6400000000000000e+02,3.2608000000000002e+03,54952302.0000
"WINDSOR",1.6500000000000000e+02,3.9362399999999998e+03,64727140.0000
"WINDSOR LOCKS",1.6600000000000000e+02,1.7834200000000001e+03,31579505.0000
"WOLCOTT",1.6700000000000000e+02,2.7201999999999998e+03,32726480.0000
"WOODBRIDGE",1.6800000000000000e+02,1.4836400000000001e+03,24431654.0000
"WOODBURY",1.6900000000000000e+02,1.2405200000000000e+03,21653731.0000
"WOODSTOCK",1.7000000000000000e+02,1.3196199999999999e+03,16125312.0000
