"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Thomaston",346230910,34903860,30416220,553243826,"SFY 2012-2013"
"Thompson",482212320,21826200,8107600,623632720,"SFY 2012-2013"
"Tolland",1057302050,62937800,19129300,1304051237,"SFY 2012-2013"
"Torrington",1573970570,331451770,59960280,2421627355,"SFY 2012-2013"
"Trumbull",3106187544,588059300,173442400,4469114813,"SFY 2012-2013"
"Union",75605540,2448060,486930,98097380,"SFY 2012-2013"
"Vernon",1130298450,207765600,18007280,1758532699,"SFY 2012-2013"
"Voluntown",159171960,5616840,1540200,197069369,"SFY 2012-2013"
"Wallingford",2689177530,491778320,305515690,4355029238,"SFY 2012-2013"
"Warren",219820960,4035640,,358666520,"SFY 2012-2013"
"Washington",939998740,49455260,809960,1256594930,"SFY 2012-2013"
"Waterbury",3087092204,1006976732,128829660,5524610159,"SFY 2012-2013"
"Waterford",1855440250,867560480,62488650,3783492082,"SFY 2012-2013"
"Watertown",1457412560,117656910,108424730,2002059264,"SFY 2012-2013"
"Westbrook",860832400,109118020,26825410,1157604642,"SFY 2012-2013"
"West Hartford",4368897410,760045860,80865000,5943889899,"SFY 2012-2013"
"West Haven",1994640664,300805161,83122474,2871346071,"SFY 2012-2013"
"Weston",2491423800,24553900,,2656630718,"SFY 2012-2013"
"Westport",7766814410,1156739730,8424600,9659949393,"SFY 2012-2013"
"Wethersfield",1812231950,207332170,19841800,2344856380,"SFY 2012-2013"
"Willington",331338650,49892380,4526920,481421225,"SFY 2012-2013"
"Wilton",3987789150,661236380,,5148453180,"SFY 2012-2013"
"Winchester",611082745,61719510,17397380,842812955,"SFY 2012-2013"
"Windham",552025205,123668335,37712410,985951805,"SFY 2012-2013"
"Windsor",1634824857,487908315,358101086,3238548030,"SFY 2012-2013"
"Windsor Locks",635602840,151379450,156852140,1279949839,"SFY 2012-2013"
"Wolcott",1001749730,44672510,30549680,1276353879,"SFY 2012-2013"
"Woodbridge",970661080,61401620,15979190,1201863150,"SFY 2012-2013"
"Woodbury",988694670,86945790,2461880,1237382614,"SFY 2012-2013"
"Woodstock",543009280,23730540,8121300,690205604,"SFY 2012-2013"
"Andover",215588190,4491500,1068300,260854905,"SFY 2013-2014"
"Ansonia",650539000,80310300,15324500,904146191,"SFY 2013-2014"
"Ashford",224539000,12664300,0,297608793,"SFY 2013-2014"
"Avon",2120567910,252394710,28765510,2708176170,"SFY 2013-2014"
"Barkhamsted",279421500,13167950,4331720,380011972,"SFY 2013-2014"
"Beacon Falls",357510880,14471860,30697430,478414418,"SFY 2013-2014"
"Berlin",1373260650,258191950,122400200,2232806100,"SFY 2013-2014"
"Bethany",517687490,14328070,19740920,627172001,"SFY 2013-2014"
"Bethel",1255956110,198633570,84265710,1882206735,"SFY 2013-2014"
"Bethlehem",332792800,22362400,3146000,411307912,"SFY 2013-2014"
"Bloomfield",1108698440,265662880,187688520,2135509137,"SFY 2013-2014"
"Bolton",391849180,21652590,2866300,486817810,"SFY 2013-2014"
"Bozrah",139015090,10426790,21139820,228706840,"SFY 2013-2014"
"Branford",2623619040,349650500,108557080,3524625127,"SFY 2013-2014"
"Bridgeport",4082205284,901660263,587398368,7253396893,"SFY 2013-2014"
"Bridgewater",339686452,2874300,701100,388278074,"SFY 2013-2014"
"Bristol",2337415310,469596970,221830040,3990620930,"SFY 2013-2014"
"Brookfield",1558058000,243925130,80253360,2201852892,"SFY 2013-2014"
"Brooklyn",392458170,36294200,3520300,535385065,"SFY 2013-2014"
"Burlington",790741124,13523830,3126550,943797671,"SFY 2013-2014"
"Canaan",104378720,4054450,9568000,172404100,"SFY 2013-2014"
"Canterbury",305740292,10849180,4410600,388247657,"SFY 2013-2014"
"Canton",867156540,131712710,7663100,1138218630,"SFY 2013-2014"
"Chaplin",136652900,7530900,1423400,173488925,"SFY 2013-2014"
"Cheshire",2132581190,217522530,177583520,2936048458,"SFY 2013-2014"
"Chester",368113190,55862530,19849230,509933780,"SFY 2013-2014"
"Clinton",1171099215,134170703,28556100,1508606922,"SFY 2013-2014"
"Colchester",878388950,85636400,8803200,1197750009,"SFY 2013-2014"
"Colebrook",147564450,1478000,584400,186330780,"SFY 2013-2014"
"Columbia",379314850,14520500,6644930,467497354,"SFY 2013-2014"
"Cornwall",269300730,9886700,0,393891130,"SFY 2013-2014"
"Coventry",848031150,33893400,1140100,999590655,"SFY 2013-2014"
"Cromwell",842224481,184921888,35970950,1266752878,"SFY 2013-2014"
"Danbury",3863960400,1399143900,343633000,7059377127,"SFY 2013-2014"
"Darien",7656807820,645553350,3405010,8892874520,"SFY 2013-2014"
"Deep River",382196640,30094610,13735750,499568917,"SFY 2013-2014"
"Derby",502285350,103375170,10606970,751508652,"SFY 2013-2014"
"Durham",501089250,18644640,18054470,760858737,"SFY 2013-2014"
"Eastford",128239380,7082610,3564630,172010913,"SFY 2013-2014"
"East Granby",372464980,19527500,76018160,634565539,"SFY 2013-2014"
"East Haddam",694306560,31264380,7425950,851695057,"SFY 2013-2014"
"East Hampton",911125546,52710696,8231778,1133427986,"SFY 2013-2014"
"East Hartford",1465637746,395330131,245747338,2931215678,"SFY 2013-2014"
"East Haven",1427824960,293614560,21280340,1996768886,"SFY 2013-2014"
"East Lyme",1674001261,122303136,14146230,2064155868,"SFY 2013-2014"
"Easton",1191728990,11159100,23067980,1327494203,"SFY 2013-2014"
"East Windsor",495820898,168622380,72775170,963819567,"SFY 2013-2014"
"Ellington",957862216,73714570,17693070,1293077667,"SFY 2013-2014"
"Enfield",1795479080,378568981,167296040,2884022287,"SFY 2013-2014"
"Essex",877665850,120823170,35592600,1135512799,"SFY 2013-2014"
"Fairfield",8956403995,1038631523,53215330,10941783881,"SFY 2013-2014"
"Farmington",2222498800,807879490,37572980,3529908540,"SFY 2013-2014"
"Franklin",129512230,33344236,5030060,217971045,"SFY 2013-2014"
"Glastonbury",2778614720,480928230,70673780,3832330378,"SFY 2013-2014"
"Goshen",424067220,16762760,690670,520462590,"SFY 2013-2014"
"Granby",723049920,37152430,3423910,958094420,"SFY 2013-2014"
"Greenwich",24272802260,4153675750,76022730,30870296450,"SFY 2013-2014"
"Griswold",539186798,37077304,3849370,702683326,"SFY 2013-2014"
"Groton",2212968520,380817689,607852140,4075380941,"SFY 2013-2014"
"Guilford",2991278249,210922580,27419240,3515896964,"SFY 2013-2014"
"Haddam",692711490,26160500,25140820,902819095,"SFY 2013-2014"
"Hamden",2841971566,461047030,65389520,4112725026,"SFY 2013-2014"
"Hampton",129211620,2304540,122640,158364447,"SFY 2013-2014"
"Hartford",722520804,1214105916,72049897,3582979216,"SFY 2013-2014"
"Hartland",150592240,638430,0,195609120,"SFY 2013-2014"
"Harwinton",448950603,13043260,2280470,569472871,"SFY 2013-2014"
"Hebron",650171830,21408100,790860,776032135,"SFY 2013-2014"
"Kent",535590300,43944410,0,673671155,"SFY 2013-2014"
"Killingly",803268961,139115220,89074270,1765102163,"SFY 2013-2014"
"Killingworth",623600530,20831110,702780,718292757,"SFY 2013-2014"
"Lebanon",547967690,14103230,4702820,681957590,"SFY 2013-2014"
"Ledyard",876178464,48399679,9320500,1138276000,"SFY 2013-2014"
"Lisbon",221777275,82162940,980330,385600049,"SFY 2013-2014"
"Litchfield",865939540,93806670,6675740,1113401140,"SFY 2013-2014"
"Lyme",551374084,4976000,0,609828309,"SFY 2013-2014"
"Madison",3045313468,168009880,3039600,3468303654,"SFY 2013-2014"
"Manchester",2135118700,681690064,192758030,4027045764,"SFY 2013-2014"
"Mansfield",742458660,112418460,2127790,1017258413,"SFY 2013-2014"
"Marlborough",479150150,27175700,2185190,569536815,"SFY 2013-2014"
"Meriden",2001650624,610554514,106282743,3448985028,"SFY 2013-2014"
"Middlebury",675225000,98630940,8530700,931401445,"SFY 2013-2014"
"Middlefield",316956400,17330600,15064500,419146070,"SFY 2013-2014"
"Middletown",2066716800,329639830,178193230,3738096735,"SFY 2013-2014"
"Milford",4290598841,1020568020,239216180,6583930018,"SFY 2013-2014"
"Monroe",1785703412,154654430,56377946,2325147159,"SFY 2013-2014"
"Montville",858072890,119836230,30001310,1285888896,"SFY 2013-2014"
"Morris",294716370,11785900,1580610,354490278,"SFY 2013-2014"
"Naugatuck",1071604450,134657380,55181450,1611572549,"SFY 2013-2014"
"New Britain",1442120070,277789340,94709730,2553699492,"SFY 2013-2014"
"New Canaan",7444928044,357786581,6498170,8302535878,"SFY 2013-2014"
"New Fairfield",1517405143,33545200,3098000,1693093096,"SFY 2013-2014"
"New Hartford",570064089,28860510,7596470,728515984,"SFY 2013-2014"
"New Haven",2777322135,2109231360,284571106,6277434638,"SFY 2013-2014"
"Newington",1625490567,363430583,122550758,2615812716,"SFY 2013-2014"
"New London",846614063,342565636,225321170,1765640254,"SFY 2013-2014"
"New Milford",2029178645,263833665,97013470,2960793350,"SFY 2013-2014"
"Newtown",2399002420,189033619,54623730,3066819890,"SFY 2013-2014"
"Norfolk",217532100,10490800,0,310880350,"SFY 2013-2014"
"North Branford",941557068,111810762,37495300,1282667618,"SFY 2013-2014"
"North Canaan",154838110,44394230,27754930,339457170,"SFY 2013-2014"
"North Haven",1815255820,340492920,253215695,2931983412,"SFY 2013-2014"
"North Stonington",371939280,47160400,6443150,530101338,"SFY 2013-2014"
"Norwalk",8718516044,2116585450,198685060,12890404109,"SFY 2013-2014"
"Norwich",1526195700,401108300,56222800,2457677290,"SFY 2013-2014"
"Old Lyme",1411968301,55926569,10820500,1612740033,"SFY 2013-2014"
"Old Saybrook",2031454100,248583900,20974500,2505558054,"SFY 2013-2014"
"Orange",1212971460,310762460,87935890,1906330698,"SFY 2013-2014"
"Oxford",1084505405,34438400,56465900,1425292635,"SFY 2013-2014"
"Plainfield",513266220,79756850,95993400,891818800,"SFY 2013-2014"
"Plainville",808899350,185700650,96997050,1375221540,"SFY 2013-2014"
"Plymouth",556468883,32067440,23851180,765110082,"SFY 2013-2014"
"Pomfret",278951700,15343800,8489800,363489118,"SFY 2013-2014"
"Portland",592334610,60130680,14509540,802900480,"SFY 2013-2014"
"Preston",286268310,18651100,2103300,384022681,"SFY 2013-2014"
"Prospect",638219070,51738030,9172540,816473204,"SFY 2013-2014"
"Putnam",363792584,103325170,39844200,652629595,"SFY 2013-2014"
"Redding",1303743810,118667100,2668000,1627581683,"SFY 2013-2014"
"Ridgefield",3776118843,453838691,11619860,4692754721,"SFY 2013-2014"
"Rocky Hill",1316121545,363086270,131081650,2180061019,"SFY 2013-2014"
"Roxbury",606716020,2452830,0,695022600,"SFY 2013-2014"
"Salem",287165490,17195100,1632700,363625921,"SFY 2013-2014"
"Salisbury",805232420,50916200,1045900,1159770040,"SFY 2013-2014"
"Scotland",110292040,965120,409480,128945430,"SFY 2013-2014"
"Seymour",912671830,71455230,38696490,1233443605,"SFY 2013-2014"
"Sharon",707803740,44130300,0,854270356,"SFY 2013-2014"
"Shelton",2940810980,653387520,161290570,4550467410,"SFY 2013-2014"
"Sherman",707719680,1818500,0,766365183,"SFY 2013-2014"
"Simsbury",1676466500,233050960,19062880,2250841690,"SFY 2013-2014"
"Somers",677543969,31938070,9404600,843691079,"SFY 2013-2014"
"Southbury",1492656119,279889590,8696030,2107309399,"SFY 2013-2014"
"Southington",2670242621,408056260,71575510,3817247724,"SFY 2013-2014"
"South Windsor",1633838576,205539900,231697300,2577878996,"SFY 2013-2014"
"Sprague",110743290,4927410,11088180,175436401,"SFY 2013-2014"
"Stafford",562360010,36020165,24519520,812270351,"SFY 2013-2014"
"Stamford",10735216992,4667214607,536986767,19115110364,"SFY 2013-2014"
"Sterling",148570320,9076260,3491590,233607201,"SFY 2013-2014"
"Stonington",1906830410,345916300,28099000,2615191098,"SFY 2013-2014"
"Stratford",3159427360,410540730,317348670,4770175005,"SFY 2013-2014"
"Suffield",1152182290,53700280,47721100,1451774332,"SFY 2013-2014"
"Thomaston",348478444,34756633,28066977,554112948,"SFY 2013-2014"
"Thompson",483785025,21843700,8107600,627214354,"SFY 2013-2014"
"Tolland",1060041150,63226600,19159400,1307091959,"SFY 2013-2014"
"Torrington",1577091230,332034390,60232130,2423312925,"SFY 2013-2014"
"Trumbull",3116542900,598210600,189399000,4494853623,"SFY 2013-2014"
"Union",76234310,2389610,486930,99086144,"SFY 2013-2014"
"Vernon",1133279540,211728460,17616530,1752096555,"SFY 2013-2014"
"Voluntown",161064934,6197440,2577630,201105834,"SFY 2013-2014"
"Wallingford",2704956120,508862920,304457790,4398223525,"SFY 2013-2014"
"Warren",212478740,5250490,0,343638870,"SFY 2013-2014"
"Washington",935511980,47957880,809960,1256444990,"SFY 2013-2014"
"Waterbury",2077214585,819788103,102258780,4207938751,"SFY 2013-2014"
"Waterford",1395358720,803916270,47355230,3240454110,"SFY 2013-2014"
"Watertown",1464051060,117088360,108679530,2006803657,"SFY 2013-2014"
"Westbrook",862338957,113783870,29243880,1170648367,"SFY 2013-2014"
"West Hartford",4381608087,762071238,80973150,5953475080,"SFY 2013-2014"
"West Haven",1997604316,300513717,74922064,2869784194,"SFY 2013-2014"
"Weston",2498011100,24553900,0,2662116322,"SFY 2013-2014"
"Westport",7910028210,1145267360,8424600,9806678549,"SFY 2013-2014"
"Wethersfield",1814663760,207933070,19824200,2349232910,"SFY 2013-2014"
"Willington",332409450,50156970,4526920,481868009,"SFY 2013-2014"
"Wilton",3186954440,583210700,0,4285537660,"SFY 2013-2014"
"Winchester",493173705,54773020,15519350,710836697,"SFY 2013-2014"
"Windham",555731395,135653575,37996500,1006843960,"SFY 2013-2014"
"Windsor",1637936539,484522597,371550508,3231615610,"SFY 2013-2014"
"Windsor Locks",640990210,155341500,163167940,1410980309,"SFY 2013-2014"
"Wolcott",1004552710,44727970,30506100,1280403927,"SFY 2013-2014"
"Woodbridge",974451100,61478550,15467130,1205125560,"SFY 2013-2014"
"Woodbury",992945960,87943640,2460480,1243892334,"SFY 2013-2014"
"Woodstock",544982190,23872530,8121300,683371370,"SFY 2013-2014"
"Andover",216902490,4509200,1068300,4101174,"SFY 2014-2015"
"Ansonia",650902550,78406900,15386600,21232474,"SFY 2014-2015"
"Ashford",224709300,12664800,0,12641251,"SFY 2014-2015"
"Avon",1974718400,260647440,32007780,36839130,"SFY 2014-2015"
"Barkhamsted",245506450,11609096,4324720,5445426,"SFY 2014-2015"
"Beacon Falls",358406410,14013620,30697430,3283430,"SFY 2014-2015"
"Berlin",1386430380,254873460,122550260,27747110,"SFY 2014-2015"
"Bethany",452954760,24959070,4823080,3357050,"SFY 2014-2015"
"Bethel",1267093060,187750150,79222670,30499120,"SFY 2014-2015"
"Bethlehem",295306100,20535900,2531500,3721010,"SFY 2014-2015"
"Bloomfield",1115536570,269381510,189368710,120452622,"SFY 2014-2015"
"Bolton",336397250,13893000,7426400,6453840,"SFY 2014-2015"
"Bozrah",139365700,10256850,21027860,2881850,"SFY 2014-2015"
"Branford",2631114290,352353190,106039580,56810389,"SFY 2014-2015"
"Bridgeport",4085344013,903693425,552296009,320843800,"SFY 2014-2015"
"Bridgewater",341862152,2874300,701100,732792,"SFY 2014-2015"
"Bristol",2345872180,484550210,222796110,165113840,"SFY 2014-2015"
"Brookfield",1571199300,244977890,80582660,19999998,"SFY 2014-2015"
"Brooklyn",395645670,45262100,3498600,21544580,"SFY 2014-2015"
"Burlington",729817450,12505890,2899330,5583243,"SFY 2014-2015"
"Canaan",104084290,4086950,9641700,713630,"SFY 2014-2015"
"Canterbury",306838868,10849180,4384500,5942900,"SFY 2014-2015"
"Canton",818132490,134983420,7663100,11504050,"SFY 2014-2015"
"Chaplin",112989200,7686900,1294000,2831590,"SFY 2014-2015"
"Cheshire",1968704640,314184130,45953370,26371078,"SFY 2014-2015"
"Chester",317125210,55476070,14760280,5400290,"SFY 2014-2015"
"Clinton",1175215635,133438803,26459750,13122621,"SFY 2014-2015"
"Colchester",886601660,86018000,8802100,31600767,"SFY 2014-2015"
"Colebrook",147587250,1612100,589100,2922180,"SFY 2014-2015"
"Columbia",380919510,14635700,6112730,3952530,"SFY 2014-2015"
"Cornwall",269642810,12511500,0,788130,"SFY 2014-2015"
"Coventry",853978420,34581900,1192600,7252430,"SFY 2014-2015"
"Cromwell",849262090,186273840,35683800,9154160,"SFY 2014-2015"
"Danbury",3885566500,1433764400,345390200,270595898,"SFY 2014-2015"
"Darien",7047407970,646124150,3232600,44956606,"SFY 2014-2015"
"Deep River",384741940,29873540,14212150,4847213,"SFY 2014-2015"
"Derby",502984290,102026310,9413855,20332293,"SFY 2014-2015"
"Durham",505026365,19286470,18324880,5451379,"SFY 2014-2015"
"Eastford",107830645,6145630,2638390,1840662,"SFY 2014-2015"
"East Granby",356429400,18929900,74490100,4596478,"SFY 2014-2015"
"East Haddam",697062590,31397590,7386540,7974960,"SFY 2014-2015"
"East Hampton",915670260,53566825,8165146,10784971,"SFY 2014-2015"
"East Hartford",1466604766,388573709,243642360,128696874,"SFY 2014-2015"
"East Haven",1431498770,287438991,20191489,16237148,"SFY 2014-2015"
"East Lyme",1687066623,122269486,14150920,37744043,"SFY 2014-2015"
"Easton",1194015190,11414950,23067980,2625266,"SFY 2014-2015"
"East Windsor",497725170,180916540,72734310,48088395,"SFY 2014-2015"
"Ellington",968535956,76370950,18070990,69308930,"SFY 2014-2015"
"Enfield",1796940190,365284081,168836960,76804048,"SFY 2014-2015"
"Essex",797396200,111671800,33792000,3452138,"SFY 2014-2015"
"Fairfield",8968384811,1035077240,52587430,23418011,"SFY 2014-2015"
"Farmington",2237270850,798008465,37626250,11459055,"SFY 2014-2015"
"Franklin",107919190,31280170,3936590,3063780,"SFY 2014-2015"
"Glastonbury",2793658070,479727660,70879990,37186492,"SFY 2014-2015"
"Goshen",426264390,16661870,690670,2355910,"SFY 2014-2015"
"Granby",727290770,37260790,3423910,9339010,"SFY 2014-2015"
"Greenwich",24436561310,4236752296,92427230,298952570,"SFY 2014-2015"
"Griswold",540828425,36993750,3845870,16687135,"SFY 2014-2015"
"Groton",2218334020,378295525,604096920,175618358,"SFY 2014-2015"
"Guilford",2571102170,188051790,23690410,10786595,"SFY 2014-2015"
"Haddam",696252118,26205310,25161810,5695190,"SFY 2014-2015"
"Hamden",2843238026,465853422,65436110,273262600,"SFY 2014-2015"
"Hampton",100900085,1833820,115920,2295473,"SFY 2014-2015"
"Hartford",745960439,1148692172,68824351,539660017,"SFY 2014-2015"
"Hartland",150773620,622680,0,2403845,"SFY 2014-2015"
"Harwinton",424869356,12911500,2113970,4792548,"SFY 2014-2015"
"Hebron",653292710,21952210,877590,7421830,"SFY 2014-2015"
"Kent",464991400,36656135,0,2003970,"SFY 2014-2015"
"Killingly",590267486,130949730,74909520,44151316,"SFY 2014-2015"
"Killingworth",625643290,20378930,702780,3804547,"SFY 2014-2015"
"Lebanon",458455510,14201280,4850200,7293550,"SFY 2014-2015"
"Ledyard",882702699,48180569,9356130,17361184,"SFY 2014-2015"
"Lisbon",223031770,81025990,980330,3979945,"SFY 2014-2015"
"Litchfield",781879850,85150740,9803650,10848919,"SFY 2014-2015"
"Lyme",463077600,4390800,0,836070,"SFY 2014-2015"
"Madison",2450345200,161180300,2742000,10590647,"SFY 2014-2015"
"Manchester",2138658230,715978340,187923530,265701970,"SFY 2014-2015"
"Mansfield",745144620,130215430,2127790,41740049,"SFY 2014-2015"
"Marlborough",481488250,27154490,2233350,3104675,"SFY 2014-2015"
"Meriden",2059538434,577350550,20117920,85063268,"SFY 2014-2015"
"Middlebury",675096400,100101402,8530700,4392363,"SFY 2014-2015"
"Middlefield",318732500,17549100,15064200,2939150,"SFY 2014-2015"
"Middletown",1741875321,434247278,170858133,232037476,"SFY 2014-2015"
"Milford",4267643175,989382520,235444240,142483814,"SFY 2014-2015"
"Monroe",1788623260,155583237,54858916,10199372,"SFY 2014-2015"
"Montville",858342940,119908500,34007930,26564074,"SFY 2014-2015"
"Morris",293684900,10619450,1580610,946295,"SFY 2014-2015"
"Naugatuck",1072911460,131161020,54931570,52902030,"SFY 2014-2015"
