TANF12%,TANF11%,MUNICIPALITY,numbered,2011 TANF RECIPIENTS,2012 TANF RECIPIENTS,SortID
1.1721782331936034e-02,1.2575687005123428e-02,"DERBY",3.7000000000000000e+01,1.6200000000000000e+02,1.5100000000000000e+02,16
1.1417058428475487e-02,1.4103425117528543e-02,"SPRAGUE",1.3400000000000000e+02,4.2000000000000000e+01,3.4000000000000000e+01,17
1.1254653696364541e-02,1.2352668691131814e-02,"MANCHESTER",7.8000000000000000e+01,7.2000000000000000e+02,6.5600000000000000e+02,18
1.1021350259665320e-02,1.1482977495672245e-02,"KILLINGLY",7.0000000000000000e+01,1.9900000000000000e+02,1.9100000000000000e+02,19
9.8951781970649903e-03,1.0398322851153040e-02,"GRISWOLD",5.8000000000000000e+01,1.2400000000000000e+02,1.1800000000000000e+02,20
9.7049796776066573e-03,1.0783310752896286e-02,"TORRINGTON",1.4400000000000000e+02,3.9000000000000000e+02,3.5100000000000000e+02,21
9.3688870585812833e-03,1.2011393664847799e-02,"VERNON",1.4700000000000000e+02,3.5000000000000000e+02,2.7300000000000000e+02,22
9.1275167785234892e-03,1.1364653243847875e-02,"WINCHESTER",1.6300000000000000e+02,1.2700000000000000e+02,1.0200000000000000e+02,23
9.0473098913066239e-03,9.9269094640725454e-03,"MIDDLETOWN",8.4000000000000000e+01,4.7400000000000000e+02,4.3200000000000000e+02,24
8.6333040678958153e-03,9.1698370890644816e-03,"BLOOMFIELD",1.1000000000000000e+01,1.8800000000000000e+02,1.7700000000000000e+02,25
8.1499592502037484e-03,1.3039934800325998e-02,"CANAAN",2.1000000000000000e+01,1.6000000000000000e+01,1.0000000000000000e+01,26
7.8058132767297754e-03,8.7644219247492213e-03,"EAST HAVEN",4.3000000000000000e+01,2.5600000000000000e+02,2.2800000000000000e+02,27
7.4819239232945612e-03,7.4504872681546682e-03,"NAUGATUCK",8.9000000000000000e+01,2.3700000000000000e+02,2.3800000000000000e+02,28
7.4751922192284942e-03,7.8530590786620221e-03,"HAMDEN",6.3000000000000000e+01,4.7800000000000000e+02,4.5500000000000000e+02,29
7.4462890625000000e-03,7.3242187500000000e-03,"BROOKLYN",1.9000000000000000e+01,6.0000000000000000e+01,6.1000000000000000e+01,30
7.3180478545381887e-03,8.8416004795444335e-03,"GROTON",5.9000000000000000e+01,3.5400000000000000e+02,2.9300000000000000e+02,31
6.9625761531766752e-03,6.9625761531766752e-03,"CHAPLIN",2.4000000000000000e+01,1.6000000000000000e+01,1.6000000000000000e+01,32
6.9310743165190607e-03,6.9310743165190607e-03,"VOLUNTOWN",1.4800000000000000e+02,1.8000000000000000e+01,1.8000000000000000e+01,33
6.7006813704911681e-03,7.4191881680498598e-03,"STAMFORD",1.3600000000000000e+02,9.1900000000000000e+02,8.3000000000000000e+02,34
6.6665382169900384e-03,7.8418527581356808e-03,"STRATFORD",1.3900000000000000e+02,4.0700000000000000e+02,3.4600000000000000e+02,35
6.2957993600990811e-03,7.4311074414284244e-03,"WINDSOR",1.6500000000000000e+02,2.1600000000000000e+02,1.8300000000000000e+02,36
6.1955896217751709e-03,6.7833135384653062e-03,"DANBURY",3.4000000000000000e+01,5.5400000000000000e+02,5.0600000000000000e+02,37
6.1565523306948110e-03,7.1160150315823139e-03,"WINDSOR LOCKS",1.6600000000000000e+02,8.9000000000000000e+01,7.7000000000000000e+01,38
5.9333795975017346e-03,7.4600971547536437e-03,"NORWALK",1.0400000000000000e+02,6.4500000000000000e+02,5.1300000000000000e+02,39
5.7208237986270021e-03,4.9580472921434016e-03,"BOZRAH",1.3000000000000000e+01,1.3000000000000000e+01,1.5000000000000000e+01,40
5.6841068791120258e-03,5.9526473615897600e-03,"ENFIELD",4.9000000000000000e+01,2.6600000000000000e+02,2.5400000000000000e+02,41
5.5273547659334460e-03,5.0197405527354763e-03,"PLAINVILLE",1.1100000000000000e+02,8.9000000000000000e+01,9.8000000000000000e+01,42
5.3288119171611970e-03,4.9654838319002055e-03,"SEYMOUR",1.2500000000000000e+02,8.2000000000000000e+01,8.8000000000000000e+01,43
5.3015241882041087e-03,5.5500331345261760e-03,"STAFFORD",1.3500000000000000e+02,6.7000000000000000e+01,6.4000000000000000e+01,44
5.2820053715308861e-03,6.5353625783348256e-03,"EAST WINDSOR",4.5000000000000000e+01,7.3000000000000000e+01,5.9000000000000000e+01,45
5.2356020942408380e-03,7.5916230366492145e-03,"STERLING",1.3700000000000000e+02,2.9000000000000000e+01,2.0000000000000000e+01,46
5.0127372832607445e-03,5.5057934094831125e-03,"PLYMOUTH",1.1200000000000000e+02,6.7000000000000000e+01,6.1000000000000000e+01,47
4.8757836080798702e-03,6.0366844671465060e-03,"ASHFORD",3.0000000000000000e+00,2.6000000000000000e+01,2.1000000000000000e+01,48
4.6634870164281930e-03,5.1934287228404879e-03,"THOMPSON",1.4200000000000000e+02,4.9000000000000000e+01,4.4000000000000000e+01,49
4.5871559633027525e-03,4.8285852245292128e-03,"SALEM",1.2200000000000000e+02,2.0000000000000000e+01,1.9000000000000000e+01,50
4.3883708173340650e-03,3.9769610532089964e-03,"LEBANON",7.2000000000000000e+01,2.9000000000000000e+01,3.2000000000000000e+01,51
4.3879907621247110e-03,3.4642032332563512e-03,"LISBON",7.4000000000000000e+01,1.5000000000000000e+01,1.9000000000000000e+01,52
4.3229222954717390e-03,5.2955798119528798e-03,"STONINGTON",1.3800000000000000e+02,9.8000000000000000e+01,8.0000000000000000e+01,53
4.1946867301418207e-03,4.1281044010919501e-03,"LEDYARD",7.3000000000000000e+01,6.2000000000000000e+01,6.3000000000000000e+01,54
4.1438753522294054e-03,2.9835902536051715e-03,"WILLINGTON",1.6100000000000000e+02,1.8000000000000000e+01,2.5000000000000000e+01,55
4.0956330312803971e-03,5.1707367019915018e-03,"MONTVILLE",8.7000000000000000e+01,1.0100000000000000e+02,8.0000000000000000e+01,56
4.0028591851322369e-03,3.4667619728377414e-03,"BRANFORD",1.4000000000000000e+01,9.7000000000000000e+01,1.1200000000000000e+02,57
3.9748261013580659e-03,2.8155018217952965e-03,"BEACON FALLS",6.0000000000000000e+00,1.7000000000000000e+01,2.4000000000000000e+01,58
3.9167995956852029e-03,4.0747350632531548e-03,"WEST HARTFORD",1.5500000000000000e+02,2.5800000000000000e+02,2.4800000000000000e+02,59
3.8167938931297708e-03,3.6047497879558950e-03,"PRESTON",1.1500000000000000e+02,1.7000000000000000e+01,1.8000000000000000e+01,60
3.6197881753586270e-03,3.2175894892076686e-03,"WATERTOWN",1.5400000000000000e+02,7.2000000000000000e+01,8.1000000000000000e+01,61
3.5335689045936395e-03,3.5335689045936395e-03,"NORFOLK",9.9000000000000000e+01,6.0000000000000000e+00,6.0000000000000000e+00,62
3.5163117796444617e-03,5.0791170150420008e-03,"CANTERBURY",2.2000000000000000e+01,2.6000000000000000e+01,1.8000000000000000e+01,63
3.4763262184523396e-03,2.7810609747618716e-03,"NORTH BRANFORD",1.0000000000000000e+02,4.0000000000000000e+01,5.0000000000000000e+01,64
3.4741338395823445e-03,3.8728049359278596e-03,"MILFORD",8.5000000000000000e+01,2.0400000000000000e+02,1.8300000000000000e+02,65
3.4627492130115426e-03,3.3578174186778592e-03,"PORTLAND",1.1400000000000000e+02,3.2000000000000000e+01,3.3000000000000000e+01,66
3.4195340884804444e-03,3.4907743819904539e-03,"CROMWELL",3.3000000000000000e+01,4.9000000000000000e+01,4.8000000000000000e+01,67
3.3953220007988992e-03,3.4397052949269894e-03,"WALLINGFORD",1.4900000000000000e+02,1.5500000000000000e+02,1.5300000000000000e+02,68
3.3788857185763628e-03,2.9283676227661809e-03,"SHELTON",1.2700000000000000e+02,1.1700000000000000e+02,1.3500000000000000e+02,69
3.3605033605033606e-03,3.2532532532532532e-03,"NEW MILFORD",9.6000000000000000e+01,9.1000000000000000e+01,9.4000000000000000e+01,70
3.3353547604608852e-03,3.3353547604608852e-03,"ANDOVER",1.0000000000000000e+00,1.1000000000000000e+01,1.1000000000000000e+01,71
3.3176345033988355e-03,3.2016332969862886e-03,"SOUTHINGTON",1.3300000000000000e+02,1.3800000000000000e+02,1.4300000000000000e+02,72
3.3171727481500382e-03,4.4654248532788980e-03,"THOMASTON",1.4100000000000000e+02,3.5000000000000000e+01,2.6000000000000000e+01,73
3.2088307020921576e-03,2.5028879476318828e-03,"ELLINGTON",4.8000000000000000e+01,3.9000000000000000e+01,5.0000000000000000e+01,74
3.1406023514253503e-03,2.9795458205830248e-03,"COVENTRY",3.2000000000000000e+01,3.7000000000000000e+01,3.9000000000000000e+01,75
3.1183734564051392e-03,4.3657228389671950e-03,"COLCHESTER",2.8000000000000000e+01,7.0000000000000000e+01,5.0000000000000000e+01,76
3.0025406112864730e-03,3.2335052736931248e-03,"EAST HAMPTON",4.1000000000000000e+01,4.2000000000000000e+01,3.9000000000000000e+01,77
2.9498525073746312e-03,2.1070375052675938e-03,"MORRIS",8.8000000000000000e+01,5.0000000000000000e+00,7.0000000000000000e+00,78
2.9345372460496612e-03,3.0850263355906697e-03,"CLINTON",2.7000000000000000e+01,4.1000000000000000e+01,3.9000000000000000e+01,79
2.8751861169584638e-03,3.2859269908096728e-03,"WATERFORD",1.5300000000000000e+02,6.4000000000000000e+01,5.6000000000000000e+01,80
2.7529249827942187e-03,6.8823124569855469e-04,"WARREN",1.5000000000000000e+02,1.0000000000000000e+00,4.0000000000000000e+00,81
2.7054447074737909e-03,1.3527223537368955e-03,"GOSHEN",5.5000000000000000e+01,4.0000000000000000e+00,8.0000000000000000e+00,82
2.6135906714917570e-03,2.6135906714917570e-03,"BOLTON",1.2000000000000000e+01,1.3000000000000000e+01,1.3000000000000000e+01,83
2.6082420448617634e-03,3.1298904538341159e-03,"FRANKLIN",5.3000000000000000e+01,6.0000000000000000e+00,5.0000000000000000e+00,84
2.5822723997117464e-03,2.8224837857314436e-03,"WOLCOTT",1.6700000000000000e+02,4.7000000000000000e+01,4.3000000000000000e+01,85
2.4353690520794303e-03,2.8100412139378042e-03,"WETHERSFIELD",1.6000000000000000e+02,7.5000000000000000e+01,6.5000000000000000e+01,86
2.3607176581680830e-03,1.8885741265344666e-03,"POMFRET",1.1300000000000000e+02,8.0000000000000000e+00,1.0000000000000000e+01,87
2.3540181782514876e-03,2.2232393905708492e-03,"NEWINGTON",9.7000000000000000e+01,6.8000000000000000e+01,7.2000000000000000e+01,88
2.3429179978700747e-03,2.8753993610223642e-03,"PROSPECT",1.1600000000000000e+02,2.7000000000000000e+01,2.2000000000000000e+01,89
2.3406553835073822e-03,7.2020165646380992e-04,"BETHANY",8.0000000000000000e+00,4.0000000000000000e+00,1.3000000000000000e+01,90
2.3228803716608595e-03,3.4843205574912892e-03,"SCOTLAND",1.2400000000000000e+02,6.0000000000000000e+00,4.0000000000000000e+00,91
2.2907676735389698e-03,3.1964200095892601e-03,"BETHEL",9.0000000000000000e+00,6.0000000000000000e+01,4.3000000000000000e+01,92
2.1691973969631237e-03,1.8076644974692696e-03,"SHARON",1.2600000000000000e+02,5.0000000000000000e+00,6.0000000000000000e+00,93
2.1664560389962088e-03,1.7452006980802793e-03,"BROOKFIELD",1.8000000000000000e+01,2.9000000000000000e+01,3.6000000000000000e+01,94
2.0263424518743669e-03,1.3508949679162446e-03,"KENT",6.9000000000000000e+01,4.0000000000000000e+00,6.0000000000000000e+00,95
2.0171457387796270e-03,1.4120020171457387e-03,"WOODBURY",1.6900000000000000e+02,1.4000000000000000e+01,2.0000000000000000e+01,96
1.9955101022698929e-03,1.9539369751392700e-03,"NORTH HAVEN",1.0200000000000000e+02,4.7000000000000000e+01,4.8000000000000000e+01,97
1.9423132951345051e-03,1.8937554627561427e-03,"GREENWICH",5.7000000000000000e+01,1.1700000000000000e+02,1.2000000000000000e+02,98
1.9009148152548414e-03,2.1385291671616965e-03,"LITCHFIELD",7.5000000000000000e+01,1.8000000000000000e+01,1.6000000000000000e+01,99
1.8824513700062748e-03,2.4576448441748586e-03,"EAST LYME",4.4000000000000000e+01,4.7000000000000000e+01,3.6000000000000000e+01,100
1.8720748829953199e-03,2.0280811232449296e-03,"MARLBOROUGH",8.0000000000000000e+01,1.3000000000000000e+01,1.2000000000000000e+01,101
1.7831669044222540e-03,2.2111269614835949e-03,"NEW FAIRFIELD",9.2000000000000000e+01,3.1000000000000000e+01,2.5000000000000000e+01,102
1.7468944099378882e-03,2.3291925465838510e-03,"EAST GRANBY",3.9000000000000000e+01,1.2000000000000000e+01,9.0000000000000000e+00,103
1.6562220232766338e-03,2.2381378692927483e-03,"GUILFORD",6.1000000000000000e+01,5.0000000000000000e+01,3.7000000000000000e+01,104
1.6560861164780568e-03,1.8532392255825873e-03,"FARMINGTON",5.2000000000000000e+01,4.7000000000000000e+01,4.2000000000000000e+01,105
1.6432353478181487e-03,2.0083987584444038e-03,"COLUMBIA",3.0000000000000000e+01,1.1000000000000000e+01,9.0000000000000000e+00,106
1.6422812779934308e-03,1.4929829799940281e-03,"ESSEX",5.0000000000000000e+01,1.0000000000000000e+01,1.1000000000000000e+01,107
1.6224712264868428e-03,1.6731734523145567e-03,"ROCKY HILL",1.2000000000000000e+02,3.3000000000000000e+01,3.2000000000000000e+01,108
1.6170182184052607e-03,1.7607531711523951e-03,"NEWTOWN",9.8000000000000000e+01,4.9000000000000000e+01,4.5000000000000000e+01,109
1.6146393972012918e-03,1.6146393972012918e-03,"HAMPTON",6.4000000000000000e+01,3.0000000000000000e+00,3.0000000000000000e+00,110
1.6095769830491425e-03,1.4083798601679995e-03,"BERLIN",7.0000000000000000e+00,2.8000000000000000e+01,3.2000000000000000e+01,111
1.5935325896847914e-03,1.5935325896847914e-03,"SOUTH WINDSOR",1.3100000000000000e+02,4.1000000000000000e+01,4.1000000000000000e+01,112
1.5597147950089127e-03,1.1140819964349377e-03,"WOODBRIDGE",1.6800000000000000e+02,1.0000000000000000e+01,1.4000000000000000e+01,113
1.4988758431176618e-03,1.7486884836372721e-03,"CHESTER",2.6000000000000000e+01,7.0000000000000000e+00,6.0000000000000000e+00,114
1.4703664605640176e-03,1.5834715729150957e-03,"MANSFIELD",7.9000000000000000e+01,4.2000000000000000e+01,3.9000000000000000e+01,115
1.4295139652518143e-03,1.2920606993622168e-03,"TRUMBULL",1.4500000000000000e+02,4.7000000000000000e+01,5.2000000000000000e+01,116
1.4265335235378032e-03,1.2482168330955777e-03,"HARWINTON",6.7000000000000000e+01,7.0000000000000000e+00,8.0000000000000000e+00,117
1.4231257941550190e-03,1.3214739517153748e-03,"MONROE",8.6000000000000000e+01,2.6000000000000000e+01,2.8000000000000000e+01,118
1.4177693761814746e-03,1.8903591682419660e-03,"HARTLAND",6.6000000000000000e+01,4.0000000000000000e+00,3.0000000000000000e+00,119
1.3971126338899608e-03,1.1309959417204443e-03,"TOLLAND",1.4300000000000000e+02,1.7000000000000000e+01,2.1000000000000000e+01,120
1.3638577691183634e-03,2.4354603019970775e-03,"OLD SAYBROOK",1.0700000000000000e+02,2.5000000000000000e+01,1.4000000000000000e+01,121
1.3335873499714232e-03,2.0321331047183592e-03,"SUFFIELD",1.4000000000000000e+02,3.2000000000000000e+01,2.1000000000000000e+01,122
1.3222266296443210e-03,1.4544492926087532e-03,"MIDDLEBURY",8.2000000000000000e+01,1.1000000000000000e+01,1.0000000000000000e+01,123
1.3175790547432847e-03,8.0754845290717438e-04,"SIMSBURY",1.2900000000000000e+02,1.9000000000000000e+01,3.1000000000000000e+01,124
1.2942191544434857e-03,2.0132297958009777e-03,"WESTBROOK",1.5700000000000000e+02,1.4000000000000000e+01,9.0000000000000000e+00,125
1.2621359223300970e-03,1.7475728155339806e-03,"CANTON",2.3000000000000000e+01,1.8000000000000000e+01,1.3000000000000000e+01,126
1.2586532410320957e-03,1.8879798615481435e-03,"WOODSTOCK",1.7000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,127
1.2494793835901709e-03,4.1649312786339027e-04,"LYME",7.6000000000000000e+01,1.0000000000000000e+00,3.0000000000000000e+00,128
1.2139605462822458e-03,1.5174506828528073e-03,"NORTH CANAAN",1.0100000000000000e+02,5.0000000000000000e+00,4.0000000000000000e+00,129
1.1723329425556857e-03,1.1723329425556857e-03,"UNION",1.4600000000000000e+02,1.0000000000000000e+00,1.0000000000000000e+00,130
1.1245431543435479e-03,1.9679505201012091e-03,"WASHINGTON",1.5100000000000000e+02,7.0000000000000000e+00,4.0000000000000000e+00,131
1.0593220338983051e-03,1.0593220338983051e-03,"BARKHAMSTED",5.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+00,132
1.0544352181362858e-03,1.0544352181362858e-03,"OLD LYME",1.0600000000000000e+02,8.0000000000000000e+00,8.0000000000000000e+00,133
9.8403673737152862e-04,1.5307238136890444e-03,"EAST HADDAM",4.0000000000000000e+01,1.4000000000000000e+01,9.0000000000000000e+00,134
9.5779880420270502e-04,1.4221861032100772e-03,"GLASTONBURY",5.4000000000000000e+01,4.9000000000000000e+01,3.3000000000000000e+01,135
9.5648015303682454e-04,1.0760401721664275e-03,"HADDAM",6.2000000000000000e+01,9.0000000000000000e+00,8.0000000000000000e+00,136
9.5607105117496104e-04,1.4592663412670457e-03,"SOUTHBURY",1.3200000000000000e+02,2.9000000000000000e+01,1.9000000000000000e+01,137
9.5061790163606340e-04,9.5061790163606340e-04,"FAIRFIELD",5.1000000000000000e+01,5.7000000000000000e+01,5.7000000000000000e+01,138
9.1743119266055051e-04,9.1743119266055051e-04,"KILLINGWORTH",7.1000000000000000e+01,6.0000000000000000e+00,6.0000000000000000e+00,139
8.6874111514768601e-04,1.3425999052282421e-03,"OXFORD",1.0900000000000000e+02,1.7000000000000000e+01,1.1000000000000000e+01,140
8.6592581902150386e-04,1.1545677586953383e-03,"NEW HARTFORD",9.3000000000000000e+01,8.0000000000000000e+00,6.0000000000000000e+00,141
8.5569550930996710e-04,5.4764512595837896e-04,"CHESHIRE",2.5000000000000000e+01,1.6000000000000000e+01,2.5000000000000000e+01,142
8.2704435025328230e-04,9.3042489403494266e-04,"HEBRON",6.8000000000000000e+01,9.0000000000000000e+00,8.0000000000000000e+00,143
7.9709503144097065e-04,1.4170578336728367e-03,"GRANBY",5.6000000000000000e+01,1.6000000000000000e+01,9.0000000000000000e+00,144
7.8719496195224351e-04,9.6212717571940876e-04,"SOMERS",1.3000000000000000e+02,1.1000000000000000e+01,9.0000000000000000e+00,145
7.7292552310495219e-04,8.2813448904102025e-04,"AVON",4.0000000000000000e+00,1.5000000000000000e+01,1.4000000000000000e+01,146
7.5657272555324385e-04,1.3240022697181767e-03,"NORTH STONINGTON",1.0300000000000000e+02,7.0000000000000000e+00,4.0000000000000000e+00,147
7.5030012004801924e-04,5.2521008403361342e-04,"WESTPORT",1.5900000000000000e+02,1.4000000000000000e+01,2.0000000000000000e+01,148
6.4453754431195622e-04,9.6680631646793428e-04,"BURLINGTON",2.0000000000000000e+01,9.0000000000000000e+00,6.0000000000000000e+00,149
5.8360081704114382e-04,6.8086761988133445e-04,"WESTON",1.5800000000000000e+02,7.0000000000000000e+00,6.0000000000000000e+00,150
5.7417641570372494e-04,7.8949257159262180e-04,"ORANGE",1.0800000000000000e+02,1.1000000000000000e+01,8.0000000000000000e+00,151
5.7339449541284407e-04,0.0000000000000000e+00,"EASTFORD",4.6000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,152
5.3763440860215054e-04,0.0000000000000000e+00,"SALISBURY",1.2300000000000000e+02,0.0000000000000000e+00,2.0000000000000000e+00,153
5.0155481994181960e-04,4.0124385595345570e-04,"NEW CANAAN",9.1000000000000000e+01,8.0000000000000000e+00,1.0000000000000000e+01,154
4.9344810570754977e-04,5.4827567300838858e-04,"MADISON",7.7000000000000000e+01,1.0000000000000000e+01,9.0000000000000000e+00,155
4.7750931143157290e-04,5.7301117371788752e-04,"DARIEN",3.5000000000000000e+01,1.2000000000000000e+01,1.0000000000000000e+01,156
4.3243243243243243e-04,7.5675675675675679e-04,"REDDING",1.1800000000000000e+02,7.0000000000000000e+00,4.0000000000000000e+00,157
3.2891130358513320e-04,1.0963710119504440e-04,"WILTON",1.6200000000000000e+02,2.0000000000000000e+00,6.0000000000000000e+00,158
2.8129395218002813e-04,5.2240305404862371e-04,"RIDGEFIELD",1.1900000000000000e+02,1.3000000000000000e+01,7.0000000000000000e+00,159
2.7886224205242612e-04,2.7886224205242612e-04,"BETHLEHEM",1.0000000000000000e+01,1.0000000000000000e+00,1.0000000000000000e+00,160
2.7639579878385847e-04,1.3819789939192924e-03,"SHERMAN",1.2800000000000000e+02,5.0000000000000000e+00,1.0000000000000000e+00,161
2.7016074564365796e-04,4.0524111846548696e-04,"DURHAM",3.8000000000000000e+01,3.0000000000000000e+00,2.0000000000000000e+00,162
2.2542831379621279e-04,6.7628494138863846e-04,"MIDDLEFIELD",8.3000000000000000e+01,3.0000000000000000e+00,1.0000000000000000e+00,163
2.1556369907307609e-04,1.7245095925846087e-03,"DEEP RIVER",3.6000000000000000e+01,8.0000000000000000e+00,1.0000000000000000e+00,164
1.3220518244315177e-04,3.9661554732945531e-04,"EASTON",4.7000000000000000e+01,3.0000000000000000e+00,1.0000000000000000e+00,165
0.0000000000000000e+00,0.0000000000000000e+00,"BRIDGEWATER",1.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,166
0.0000000000000000e+00,0.0000000000000000e+00,"COLEBROOK",2.9000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,167
0.0000000000000000e+00,0.0000000000000000e+00,"CORNWALL",3.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,168
0.0000000000000000e+00,4.4464206313917296e-04,"ROXBURY",1.2100000000000000e+02,1.0000000000000000e+00,0.0000000000000000e+00,169
