MUNICIPALITY,Numbered,2009 LABOR FORCE,2009 UNEMPLOYED,2009 UNEMP RATE,2008 LABOR FORCE,2008 UNEMPLOYED,2008 UNEMP RATE,2007 LABOR FORCE,2007 UNEMPLOYED,2007 UNEMP RATE,2006 LABOR FORCE,2006 UNEMPLOYED,2006 UNEMP RATE
"NEW BRITAIN",90,3.5636000000000000e+04,4.2850000000000000e+03,1.2024357391401953e-01,3.4792000000000000e+04,2.9060000000000000e+03,8.3524948263968724e-02,3.4240000000000000e+04,2.4220000000000000e+03,7.0735981308411217e-02,3.3781000000000000e+04,2.2500000000000000e+03,6.6605488292235282e-02
"NEW CANAAN",91,8.9750000000000000e+03,5.2800000000000000e+02,5.8830083565459608e-02,9.0050000000000000e+03,3.4600000000000000e+02,3.8423098278734039e-02,8.9250000000000000e+03,2.5600000000000000e+02,2.8683473389355743e-02,8.8070000000000000e+03,2.4300000000000000e+02,2.7591688429658225e-02
"NEW FAIRFIELD",92,7.5330000000000000e+03,5.4100000000000000e+02,7.1817337050311958e-02,7.5640000000000000e+03,3.2600000000000000e+02,4.3098889476467478e-02,7.5370000000000000e+03,2.6000000000000000e+02,3.4496484012206445e-02,7.4750000000000000e+03,2.4500000000000000e+02,3.2775919732441469e-02
"NEW HARTFORD",93,3.8680000000000000e+03,2.7600000000000000e+02,7.1354705274043431e-02,3.8170000000000000e+03,1.8000000000000000e+02,4.7157453497511131e-02,3.7740000000000000e+03,1.4900000000000000e+02,3.9480657127715951e-02,3.7460000000000000e+03,1.3100000000000000e+02,3.4970635344367326e-02
"NEW HAVEN",94,5.6394000000000000e+04,6.4090000000000000e+03,1.1364684186260950e-01,5.5841000000000000e+04,4.6680000000000000e+03,8.3594491502659338e-02,5.5278000000000000e+04,4.0090000000000000e+03,7.2524331560476135e-02,5.4588000000000000e+04,3.7260000000000000e+03,6.8256759727412616e-02
"NEW LONDON",95,1.4016000000000000e+04,1.3480000000000000e+03,9.6175799086757996e-02,1.3814000000000000e+04,9.5300000000000000e+02,6.8987983205443748e-02,1.3452000000000000e+04,7.7000000000000000e+02,5.7240559024680344e-02,1.3513000000000000e+04,7.3400000000000000e+02,5.4318064086435282e-02
"NEW MILFORD",96,1.6259000000000000e+04,1.1600000000000000e+03,7.1345101174733999e-02,1.6316000000000000e+04,7.3000000000000000e+02,4.4741358176023538e-02,1.6268000000000000e+04,5.9000000000000000e+02,3.6267519055815094e-02,1.6117000000000000e+04,5.4600000000000000e+02,3.3877272445244154e-02
"NEWINGTON",97,1.6978000000000000e+04,1.2360000000000000e+03,7.2800094239604193e-02,1.6766000000000000e+04,8.0500000000000000e+02,4.8013837528331146e-02,1.6517000000000000e+04,6.7300000000000000e+02,4.0745898165526429e-02,1.6265000000000000e+04,6.2500000000000000e+02,3.8426068244697201e-02
"NEWTOWN",98,1.4314000000000000e+04,9.1800000000000000e+02,6.4133016627078390e-02,1.4328000000000000e+04,5.8800000000000000e+02,4.1038525963149081e-02,1.4248000000000000e+04,4.5000000000000000e+02,3.1583380123526107e-02,1.4132000000000000e+04,4.3500000000000000e+02,3.0781205774129634e-02
"NORFOLK",99,9.3900000000000000e+02,6.3000000000000000e+01,6.7092651757188496e-02,9.4300000000000000e+02,3.9000000000000000e+01,4.1357370095440084e-02,9.4200000000000000e+02,3.5000000000000000e+01,3.7154989384288746e-02,9.4800000000000000e+02,3.7000000000000000e+01,3.9029535864978905e-02
"NORTH BRANFORD",100,8.4330000000000000e+03,5.9400000000000000e+02,7.0437566702241189e-02,8.4060000000000000e+03,4.1000000000000000e+02,4.8774684748988814e-02,8.3470000000000000e+03,3.3600000000000000e+02,4.0253983467113931e-02,8.3050000000000000e+03,3.3700000000000000e+02,4.0577965081276340e-02
"NORTH CANAAN",101,1.7350000000000000e+03,1.3800000000000000e+02,7.9538904899135440e-02,1.7410000000000000e+03,9.1000000000000000e+01,5.2268811028144742e-02,1.7300000000000000e+03,7.9000000000000000e+01,4.5664739884393062e-02,1.7160000000000000e+03,6.6000000000000000e+01,3.8461538461538464e-02
"NORTH HAVEN",102,1.3195000000000000e+04,9.0100000000000000e+02,6.8283440697233799e-02,1.3220000000000000e+04,6.4400000000000000e+02,4.8714069591527985e-02,1.3116000000000000e+04,5.2200000000000000e+02,3.9798719121683437e-02,1.3015000000000000e+04,5.1300000000000000e+02,3.9416058394160583e-02
"NORTH STONINGTON",103,3.3880000000000000e+03,2.5200000000000000e+02,7.4380165289256200e-02,3.3600000000000000e+03,1.6300000000000000e+02,4.8511904761904763e-02,3.2600000000000000e+03,1.2500000000000000e+02,3.8343558282208590e-02,3.2630000000000000e+03,1.1300000000000000e+02,3.4630707937480847e-02
"NORWALK",104,4.8814000000000000e+04,3.6520000000000000e+03,7.4814602368173069e-02,4.8442000000000000e+04,2.2810000000000000e+03,4.7087238346889063e-02,4.8243000000000000e+04,1.8270000000000000e+03,3.7870779180399231e-02,4.7899000000000000e+04,1.7560000000000000e+03,3.6660473078769913e-02
"NORWICH",105,2.1251000000000000e+04,1.9410000000000000e+03,9.1336878264552251e-02,2.1017000000000000e+04,1.3270000000000000e+03,6.3139363372507973e-02,2.0472000000000000e+04,1.0580000000000000e+03,5.1680343884329814e-02,2.0541000000000000e+04,1.0380000000000000e+03,5.0533080181101211e-02
"OLD LYME",106,4.2490000000000000e+03,2.5800000000000000e+02,6.0720169451635678e-02,4.2440000000000000e+03,1.7100000000000000e+02,4.0292177191328937e-02,4.1710000000000000e+03,1.4600000000000000e+02,3.5003596259889712e-02,4.2000000000000000e+03,1.3000000000000000e+02,3.0952380952380953e-02
"OLD SAYBROOK",107,5.5130000000000000e+03,3.4300000000000000e+02,6.2216578995102488e-02,5.5170000000000000e+03,2.5100000000000000e+02,4.5495740438644190e-02,5.4730000000000000e+03,1.9900000000000000e+02,3.6360314270052985e-02,5.4410000000000000e+03,1.9600000000000000e+02,3.6022789928322002e-02
"ORANGE",108,7.2640000000000000e+03,4.4000000000000000e+02,6.0572687224669602e-02,7.2760000000000000e+03,3.0500000000000000e+02,4.1918636613523914e-02,7.2260000000000000e+03,2.4000000000000000e+02,3.3213396069748130e-02,7.1890000000000000e+03,2.4300000000000000e+02,3.3801641396578104e-02
"OXFORD",109,7.6370000000000000e+03,5.0800000000000000e+02,6.6518266334948284e-02,7.5950000000000000e+03,3.4300000000000000e+02,4.5161290322580643e-02,7.4070000000000000e+03,2.5600000000000000e+02,3.4561900904549747e-02,7.1650000000000000e+03,2.4100000000000000e+02,3.3635729239357988e-02
"PLAINFIELD",110,8.5080000000000000e+03,8.8900000000000000e+02,1.0448989186647861e-01,8.3860000000000000e+03,6.1400000000000000e+02,7.3217266873360359e-02,8.3150000000000000e+03,4.9200000000000000e+02,5.9170174383644018e-02,8.2010000000000000e+03,4.5600000000000000e+02,5.5602975246921107e-02
"PLAINVILLE",111,1.0290000000000000e+04,8.8600000000000000e+02,8.6103012633624881e-02,1.0125000000000000e+04,5.8600000000000000e+02,5.7876543209876542e-02,9.9440000000000000e+03,4.6500000000000000e+02,4.6761866452131942e-02,9.8750000000000000e+03,4.4200000000000000e+02,4.4759493670886073e-02
"PLYMOUTH",112,7.0090000000000000e+03,7.1500000000000000e+02,1.0201169924382936e-01,6.8360000000000000e+03,4.5300000000000000e+02,6.6266822703335282e-02,6.7450000000000000e+03,3.6900000000000000e+02,5.4707190511489992e-02,6.7320000000000000e+03,3.4600000000000000e+02,5.1396316102198455e-02
"POMFRET",113,2.3090000000000000e+03,1.9200000000000000e+02,8.3152880034647034e-02,2.2630000000000000e+03,1.1000000000000000e+02,4.8608042421564294e-02,2.2520000000000000e+03,9.0000000000000000e+01,3.9964476021314387e-02,2.2420000000000000e+03,9.7000000000000000e+01,4.3264942016057094e-02
"PORTLAND",114,5.4460000000000000e+03,3.8700000000000000e+02,7.1061329416085200e-02,5.3950000000000000e+03,2.6000000000000000e+02,4.8192771084337352e-02,5.3270000000000000e+03,2.2300000000000000e+02,4.1862211376009012e-02,5.2690000000000000e+03,1.9200000000000000e+02,3.6439552097172138e-02
"PRESTON",115,2.9390000000000000e+03,2.0200000000000000e+02,6.8730860837019389e-02,2.9340000000000000e+03,1.3800000000000000e+02,4.7034764826175871e-02,2.8540000000000000e+03,1.1700000000000000e+02,4.0995094604064468e-02,2.8510000000000000e+03,1.0400000000000000e+02,3.6478428621536302e-02
"PROSPECT",116,5.3560000000000000e+03,4.1600000000000000e+02,7.7669902912621352e-02,5.2970000000000000e+03,2.6900000000000000e+02,5.0783462337171986e-02,5.2680000000000000e+03,2.2300000000000000e+02,4.2331055429005317e-02,5.2310000000000000e+03,2.0300000000000000e+02,3.8807111450965395e-02
"PUTNAM",117,5.2920000000000000e+03,4.9600000000000000e+02,9.3726379440665156e-02,5.2320000000000000e+03,3.5500000000000000e+02,6.7851681957186549e-02,5.1830000000000000e+03,3.0100000000000000e+02,5.8074474242716570e-02,5.1140000000000000e+03,2.7700000000000000e+02,5.4165037152913570e-02
"REDDING",118,4.6760000000000000e+03,2.7400000000000000e+02,5.8597091531223271e-02,4.6880000000000000e+03,1.7500000000000000e+02,3.7329351535836178e-02,4.6700000000000000e+03,1.2500000000000000e+02,2.6766595289079230e-02,4.6420000000000000e+03,1.3100000000000000e+02,2.8220594571305473e-02
"RIDGEFIELD",119,1.1846000000000000e+04,7.1800000000000000e+02,6.0611176768529458e-02,1.1808000000000000e+04,4.5200000000000000e+02,3.8279132791327913e-02,1.1656000000000000e+04,3.4100000000000000e+02,2.9255319148936171e-02,1.1541000000000000e+04,3.3000000000000000e+02,2.8593709383935535e-02
"ROCKY HILL",120,1.0874000000000000e+04,7.3300000000000000e+02,6.7408497333088097e-02,1.0851000000000000e+04,5.1300000000000000e+02,4.7276748686756978e-02,1.0681000000000000e+04,4.1600000000000000e+02,3.8947664076397340e-02,1.0539000000000000e+04,3.7900000000000000e+02,3.5961666192238353e-02
"ROXBURY",121,1.3570000000000000e+03,7.7000000000000000e+01,5.6742815033161385e-02,1.3780000000000000e+03,5.3000000000000000e+01,3.8461538461538464e-02,1.3670000000000000e+03,3.9000000000000000e+01,2.8529626920263351e-02,1.3630000000000000e+03,3.4000000000000000e+01,2.4944974321349962e-02
"SALEM",122,2.6730000000000000e+03,1.7100000000000000e+02,6.3973063973063973e-02,2.6690000000000000e+03,1.1900000000000000e+02,4.4585987261146494e-02,2.5930000000000000e+03,8.8000000000000000e+01,3.3937524103355189e-02,2.6060000000000000e+03,8.9000000000000000e+01,3.4151957022256332e-02
"SALISBURY",123,1.9380000000000000e+03,1.1600000000000000e+02,5.9855521155830753e-02,1.9530000000000000e+03,7.4000000000000000e+01,3.7890424987199182e-02,1.9610000000000000e+03,6.8000000000000000e+01,3.4676185619581849e-02,1.9670000000000000e+03,6.7000000000000000e+01,3.4062023385866801e-02
"SCOTLAND",124,1.0040000000000000e+03,4.3000000000000000e+01,4.2828685258964140e-02,1.0170000000000000e+03,3.7000000000000000e+01,3.6381514257620449e-02,1.0040000000000000e+03,2.8000000000000000e+01,2.7888446215139442e-02,9.9100000000000000e+02,2.7000000000000000e+01,2.7245206861755803e-02
"SEYMOUR",125,9.3730000000000000e+03,7.6600000000000000e+02,8.1724101141576869e-02,9.3560000000000000e+03,5.3100000000000000e+02,5.6755023514322357e-02,9.2670000000000000e+03,4.2800000000000000e+02,4.6185389014783640e-02,9.1040000000000000e+03,4.0600000000000000e+02,4.4595782073813706e-02
"SHARON",126,1.5450000000000000e+03,8.7000000000000000e+01,5.6310679611650483e-02,1.5620000000000000e+03,5.6000000000000000e+01,3.5851472471190783e-02,1.5550000000000000e+03,4.5000000000000000e+01,2.8938906752411574e-02,1.5520000000000000e+03,3.9000000000000000e+01,2.5128865979381444e-02
"SHELTON",127,2.3240000000000000e+04,1.7030000000000000e+03,7.3278829604130805e-02,2.3166000000000000e+04,1.1620000000000000e+03,5.0159716826383496e-02,2.2980000000000000e+04,9.1600000000000000e+02,3.9860748476936464e-02,2.2666000000000000e+04,8.5100000000000000e+02,3.7545221918291717e-02
"SHERMAN",128,2.1340000000000000e+03,1.2900000000000000e+02,6.0449859418931585e-02,2.1490000000000000e+03,7.5000000000000000e+01,3.4899953466728709e-02,2.1480000000000000e+03,6.7000000000000000e+01,3.1191806331471134e-02,2.1260000000000000e+03,6.2000000000000000e+01,2.9162746942615239e-02
"SIMSBURY",129,1.2177000000000000e+04,7.0100000000000000e+02,5.7567545372423423e-02,1.2144000000000000e+04,4.7800000000000000e+02,3.9361001317523056e-02,1.2009000000000000e+04,3.7600000000000000e+02,3.1309850945124493e-02,1.1860000000000000e+04,3.6200000000000000e+02,3.0522765598650928e-02
"SOMERS",130,4.8760000000000000e+03,3.9900000000000000e+02,8.1829368334700572e-02,4.7540000000000000e+03,2.5400000000000000e+02,5.3428691628102654e-02,4.6760000000000000e+03,2.1200000000000000e+02,4.5337895637296836e-02,4.6410000000000000e+03,2.0200000000000000e+02,4.3525102348631758e-02
"SOUTH WINDSOR",131,1.5085000000000000e+04,9.4300000000000000e+02,6.2512429565793837e-02,1.4853000000000000e+04,6.1700000000000000e+02,4.1540429542853294e-02,1.4645000000000000e+04,4.9000000000000000e+02,3.3458518265619665e-02,1.4523000000000000e+04,4.8600000000000000e+02,3.3464160297459203e-02
"SOUTHBURY",132,9.1530000000000000e+03,6.4400000000000000e+02,7.0359444990713421e-02,9.1790000000000000e+03,4.2000000000000000e+02,4.5756618368013945e-02,9.1040000000000000e+03,3.3500000000000000e+02,3.6797012302284708e-02,8.9610000000000000e+03,3.1600000000000000e+02,3.5263921437339585e-02
"SOUTHINGTON",133,2.4727000000000000e+04,1.7690000000000000e+03,7.1541230234156997e-02,2.4351000000000000e+04,1.1370000000000000e+03,4.6692127633362078e-02,2.4010000000000000e+04,9.6300000000000000e+02,4.0108288213244483e-02,2.3721000000000000e+04,8.8700000000000000e+02,3.7393027275409975e-02
"SPRAGUE",134,1.8630000000000000e+03,1.7200000000000000e+02,9.2324208266237245e-02,1.8340000000000000e+03,1.2000000000000000e+02,6.5430752453653221e-02,1.7780000000000000e+03,9.1000000000000000e+01,5.1181102362204724e-02,1.7980000000000000e+03,9.9000000000000000e+01,5.5061179087875417e-02
"STAFFORD",135,7.0240000000000000e+03,6.0800000000000000e+02,8.6560364464692480e-02,6.8700000000000000e+03,3.9100000000000000e+02,5.6914119359534207e-02,6.7620000000000000e+03,3.0600000000000000e+02,4.5252883762200533e-02,6.7010000000000000e+03,3.0100000000000000e+02,4.4918668855394715e-02
"STAMFORD",136,6.7979000000000000e+04,5.0180000000000000e+03,7.3816914046985094e-02,6.7015000000000000e+04,3.1070000000000000e+03,4.6362754607177495e-02,6.6062000000000000e+04,2.4540000000000000e+03,3.7146922587872000e-02,6.5472000000000000e+04,2.3730000000000000e+03,3.6244501466275662e-02
"STERLING",137,2.1320000000000000e+03,1.9700000000000000e+02,9.2401500938086301e-02,2.1080000000000000e+03,1.3700000000000000e+02,6.4990512333965841e-02,2.0660000000000000e+03,9.6000000000000000e+01,4.6466602129719266e-02,2.0090000000000000e+03,9.4000000000000000e+01,4.6789447486311600e-02
"STONINGTON",138,1.0754000000000000e+04,6.4900000000000000e+02,6.0349637344243999e-02,1.0747000000000000e+04,4.5300000000000000e+02,4.2151298036661393e-02,1.0464000000000000e+04,3.4100000000000000e+02,3.2587920489296637e-02,1.0432000000000000e+04,3.0100000000000000e+02,2.8853527607361963e-02
"STRATFORD",139,2.6071000000000000e+04,2.3610000000000000e+03,9.0560392773579843e-02,2.5928000000000000e+04,1.5630000000000000e+03,6.0282320271521132e-02,2.5715000000000000e+04,1.2140000000000000e+03,4.7209799727785343e-02,2.5588000000000000e+04,1.1970000000000000e+03,4.6779740503360950e-02
"SUFFIELD",140,7.4910000000000000e+03,5.0700000000000000e+02,6.7681217460953139e-02,7.5060000000000000e+03,3.5100000000000000e+02,4.6762589928057555e-02,7.4680000000000000e+03,2.9700000000000000e+02,3.9769683985002677e-02,7.3930000000000000e+03,2.7800000000000000e+02,3.7603138103611523e-02
"THOMASTON",141,4.7390000000000000e+03,4.7000000000000000e+02,9.9177041569951468e-02,4.6090000000000000e+03,2.8300000000000000e+02,6.1401605554350182e-02,4.5620000000000000e+03,2.2800000000000000e+02,4.9978079789565977e-02,4.5650000000000000e+03,2.2100000000000000e+02,4.8411829134720703e-02
"THOMPSON",142,5.4500000000000000e+03,5.3500000000000000e+02,9.8165137614678905e-02,5.3390000000000000e+03,3.3000000000000000e+02,6.1809327589436226e-02,5.2710000000000000e+03,2.6900000000000000e+02,5.1033959400493267e-02,5.2370000000000000e+03,2.5000000000000000e+02,4.7737254153141111e-02
"TOLLAND",143,8.5650000000000000e+03,5.3500000000000000e+02,6.2463514302393462e-02,8.4560000000000000e+03,3.4500000000000000e+02,4.0799432355723746e-02,8.3050000000000000e+03,2.7400000000000000e+02,3.2992173389524385e-02,8.2340000000000000e+03,2.6000000000000000e+02,3.1576390575661889e-02
"TORRINGTON",144,1.9945000000000000e+04,2.0470000000000000e+03,1.0263223865630484e-01,1.9709000000000000e+04,1.2370000000000000e+03,6.2763204627327623e-02,1.9230000000000000e+04,1.0310000000000000e+03,5.3614144565782632e-02,1.9236000000000000e+04,9.8200000000000000e+02,5.1050114368891661e-02
"TRUMBULL",145,1.7895000000000000e+04,1.2210000000000000e+03,6.8231349538977373e-02,1.7855000000000000e+04,7.9900000000000000e+02,4.4749369924390929e-02,1.7740000000000000e+04,6.1500000000000000e+02,3.4667418263810597e-02,1.7583000000000000e+04,6.0400000000000000e+02,3.4351362111130067e-02
"UNION",146,4.8900000000000000e+02,3.3000000000000000e+01,6.7484662576687116e-02,4.7700000000000000e+02,1.9000000000000000e+01,3.9832285115303984e-02,4.7100000000000000e+02,1.5000000000000000e+01,3.1847133757961783e-02,4.6700000000000000e+02,1.6000000000000000e+01,3.4261241970021415e-02
"VERNON",147,1.7912000000000000e+04,1.3560000000000000e+03,7.5703439035283607e-02,1.7578000000000000e+04,9.1600000000000000e+02,5.2110592786437593e-02,1.7211000000000000e+04,7.4900000000000000e+02,4.3518679914008485e-02,1.7024000000000000e+04,7.2800000000000000e+02,4.2763157894736843e-02
"VOLUNTOWN",148,1.6770000000000000e+03,1.5000000000000000e+02,8.9445438282647588e-02,1.6560000000000000e+03,1.0200000000000000e+02,6.1594202898550728e-02,1.6030000000000000e+03,7.7000000000000000e+01,4.8034934497816595e-02,1.5970000000000000e+03,6.5000000000000000e+01,4.0701314965560426e-02
"WALLINGFORD",149,2.5692000000000000e+04,1.9350000000000000e+03,7.5315273236805230e-02,2.5502000000000000e+04,1.2580000000000000e+03,4.9329464355736805e-02,2.5150000000000000e+04,1.0100000000000000e+03,4.0159045725646124e-02,2.4942000000000000e+04,9.7400000000000000e+02,3.9050597385935373e-02
"WARREN",150,7.4100000000000000e+02,4.5000000000000000e+01,6.0728744939271252e-02,7.5200000000000000e+02,3.1000000000000000e+01,4.1223404255319146e-02,7.4800000000000000e+02,2.8000000000000000e+01,3.7433155080213901e-02,7.3900000000000000e+02,2.6000000000000000e+01,3.5182679296346414e-02
"WASHINGTON",151,1.9280000000000000e+03,1.2000000000000000e+02,6.2240663900414939e-02,1.9430000000000000e+03,8.1000000000000000e+01,4.1688111168296446e-02,1.9360000000000000e+03,6.7000000000000000e+01,3.4607438016528928e-02,1.9280000000000000e+03,6.3000000000000000e+01,3.2676348547717844e-02
"WATERBURY",152,5.0611000000000000e+04,6.8210000000000000e+03,1.3477307304736125e-01,4.9738000000000000e+04,4.5470000000000000e+03,9.1419035747315941e-02,4.9476000000000000e+04,3.6800000000000000e+03,7.4379497129921576e-02,4.9210000000000000e+04,3.4870000000000000e+03,7.0859581385897180e-02
"WATERFORD",153,1.0667000000000000e+04,7.8900000000000000e+02,7.3966438548795352e-02,1.0617000000000000e+04,5.3100000000000000e+02,5.0014128284826223e-02,1.0322000000000000e+04,4.0000000000000000e+02,3.8752179810114321e-02,1.0399000000000000e+04,4.0600000000000000e+02,3.9042215597653619e-02
"WATERTOWN",154,1.2265000000000000e+04,1.0560000000000000e+03,8.6098654708520184e-02,1.2215000000000000e+04,6.9900000000000000e+02,5.7224723700368400e-02,1.2211000000000000e+04,5.3900000000000000e+02,4.4140529031201373e-02,1.2277000000000000e+04,5.2500000000000000e+02,4.2762889956829843e-02
"WEST HARTFORD",155,2.9714000000000000e+04,2.1640000000000000e+03,7.2827623342532136e-02,2.9333000000000000e+04,1.4520000000000000e+03,4.9500562506392121e-02,2.8937000000000000e+04,1.1890000000000000e+03,4.1089262881432075e-02,2.8684000000000000e+04,1.1220000000000000e+03,3.9115883419327847e-02
"WEST HAVEN",156,3.0209000000000000e+04,2.7450000000000000e+03,9.0866960177430567e-02,2.9607000000000000e+04,1.8770000000000000e+03,6.3397169588273045e-02,2.9388000000000000e+04,1.5300000000000000e+03,5.2062066149448756e-02,2.9093000000000000e+04,1.4480000000000000e+03,4.9771422678994946e-02
"WESTBROOK",157,3.7680000000000000e+03,2.7000000000000000e+02,7.1656050955414011e-02,3.7170000000000000e+03,1.6900000000000000e+02,4.5466774280333605e-02,3.6630000000000000e+03,1.2900000000000000e+02,3.5217035217035217e-02,3.6310000000000000e+03,1.3100000000000000e+02,3.6078215367667310e-02
"WESTON",158,4.8930000000000000e+03,2.6700000000000000e+02,5.4567749846719804e-02,4.9290000000000000e+03,1.7400000000000000e+02,3.5301278149726112e-02,4.8990000000000000e+03,1.2400000000000000e+02,2.5311288017962851e-02,4.8570000000000000e+03,1.2900000000000000e+02,2.6559604694255712e-02
"WESTPORT",159,1.2867000000000000e+04,8.0700000000000000e+02,6.2718582420144553e-02,1.2837000000000000e+04,5.1500000000000000e+02,4.0118407727662224e-02,1.2691000000000000e+04,3.8000000000000000e+02,2.9942478922070758e-02,1.2534000000000000e+04,3.6400000000000000e+02,2.9041008456996968e-02
"WETHERSFIELD",160,1.3426000000000000e+04,1.0480000000000000e+03,7.8057500372411742e-02,1.3250000000000000e+04,6.7300000000000000e+02,5.0792452830188677e-02,1.3095000000000000e+04,5.4600000000000000e+02,4.1695303550973652e-02,1.3097000000000000e+04,5.6200000000000000e+02,4.2910590211498817e-02
"WILLINGTON",161,3.9250000000000000e+03,2.3700000000000000e+02,6.0382165605095545e-02,3.8860000000000000e+03,1.6400000000000000e+02,4.2202779207411223e-02,3.8510000000000000e+03,1.3300000000000000e+02,3.4536484030122043e-02,3.8380000000000000e+03,1.2300000000000000e+02,3.2047941636268888e-02
"WILTON",162,8.3150000000000000e+03,5.0700000000000000e+02,6.0974143114852677e-02,8.3440000000000000e+03,3.3700000000000000e+02,4.0388302972195589e-02,8.2770000000000000e+03,2.4400000000000000e+02,2.9479279932342638e-02,8.2220000000000000e+03,2.4400000000000000e+02,2.9676477742641694e-02
"WINCHESTER",163,6.0400000000000000e+03,5.9000000000000000e+02,9.7682119205298013e-02,6.0130000000000000e+03,3.8400000000000000e+02,6.3861633128222184e-02,5.9680000000000000e+03,3.2400000000000000e+02,5.4289544235924934e-02,5.9520000000000000e+03,3.0500000000000000e+02,5.1243279569892476e-02
"WINDHAM",164,1.2185000000000000e+04,1.2090000000000000e+03,9.9220352892901112e-02,1.1988000000000000e+04,8.8700000000000000e+02,7.3990657323990655e-02,1.1813000000000000e+04,7.7700000000000000e+02,6.5774993651062388e-02,1.1571000000000000e+04,7.9800000000000000e+02,6.8965517241379309e-02
"WINDSOR",165,1.6583000000000000e+04,1.3210000000000000e+03,7.9659892661159012e-02,1.6298000000000000e+04,8.4800000000000000e+02,5.2030924039759480e-02,1.6003000000000000e+04,6.7700000000000000e+02,4.2304567893519968e-02,1.5790000000000000e+04,6.7100000000000000e+02,4.2495250158328057e-02
"WINDSOR LOCKS",166,7.1890000000000000e+03,6.3800000000000000e+02,8.8746696341633055e-02,7.1270000000000000e+03,4.1500000000000000e+02,5.8229268977129225e-02,7.0650000000000000e+03,3.2600000000000000e+02,4.6142958244869074e-02,6.9490000000000000e+03,2.9900000000000000e+02,4.3027773780400055e-02
"WOLCOTT",167,9.0640000000000000e+03,7.7500000000000000e+02,8.5503089143865840e-02,9.0450000000000000e+03,4.9700000000000000e+02,5.4947484798231069e-02,9.0240000000000000e+03,3.8600000000000000e+02,4.2774822695035464e-02,8.9140000000000000e+03,3.6900000000000000e+02,4.1395557549921469e-02
"WOODBRIDGE",168,4.8160000000000000e+03,2.2900000000000000e+02,4.7549833887043189e-02,4.9060000000000000e+03,1.8000000000000000e+02,3.6689767631471665e-02,4.8950000000000000e+03,1.5400000000000000e+02,3.1460674157303373e-02,4.8180000000000000e+03,1.3200000000000000e+02,2.7397260273972601e-02
"WOODBURY",169,5.4700000000000000e+03,3.6900000000000000e+02,6.7458866544789761e-02,5.5040000000000000e+03,2.3300000000000000e+02,4.2332848837209301e-02,5.4490000000000000e+03,1.7700000000000000e+02,3.2483024408148285e-02,5.4410000000000000e+03,1.6500000000000000e+02,3.0325307847822093e-02
"WOODSTOCK",170,4.7010000000000000e+03,3.2000000000000000e+02,6.8070623271644329e-02,4.6960000000000000e+03,2.3600000000000000e+02,5.0255536626916522e-02,4.6310000000000000e+03,1.8100000000000000e+02,3.9084431008421509e-02,4.5810000000000000e+03,1.8000000000000000e+02,3.9292730844793712e-02
