Municipality,July 1, 2013 Population
"ANDOVER",3.2730000000000000e+03
"ANSONIA",1.9020000000000000e+04
"ASHFORD",4.2810000000000000e+03
"AVON",1.8386000000000000e+04
"BARKHAMSTED",3.7450000000000000e+03
"BEACON FALLS",6.0520000000000000e+03
"BERLIN",2.0590000000000000e+04
"BETHANY",5.5400000000000000e+03
"BETHEL",1.9264000000000000e+04
"BETHLEHEM",3.5530000000000000e+03
"BLOOMFIELD",2.0673000000000000e+04
"BOLTON",4.9480000000000000e+03
"BOZRAH",2.6390000000000000e+03
"BRANFORD",2.7988000000000000e+04
"BRIDGEPORT",1.4721600000000000e+05
"BRIDGEWATER",1.6960000000000000e+03
"BRISTOL",6.0568000000000000e+04
"BROOKFIELD",1.6860000000000000e+04
"BROOKLYN",8.2800000000000000e+03
"BURLINGTON",9.4940000000000000e+03
"CANAAN",1.2140000000000000e+03
"CANTERBURY",5.0960000000000000e+03
"CANTON",1.0357000000000000e+04
"CHAPLIN",2.2760000000000000e+03
"CHESHIRE",2.9150000000000000e+04
"CHESTER",4.3430000000000000e+03
"CLINTON",1.3180000000000000e+04
"COLCHESTER",1.6210000000000000e+04
"COLEBROOK",1.4570000000000000e+03
"COLUMBIA",5.4600000000000000e+03
"CORNWALL",1.4120000000000000e+03
"COVENTRY",1.2411000000000000e+04
"CROMWELL",1.4178000000000000e+04
"DANBURY",8.3684000000000000e+04
"DARIEN",2.1330000000000000e+04
"DEEP RIVER",4.5890000000000000e+03
"DERBY",1.2801000000000000e+04
"DURHAM",7.3610000000000000e+03
"EAST GRANBY",5.2120000000000000e+03
"EAST HADDAM",9.1470000000000000e+03
"EAST HAMPTON",1.2912000000000000e+04
"EAST HARTFORD",5.1199000000000000e+04
"EAST HAVEN",2.9121000000000000e+04
"EAST LYME",1.8937000000000000e+04
"EAST WINDSOR",1.1406000000000000e+04
"EASTFORD",1.7360000000000000e+03
"EASTON",7.6160000000000000e+03
"ELLINGTON",1.5786000000000000e+04
"ENFIELD",4.4748000000000000e+04
"ESSEX",6.6330000000000000e+03
"FAIRFIELD",6.0855000000000000e+04
"FARMINGTON",2.5613000000000000e+04
"FRANKLIN",1.9870000000000000e+03
"GLASTONBURY",3.4768000000000000e+04
"GOSHEN",2.9450000000000000e+03
"GRANBY",1.1323000000000000e+04
"GREENWICH",6.2396000000000000e+04
"GRISWOLD",1.1959000000000000e+04
"GROTON",4.0176000000000000e+04
"GROTON (City of)",
"GUILFORD",2.2417000000000000e+04
"HADDAM",8.3630000000000000e+03
"HAMDEN",6.1607000000000000e+04
"HAMPTON",1.8680000000000000e+03
"HARTFORD",1.2501700000000000e+05
"HARTLAND",2.1310000000000000e+03
"HARWINTON",5.5930000000000000e+03
"HEBRON",9.5880000000000000e+03
"KENT",2.9390000000000000e+03
"KILLINGLY",1.7233000000000000e+04
"KILLINGWORTH",6.4900000000000000e+03
"LEBANON",7.3190000000000000e+03
"LEDYARD",1.5094000000000000e+04
"LISBON",4.3480000000000000e+03
"LITCHFIELD",8.3330000000000000e+03
"LYME",2.4010000000000000e+03
"MADISON",1.8297000000000000e+04
"MANCHESTER",5.8211000000000000e+04
"MANSFIELD",2.5774000000000000e+04
"MARLBOROUGH",6.4310000000000000e+03
"MERIDEN",6.0456000000000000e+04
"MIDDLEBURY",7.5710000000000000e+03
"MIDDLEFIELD",4.4250000000000000e+03
"MIDDLETOWN",4.7333000000000000e+04
"MILFORD",5.3137000000000000e+04
"MONROE",1.9834000000000000e+04
"MONTVILLE",1.9713000000000000e+04
"MORRIS",2.3450000000000000e+03
"NAUGATUCK",3.1707000000000000e+04
"NEW BRITAIN",7.2939000000000000e+04
"NEW CANAAN",2.0194000000000000e+04
"NEW FAIRFIELD",1.4145000000000000e+04
"NEW HARTFORD",6.8860000000000000e+03
"NEW HAVEN",1.3066000000000000e+05
"NEW LONDON",2.7545000000000000e+04
"NEW MILFORD",2.7767000000000000e+04
"NEWINGTON",3.0756000000000000e+04
"NEWTOWN",2.8113000000000000e+04
"NORFOLK",1.6780000000000000e+03
"NORTH BRANFORD",1.4353000000000000e+04
"NORTH CANAAN",3.2410000000000000e+03
"NORTH HAVEN",2.3939000000000000e+04
"NORTH STONINGTON",5.2910000000000000e+03
"NORWALK",8.7776000000000000e+04
"NORWICH",4.0347000000000000e+04
"OLD LYME",7.5920000000000000e+03
"OLD SAYBROOK",1.0246000000000000e+04
"ORANGE",1.3953000000000000e+04
"OXFORD",1.2874000000000000e+04
"PLAINFIELD",1.5228000000000000e+04
"PLAINVILLE",1.7820000000000000e+04
"PLYMOUTH",1.2047000000000000e+04
"POMFRET",4.1980000000000000e+03
"PORTLAND",9.4560000000000000e+03
"PRESTON",4.7550000000000000e+03
"PROSPECT",9.6710000000000000e+03
"PUTNAM",9.4650000000000000e+03
"REDDING",9.3120000000000000e+03
"RIDGEFIELD",2.5164000000000000e+04
"ROCKY HILL",1.9915000000000000e+04
"ROXBURY",2.2290000000000000e+03
"SALEM",4.2010000000000000e+03
"SALISBURY",3.6930000000000000e+03
"SCOTLAND",1.6990000000000000e+03
"SEYMOUR",1.6571000000000000e+04
"SHARON",2.7430000000000000e+03
"SHELTON",4.0999000000000000e+04
"SHERMAN",3.6700000000000000e+03
"SIMSBURY",2.3824000000000000e+04
"SOMERS",1.1320000000000000e+04
"SOUTH WINDSOR",2.5846000000000000e+04
"SOUTHBURY",1.9859000000000000e+04
"SOUTHINGTON",4.3661000000000000e+04
"SPRAGUE",2.9790000000000000e+03
"STAFFORD",1.1928000000000000e+04
"STAMFORD",1.2645600000000000e+05
"STERLING",3.7800000000000000e+03
"STONINGTON",1.8541000000000000e+04
"STRATFORD",5.2112000000000000e+04
"SUFFIELD",1.5788000000000000e+04
"THOMASTON",7.7610000000000000e+03
"THOMPSON",9.3540000000000000e+03
"TOLLAND",1.4915000000000000e+04
"TORRINGTON",3.5611000000000000e+04
"TRUMBULL",3.6571000000000000e+04
"UNION",8.4800000000000000e+02
"VERNON",2.9161000000000000e+04
"VOLUNTOWN",2.6110000000000000e+03
"WALLINGFORD",4.5141000000000000e+04
"WARREN",1.4470000000000000e+03
"WASHINGTON",3.5260000000000000e+03
"WATERBURY",1.0967600000000000e+05
"WATERFORD",1.9505000000000000e+04
"WATERTOWN",2.2228000000000000e+04
"WEST HARTFORD",6.3371000000000000e+04
"WEST HAVEN",5.5046000000000000e+04
"WESTBROOK",6.9060000000000000e+03
"WESTON",1.0372000000000000e+04
"WESTPORT",2.7308000000000000e+04
"WETHERSFIELD",2.6510000000000000e+04
"WILLINGTON",5.9650000000000000e+03
"WILTON",1.8657000000000000e+04
"WINCHESTER",1.1013000000000000e+04
"WINDHAM",2.5213000000000000e+04
"WINDSOR",2.9142000000000000e+04
"WINDSOR LOCKS",1.2573000000000000e+04
"WOLCOTT",1.6725000000000000e+04
"WOODBRIDGE",8.9550000000000000e+03
"WOODBURY",9.8220000000000000e+03
"WOODSTOCK",7.8970000000000000e+03
