Sort ID,Municipality,numbered,PER CAPITA INCOME - 2013 ESTIMATE,Population_Range,PercentOfState
1,"NEW CANAAN",9.1000000000000000e+01,9.7498000000000000e+04,"10,000 to 30,000",2.5730497202575742e+00
2,"DARIEN",3.5000000000000000e+01,9.4820000000000000e+04,"10,000 to 30,000",2.5023751715401668e+00
3,"WESTPORT",1.5900000000000000e+02,9.1226000000000000e+04,"10,000 to 30,000",2.4075266547028398e+00
4,"GREENWICH",5.7000000000000000e+01,9.0629000000000000e+04,"30,000 to 70,000",2.3917713501530664e+00
5,"WESTON",1.5800000000000000e+02,9.0552000000000000e+04,"0 to 10,000",2.3897392589464794e+00
6,"WILTON",1.6200000000000000e+02,7.7526000000000000e+04,"10,000 to 30,000",2.0459727646996728e+00
7,"RIDGEFIELD",1.1900000000000000e+02,7.7027000000000000e+04,"10,000 to 30,000",2.0328037580491922e+00
8,"AVON",4.0000000000000000e+00,6.4364000000000000e+04,"10,000 to 30,000",1.6986171223477251e+00
9,"EASTON",4.7000000000000000e+01,6.4002000000000000e+04,"0 to 10,000",1.6890636545972764e+00
10,"WOODBRIDGE",1.6800000000000000e+02,6.3756000000000000e+04,"0 to 10,000",1.6825715190541539e+00
11,"ROXBURY",1.2100000000000000e+02,6.1595000000000000e+04,"0 to 10,000",1.6255410112952602e+00
12,"LYME",7.6000000000000000e+01,6.0410000000000000e+04,"0 to 10,000",1.5942679193497309e+00
13,"REDDING",1.1800000000000000e+02,6.0405000000000000e+04,"0 to 10,000",1.5941359653752771e+00
14,"SHERMAN",1.2800000000000000e+02,5.9178000000000000e+04,"0 to 10,000",1.5617544600443365e+00
15,"BRIDGEWATER",1.6000000000000000e+01,5.8719000000000000e+04,"0 to 10,000",1.5496410851894860e+00
16,"FAIRFIELD",5.1000000000000000e+01,5.8576000000000000e+04,"30,000 to 70,000",1.5458672015201098e+00
17,"SIMSBURY",1.2900000000000000e+02,5.6673000000000000e+04,"10,000 to 30,000",1.4956455188430275e+00
18,"ESSEX",5.0000000000000000e+01,5.6197000000000000e+04,"0 to 10,000",1.4830835004750342e+00
19,"WASHINGTON",1.5100000000000000e+02,5.5826000000000000e+04,"0 to 10,000",1.4732925155705690e+00
20,"GRANBY",5.6000000000000000e+01,5.5309000000000000e+04,"0 to 10,000",1.4596484746120553e+00
21,"MADISON",7.7000000000000000e+01,5.3943000000000000e+04,"10,000 to 30,000",1.4235986487913015e+00
22,"GUILFORD",6.1000000000000000e+01,5.3106000000000000e+04,"10,000 to 30,000",1.4015095534677504e+00
23,"GLASTONBURY",5.4000000000000000e+01,5.2928000000000000e+04,"10,000 to 30,000",1.3968119919771984e+00
24,"WARREN",1.5000000000000000e+02,5.2866000000000000e+04,"0 to 10,000",1.3951757626939723e+00
25,"SHARON",1.2600000000000000e+02,5.2725000000000000e+04,"0 to 10,000",1.3914546606143776e+00
26,"FARMINGTON",5.2000000000000000e+01,5.2634000000000000e+04,"10,000 to 30,000",1.3890530982793201e+00
27,"KILLINGWORTH",7.1000000000000000e+01,5.2335000000000000e+04,"0 to 10,000",1.3811622506069883e+00
28,"SALISBURY",1.2300000000000000e+02,5.1106000000000000e+04,"0 to 10,000",1.3487279636862661e+00
29,"OLD LYME",1.0600000000000000e+02,4.9209000000000000e+04,"0 to 10,000",1.2986646257785284e+00
30,"NEWTOWN",9.8000000000000000e+01,4.8433000000000000e+04,"10,000 to 30,000",1.2781853689433125e+00
31,"BROOKFIELD",1.8000000000000000e+01,4.8277000000000000e+04,"10,000 to 30,000",1.2740684049403568e+00
32,"MONROE",8.6000000000000000e+01,4.8118000000000000e+04,"10,000 to 30,000",1.2698722685527288e+00
33,"ORANGE",1.0800000000000000e+02,4.8101000000000000e+04,"10,000 to 30,000",1.2694236250395863e+00
34,"DURHAM",3.8000000000000000e+01,4.7679000000000000e+04,"0 to 10,000",1.2582867095956931e+00
35,"WEST HARTFORD",1.5500000000000000e+02,4.7485000000000000e+04,"30,000 to 70,000",1.2531668953868891e+00
36,"BOLTON",1.2000000000000000e+01,4.5492000000000000e+04,"0 to 10,000",1.2005700411696401e+00
