MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL GROSS MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GROSS GRAND LIST,TOTAL NET GRAND LIST,OTHER
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,3.6379258400000000e+08,1.0332517000000000e+08,3.9844200000000000e+07,2.5820000000000000e+05,1.0163800000000000e+07,5.3400345400000000e+08,1.7868600000000000e+06,5.3221659400000000e+08,5.4444700000000000e+07,2.7721000000000000e+05,5.4167490000000000e+07,6.4181441000000000e+07,2.6070000000000000e+05,6.3920741000000000e+07,6.5262959500000000e+08,6.5030482500000000e+08,1.6619500000000000e+07
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1.3037438100000000e+09,1.1866710000000000e+08,2.6680000000000000e+06,4.3954500000000000e+06,0.0000000000000000e+00,1.4672860880000000e+09,5.9425000000000000e+05,1.4666918380000000e+09,8.8624925000000000e+07,8.3470000000000000e+04,8.8541455000000000e+07,7.1670670000000000e+07,9.3722000000000000e+04,7.1576948000000000e+07,1.6275816830000000e+09,1.6268102410000000e+09,3.7811728000000000e+07
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,3.7761188430000000e+09,4.5383869100000000e+08,1.1619860000000000e+07,3.6491000000000000e+05,9.7016000000000000e+06,4.3040079400000000e+09,2.5974300000000000e+07,4.2780336400000000e+09,2.3811496400000000e+08,1.2542000000000000e+05,2.3798954400000000e+08,1.5063181700000000e+08,0.0000000000000000e+00,1.5063181700000000e+08,4.6927547210000000e+09,4.6666550010000000e+09,5.2364036000000000e+07
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,1.3161215450000000e+09,3.6308627000000000e+08,1.3108165000000000e+08,4.9220500000000000e+06,8.2830640000000000e+07,1.9043194450000000e+09,3.4485000000000000e+06,1.9008709450000000e+09,1.5727650900000000e+08,1.0216650000000000e+06,1.5625484400000000e+08,1.1846506500000000e+08,2.7989000000000000e+05,1.1818517500000000e+08,2.1800610190000000e+09,2.1753109640000000e+09,6.2772900000000000e+06
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,6.0671602000000000e+08,2.4528300000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6204011000000000e+08,5.3656000000000000e+05,6.6150355000000000e+08,2.6565230000000000e+07,4.7940000000000000e+04,2.6517290000000000e+07,6.4172600000000000e+06,3.9472000000000000e+05,6.0225400000000000e+06,6.9502260000000000e+08,6.9404338000000000e+08,5.2871260000000000e+07
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,2.8716549000000000e+08,1.7195100000000000e+07,1.6327000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.1946194000000000e+08,1.5775000000000000e+06,3.1788444000000000e+08,3.2197383000000000e+07,2.8532000000000000e+05,3.1912063000000000e+07,1.1966598000000000e+07,4.3728800000000000e+05,1.1529310000000000e+07,3.6362592100000000e+08,3.6132581300000000e+08,1.3468650000000000e+07
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,8.0523242000000000e+08,5.0916200000000000e+07,1.0459000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.1039484100000000e+09,1.0220000000000000e+06,1.1029264100000000e+09,3.5090780000000000e+07,1.3646000000000000e+05,3.4954320000000000e+07,2.0730850000000000e+07,5.9824000000000000e+05,2.0132610000000000e+07,1.1597700400000000e+09,1.1580133400000000e+09,2.4675389000000000e+08
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,1.1029204000000000e+08,9.6512000000000000e+05,4.0948000000000000e+05,4.1310000000000000e+04,0.0000000000000000e+00,1.1576663000000000e+08,4.7030000000000000e+05,1.1529633000000000e+08,9.6474000000000000e+06,1.0113000000000000e+05,9.5462700000000000e+06,3.5314000000000000e+06,2.7412000000000000e+05,3.2572800000000000e+06,1.2894543000000000e+08,1.2809988000000000e+08,4.0586800000000000e+06
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,9.1267183000000000e+08,7.1455230000000000e+07,3.8696490000000000e+07,1.6623600000000000e+06,1.4220780000000000e+07,1.0614542700000000e+09,4.4290900000000000e+06,1.0570251800000000e+09,1.0865537500000000e+08,6.9328000000000000e+05,1.0796209500000000e+08,6.3333960000000000e+07,3.2220000000000000e+04,6.3301740000000000e+07,1.2334436050000000e+09,1.2282890150000000e+09,2.2747580000000000e+07
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,7.0780374000000000e+08,4.4130300000000000e+07,0.0000000000000000e+00,1.6000000000000000e+03,0.0000000000000000e+00,8.1367418000000000e+08,1.9225000000000000e+06,8.1175168000000000e+08,2.4968339000000000e+07,9.8510000000000000e+04,2.4869829000000000e+07,1.5627837000000000e+07,6.1453000000000000e+05,1.5013307000000000e+07,8.5427035600000000e+08,8.5163481600000000e+08,6.1738540000000000e+07
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,2.9408109800000000e+09,6.5338752000000000e+08,1.6129057000000000e+08,2.8086520000000000e+07,6.1898170000000000e+07,3.8569525800000000e+09,8.6678300000000000e+06,3.8482847500000000e+09,3.0727434000000000e+08,1.1165000000000000e+06,3.0615784000000000e+08,3.8624049000000000e+08,3.0706000000000000e+05,3.8593343000000000e+08,4.5504674100000000e+09,4.5403760200000000e+09,1.1478820000000000e+07
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,7.0771968000000000e+08,1.8185000000000000e+06,0.0000000000000000e+00,1.5990000000000000e+06,1.9070000000000000e+06,7.2441429500000000e+08,2.8037820000000000e+06,7.2161051300000000e+08,3.3879893000000000e+07,6.3300000000000000e+04,3.3816593000000000e+07,8.0709950000000000e+06,1.9401000000000000e+05,7.8769850000000000e+06,7.6636518300000000e+08,7.6330409100000000e+08,1.1370115000000000e+07
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1.6764665000000000e+09,2.3305096000000000e+08,1.9062880000000000e+07,1.2370800000000000e+06,3.0910700000000000e+07,1.9803738500000000e+09,4.7462470000000000e+06,1.9756276030000000e+09,1.8005337000000000e+08,2.5377800000000000e+05,1.7979959200000000e+08,9.0414470000000000e+07,4.2624000000000000e+05,8.9988230000000000e+07,2.2508416900000000e+09,2.2454154250000000e+09,1.9645730000000000e+07
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,6.7754396900000000e+08,3.1938070000000000e+07,9.4046000000000000e+06,0.0000000000000000e+00,1.2643000000000000e+06,7.4482202900000000e+08,5.4707130000000000e+06,7.3935131600000000e+08,7.5511700000000000e+07,4.1586000000000000e+05,7.5095840000000000e+07,2.3357350000000000e+07,9.1026000000000000e+05,2.2447090000000000e+07,8.4369107900000000e+08,8.3689424600000000e+08,2.4671090000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1.6338385760000000e+09,2.0553990000000000e+08,2.3169730000000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,2.1123843560000000e+09,3.1152290000000000e+07,2.0812320660000000e+09,2.0671532000000000e+08,1.0447600000000000e+06,2.0567056000000000e+08,2.5877932000000000e+08,1.6490980000000000e+06,2.5713022200000000e+08,2.5778789960000000e+09,2.5440328480000000e+09,4.1308580000000000e+07
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1.4926561190000000e+09,2.7988959000000000e+08,8.6960300000000000e+06,0.0000000000000000e+00,2.1340470000000000e+07,1.8416076290000000e+09,6.5155200000000000e+06,1.8350921090000000e+09,1.5239610300000000e+08,4.3268000000000000e+05,1.5196342300000000e+08,1.1330566700000000e+08,5.1564500000000000e+05,1.1279002200000000e+08,2.1073093990000000e+09,2.0998455540000000e+09,3.9025420000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2.6702426210000000e+09,4.0805626000000000e+08,7.1575510000000000e+07,3.7593200000000000e+06,2.3605290000000000e+07,3.2419168100000000e+09,2.5626828000000000e+07,3.2162899820000000e+09,3.4937840000000000e+08,1.6969570000000000e+06,3.4768144300000000e+08,2.2595251400000000e+08,1.5616480000000000e+06,2.2439086600000000e+08,3.8172477240000000e+09,3.7883622910000000e+09,6.4677809000000000e+07
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.1074329000000000e+08,4.9274100000000000e+06,1.1088180000000000e+07,1.8726000000000000e+05,1.7973900000000000e+06,1.3890860000000000e+08,1.5087900000000000e+06,1.3739981000000000e+08,1.8365010000000000e+07,6.7080000000000000e+04,1.8297930000000000e+07,1.8162791000000000e+07,3.2830000000000000e+05,1.7834491000000000e+07,1.7543640100000000e+08,1.7353223100000000e+08,1.0165070000000000e+07
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,5.6236001000000000e+08,3.6020165000000000e+07,2.4519520000000000e+07,0.0000000000000000e+00,6.7487500000000000e+06,6.5427117500000000e+08,7.4988960000000000e+06,6.4677227900000000e+08,8.1496756000000000e+07,9.2229000000000000e+05,8.0574466000000000e+07,7.6502420000000000e+07,1.2474550000000000e+07,6.4027870000000000e+07,8.1227035100000000e+08,7.9137461500000000e+08,2.4622730000000000e+07
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.0735216992000000e+10,4.6672146070000000e+09,5.3698676700000000e+08,4.5252410000000000e+07,1.1195154800000000e+09,1.7104879006000000e+10,1.6794812000000000e+08,1.6936930886000000e+10,8.4708175000000000e+08,3.3121400000000000e+06,8.4376961000000000e+08,1.1631496080000000e+09,6.5156925000000000e+07,1.0979926830000000e+09,1.9115110364000000e+10,1.8878693179000000e+10,6.9275000000000000e+05
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,1.4857032000000000e+08,9.0762600000000000e+06,3.4915900000000000e+06,0.0000000000000000e+00,1.0855400000000000e+06,1.8498739000000000e+08,5.7800000000000000e+05,1.8440939000000000e+08,2.4570565000000000e+07,1.5892800000000000e+06,2.2981285000000000e+07,2.4049246000000000e+07,5.0700000000000000e+05,2.3542246000000000e+07,2.3360720100000000e+08,2.3093292100000000e+08,2.2763680000000000e+07
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,1.9068304100000000e+09,3.4591630000000000e+08,2.8099000000000000e+07,8.0677000000000000e+06,1.2976240000000000e+07,2.3768769500000000e+09,1.1627700000000000e+07,2.3652492500000000e+09,1.3068437000000000e+08,1.5676400000000000e+06,1.2911673000000000e+08,1.0762977800000000e+08,4.1625400000000000e+05,1.0721352400000000e+08,2.6151910980000000e+09,2.6015795040000000e+09,7.4987300000000000e+07
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,3.1594273600000000e+09,4.1054073000000000e+08,3.1734867000000000e+08,2.2130500000000000e+06,3.8774820000000000e+07,3.9963314250000000e+09,2.7859755000000000e+07,3.9684716700000000e+09,3.1468067300000000e+08,2.1266250000000000e+06,3.1255404800000000e+08,4.5916290700000000e+08,5.7625000000000000e+06,4.5340040700000000e+08,4.7701750050000000e+09,4.7344261250000000e+09,6.8026795000000000e+07
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.1521822900000000e+09,5.3700280000000000e+07,4.7721100000000000e+07,2.4644200000000000e+06,6.9832000000000000e+06,1.2746919600000000e+09,3.2351750000000000e+06,1.2714567850000000e+09,1.0718670800000000e+08,6.0115000000000000e+05,1.0658555800000000e+08,6.9895664000000000e+07,1.4873400000000000e+06,6.8408324000000000e+07,1.4517743320000000e+09,1.4464506670000000e+09,1.1640670000000000e+07
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,3.4847844400000000e+08,3.4756633000000000e+07,2.8066977000000000e+07,7.2880000000000000e+05,6.4587600000000000e+06,4.3946785400000000e+08,2.0990000000000000e+06,4.3736885400000000e+08,5.5291444000000000e+07,4.7679000000000000e+05,5.4814654000000000e+07,5.9353650000000000e+07,2.6581400000000000e+05,5.9087836000000000e+07,5.5411294800000000e+08,5.5127134400000000e+08,2.0978240000000000e+07
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,4.8378502500000000e+08,2.1843700000000000e+07,8.1076000000000000e+06,1.7360000000000000e+05,2.3832000000000000e+06,5.3912329500000000e+08,7.3456900000000000e+06,5.3177760500000000e+08,6.3989861000000000e+07,3.9867000000000000e+05,6.3591191000000000e+07,2.4101198000000000e+07,6.7844500000000000e+05,2.3422753000000000e+07,6.2721435400000000e+08,6.1879154900000000e+08,2.2830170000000000e+07
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.0600411500000000e+09,6.3226600000000000e+07,1.9159400000000000e+07,6.4631000000000000e+05,5.9010000000000000e+06,1.1547641450000000e+09,4.0804500000000000e+06,1.1506836950000000e+09,1.2069355400000000e+08,1.6349040000000000e+06,1.1905865000000000e+08,3.1634260000000000e+07,1.9300590000000000e+06,2.9704201000000000e+07,1.3070919590000000e+09,1.2994465460000000e+09,5.7896850000000000e+06
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.5770912300000000e+09,3.3203439000000000e+08,6.0232130000000000e+07,6.1738000000000000e+05,2.8431250000000000e+07,2.0404712900000000e+09,2.6535080000000000e+07,2.0139362100000000e+09,2.0877484100000000e+08,3.9015300000000000e+06,2.0487331100000000e+08,1.7406679400000000e+08,1.2001400000000000e+06,1.7286665400000000e+08,2.4233129250000000e+09,2.3916761750000000e+09,4.2064910000000000e+07
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3.1165429000000000e+09,5.9821060000000000e+08,1.8939900000000000e+08,4.5306000000000000e+06,2.3086300000000000e+07,3.9609948000000000e+09,9.6063000000000000e+06,3.9513885000000000e+09,2.6850528800000000e+08,4.1623700000000000e+06,2.6434291800000000e+08,2.6535353500000000e+08,1.4872000000000000e+05,2.6520481500000000e+08,4.4948536230000000e+09,4.4809362330000000e+09,2.9225400000000000e+07
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,7.6234310000000000e+07,2.3896100000000000e+06,4.8693000000000000e+05,3.0916000000000000e+06,0.0000000000000000e+00,8.8116940000000000e+07,3.1750000000000000e+05,8.7799440000000000e+07,7.7606900000000000e+06,8.2600000000000000e+03,7.7524300000000000e+06,3.2085140000000000e+06,1.4605000000000000e+05,3.0624640000000000e+06,9.9086144000000000e+07,9.8614334000000000e+07,5.9144900000000000e+06
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.1332795400000000e+09,2.1172846000000000e+08,1.7616530000000000e+07,1.3270500000000000e+06,1.2858639000000000e+08,1.5000082200000000e+09,6.8737200000000000e+06,1.4931345000000000e+09,1.7632160500000000e+08,1.6143500000000000e+06,1.7470725500000000e+08,7.5766730000000000e+07,2.3751000000000000e+05,7.5529220000000000e+07,1.7520965550000000e+09,1.7433709750000000e+09,7.4702500000000000e+06
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,1.6106493400000000e+08,6.1974400000000000e+06,2.5776300000000000e+06,1.0661000000000000e+05,3.9740000000000000e+04,1.7683070200000000e+08,1.2473000000000000e+06,1.7558340200000000e+08,1.8132495000000000e+07,7.4300000000000000e+04,1.8058195000000000e+07,6.1426370000000000e+06,4.5305000000000000e+05,5.6895870000000000e+06,2.0110583400000000e+08,1.9933118400000000e+08,6.8443480000000000e+06
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2.7049561200000000e+09,5.0886292000000000e+08,3.0445779000000000e+08,1.3492500000000000e+07,2.4172800000000000e+07,3.5920859600000000e+09,2.2806690000000000e+07,3.5692792700000000e+09,3.3157517100000000e+08,3.4272100000000000e+06,3.2814796100000000e+08,4.7456239400000000e+08,3.1282300000000000e+06,4.7143416400000000e+08,4.3982235250000000e+09,4.3688613950000000e+09,3.6143830000000000e+07
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,2.1247874000000000e+08,5.2504900000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2653879000000000e+08,6.3700000000000000e+05,3.2590179000000000e+08,1.3413370000000000e+07,4.6860000000000000e+04,1.3366510000000000e+07,3.6867100000000000e+06,2.4519000000000000e+05,3.4415200000000000e+06,3.4363887000000000e+08,3.4270982000000000e+08,1.0880956000000000e+08
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,9.3551198000000000e+08,4.7957880000000000e+07,8.0996000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,1.1996961700000000e+09,9.2042000000000000e+05,1.1987757500000000e+09,3.7054470000000000e+07,1.7432900000000000e+05,3.6880141000000000e+07,1.9694350000000000e+07,5.3062000000000000e+05,1.9163730000000000e+07,1.2564449900000000e+09,1.2548196210000000e+09,2.1541635000000000e+08
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,2.0772145850000000e+09,8.1978810300000000e+08,1.0225878000000000e+08,6.3872550000000000e+07,2.1358493700000000e+08,3.3281642890000000e+09,3.3419782000000000e+07,3.2947445070000000e+09,3.9045612000000000e+08,5.7928000000000000e+06,3.8466332000000000e+08,4.8931834200000000e+08,4.3205270000000000e+07,4.4611307200000000e+08,4.2079387510000000e+09,4.1255208990000000e+09,5.1445334000000000e+07
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1.3953587200000000e+09,8.0391627000000000e+08,4.7355230000000000e+07,0.0000000000000000e+00,5.8776000000000000e+06,2.3036394500000000e+09,3.6578135000000000e+07,2.2670613150000000e+09,1.4681698000000000e+08,1.5825800000000000e+06,1.4523440000000000e+08,7.8999768000000000e+08,2.6060377000000000e+07,7.6393730300000000e+08,3.2404541100000000e+09,3.1762330180000000e+09,5.1131630000000000e+07
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.4640510600000000e+09,1.1708836000000000e+08,1.0867953000000000e+08,1.5294300000000000e+06,1.1345000000000000e+07,1.7032310300000000e+09,7.5395000000000000e+06,1.6956915300000000e+09,1.7390525200000000e+08,1.0991720000000000e+06,1.7280608000000000e+08,1.2966737500000000e+08,7.5173400000000000e+05,1.2891564100000000e+08,2.0068036570000000e+09,1.9974132510000000e+09,5.3765000000000000e+05
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.3816080870000000e+09,7.6207123800000000e+08,8.0973150000000000e+07,5.1571800000000000e+06,8.3749541000000000e+07,5.3426712560000000e+09,2.1369752000000000e+07,5.3213015040000000e+09,4.0640332400000000e+08,4.1911180000000000e+06,4.0221220600000000e+08,2.0440050000000000e+08,1.5177500000000000e+06,2.0288275000000000e+08,5.9534750800000000e+09,5.9263964600000000e+09,2.9112060000000000e+07
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,1.9976043160000000e+09,3.0051371700000000e+08,7.4922064000000000e+07,8.4184800000000000e+06,1.1031650000000000e+08,2.5121634670000000e+09,2.6153602000000000e+07,2.4860098650000000e+09,2.5164803000000000e+08,4.3557700000000000e+06,2.4729226000000000e+08,1.0597269700000000e+08,6.2500000000000000e+03,1.0596644700000000e+08,2.8697841940000000e+09,2.8392685720000000e+09,2.0388390000000000e+07
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,8.6233895700000000e+08,1.1378387000000000e+08,2.9243880000000000e+07,0.0000000000000000e+00,5.6697900000000000e+06,1.0532381270000000e+09,4.3074700000000000e+06,1.0489306570000000e+09,5.3267680000000000e+07,6.5180000000000000e+05,5.2615880000000000e+07,6.4142560000000000e+07,4.9565000000000000e+05,6.3646910000000000e+07,1.1706483670000000e+09,1.1651934470000000e+09,4.2201630000000000e+07
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.4980111000000000e+09,2.4553900000000000e+07,0.0000000000000000e+00,3.3600000000000000e+06,0.0000000000000000e+00,2.5260201000000000e+09,1.4515500000000000e+06,2.5245685500000000e+09,1.1492689300000000e+08,4.5000000000000000e+03,1.1492239300000000e+08,2.1169329000000000e+07,1.9360000000000000e+04,2.1149969000000000e+07,2.6621163220000000e+09,2.6606409120000000e+09,9.5100000000000000e+04
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,7.9100282100000000e+09,1.1452673600000000e+09,8.4246000000000000e+06,7.6535000000000000e+06,1.0919380000000000e+07,9.2091726100000000e+09,6.1350000000000000e+06,9.2030376100000000e+09,3.1202240300000000e+08,5.1271000000000000e+05,3.1150969300000000e+08,2.8548353600000000e+08,4.8436000000000000e+05,2.8499917600000000e+08,9.8066785490000000e+09,9.7995464790000000e+09,1.2687956000000000e+08
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1.8146637600000000e+09,2.0793307000000000e+08,1.9824200000000000e+07,4.1772000000000000e+06,5.8619600000000000e+07,2.1057207300000000e+09,1.0484080000000000e+07,2.0952366500000000e+09,1.7652450000000000e+08,1.4145600000000000e+06,1.7510994000000000e+08,6.6987680000000000e+07,9.8966000000000000e+05,6.5998020000000000e+07,2.3492329100000000e+09,2.3363446100000000e+09,5.0290000000000000e+05
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,3.3240945000000000e+08,5.0156970000000000e+07,4.5269200000000000e+06,5.0063000000000000e+05,2.2378570000000000e+07,4.2513134000000000e+08,4.7050000000000000e+05,4.2466084000000000e+08,4.0998970000000000e+07,1.5134000000000000e+05,4.0847630000000000e+07,1.5737699000000000e+07,8.8890000000000000e+04,1.5648809000000000e+07,4.8186800900000000e+08,4.8115727900000000e+08,1.5158800000000000e+07
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,3.1869544400000000e+09,5.8321070000000000e+08,0.0000000000000000e+00,1.9966520000000000e+07,1.9205270000000000e+07,3.8488032900000000e+09,1.4660000000000000e+06,3.8473372900000000e+09,1.9434223000000000e+08,1.2379900000000000e+06,1.9310424000000000e+08,2.4239214000000000e+08,1.7439000000000000e+05,2.4221775000000000e+08,4.2855376600000000e+09,4.2826592800000000e+09,3.9466360000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,4.9317370500000000e+08,5.4773020000000000e+07,1.5519350000000000e+07,3.3600000000000000e+04,1.4461580000000000e+07,5.9557250500000000e+08,3.1681200000000000e+06,5.9240438500000000e+08,6.6207691000000000e+07,6.8050000000000000e+05,6.5527191000000000e+07,4.9056501000000000e+07,1.6862700000000000e+05,4.8887874000000000e+07,7.1083669700000000e+08,7.0681945000000000e+08,1.7611250000000000e+07
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,5.5573139500000000e+08,1.3565357500000000e+08,3.7996500000000000e+07,1.5396500000000000e+06,0.0000000000000000e+00,8.1850084000000000e+08,1.0474595000000000e+07,8.0802624500000000e+08,9.4936820000000000e+07,2.9550100000000000e+06,9.1981810000000000e+07,9.3406300000000000e+07,1.2622000000000000e+06,9.2144100000000000e+07,1.0068439600000000e+09,9.9215215500000000e+08,8.7579720000000000e+07
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1.6379365390000000e+09,4.8452259700000000e+08,3.7155050800000000e+08,4.0821900000000000e+06,1.6360484000000000e+07,2.5378662680000000e+09,1.4285046200000000e+08,2.3950158060000000e+09,1.9680269000000000e+08,1.2071500000000000e+06,1.9559554000000000e+08,4.9694665200000000e+08,3.1514300000000000e+05,4.9663150900000000e+08,3.2316156100000000e+09,3.0872428550000000e+09,2.3413950000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,6.4099021000000000e+08,1.5534150000000000e+08,1.6316794000000000e+08,4.8950000000000000e+05,1.4995700000000000e+07,9.7513483000000000e+08,3.8144000000000000e+06,9.7132043000000000e+08,1.7600293900000000e+08,2.2043000000000000e+05,1.7578250900000000e+08,2.5984254000000000e+08,1.3054000000000000e+05,2.5971200000000000e+08,1.4109803090000000e+09,1.4068149390000000e+09,1.4998000000000000e+05
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.0045527100000000e+09,4.4727970000000000e+07,3.0506100000000000e+07,3.0681800000000000e+06,6.0456900000000000e+06,1.1163901800000000e+09,5.9845000000000000e+06,1.1104056800000000e+09,1.2367657300000000e+08,1.3018300000000000e+06,1.2237474300000000e+08,4.0337174000000000e+07,4.7601000000000000e+05,3.9861164000000000e+07,1.2804039270000000e+09,1.2726415870000000e+09,2.7489530000000000e+07
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,9.7445110000000000e+08,6.1478550000000000e+07,1.5467130000000000e+07,5.3158000000000000e+05,9.2498000000000000e+05,1.0696600400000000e+09,2.0105000000000000e+06,1.0676495400000000e+09,8.3004010000000000e+07,2.9865000000000000e+05,8.2705360000000000e+07,5.2461510000000000e+07,2.3143000000000000e+05,5.2230080000000000e+07,1.2051255600000000e+09,1.2025849800000000e+09,1.6806700000000000e+07
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,9.9294596000000000e+08,8.7943640000000000e+07,2.4604800000000000e+06,6.7300000000000000e+04,1.3676760000000000e+07,1.1343961100000000e+09,1.2708700000000000e+06,1.1331252400000000e+09,8.3432655000000000e+07,5.5837800000000000e+05,8.2874277000000000e+07,2.6063569000000000e+07,6.6579000000000000e+05,2.5397779000000000e+07,1.2438923340000000e+09,1.2413972960000000e+09,3.7301970000000000e+07
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,5.4498219000000000e+08,2.3872530000000000e+07,8.1213000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,5.9794180000000000e+08,7.0223300000000000e+06,5.9091947000000000e+08,6.0101310000000000e+07,2.0470000000000000e+05,5.9896610000000000e+07,2.5328260000000000e+07,1.7259100000000000e+06,2.3602350000000000e+07,6.8337137000000000e+08,6.7441843000000000e+08,2.0965780000000000e+07
