Municipality,Numbered,ADM 2006-07,NCE 2006-07
"NEW CANAAN         ",91,4.1537300000000005e+03,6.1629426000000000e+07
"NEW FAIRFIELD      ",92,3.0251799999999998e+03,3.0943159000000000e+07
"NEW HARTFORD       ",93,1.1562900000000000e+03,1.3296288000000000e+07
"NEW HAVEN          ",94,1.8928270000000000e+04,2.8476038000000000e+08
"NEW LONDON         ",95,3.4533299999999999e+03,4.4178757000000000e+07
"NEW MILFORD        ",96,4.9445400000000000e+03,5.1330757000000000e+07
"NEWINGTON          ",97,4.5779800000000005e+03,5.1737446000000000e+07
"NEWTOWN            ",98,5.7844499999999998e+03,5.9497828000000000e+07
"NORFOLK            ",99,2.7563999999999999e+02,3.5544080000000000e+06
"NORTH BRANFORD     ",100,2.5446199999999999e+03,2.5619571000000000e+07
"NORTH CANAAN       ",101,4.7460000000000002e+02,6.6804340000000000e+06
"NORTH HAVEN        ",102,3.9846500000000001e+03,3.9973403000000000e+07
"NORTH STONINGTON   ",103,8.2069000000000005e+02,1.1015649000000000e+07
"NORWALK            ",104,1.0822430000000000e+04,1.4843312300000000e+08
"NORWICH            ",105,5.6093800000000001e+03,6.5032397000000000e+07
"OLD LYME           ",106,1.2480100000000000e+03,1.8897179000000000e+07
"OLD SAYBROOK       ",107,1.5835000000000000e+03,1.8379976000000000e+07
"ORANGE             ",108,2.5513099999999999e+03,2.9904861000000000e+07
"OXFORD             ",109,2.1255700000000002e+03,2.2271993000000000e+07
"PLAINFIELD         ",110,2.6359400000000001e+03,2.8986264000000000e+07
"PLAINVILLE         ",111,2.6333000000000002e+03,3.0684803000000000e+07
"PLYMOUTH           ",112,2.0406900000000001e+03,2.0891389000000000e+07
"POMFRET            ",113,7.8210000000000002e+02,8.1421280000000000e+06
"PORTLAND           ",114,1.4706600000000001e+03,1.6615004000000000e+07
"PRESTON            ",115,7.7902999999999997e+02,9.9084740000000000e+06
"PROSPECT           ",116,1.6725699999999999e+03,1.6905509000000000e+07
"PUTNAM             ",117,1.3267500000000000e+03,1.6083151000000000e+07
"REDDING            ",118,1.7900300000000000e+03,2.5668926000000000e+07
"RIDGEFIELD         ",119,5.6061700000000001e+03,6.7253524000000000e+07
"ROCKY HILL         ",120,2.5854000000000001e+03,2.8062371000000000e+07
"ROXBURY            ",121,3.1735000000000002e+02,5.1559530000000000e+06
"SALEM              ",122,8.1909000000000003e+02,9.1772830000000000e+06
"SALISBURY          ",123,4.3696000000000004e+02,6.9564750000000000e+06
"SCOTLAND           ",124,2.7799000000000001e+02,3.9968830000000000e+06
"SEYMOUR            ",125,2.5688200000000002e+03,2.4798473000000000e+07
"SHARON             ",126,3.3340000000000003e+02,5.5138110000000000e+06
"SHELTON            ",127,5.7753299999999999e+03,6.0011455000000000e+07
"SHERMAN            ",128,6.6066999999999996e+02,7.3599980000000000e+06
"SIMSBURY           ",129,4.9912100000000000e+03,5.6066199000000000e+07
"SOMERS             ",130,1.7158500000000001e+03,1.7303807000000000e+07
"SOUTH WINDSOR      ",131,5.1879099999999999e+03,5.4753827000000000e+07
"SOUTHBURY          ",132,3.3020500000000002e+03,3.5856463000000000e+07
"SOUTHINGTON        ",133,6.8700100000000002e+03,7.3729716000000000e+07
"SPRAGUE            ",134,4.6199000000000001e+02,5.9046090000000000e+06
"STAFFORD           ",135,1.9595400000000000e+03,2.1524753000000000e+07
"STAMFORD           ",136,1.5088430000000000e+04,2.1828470800000000e+08
"STERLING           ",137,6.6015999999999997e+02,6.3401980000000000e+06
"STONINGTON         ",138,2.6161199999999999e+03,2.8344638000000000e+07
"STRATFORD          ",139,7.6189800000000005e+03,8.3194420000000000e+07
"SUFFIELD           ",140,2.4959200000000001e+03,2.5244338000000000e+07
"THOMASTON          ",141,1.3711300000000001e+03,1.3979743000000000e+07
"THOMPSON           ",142,1.5001600000000001e+03,1.4934476000000000e+07
"TOLLAND            ",143,3.2127600000000002e+03,3.0842242000000000e+07
"TORRINGTON         ",144,4.9968699999999999e+03,5.5780181000000000e+07
"TRUMBULL           ",145,6.8402900000000000e+03,7.4912151000000000e+07
"UNION              ",146,1.1220000000000000e+02,1.2211070000000000e+06
"VERNON             ",147,3.8012000000000003e+03,4.4423860000000000e+07
"VOLUNTOWN          ",148,4.5998000000000002e+02,5.5260170000000000e+06
"WALLINGFORD        ",149,7.0690299999999997e+03,7.7618664000000000e+07
"WARREN             ",150,1.9506999999999999e+02,2.5724960000000000e+06
"WASHINGTON         ",151,4.7507999999999998e+02,7.7185760000000000e+06
"WATERBURY          ",152,1.7819040000000001e+04,2.1352079400000000e+08
"WATERFORD          ",153,3.3193299999999999e+03,3.7844271000000000e+07
"WATERTOWN          ",154,3.5027200000000003e+03,3.1169763000000000e+07
"WEST HARTFORD      ",155,1.0129469999999999e+04,1.1625852800000000e+08
"WEST HAVEN         ",156,7.5851700000000001e+03,7.8025612000000000e+07
"WESTBROOK          ",157,1.0030000000000000e+03,1.1799416000000000e+07
"WESTON             ",158,2.6237800000000002e+03,4.0089331000000000e+07
"WESTPORT           ",159,5.5863000000000002e+03,8.2537466000000000e+07
"WETHERSFIELD       ",160,3.9440599999999999e+03,4.4352864000000000e+07
"WILLINGTON         ",161,8.5550000000000000e+02,1.0514241000000000e+07
"WILTON             ",162,4.3856599999999999e+03,5.8748139000000000e+07
"WINCHESTER         ",163,1.5730699999999999e+03,1.9838315000000000e+07
"WINDHAM            ",164,3.5949600000000000e+03,4.4746728000000000e+07
"WINDSOR            ",165,4.5895799999999999e+03,5.5098557000000000e+07
"WINDSOR LOCKS      ",166,2.0374000000000001e+03,2.5605915000000000e+07
"WOLCOTT            ",167,3.2679300000000003e+03,2.9962604000000000e+07
"WOODBRIDGE         ",168,1.6707400000000000e+03,2.1237883000000000e+07
"WOODBURY           ",169,1.5258800000000001e+03,1.8076640000000000e+07
"WOODSTOCK          ",170,1.4321300000000001e+03,1.3847656000000000e+07
