MUNICIPALITY,numbered,ADM 2002-03,NCE 2002-03
"MILFORD",85,7.4399200000000001e+03,7.5264628000000000e+07
"MONROE",86,4.1026599999999999e+03,3.5882916000000000e+07
"MONTVILLE",87,3.0121199999999999e+03,2.8527887000000000e+07
"MORRIS",88,3.9219999999999999e+02,4.3375930000000000e+06
"NAUGATUCK",89,5.6592700000000004e+03,4.6128637000000000e+07
"NEW BRITAIN",90,1.0919389999999999e+04,1.0840363700000000e+08
"NEW CANAAN",91,3.9635000000000000e+03,4.8220838000000000e+07
"NEW FAIRFIELD",92,3.1020999999999999e+03,2.5543159000000000e+07
"NEW HARTFORD",93,1.1763900000000001e+03,1.1254596000000000e+07
"NEW HAVEN",94,2.0048779999999999e+04,2.4615803300000000e+08
"NEW LONDON",95,3.5896300000000001e+03,4.2706671000000000e+07
"NEW MILFORD",96,5.2334899999999998e+03,4.1600333000000000e+07
"NEWINGTON",97,4.6381500000000005e+03,4.1838170000000000e+07
"NEWTOWN",98,5.3069099999999999e+03,4.5426075000000000e+07
"NORFOLK",99,2.5228000000000000e+02,3.0344540000000000e+06
"NORTH BRANFORD",100,2.5794400000000001e+03,2.1509054000000000e+07
"NORTH CANAAN",101,5.1370000000000005e+02,5.5297360000000000e+06
"NORTH HAVEN",102,3.8895799999999999e+03,3.3952295000000000e+07
"NORTH STONINGTON",103,8.7985000000000002e+02,9.4367980000000000e+06
"NORWALK",104,1.1137880000000001e+04,1.2732759600000000e+08
"NORWICH",105,5.7810699999999997e+03,5.3298262000000000e+07
"OLD LYME",106,1.2895200000000000e+03,1.5505364000000000e+07
"OLD SAYBROOK",107,1.5977600000000000e+03,1.4637360000000000e+07
"ORANGE",108,2.4894800000000000e+03,2.3665432000000000e+07
"OXFORD",109,1.8150400000000000e+03,1.5695657000000000e+07
"PLAINFIELD",110,2.6624200000000001e+03,2.4551512000000000e+07
"PLAINVILLE",111,2.6684200000000001e+03,2.6044343000000000e+07
"PLYMOUTH",112,2.0256000000000001e+03,1.7649525000000000e+07
"POMFRET",113,7.6796000000000004e+02,6.3175290000000000e+06
"PORTLAND",114,1.4617400000000000e+03,1.3590254000000000e+07
"PRESTON",115,7.4887000000000000e+02,8.1841300000000000e+06
"PROSPECT",116,1.5516800000000001e+03,1.3166992000000000e+07
"PUTNAM",117,1.4134600000000000e+03,1.5159218000000000e+07
"REDDING",118,1.7856000000000001e+03,2.1248055000000000e+07
"RIDGEFIELD",119,5.3754000000000005e+03,5.1234680000000000e+07
"ROCKY HILL",120,2.5014500000000003e+03,2.2827470000000000e+07
"ROXBURY",121,3.4991000000000003e+02,4.3904550000000000e+06
"SALEM",122,8.5188999999999999e+02,7.1570960000000000e+06
"SALISBURY",123,4.8409000000000003e+02,5.9336370000000000e+06
"SCOTLAND",124,2.7260000000000002e+02,3.1515320000000000e+06
"SEYMOUR",125,2.5984299999999998e+03,2.0073614000000000e+07
"SHARON",126,3.7200000000000000e+02,4.4372370000000000e+06
"SHELTON",127,5.6300500000000002e+03,4.9576823000000000e+07
"SHERMAN",128,6.6295000000000005e+02,5.4817320000000000e+06
"SIMSBURY",129,5.0167700000000004e+03,4.5571801000000000e+07
"SOMERS",130,1.7070699999999999e+03,1.4554481000000000e+07
"SOUTH WINDSOR",131,5.1506999999999998e+03,4.4490790000000000e+07
"SOUTHBURY",132,3.2505300000000002e+03,2.9409723000000000e+07
"SOUTHINGTON",133,6.6739700000000003e+03,5.9701061000000000e+07
"SPRAGUE",134,5.0880000000000001e+02,5.0592420000000000e+06
"STAFFORD",135,2.0161200000000001e+03,1.8735099000000000e+07
"STAMFORD",136,1.5445620000000001e+04,1.7323431600000000e+08
"STERLING",137,5.7693000000000006e+02,5.2560460000000000e+06
"STONINGTON",138,2.4602000000000003e+03,2.2943994000000000e+07
"STRATFORD",139,7.7405699999999997e+03,6.8847786000000000e+07
"SUFFIELD",140,2.2662200000000003e+03,1.8477911000000000e+07
"THOMASTON",141,1.3995400000000000e+03,1.1526503000000000e+07
"THOMPSON",142,1.4406500000000001e+03,1.2202432000000000e+07
"TOLLAND",143,3.0115599999999999e+03,2.5286199000000000e+07
"TORRINGTON",144,5.1642799999999997e+03,4.5477555000000000e+07
"TRUMBULL",145,6.5495000000000000e+03,5.9014602000000000e+07
"UNION",146,1.0600000000000000e+02,8.4803000000000000e+05
"VERNON",147,4.0126900000000001e+03,3.9181320000000000e+07
"VOLUNTOWN",148,4.7265000000000003e+02,4.6583670000000000e+06
"WALLINGFORD",149,7.2524800000000005e+03,6.3639586000000000e+07
"WARREN",150,1.8600000000000000e+02,2.0570940000000000e+06
"WASHINGTON",151,4.9657999999999998e+02,6.2307800000000000e+06
"WATERBURY",152,1.7214439999999999e+04,1.8402681200000000e+08
"WATERFORD",153,3.1164400000000001e+03,3.2557676000000000e+07
"WATERTOWN",154,3.5827400000000002e+03,2.8166927000000000e+07
"WEST HARTFORD",155,9.7293299999999999e+03,9.1812422000000000e+07
"WEST HAVEN",156,7.8059600000000000e+03,7.0692102000000000e+07
"WESTBROOK",157,1.0842600000000000e+03,9.5803390000000000e+06
"WESTON",158,2.4343699999999999e+03,3.1458022000000000e+07
"WESTPORT",159,5.1087100000000000e+03,6.5379537000000000e+07
"WETHERSFIELD",160,3.6715100000000002e+03,3.3745663000000000e+07
"WILLINGTON",161,8.9449000000000001e+02,9.1518570000000000e+06
"WILTON",162,4.0943800000000001e+03,4.4379769000000000e+07
"WINCHESTER",163,1.6116700000000001e+03,1.6959665000000000e+07
"WINDHAM",164,3.5495100000000002e+03,3.9833603000000000e+07
"WINDSOR",165,4.6975100000000002e+03,4.6550940000000000e+07
"WINDSOR LOCKS",166,2.0510799999999999e+03,2.0130716000000000e+07
"WOLCOTT",167,3.1926700000000001e+03,2.4233498000000000e+07
"WOODBRIDGE",168,1.7602800000000000e+03,1.8132822000000000e+07
"WOODBURY",169,1.5287900000000000e+03,1.4129198000000000e+07
"WOODSTOCK",170,1.4208800000000001e+03,1.1383229000000000e+07
