MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL GROSS MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GROSS GRAND LIST,TOTAL NET GRAND LIST,OTHER
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,2.2057154000000000e+08,9.5752000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9195324000000000e+08,7.0750000000000000e+05,2.9124574000000000e+08,1.3277650000000000e+07,6.6770000000000000e+04,1.3210880000000000e+07,5.6828300000000000e+06,4.6700000000000000e+04,5.6361300000000000e+06,3.1091372000000000e+08,3.1009275000000000e+08,6.1806500000000000e+07
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1.0041602120000000e+09,8.6658437000000000e+07,3.7831270000000000e+07,6.5905000000000000e+05,1.0563501000000000e+07,1.1570730800000000e+09,2.7360000000000000e+06,1.1543370800000000e+09,1.0286489000000000e+08,3.9860000000000000e+05,1.0246629000000000e+08,5.5672772000000000e+07,6.1829000000000000e+05,5.5054482000000000e+07,1.3156107420000000e+09,1.3118578520000000e+09,1.7200610000000000e+07
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,1.7767471000000000e+08,4.5216640000000000e+07,3.0281470000000000e+07,4.7534000000000000e+05,6.6235600000000000e+06,2.9136861000000000e+08,3.2000000000000000e+05,2.9104861000000000e+08,2.1251390000000000e+07,7.8170000000000000e+04,2.1173220000000000e+07,6.0194230000000000e+07,1.0470100000000000e+06,5.9147220000000000e+07,3.7281423000000000e+08,3.7136905000000000e+08,3.1096890000000000e+07
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,1.9103798590000000e+09,3.3672359500000000e+08,2.2993211000000000e+08,1.9426000000000000e+06,3.2657889000000000e+07,2.5457207830000000e+09,9.5394000000000000e+06,2.5361813830000000e+09,1.8831272400000000e+08,2.1174500000000000e+06,1.8619527400000000e+08,2.4412372600000000e+08,8.7616100000000000e+06,2.3536211600000000e+08,2.9781572330000000e+09,2.9577387730000000e+09,3.4084730000000000e+07
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,4.5061401000000000e+08,5.6439040000000000e+07,6.5517900000000000e+06,9.8714000000000000e+05,0.0000000000000000e+00,5.5831023000000000e+08,2.5200000000000000e+06,5.5579023000000000e+08,3.8970765000000000e+07,3.2494000000000000e+05,3.8645825000000000e+07,2.9687212000000000e+07,6.7542800000000000e+05,2.9011784000000000e+07,6.2696820700000000e+08,6.2344783900000000e+08,4.3718250000000000e+07
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,8.6186315320000000e+09,2.1719507090000000e+09,2.0711733000000000e+08,6.0834340000000000e+07,2.6311148300000000e+08,1.1449759114000000e+10,9.0733615000000000e+07,1.1359025499000000e+10,5.3928258000000000e+08,1.3608731000000000e+07,5.2567384900000000e+08,7.5227006900000000e+08,1.1949294000000000e+07,7.4032077500000000e+08,1.2741311763000000e+10,1.2625020123000000e+10,1.2811372000000000e+08
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.4932934370000000e+09,3.6002000000000000e+08,6.2579000000000000e+07,3.7030000000000000e+06,1.0521770000000000e+08,2.0996242370000000e+09,4.3265000000000000e+06,2.0952977370000000e+09,1.7408208000000000e+08,3.8684900000000000e+06,1.7021359000000000e+08,1.1517337700000000e+08,3.9410000000000000e+04,1.1513396700000000e+08,2.3888796940000000e+09,2.3806452940000000e+09,7.4811100000000000e+07
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.3101284970000000e+09,6.9075903000000000e+07,8.9600000000000000e+05,5.7840000000000000e+05,2.6099200000000000e+06,1.4140741100000000e+09,3.9833000000000000e+06,1.4100908100000000e+09,6.2229860000000000e+07,2.7114000000000000e+05,6.1958720000000000e+07,2.9111210000000000e+07,1.4567000000000000e+05,2.8965540000000000e+07,1.5054151800000000e+09,1.5010150700000000e+09,3.0785390000000000e+07
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2.0629243000000000e+09,2.5719560000000000e+08,2.1354200000000000e+07,4.3969000000000000e+06,1.5221000000000000e+06,2.4086287000000000e+09,7.6725000000000000e+06,2.4009562000000000e+09,8.5151036000000000e+07,3.9469000000000000e+05,8.4756346000000000e+07,6.1125148000000000e+07,0.0000000000000000e+00,6.1125148000000000e+07,2.5549048840000000e+09,2.5468376940000000e+09,6.1235600000000000e+07
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.4854855000000000e+09,3.5750950000000000e+08,8.6691200000000000e+07,5.3210000000000000e+05,1.4523300000000000e+07,1.9718033000000000e+09,4.2513291200000000e+08,1.5466703880000000e+09,1.1444137100000000e+08,9.9281400000000000e+05,1.1344855700000000e+08,9.8095421000000000e+07,2.4760000000000000e+04,9.8070661000000000e+07,2.1843400920000000e+09,1.7581896060000000e+09,2.7061700000000000e+07
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.1783178550000000e+09,3.6123060000000000e+07,3.8969280000000000e+07,0.0000000000000000e+00,1.5682000000000000e+05,1.2713401350000000e+09,3.5410000000000000e+06,1.2677991350000000e+09,9.6704730000000000e+07,3.7519000000000000e+05,9.6329540000000000e+07,4.8145970000000000e+07,1.9660000000000000e+05,4.7949370000000000e+07,1.4161908350000000e+09,1.4120780450000000e+09,1.7773120000000000e+07
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,6.7506540000000000e+08,1.8489000000000000e+06,0.0000000000000000e+00,1.5990000000000000e+06,1.9070000000000000e+06,6.9535720000000000e+08,1.9965000000000000e+06,6.9336070000000000e+08,3.1768089000000000e+07,5.2810000000000000e+04,3.1715279000000000e+07,7.8602650000000000e+06,1.2246400000000000e+05,7.7378010000000000e+06,7.3498555400000000e+08,7.3281378000000000e+08,1.4936900000000000e+07
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1.9806015700000000e+09,2.8511988400000000e+08,1.1144670000000000e+07,0.0000000000000000e+00,2.4186510000000000e+07,2.3255306040000000e+09,5.5971500000000000e+06,2.3199334540000000e+09,1.6606701500000000e+08,3.1565800000000000e+05,1.6575135700000000e+08,1.1544876400000000e+08,3.2425700000000000e+05,1.1512450700000000e+08,2.6070463830000000e+09,2.6008093180000000e+09,2.4477970000000000e+07
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,6.5090186300000000e+08,2.3029290000000000e+07,5.9587000000000000e+06,0.0000000000000000e+00,2.3722300000000000e+06,6.9279466300000000e+08,4.5335000000000000e+06,6.8826116300000000e+08,6.4264230000000000e+07,4.4942000000000000e+05,6.3814810000000000e+07,2.2910520000000000e+07,9.2779000000000000e+05,2.1982730000000000e+07,7.7996941300000000e+08,7.7405870300000000e+08,1.0532580000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1.8617785000000000e+09,2.6240144000000000e+08,2.5056873000000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,2.4119837500000000e+09,3.6046055000000000e+07,2.3759376950000000e+09,1.8519507100000000e+08,5.2008000000000000e+05,1.8467499100000000e+08,2.1880083700000000e+08,1.0886500000000000e+06,2.1771218700000000e+08,2.8159796580000000e+09,2.7783248730000000e+09,3.7235080000000000e+07
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1.9836312210000000e+09,2.8999725000000000e+08,1.2448380000000000e+07,0.0000000000000000e+00,2.9099030000000000e+07,2.3351940410000000e+09,6.3920800000000000e+06,2.3288019610000000e+09,1.4133888000000000e+08,3.6508000000000000e+05,1.4097380000000000e+08,1.3438614500000000e+08,5.6951500000000000e+05,1.3381663000000000e+08,2.6109190660000000e+09,2.6035923910000000e+09,2.0018160000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2.8883182510000000e+09,4.3136129200000000e+08,1.0672188500000000e+08,0.0000000000000000e+00,2.7200180000000000e+07,3.5451379710000000e+09,2.0181675000000000e+07,3.5249562960000000e+09,3.0419080300000000e+08,1.8301100000000000e+06,3.0236069300000000e+08,1.9513436200000000e+08,4.1029200000000000e+05,1.9472407000000000e+08,4.0444631360000000e+09,4.0220410590000000e+09,9.1536363000000000e+07
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.2359470000000000e+08,2.1245200000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.3826000000000000e+06,1.5937400000000000e+08,9.2900000000000000e+05,1.5844500000000000e+08,1.6299240000000000e+07,1.8878000000000000e+05,1.6110460000000000e+07,2.3848710000000000e+07,6.1720000000000000e+04,2.3786990000000000e+07,1.9952195000000000e+08,1.9834245000000000e+08,1.3151500000000000e+07
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,5.7458341000000000e+08,3.9641020000000000e+07,1.7977370000000000e+07,7.0690000000000000e+05,1.0497400000000000e+07,6.8664554000000000e+08,6.4230300000000000e+06,6.8022251000000000e+08,7.2586080000000000e+07,1.2143000000000000e+06,7.1371780000000000e+07,6.9740675000000000e+07,1.3244760000000000e+07,5.6495915000000000e+07,8.2897229500000000e+08,8.0809020500000000e+08,4.3239440000000000e+07
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.4221515980000000e+10,6.0050782680000000e+09,8.7139268000000000e+08,6.2515700000000000e+07,1.2751085800000000e+09,2.2436280708000000e+10,2.2709704000000000e+07,2.2413571004000000e+10,7.5583321900000000e+08,3.4188500000000000e+06,7.5241436900000000e+08,1.0515519690000000e+09,1.6500000000000000e+04,1.0515354690000000e+09,2.4243665896000000e+10,2.4217520842000000e+10,6.6950000000000000e+05
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,2.1765150000000000e+08,1.4825220000000000e+07,1.8954200000000000e+06,0.0000000000000000e+00,1.6790200000000000e+06,2.7638629000000000e+08,4.0950000000000000e+05,2.7597679000000000e+08,2.0896535000000000e+07,9.5690000000000000e+04,2.0800845000000000e+07,2.3811429000000000e+07,2.7854000000000000e+05,2.3532889000000000e+07,3.2109425400000000e+08,3.2031052400000000e+08,4.0335130000000000e+07
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,2.3440743000000000e+09,4.1809964000000000e+08,3.3226300000000000e+07,8.4520000000000000e+06,2.4794350000000000e+07,2.9383741500000000e+09,7.7866700000000000e+06,2.9305874800000000e+09,1.2257471300000000e+08,1.3585100000000000e+06,1.2121620300000000e+08,8.8310345000000000e+07,4.5503800000000000e+05,8.7855307000000000e+07,3.1492592080000000e+09,3.1396589900000000e+09,1.0972756000000000e+08
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,3.3662306190000000e+09,3.9321126500000000e+08,2.7275745000000000e+08,1.4701400000000000e+06,2.0158320000000000e+07,4.1085182140000000e+09,1.5953500000000000e+07,4.0925647140000000e+09,2.9297201200000000e+08,2.1583140000000000e+06,2.9081369800000000e+08,3.8775962800000000e+08,0.0000000000000000e+00,3.8775962800000000e+08,4.7892498540000000e+09,4.7711380400000000e+09,5.4690420000000000e+07
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.1231134300000000e+09,5.6777960000000000e+07,4.5033450000000000e+07,2.5382000000000000e+06,5.2858400000000000e+06,1.2447293900000000e+09,2.4460000000000000e+06,1.2422833900000000e+09,9.6018589000000000e+07,4.7145600000000000e+05,9.5547133000000000e+07,5.3186490000000000e+07,1.4054400000000000e+06,5.1781050000000000e+07,1.3939344690000000e+09,1.3896115730000000e+09,1.1980510000000000e+07
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,4.4704002700000000e+08,3.5587200000000000e+07,3.3804470000000000e+07,0.0000000000000000e+00,6.4957930000000000e+06,5.3384865000000000e+08,2.5992520000000000e+06,5.3124939800000000e+08,5.0028393000000000e+07,0.0000000000000000e+00,5.0028393000000000e+07,4.9304278000000000e+07,5.6580000000000000e+04,4.9247698000000000e+07,6.3318132100000000e+08,6.3052548900000000e+08,1.0921160000000000e+07
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,4.8461024000000000e+08,1.5555710000000000e+07,7.4177000000000000e+06,1.4700000000000000e+05,2.6206000000000000e+06,5.9447630600000000e+08,6.1154400000000000e+06,5.8836086600000000e+08,5.8973584000000000e+07,4.7208000000000000e+05,5.8501504000000000e+07,2.2230428000000000e+07,5.3939800000000000e+05,2.1691030000000000e+07,6.7568031800000000e+08,6.6855340000000000e+08,8.4125056000000000e+07
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.0104525100000000e+09,5.9337000000000000e+07,2.1046600000000000e+07,5.7136000000000000e+05,3.2732000000000000e+06,1.1000105000000000e+09,7.9559500000000000e+06,1.0920545500000000e+09,1.0865760800000000e+08,1.9187100000000000e+06,1.0673889800000000e+08,3.8729410000000000e+07,6.8695000000000000e+05,3.8042460000000000e+07,1.2473975180000000e+09,1.2368359080000000e+09,5.3298300000000000e+06
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.2926930500000000e+09,2.3174558000000000e+08,7.4628090000000000e+07,4.2273000000000000e+06,2.1070300000000000e+07,1.6474021200000000e+09,2.5240650000000000e+07,1.6221614700000000e+09,1.9435436700000000e+08,4.0295800000000000e+06,1.9032478700000000e+08,1.6451987100000000e+08,1.0718600000000000e+06,1.6344801100000000e+08,2.0062763580000000e+09,1.9759342680000000e+09,2.3037800000000000e+07
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3.9231198000000000e+09,4.8652310000000000e+08,1.4689300000000000e+08,4.5986000000000000e+06,2.0216900000000000e+07,4.6264714000000000e+09,1.0278156000000000e+07,4.6161932440000000e+09,2.4838628300000000e+08,4.3080400000000000e+06,2.4407824300000000e+08,2.8828916800000000e+08,9.8600000000000000e+04,2.8819056800000000e+08,5.1631468510000000e+09,5.1484620550000000e+09,4.5120000000000000e+07
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,7.3678240000000000e+07,2.4746400000000000e+06,4.8398000000000000e+05,3.5296100000000000e+06,0.0000000000000000e+00,8.5902510000000000e+07,3.2400000000000000e+05,8.5578510000000000e+07,6.2040650000000000e+06,4.7400000000000000e+03,6.1993250000000000e+06,2.9952350000000000e+06,1.3347000000000000e+05,2.8617650000000000e+06,9.5101810000000000e+07,9.4639600000000000e+07,5.7360400000000000e+06
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.2377536400000000e+09,2.3081999000000000e+08,2.2663820000000000e+07,1.6081100000000000e+06,1.4860388000000000e+08,1.6550395900000000e+09,1.8946829800000000e+08,1.4655712920000000e+09,1.6284949000000000e+08,1.3362600000000000e+06,1.6151323000000000e+08,7.4658609000000000e+07,2.8872500000000000e+05,7.4369884000000000e+07,1.8925476890000000e+09,1.7014544060000000e+09,1.3590150000000000e+07
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,1.7609144900000000e+08,4.8433100000000000e+06,5.7680000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,2.0366225900000000e+08,1.1093000000000000e+06,2.0255295900000000e+08,1.6640258000000000e+07,1.6019000000000000e+05,1.6480068000000000e+07,4.0073700000000000e+06,3.6053000000000000e+05,3.6468400000000000e+06,2.2430988700000000e+08,2.2267986700000000e+08,2.2669820000000000e+07
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2.7850262230000000e+09,5.7226098000000000e+08,2.5412075000000000e+08,9.6408100000000000e+06,2.6437430000000000e+07,3.6901282430000000e+09,1.6892188000000000e+07,3.6732360550000000e+09,2.9662882600000000e+08,2.0315000000000000e+06,2.9459732600000000e+08,4.4467434500000000e+08,9.6001000000000000e+05,4.4371433500000000e+08,4.4314314140000000e+09,4.4115477160000000e+09,4.2642050000000000e+07
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,2.9245050000000000e+08,4.4191600000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.3223709000000000e+08,5.0700000000000000e+05,3.3173009000000000e+08,1.2663130000000000e+07,4.6630000000000000e+04,1.2616500000000000e+07,4.0644300000000000e+06,3.0365000000000000e+05,3.7607800000000000e+06,3.4896465000000000e+08,3.4810737000000000e+08,3.5367430000000000e+07
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,9.4423018000000000e+08,4.7289910000000000e+07,8.0996000000000000e+05,0.0000000000000000e+00,2.5953900000000000e+06,1.1987750800000000e+09,8.7539000000000000e+05,1.1978996900000000e+09,3.5764010000000000e+07,1.8976000000000000e+05,3.5574250000000000e+07,1.7795750000000000e+07,5.8124000000000000e+05,1.7214510000000000e+07,1.2523348400000000e+09,1.2506884500000000e+09,2.0384964000000000e+08
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,3.0686196900000000e+09,1.0569400820000000e+09,1.3426669000000000e+08,8.7701890000000000e+07,3.2893713900000000e+08,4.7420123610000000e+09,6.6420980000000000e+07,4.6755913810000000e+09,3.5860471600000000e+08,4.4692340000000000e+06,3.5413548200000000e+08,4.2187256300000000e+08,2.6284730000000000e+07,3.9558783300000000e+08,5.5224896400000000e+09,5.4253146960000000e+09,6.5546870000000000e+07
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1.8432405600000000e+09,4.0802370000000000e+08,4.6088370000000000e+07,4.6266392000000000e+08,1.1339250000000000e+07,2.8133938500000000e+09,7.8816100000000000e+06,2.8055122400000000e+09,1.3663278000000000e+08,1.0754600000000000e+06,1.3555732000000000e+08,7.8378057000000000e+08,1.1877800000000000e+05,7.8366179200000000e+08,3.7338072000000000e+09,3.7247313520000000e+09,4.2038050000000000e+07
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.4408942700000000e+09,1.1450046000000000e+08,1.1138250000000000e+08,2.7536300000000000e+06,1.1690900000000000e+07,1.6818203400000000e+09,7.0052320000000000e+06,1.6748151080000000e+09,1.5256840000000000e+08,1.0347900000000000e+06,1.5153361000000000e+08,1.3175158600000000e+08,7.2883100000000000e+05,1.3102275500000000e+08,1.9661403260000000e+09,1.9573714730000000e+09,5.9858000000000000e+05
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.6701066000000000e+09,7.0274867000000000e+08,6.7272000000000000e+07,5.7551000000000000e+06,1.2598120000000000e+08,5.6131734700000000e+09,1.1888685920000000e+09,4.4243048780000000e+09,3.6291910000000000e+08,5.1844900000000000e+06,3.5773461000000000e+08,1.9579571000000000e+08,1.7612300000000000e+06,1.9403448000000000e+08,6.1718882800000000e+09,4.9760739680000000e+09,4.1309900000000000e+07
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,2.2230559220000000e+09,2.4040981900000000e+08,9.1232120000000000e+07,2.2551200000000000e+06,1.4187082800000000e+08,2.7184007990000000e+09,2.3388091000000000e+07,2.6950127080000000e+09,2.2444215200000000e+08,3.3589400000000000e+06,2.2108321200000000e+08,1.0598364400000000e+08,2.2836000000000000e+04,1.0596080800000000e+08,3.0488265950000000e+09,3.0220567280000000e+09,1.9576990000000000e+07
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1.0314004530000000e+09,1.2319527000000000e+08,3.7317690000000000e+07,0.0000000000000000e+00,4.2881900000000000e+06,1.2502301730000000e+09,2.7807200000000000e+06,1.2474494530000000e+09,4.9087109000000000e+07,4.9664000000000000e+05,4.8590469000000000e+07,5.3841840000000000e+07,3.4973000000000000e+05,5.3492110000000000e+07,1.3531591220000000e+09,1.3495320320000000e+09,5.4028570000000000e+07
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.4632515000000000e+09,2.3939900000000000e+07,0.0000000000000000e+00,3.3600000000000000e+06,0.0000000000000000e+00,2.4906465000000000e+09,1.3132500000000000e+06,2.4893332500000000e+09,1.1149041800000000e+08,2.2466000000000000e+04,1.1146795200000000e+08,1.7830443000000000e+07,2.7500000000000000e+03,1.7827693000000000e+07,2.6199673610000000e+09,2.6186288950000000e+09,9.5100000000000000e+04
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,8.7890348310000000e+09,1.3292242490000000e+09,1.1316600000000000e+07,3.1242000000000000e+06,8.4368000000000000e+06,1.0272126848000000e+10,1.2045000000000000e+07,1.0260081848000000e+10,2.9179446500000000e+08,6.4847000000000000e+05,2.9114599500000000e+08,2.0829332500000000e+08,1.3740200000000000e+05,2.0815592300000000e+08,1.0772214638000000e+10,1.0759383766000000e+10,1.3099016800000000e+08
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1.7969746400000000e+09,2.1476930000000000e+08,2.0389700000000000e+07,4.1287000000000000e+06,6.5415200000000000e+07,2.1024713400000000e+09,9.8368600000000000e+06,2.0926344800000000e+09,1.5661278000000000e+08,1.2810200000000000e+06,1.5533176000000000e+08,6.2568560000000000e+07,1.0337500000000000e+06,6.1534810000000000e+07,2.3216526800000000e+09,2.3095010500000000e+09,7.9380000000000000e+05
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,3.2552833000000000e+08,5.0952020000000000e+07,4.4777000000000000e+06,5.0063000000000000e+05,2.2360240000000000e+07,4.2080200000000000e+08,4.5525000000000000e+05,4.2034675000000000e+08,3.6117787000000000e+07,7.1370000000000000e+04,3.6046417000000000e+07,1.2887480000000000e+07,1.1341000000000000e+05,1.2774070000000000e+07,4.6980726700000000e+08,4.6916723700000000e+08,1.6983080000000000e+07
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,3.9295199400000000e+09,6.2698614000000000e+08,0.0000000000000000e+00,2.4267460000000000e+07,2.0863640000000000e+07,4.6616304300000000e+09,1.4428800000000000e+06,4.6601875500000000e+09,1.7859975200000000e+08,2.0096000000000000e+05,1.7839879200000000e+08,2.0024962000000000e+08,1.7540000000000000e+04,2.0023208000000000e+08,5.0404798020000000e+09,5.0388184220000000e+09,5.9993250000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,5.8621208500000000e+08,6.0523770000000000e+07,1.6806580000000000e+07,4.7740000000000000e+04,1.6110220000000000e+07,7.2939186500000000e+08,3.7864500000000000e+06,7.2560541500000000e+08,6.0471166000000000e+07,5.9227800000000000e+05,5.9878888000000000e+07,4.3623719000000000e+07,6.9540000000000000e+04,4.3554179000000000e+07,8.3348675000000000e+08,8.2903848200000000e+08,4.9691470000000000e+07
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,5.3173623500000000e+08,1.2676737500000000e+08,3.5668100000000000e+07,1.5396500000000000e+06,0.0000000000000000e+00,7.9210286000000000e+08,4.9576450000000000e+06,7.8714521500000000e+08,8.8569990000000000e+07,2.8992600000000000e+06,8.5670730000000000e+07,7.1396410000000000e+07,9.0700000000000000e+04,7.1305710000000000e+07,9.5206926000000000e+08,9.4412165500000000e+08,9.6391500000000000e+07
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1.6089241000000000e+09,4.9714650000000000e+08,3.5662109000000000e+08,3.5406700000000000e+06,1.2683160000000000e+07,2.5028636400000000e+09,1.6828816400000000e+08,2.3345754760000000e+09,1.8570811700000000e+08,1.0790100000000000e+06,1.8462910700000000e+08,4.8812501800000000e+08,2.9759400000000000e+05,4.8782742400000000e+08,3.1766967750000000e+09,3.0070320070000000e+09,2.3948120000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,6.3402414000000000e+08,1.6423930000000000e+08,1.5943520000000000e+08,5.8280000000000000e+05,1.4995700000000000e+07,9.7342497000000000e+08,3.1805000000000000e+06,9.7024447000000000e+08,1.5334748700000000e+08,5.5621000000000000e+05,1.5279127700000000e+08,2.5280188000000000e+08,0.0000000000000000e+00,2.5280188000000000e+08,1.3795743370000000e+09,1.3758376270000000e+09,1.4783000000000000e+05
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.1252762100000000e+09,4.7079480000000000e+07,3.0675600000000000e+07,3.4935800000000000e+06,4.6834200000000000e+06,1.2228014300000000e+09,5.3817300000000000e+06,1.2174197000000000e+09,1.1087523400000000e+08,7.4116000000000000e+05,1.1013407400000000e+08,4.7705800000000000e+07,5.2600000000000000e+04,4.7653200000000000e+07,1.3813824640000000e+09,1.3752069740000000e+09,1.1593140000000000e+07
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1.0259652200000000e+09,5.8570050000000000e+07,1.1744980000000000e+07,6.4707000000000000e+05,7.8317000000000000e+05,1.1167773700000000e+09,2.1525000000000000e+06,1.1146248700000000e+09,7.4808610000000000e+07,2.2814000000000000e+05,7.4580470000000000e+07,5.0179930000000000e+07,1.2198000000000000e+05,5.0057950000000000e+07,1.2417659100000000e+09,1.2392632900000000e+09,1.9066880000000000e+07
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,9.7401617000000000e+08,8.2947380000000000e+07,2.6448500000000000e+06,6.7300000000000000e+04,1.5881550000000000e+07,1.1148962500000000e+09,1.6177620000000000e+06,1.1132784880000000e+09,7.9080595000000000e+07,3.0666700000000000e+05,7.8773928000000000e+07,2.1979114000000000e+07,5.1540400000000000e+05,2.1463710000000000e+07,1.2159559590000000e+09,1.2135161260000000e+09,3.9339000000000000e+07
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,6.5115805000000000e+08,2.6449080000000000e+07,8.6318000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.1803085000000000e+08,5.4642500000000000e+06,7.1256660000000000e+08,5.3793836000000000e+07,2.2158400000000000e+05,5.3572252000000000e+07,2.2725821000000000e+07,1.0780870000000000e+06,2.1647734000000000e+07,7.9455050700000000e+08,7.8778658600000000e+08,3.1791920000000000e+07
