Entity,Median Price - 2008 - 2nd Qtr,Median Price - 2008 - 1st Qtr,Median Price - 2007 - 2nd Qtr,Change - 2nd Qtr 2008 vs 1st Qtr 2008,Change - 2nd Qtr 2008 vs 2nd Qtr 2007,Number of Sales - 2008 2nd Qtr,Change - Number of Sales - 2nd Qtr 2008 vs 1st Qtr 2008,Change - Number of Sales - 2nd Qtr 2008 vs 2nd Qtr 2007,Activity Index (4Q Sales per 1,000),PercentUnder400K
"ANDOVER",306.2000,231.0000,239.2500,3.2554112554112558e-01,2.7983281086729361e-01,7.0000000000000000e+00,4.0000000000000000e+00,-7.0000000000000000e+00,5.0860719874804401e+00,8.5714285714285698e-01
"ANSONIA",244.5000,232.0000,238.2500,5.3879310344827624e-02,2.6232948583420734e-02,4.0000000000000000e+01,2.4000000000000000e+01,-2.0000000000000000e+00,3.8332086761406101e+00,1.0000000000000000e+00
"ASHFORD",214.0000,207.2500,272.4500,3.2569360675512637e-02,-2.1453477702330703e-01,1.1000000000000000e+01,-1.0000000000000000e+00,-1.0000000000000000e+00,6.6684812193794203e+00,1.0000000000000000e+00
"AVON",482.0000,450.0000,441.0000,7.1111111111111125e-02,9.2970521541950069e-02,5.8000000000000000e+01,1.9000000000000000e+01,-1.0000000000000000e+01,8.0781118291655005e+00,3.4482758620689702e-01
"BARKHAMSTED",235.0000,360.0000,255.0000,-3.4722222222222221e-01,-7.8431372549019662e-02,6.0000000000000000e+00,-1.0000000000000000e+00,-1.3000000000000000e+01,5.8631921824104198e+00,1.0000000000000000e+00
"BEACON FALLS",230.0000,291.0000,300.5000,-2.0962199312714780e-01,-2.3460898502495842e-01,1.1000000000000000e+01,1.0000000000000000e+00,3.0000000000000000e+00,4.1214750542299301e+00,1.0000000000000000e+00
"BERLIN",268.5000,237.0000,275.0000,1.3291139240506333e-01,-2.3636363636363678e-02,4.0000000000000000e+01,1.9000000000000000e+01,-7.0000000000000000e+00,4.5119471276054899e+00,8.0000000000000004e-01
"BETHANY",365.0000,360.0000,435.0000,1.3888888888888840e-02,-1.6091954022988508e-01,1.1000000000000000e+01,-4.0000000000000000e+00,-8.0000000000000000e+00,7.3417721518987298e+00,7.2727272727272696e-01
"BETHEL",350.0000,381.2500,380.0000,-8.1967213114754078e-02,-7.8947368421052655e-02,3.9000000000000000e+01,1.3000000000000000e+01,1.0000000000000000e+00,4.6309592188397497e+00,7.9487179487179505e-01
"BETHLEHEM",295.0000,268.5000,337.5000,9.8696461824953508e-02,-1.2592592592592589e-01,6.0000000000000000e+00,2.0000000000000000e+00,-2.0000000000000000e+00,4.4127630685675499e+00,6.6666666666666696e-01
"BLOOMFIELD",215.4500,205.9500,231.2500,4.6127700898276336e-02,-6.8324324324324337e-02,5.6000000000000000e+01,2.4000000000000000e+01,-1.4000000000000000e+01,5.7329136690647502e+00,9.4642857142857095e-01
"BOLTON",317.5000,264.9000,301.0000,1.9856549641374110e-01,5.4817275747508276e-02,8.0000000000000000e+00,1.0000000000000000e+00,-5.0000000000000000e+00,4.3816942551119800e+00,7.5000000000000000e-01
"BOZRAH",,277.5000,239.5000,,,2.0000000000000000e+00,-2.0000000000000000e+00,-4.0000000000000000e+00,4.3016194331983799e+00,1.0000000000000000e+00
"BRANFORD",340.0000,332.5000,384.5000,2.2556390977443552e-02,-1.1573472041612487e-01,4.9000000000000000e+01,9.0000000000000000e+00,-1.3000000000000000e+01,3.3898305084745801e+00,6.7346938775510201e-01
"BRIDGEPORT",210.0000,210.0000,246.0500,0.0000000000000000e+00,-1.4651493598862020e-01,9.7000000000000000e+01,1.6000000000000000e+01,-4.6000000000000000e+01,2.0538022848550401e+00,9.6907216494845405e-01
"BRIDGEWATER",,,450.0000,,,1.0000000000000000e+00,-1.0000000000000000e+00,-1.2000000000000000e+01,3.3825338253382502e+00,0.0000000000000000e+00
"BRISTOL",190.0000,200.0000,210.0000,-5.0000000000000003e-02,-9.5238095238095233e-02,1.1300000000000000e+02,2.4000000000000000e+01,-4.9000000000000000e+01,4.5544112726326400e+00,9.5575221238938102e-01
"BROOKFIELD",436.0000,432.5000,455.0000,8.0924855491328884e-03,-4.1758241758241721e-02,4.5000000000000000e+01,2.2000000000000000e+01,-2.0000000000000000e+00,6.0548119821542397e+00,4.4444444444444398e-01
"BROOKLYN",219.0000,235.0000,250.0000,-6.8085106382978711e-02,-1.2400000000000000e-01,1.9000000000000000e+01,1.0000000000000000e+00,-1.0000000000000000e+00,6.1969993476842804e+00,1.0000000000000000e+00
"BURLINGTON",254.1250,310.1160,371.5000,-1.8054856892259663e-01,-3.1594885598923284e-01,2.2000000000000000e+01,1.0000000000000000e+00,-2.3000000000000000e+01,8.0296479308215005e+00,7.7272727272727304e-01
"CANAAN",587.5000,,305.0000,,9.2622950819672134e-01,4.0000000000000000e+00,2.0000000000000000e+00,-3.0000000000000000e+00,5.5205047318611999e+00,0.0000000000000000e+00
"CANTERBURY",250.0000,235.0000,315.5000,6.3829787234042534e-02,-2.0760697305863707e-01,5.0000000000000000e+00,-2.0000000000000000e+00,-2.0000000000000000e+00,4.5980031529164496e+00,1.0000000000000000e+00
"CANTON",299.4500,372.5000,348.0000,-1.9610738255033555e-01,-1.3951149425287357e-01,2.6000000000000000e+01,1.1000000000000000e+01,-7.0000000000000000e+00,5.7820696232713402e+00,7.3076923076923095e-01
"CHAPLIN",190.0000,223.7000,212.9250,-1.5064818953956183e-01,-1.0766701890336983e-01,5.0000000000000000e+00,-3.0000000000000000e+00,-1.0000000000000000e+00,5.4080629301868202e+00,1.0000000000000000e+00
"CHESHIRE",314.0000,322.0000,355.0000,-2.4844720496894457e-02,-1.1549295774647883e-01,5.4000000000000000e+01,2.3000000000000000e+01,-2.1000000000000000e+01,5.1600886024969803e+00,7.2222222222222199e-01
"CHESTER",353.0000,278.7500,380.0000,2.6636771300448436e-01,-7.1052631578947367e-02,6.0000000000000000e+00,-2.0000000000000000e+00,-3.0000000000000000e+00,4.8845470692717603e+00,6.6666666666666696e-01
"CLINTON",330.0000,285.0000,361.5000,1.5789473684210531e-01,-8.7136929460580936e-02,3.3000000000000000e+01,7.0000000000000000e+00,-2.1000000000000000e+01,6.9811632518175797e+00,6.6666666666666696e-01
"COLCHESTER",238.0000,260.0000,287.5000,-8.4615384615384648e-02,-1.7217391304347829e-01,4.3000000000000000e+01,2.2000000000000000e+01,-6.0000000000000000e+00,6.5180824222035296e+00,9.7674418604651203e-01
"COLEBROOK",,270.0000,225.0000,,,1.0000000000000000e+00,-2.0000000000000000e+00,-2.0000000000000000e+00,7.5757575757575797e+00,1.0000000000000000e+00
"COLUMBIA",286.8750,200.0000,262.0000,4.3437500000000001e-01,9.4942748091602969e-02,1.0000000000000000e+01,1.0000000000000000e+00,-1.0000000000000000e+00,5.9219693450998596e+00,1.0000000000000000e+00
"CORNWALL",805.0000,350.0000,525.4750,1.3000000000000000e+00,5.3194728578904793e-01,4.0000000000000000e+00,-1.0000000000000000e+00,0.0000000000000000e+00,4.2780748663101598e+00,2.5000000000000000e-01
