Municipality,numbered,ADM 2003-04,NCE 2003-04
"RIDGEFIELD         ",119,5.5025299999999997e+03,55948895.0000
"ROCKY HILL         ",120,2.4765999999999999e+03,23658467.0000
"ROXBURY            ",121,3.6134000000000003e+02,4715354.0000
"SALEM              ",122,8.4769000000000005e+02,7561425.0000
"SALISBURY          ",123,4.8350000000000000e+02,6193657.0000
"SCOTLAND           ",124,2.7210000000000002e+02,3469673.0000
"SEYMOUR            ",125,2.5534500000000003e+03,22060448.0000
"SHARON             ",126,3.5538999999999999e+02,4598188.0000
"SHELTON            ",127,5.7715500000000002e+03,51547671.0000
"SHERMAN            ",128,6.5748000000000002e+02,6044370.0000
"SIMSBURY           ",129,5.0353400000000001e+03,47948799.0000
"SOMERS             ",130,1.7311700000000001e+03,14955924.0000
"SOUTH WINDSOR      ",131,5.2441400000000003e+03,46613349.0000
"SOUTHBURY          ",132,3.3295599999999999e+03,31197031.0000
"SOUTHINGTON        ",133,6.7263500000000004e+03,63991959.0000
"SPRAGUE            ",134,4.7742000000000002e+02,5279428.0000
"STAFFORD           ",135,2.0051100000000001e+03,18988879.0000
"STAMFORD           ",136,1.5486030000000001e+04,181826539.0000
"STERLING           ",137,5.8225999999999999e+02,5466024.0000
"STONINGTON         ",138,2.5067400000000002e+03,24215489.0000
"STRATFORD          ",139,7.8308000000000002e+03,70918167.0000
"SUFFIELD           ",140,2.3762700000000000e+03,20224590.0000
"THOMASTON          ",141,1.3850799999999999e+03,11817880.0000
"THOMPSON           ",142,1.4741700000000001e+03,12470792.0000
"TOLLAND            ",143,3.0915999999999999e+03,27265650.0000
"TORRINGTON         ",144,5.1534600000000000e+03,46358421.0000
"TRUMBULL           ",145,6.6350100000000002e+03,64997602.0000
"UNION              ",146,1.0700000000000000e+02,896726.0000
"VERNON             ",147,4.0179500000000003e+03,40764212.0000
"VOLUNTOWN          ",148,4.5831000000000000e+02,4518342.0000
"WALLINGFORD        ",149,7.2851300000000001e+03,67560678.0000
"WARREN             ",150,1.9600000000000000e+02,2308244.0000
"WASHINGTON         ",151,4.9913000000000000e+02,6513462.0000
"WATERBURY          ",152,1.7524820000000000e+04,187723242.0000
"WATERFORD          ",153,3.1601599999999999e+03,33506571.0000
"WATERTOWN          ",154,3.5265300000000002e+03,28581381.0000
"WEST HARTFORD      ",155,9.8543700000000008e+03,96391176.0000
"WEST HAVEN         ",156,7.6912100000000000e+03,74624793.0000
"WESTBROOK          ",157,1.0567100000000000e+03,10090590.0000
"WESTON             ",158,2.4919600000000000e+03,33127388.0000
"WESTPORT           ",159,5.1840500000000002e+03,69753408.0000
"WETHERSFIELD       ",160,3.7424500000000003e+03,35849338.0000
"WILLINGTON         ",161,9.1038999999999999e+02,9784064.0000
"WILTON             ",162,4.2303299999999999e+03,47600979.0000
"WINCHESTER         ",163,1.6254200000000001e+03,17509124.0000
"WINDHAM            ",164,3.5748600000000001e+03,40901107.0000
"WINDSOR            ",165,4.7142500000000000e+03,49014361.0000
"WINDSOR LOCKS      ",166,2.0270000000000000e+03,20762344.0000
"WOLCOTT            ",167,3.2434800000000000e+03,25779554.0000
"WOODBRIDGE         ",168,1.7622400000000000e+03,19048366.0000
"WOODBURY           ",169,1.5468800000000001e+03,14903226.0000
"WOODSTOCK          ",170,1.3858000000000000e+03,11991493.0000
