MUNICIPALITY,Numbered,2008 Labor Force,2008 Unemployed,2008 Unemp Rate,2007 Labor Force,2007 Unemployed,2007 Unemp Rate,2006 Labor Force,2006 Unemployed,2006 Unemp Rate,2005 Labor Force,2005 Unemployed,2005 Unemp Rate
"NEW BRITAIN",90,3.4812000000000000e+04,2.8920000000000000e+03,8.3074801792485345e-02,3.4253000000000000e+04,2.4170000000000000e+03,7.0563162350743003e-02,3.3780000000000000e+04,2.2490000000000000e+03,6.6577856719952630e-02,3.3727000000000000e+04,2.5010000000000000e+03,7.4154238443976631e-02
"NEW CANAAN",91,9.0120000000000000e+03,3.4400000000000000e+02,3.8171327119396359e-02,8.9290000000000000e+03,2.5500000000000000e+02,2.8558629185799083e-02,8.8060000000000000e+03,2.4200000000000000e+02,2.7481262775380422e-02,8.6850000000000000e+03,2.7300000000000000e+02,3.1433506044905010e-02
"NEW FAIRFIELD",92,7.5700000000000000e+03,3.2400000000000000e+02,4.2800528401585207e-02,7.5400000000000000e+03,2.5900000000000000e+02,3.4350132625994692e-02,7.4750000000000000e+03,2.4500000000000000e+02,3.2775919732441469e-02,7.4560000000000000e+03,2.7500000000000000e+02,3.6883047210300432e-02
"NEW HARTFORD",93,3.8200000000000000e+03,1.7900000000000000e+02,4.6858638743455500e-02,3.7750000000000000e+03,1.4800000000000000e+02,3.9205298013245037e-02,3.7460000000000000e+03,1.3100000000000000e+02,3.4970635344367326e-02,3.6730000000000000e+03,1.4000000000000000e+02,3.8115981486523280e-02
"NEW HAVEN",94,5.5872000000000000e+04,4.6460000000000000e+03,8.3154352806414658e-02,5.5299000000000000e+04,4.0020000000000000e+03,7.2370205609504690e-02,5.4586000000000000e+04,3.7240000000000000e+03,6.8222621184919216e-02,5.4147000000000000e+04,3.9000000000000000e+03,7.2026151033298250e-02
"NEW LONDON",95,1.3823000000000000e+04,9.4900000000000000e+02,6.8653693120162049e-02,1.3458000000000000e+04,7.6900000000000000e+02,5.7140734135829992e-02,1.3513000000000000e+04,7.3400000000000000e+02,5.4318064086435282e-02,1.3472000000000000e+04,8.0800000000000000e+02,5.9976247030878858e-02
"NEW MILFORD",96,1.6329000000000000e+04,7.2700000000000000e+02,4.4522016045073186e-02,1.6275000000000000e+04,5.8800000000000000e+02,3.6129032258064520e-02,1.6116000000000000e+04,5.4500000000000000e+02,3.3817324398113677e-02,1.6025000000000000e+04,6.0500000000000000e+02,3.7753510140405615e-02
"NEWINGTON",97,1.6778000000000000e+04,8.0100000000000000e+02,4.7741089521993088e-02,1.6525000000000000e+04,6.7200000000000000e+02,4.0665658093797276e-02,1.6265000000000000e+04,6.2500000000000000e+02,3.8426068244697201e-02,1.6144000000000000e+04,6.9400000000000000e+02,4.2988107036669970e-02
"NEWTOWN",98,1.4339000000000000e+04,5.8500000000000000e+02,4.0797824116047147e-02,1.4255000000000000e+04,4.4900000000000000e+02,3.1497720098211154e-02,1.4132000000000000e+04,4.3500000000000000e+02,3.0781205774129634e-02,1.3935000000000000e+04,5.0700000000000000e+02,3.6383207750269105e-02
"NORFOLK",99,9.4400000000000000e+02,3.9000000000000000e+01,4.1313559322033899e-02,9.4300000000000000e+02,3.5000000000000000e+01,3.7115588547189819e-02,9.4800000000000000e+02,3.7000000000000000e+01,3.9029535864978905e-02,9.3400000000000000e+02,3.7000000000000000e+01,3.9614561027837260e-02
"NORTH BRANFORD",100,8.4120000000000000e+03,4.0800000000000000e+02,4.8502139800285310e-02,8.3520000000000000e+03,3.3600000000000000e+02,4.0229885057471264e-02,8.3050000000000000e+03,3.3700000000000000e+02,4.0577965081276340e-02,8.1530000000000000e+03,3.5900000000000000e+02,4.4032871335704646e-02
"NORTH CANAAN",101,1.7420000000000000e+03,9.1000000000000000e+01,5.2238805970149252e-02,1.7310000000000000e+03,7.9000000000000000e+01,4.5638359329867130e-02,1.7160000000000000e+03,6.6000000000000000e+01,3.8461538461538464e-02,1.7030000000000000e+03,7.4000000000000000e+01,4.3452730475631238e-02
"NORTH HAVEN",102,1.3230000000000000e+04,6.4100000000000000e+02,4.8450491307634166e-02,1.3122000000000000e+04,5.2100000000000000e+02,3.9704313366864807e-02,1.3015000000000000e+04,5.1300000000000000e+02,3.9416058394160583e-02,1.2760000000000000e+04,5.5000000000000000e+02,4.3103448275862072e-02
"NORTH STONINGTON",103,3.3630000000000000e+03,1.6300000000000000e+02,4.8468629200118941e-02,3.2620000000000000e+03,1.2500000000000000e+02,3.8320049049662783e-02,3.2630000000000000e+03,1.1300000000000000e+02,3.4630707937480847e-02,3.2190000000000000e+03,1.1400000000000000e+02,3.5414725069897485e-02
"NORWALK",104,4.8479000000000000e+04,2.2710000000000000e+03,4.6845025681222799e-02,4.8264000000000000e+04,1.8230000000000000e+03,3.7771423835571027e-02,4.7897000000000000e+04,1.7550000000000000e+03,3.6641125749003071e-02,4.7288000000000000e+04,1.9360000000000000e+03,4.0940619184571141e-02
"NORWICH",105,2.1031000000000000e+04,1.3210000000000000e+03,6.2812039370453140e-02,2.0481000000000000e+04,1.0560000000000000e+03,5.1559982422733262e-02,2.0541000000000000e+04,1.0380000000000000e+03,5.0533080181101211e-02,2.0392000000000000e+04,1.1040000000000000e+03,5.4138877991369162e-02
"OLD LYME",106,4.2470000000000000e+03,1.7000000000000000e+02,4.0028255238992227e-02,4.1730000000000000e+03,1.4600000000000000e+02,3.4986820033549006e-02,4.2000000000000000e+03,1.3000000000000000e+02,3.0952380952380953e-02,4.1800000000000000e+03,1.4300000000000000e+02,3.4210526315789476e-02
"OLD SAYBROOK",107,5.5220000000000000e+03,2.5000000000000000e+02,4.5273451647953641e-02,5.4760000000000000e+03,1.9900000000000000e+02,3.6340394448502560e-02,5.4410000000000000e+03,1.9600000000000000e+02,3.6022789928322002e-02,5.3260000000000000e+03,2.0600000000000000e+02,3.8678182500938789e-02
"ORANGE",108,7.2810000000000000e+03,3.0300000000000000e+02,4.1615162752369178e-02,7.2300000000000000e+03,2.4000000000000000e+02,3.3195020746887967e-02,7.1890000000000000e+03,2.4300000000000000e+02,3.3801641396578104e-02,7.1410000000000000e+03,2.6400000000000000e+02,3.6969612099145781e-02
"OXFORD",109,7.6000000000000000e+03,3.4100000000000000e+02,4.4868421052631578e-02,7.4110000000000000e+03,2.5600000000000000e+02,3.4543246525435167e-02,7.1650000000000000e+03,2.4100000000000000e+02,3.3635729239357988e-02,6.7090000000000000e+03,2.5500000000000000e+02,3.8008645103592191e-02
"PLAINFIELD",110,8.3910000000000000e+03,6.1100000000000000e+02,7.2816112501489685e-02,8.3180000000000000e+03,4.9100000000000000e+02,5.9028612647270981e-02,8.2010000000000000e+03,4.5600000000000000e+02,5.5602975246921107e-02,8.1880000000000000e+03,5.1200000000000000e+02,6.2530532486565704e-02
"PLAINVILLE",111,1.0132000000000000e+04,5.8300000000000000e+02,5.7540465850769835e-02,9.9490000000000000e+03,4.6400000000000000e+02,4.6637853050557843e-02,9.8750000000000000e+03,4.4200000000000000e+02,4.4759493670886073e-02,9.8350000000000000e+03,5.0800000000000000e+02,5.1652262328418914e-02
"PLYMOUTH",112,6.8410000000000000e+03,4.5100000000000000e+02,6.5926034205525508e-02,6.7480000000000000e+03,3.6900000000000000e+02,5.4682868998221695e-02,6.7320000000000000e+03,3.4600000000000000e+02,5.1396316102198455e-02,6.6690000000000000e+03,3.7500000000000000e+02,5.6230319388214128e-02
"POMFRET",113,2.2650000000000000e+03,1.1000000000000000e+02,4.8565121412803530e-02,2.2540000000000000e+03,9.0000000000000000e+01,3.9929015084294590e-02,2.2420000000000000e+03,9.7000000000000000e+01,4.3264942016057094e-02,2.2030000000000000e+03,9.2000000000000000e+01,4.1761234679981843e-02
"PORTLAND",114,5.4000000000000000e+03,2.5900000000000000e+02,4.7962962962962964e-02,5.3300000000000000e+03,2.2300000000000000e+02,4.1838649155722329e-02,5.2700000000000000e+03,1.9200000000000000e+02,3.6432637571157493e-02,5.1900000000000000e+03,2.1900000000000000e+02,4.2196531791907514e-02
"PRESTON",115,2.9360000000000000e+03,1.3700000000000000e+02,4.6662125340599457e-02,2.8560000000000000e+03,1.1700000000000000e+02,4.0966386554621849e-02,2.8510000000000000e+03,1.0400000000000000e+02,3.6478428621536302e-02,2.7990000000000000e+03,1.1100000000000000e+02,3.9657020364415860e-02
"PROSPECT",116,5.3010000000000000e+03,2.6800000000000000e+02,5.0556498773816259e-02,5.2700000000000000e+03,2.2200000000000000e+02,4.2125237191650851e-02,5.2310000000000000e+03,2.0300000000000000e+02,3.8807111450965395e-02,5.1750000000000000e+03,2.1700000000000000e+02,4.1932367149758454e-02
"PUTNAM",117,5.2360000000000000e+03,3.5400000000000000e+02,6.7608861726508790e-02,5.1860000000000000e+03,3.0100000000000000e+02,5.8040879290397224e-02,5.1140000000000000e+03,2.7700000000000000e+02,5.4165037152913570e-02,5.0240000000000000e+03,2.6600000000000000e+02,5.2945859872611467e-02
"REDDING",118,4.6920000000000000e+03,1.7400000000000000e+02,3.7084398976982097e-02,4.6730000000000000e+03,1.2500000000000000e+02,2.6749411512946714e-02,4.6420000000000000e+03,1.3100000000000000e+02,2.8220594571305473e-02,4.4300000000000000e+03,1.3700000000000000e+02,3.0925507900677201e-02
"RIDGEFIELD",119,1.1818000000000000e+04,4.5000000000000000e+02,3.8077508884752073e-02,1.1662000000000000e+04,3.4000000000000000e+02,2.9154518950437316e-02,1.1541000000000000e+04,3.3000000000000000e+02,2.8593709383935535e-02,1.1448000000000000e+04,3.6500000000000000e+02,3.1883298392732358e-02
"ROCKY HILL",120,1.0860000000000000e+04,5.1100000000000000e+02,4.7053406998158381e-02,1.0687000000000000e+04,4.1600000000000000e+02,3.8925797698137928e-02,1.0539000000000000e+04,3.7900000000000000e+02,3.5961666192238353e-02,1.0386000000000000e+04,4.2100000000000000e+02,4.0535336029270175e-02
"ROXBURY",121,1.3790000000000000e+03,5.3000000000000000e+01,3.8433647570703409e-02,1.3680000000000000e+03,3.9000000000000000e+01,2.8508771929824560e-02,1.3630000000000000e+03,3.4000000000000000e+01,2.4944974321349962e-02,1.3400000000000000e+03,4.0000000000000000e+01,2.9850746268656716e-02
"SALEM",122,2.6700000000000000e+03,1.1800000000000000e+02,4.4194756554307116e-02,2.5940000000000000e+03,8.7000000000000000e+01,3.3538936006168078e-02,2.6060000000000000e+03,8.9000000000000000e+01,3.4151957022256332e-02,2.5700000000000000e+03,9.6000000000000000e+01,3.7354085603112840e-02
"SALISBURY",123,1.9560000000000000e+03,7.4000000000000000e+01,3.7832310838445807e-02,1.9620000000000000e+03,6.8000000000000000e+01,3.4658511722731905e-02,1.9680000000000000e+03,6.7000000000000000e+01,3.4044715447154469e-02,1.9670000000000000e+03,7.7000000000000000e+01,3.9145907473309607e-02
"SCOTLAND",124,1.0170000000000000e+03,3.6000000000000000e+01,3.5398230088495575e-02,1.0050000000000000e+03,2.8000000000000000e+01,2.7860696517412936e-02,9.9100000000000000e+02,2.7000000000000000e+01,2.7245206861755803e-02,9.6800000000000000e+02,3.2000000000000000e+01,3.3057851239669422e-02
"SEYMOUR",125,9.3640000000000000e+03,5.2900000000000000e+02,5.6492951730029904e-02,9.2710000000000000e+03,4.2700000000000000e+02,4.6057598964512995e-02,9.1040000000000000e+03,4.0600000000000000e+02,4.4595782073813706e-02,8.9020000000000000e+03,4.1700000000000000e+02,4.6843405976185123e-02
"SHARON",126,1.5640000000000000e+03,5.6000000000000000e+01,3.5805626598465472e-02,1.5560000000000000e+03,4.5000000000000000e+01,2.8920308483290490e-02,1.5520000000000000e+03,3.9000000000000000e+01,2.5128865979381444e-02,1.5360000000000000e+03,4.8000000000000000e+01,3.1250000000000000e-02
"SHELTON",127,2.3183000000000000e+04,1.1560000000000000e+03,4.9864124574041324e-02,2.2991000000000000e+04,9.1400000000000000e+02,3.9754686616502111e-02,2.2665000000000000e+04,8.5000000000000000e+02,3.7502757555702627e-02,2.1965000000000000e+04,9.4000000000000000e+02,4.2795356248577283e-02
"SHERMAN",128,2.1510000000000000e+03,7.4000000000000000e+01,3.4402603440260346e-02,2.1490000000000000e+03,6.7000000000000000e+01,3.1177291763610983e-02,2.1260000000000000e+03,6.2000000000000000e+01,2.9162746942615239e-02,2.1100000000000000e+03,7.0000000000000000e+01,3.3175355450236969e-02
"SIMSBURY",129,1.2154000000000000e+04,4.7600000000000000e+02,3.9164061214415007e-02,1.2015000000000000e+04,3.7500000000000000e+02,3.1210986267166042e-02,1.1860000000000000e+04,3.6200000000000000e+02,3.0522765598650928e-02,1.1727000000000000e+04,4.0600000000000000e+02,3.4620960177368466e-02
"SOMERS",130,4.7580000000000000e+03,2.5300000000000000e+02,5.3173602353930226e-02,4.6780000000000000e+03,2.1200000000000000e+02,4.5318512184694314e-02,4.6410000000000000e+03,2.0200000000000000e+02,4.3525102348631758e-02,4.5990000000000000e+03,2.1700000000000000e+02,4.7184170471841702e-02
"SOUTH WINDSOR",131,1.4865000000000000e+04,6.1400000000000000e+02,4.1305079044735959e-02,1.4652000000000000e+04,4.8900000000000000e+02,3.3374283374283373e-02,1.4523000000000000e+04,4.8600000000000000e+02,3.3464160297459203e-02,1.4315000000000000e+04,5.1400000000000000e+02,3.5906391896611947e-02
"SOUTHBURY",132,9.1860000000000000e+03,4.1800000000000000e+02,4.5504027868495535e-02,9.1090000000000000e+03,3.3500000000000000e+02,3.6776814139861676e-02,8.9600000000000000e+03,3.1600000000000000e+02,3.5267857142857142e-02,8.8250000000000000e+03,3.5700000000000000e+02,4.0453257790368270e-02
"SOUTHINGTON",133,2.4370000000000000e+04,1.1320000000000000e+03,4.6450553959786624e-02,2.4021000000000000e+04,9.6100000000000000e+02,4.0006660838433038e-02,2.3722000000000000e+04,8.8700000000000000e+02,3.7391450973779612e-02,2.3392000000000000e+04,9.9600000000000000e+02,4.2578659370725032e-02
"SPRAGUE",134,1.8340000000000000e+03,1.1900000000000000e+02,6.4885496183206104e-02,1.7790000000000000e+03,9.1000000000000000e+01,5.1152332771219784e-02,1.7980000000000000e+03,9.9000000000000000e+01,5.5061179087875417e-02,1.7770000000000000e+03,1.0200000000000000e+02,5.7400112549240295e-02
"STAFFORD",135,6.8750000000000000e+03,3.8900000000000000e+02,5.6581818181818185e-02,6.7640000000000000e+03,3.0500000000000000e+02,4.5091661738616201e-02,6.7010000000000000e+03,3.0100000000000000e+02,4.4918668855394715e-02,6.6720000000000000e+03,3.5100000000000000e+02,5.2607913669064747e-02
"STAMFORD",136,6.7066000000000000e+04,3.0920000000000000e+03,4.6103838010318192e-02,6.6093000000000000e+04,2.4500000000000000e+03,3.7068978560513215e-02,6.5470000000000000e+04,2.3720000000000000e+03,3.6230334504353139e-02,6.4993000000000000e+04,2.7510000000000000e+03,4.2327635283799792e-02
"STERLING",137,2.1100000000000000e+03,1.3700000000000000e+02,6.4928909952606639e-02,2.0670000000000000e+03,9.6000000000000000e+01,4.6444121915820029e-02,2.0090000000000000e+03,9.4000000000000000e+01,4.6789447486311600e-02,1.9310000000000000e+03,1.0500000000000000e+02,5.4375970999482132e-02
"STONINGTON",138,1.0756000000000000e+04,4.5100000000000000e+02,4.1930085533655632e-02,1.0469000000000000e+04,3.4000000000000000e+02,3.2476836374056739e-02,1.0432000000000000e+04,3.0100000000000000e+02,2.8853527607361963e-02,1.0346000000000000e+04,3.3700000000000000e+02,3.2572975062826214e-02
"STRATFORD",139,2.5946000000000000e+04,1.5560000000000000e+03,5.9970708394357509e-02,2.5726000000000000e+04,1.2120000000000000e+03,4.7111871258648838e-02,2.5586000000000000e+04,1.1960000000000000e+03,4.6744313296333932e-02,2.5443000000000000e+04,1.3340000000000000e+03,5.2430924026254766e-02
"SUFFIELD",140,7.5120000000000000e+03,3.5000000000000000e+02,4.6592119275825343e-02,7.4710000000000000e+03,2.9600000000000000e+02,3.9619863472092093e-02,7.3930000000000000e+03,2.7800000000000000e+02,3.7603138103611523e-02,7.1330000000000000e+03,2.9800000000000000e+02,4.1777653161362678e-02
"THOMASTON",141,4.6130000000000000e+03,2.8200000000000000e+02,6.1131584652070234e-02,4.5650000000000000e+03,2.2800000000000000e+02,4.9945235487404163e-02,4.5650000000000000e+03,2.2100000000000000e+02,4.8411829134720703e-02,4.5210000000000000e+03,2.3700000000000000e+02,5.2422030524220307e-02
"THOMPSON",142,5.3420000000000000e+03,3.2800000000000000e+02,6.1400224634968179e-02,5.2730000000000000e+03,2.6900000000000000e+02,5.1014602692964157e-02,5.2380000000000000e+03,2.5000000000000000e+02,4.7728140511645666e-02,5.2020000000000000e+03,2.6500000000000000e+02,5.0941945405613226e-02
"TOLLAND",143,8.4620000000000000e+03,3.4300000000000000e+02,4.0534152682580947e-02,8.3090000000000000e+03,2.7300000000000000e+02,3.2855939342881210e-02,8.2340000000000000e+03,2.6000000000000000e+02,3.1576390575661889e-02,8.0670000000000000e+03,2.8200000000000000e+02,3.4957233172182967e-02
"TORRINGTON",144,1.9722000000000000e+04,1.2310000000000000e+03,6.2417604705405132e-02,1.9238000000000000e+04,1.0290000000000000e+03,5.3487888553903733e-02,1.9235000000000000e+04,9.8100000000000000e+02,5.1000779828437745e-02,1.9107000000000000e+04,1.0990000000000000e+03,5.7518187051865809e-02
"TRUMBULL",145,1.7868000000000000e+04,7.9500000000000000e+02,4.4492948287441235e-02,1.7749000000000000e+04,6.1400000000000000e+02,3.4593498225252130e-02,1.7582000000000000e+04,6.0300000000000000e+02,3.4296439540439087e-02,1.7472000000000000e+04,6.7300000000000000e+02,3.8518772893772896e-02
"UNION",146,4.7700000000000000e+02,1.9000000000000000e+01,3.9832285115303984e-02,4.7100000000000000e+02,1.5000000000000000e+01,3.1847133757961783e-02,4.6700000000000000e+02,1.6000000000000000e+01,3.4261241970021415e-02,4.5300000000000000e+02,1.4000000000000000e+01,3.0905077262693158e-02
"VERNON",147,1.7591000000000000e+04,9.1200000000000000e+02,5.1844693309078503e-02,1.7219000000000000e+04,7.4700000000000000e+02,4.3382310238689818e-02,1.7024000000000000e+04,7.2800000000000000e+02,4.2763157894736843e-02,1.6706000000000000e+04,7.5400000000000000e+02,4.5133484975457917e-02
"VOLUNTOWN",148,1.6580000000000000e+03,1.0200000000000000e+02,6.1519903498190594e-02,1.6040000000000000e+03,7.7000000000000000e+01,4.8004987531172071e-02,1.5980000000000000e+03,6.5000000000000000e+01,4.0675844806007506e-02,1.6040000000000000e+03,8.4000000000000000e+01,5.2369077306733167e-02
"WALLINGFORD",149,2.5521000000000000e+04,1.2520000000000000e+03,4.9057638807256769e-02,2.5162000000000000e+04,1.0080000000000000e+03,4.0060408552579287e-02,2.4941000000000000e+04,9.7300000000000000e+02,3.9012068481616619e-02,2.4592000000000000e+04,1.0650000000000000e+03,4.3306766428106699e-02
"WARREN",150,7.5200000000000000e+02,3.1000000000000000e+01,4.1223404255319146e-02,7.4900000000000000e+02,2.8000000000000000e+01,3.7383177570093455e-02,7.3900000000000000e+02,2.6000000000000000e+01,3.5182679296346414e-02,7.1800000000000000e+02,2.8000000000000000e+01,3.8997214484679667e-02
"WASHINGTON",151,1.9450000000000000e+03,8.1000000000000000e+01,4.1645244215938300e-02,1.9370000000000000e+03,6.7000000000000000e+01,3.4589571502323183e-02,1.9270000000000000e+03,6.2000000000000000e+01,3.2174364296834457e-02,1.9030000000000000e+03,7.0000000000000000e+01,3.6784025223331580e-02
"WATERBURY",152,4.9764000000000000e+04,4.5260000000000000e+03,9.0949280604453023e-02,4.9496000000000000e+04,3.6740000000000000e+03,7.4228220462259575e-02,4.9209000000000000e+04,3.4860000000000000e+03,7.0840699871974638e-02,4.9397000000000000e+04,3.8840000000000000e+03,7.8628256776727329e-02
"WATERFORD",153,1.0624000000000000e+04,5.2800000000000000e+02,4.9698795180722892e-02,1.0328000000000000e+04,4.0000000000000000e+02,3.8729666924864445e-02,1.0399000000000000e+04,4.0600000000000000e+02,3.9042215597653619e-02,1.0346000000000000e+04,4.4600000000000000e+02,4.3108447709259617e-02
"WATERTOWN",154,1.2223000000000000e+04,6.9500000000000000e+02,5.6860017998854616e-02,1.2217000000000000e+04,5.3800000000000000e+02,4.4036997626258491e-02,1.2277000000000000e+04,5.2500000000000000e+02,4.2762889956829843e-02,1.2211000000000000e+04,5.8400000000000000e+02,4.7825730898370319e-02
"WEST HARTFORD",155,2.9357000000000000e+04,1.4460000000000000e+03,4.9255714139728173e-02,2.8950000000000000e+04,1.1870000000000000e+03,4.1001727115716750e-02,2.8683000000000000e+04,1.1210000000000000e+03,3.9082383293239896e-02,2.8545000000000000e+04,1.2320000000000000e+03,4.3159922928709057e-02
"WEST HAVEN",156,2.9627000000000000e+04,1.8680000000000000e+03,6.3050595740371959e-02,2.9401000000000000e+04,1.5270000000000000e+03,5.1937008945273970e-02,2.9092000000000000e+04,1.4470000000000000e+03,4.9738759796507631e-02,2.8834000000000000e+04,1.5920000000000000e+03,5.5212596240549354e-02
"WESTBROOK",157,3.7190000000000000e+03,1.6800000000000000e+02,4.5173433718741600e-02,3.6640000000000000e+03,1.2800000000000000e+02,3.4934497816593885e-02,3.6310000000000000e+03,1.3100000000000000e+02,3.6078215367667310e-02,3.5760000000000000e+03,1.4600000000000000e+02,4.0827740492170021e-02
"WESTON",158,4.9340000000000000e+03,1.7400000000000000e+02,3.5265504661532228e-02,4.9010000000000000e+03,1.2400000000000000e+02,2.5300958987961641e-02,4.8570000000000000e+03,1.2900000000000000e+02,2.6559604694255712e-02,4.7950000000000000e+03,1.5000000000000000e+02,3.1282586027111578e-02
"WESTPORT",159,1.2848000000000000e+04,5.1300000000000000e+02,3.9928393524283935e-02,1.2697000000000000e+04,3.7900000000000000e+02,2.9849570764747577e-02,1.2534000000000000e+04,3.6400000000000000e+02,2.9041008456996968e-02,1.2347000000000000e+04,4.1000000000000000e+02,3.3206446910180612e-02
"WETHERSFIELD",160,1.3260000000000000e+04,6.6900000000000000e+02,5.0452488687782807e-02,1.3102000000000000e+04,5.4600000000000000e+02,4.1673027018775760e-02,1.3097000000000000e+04,5.6200000000000000e+02,4.2910590211498817e-02,1.3021000000000000e+04,5.9900000000000000e+02,4.6002611166577070e-02
"WILLINGTON",161,3.8900000000000000e+03,1.6400000000000000e+02,4.2159383033419026e-02,3.8530000000000000e+03,1.3200000000000000e+02,3.4259018946275629e-02,3.8380000000000000e+03,1.2300000000000000e+02,3.2047941636268888e-02,3.8080000000000000e+03,1.4400000000000000e+02,3.7815126050420166e-02
"WILTON",162,8.3510000000000000e+03,3.3500000000000000e+02,4.0114956292659563e-02,8.2810000000000000e+03,2.4400000000000000e+02,2.9465040454051444e-02,8.2220000000000000e+03,2.4400000000000000e+02,2.9676477742641694e-02,8.1310000000000000e+03,2.6600000000000000e+02,3.2714303283728936e-02
"WINCHESTER",163,6.0160000000000000e+03,3.8200000000000000e+02,6.3497340425531915e-02,5.9700000000000000e+03,3.2300000000000000e+02,5.4103852596314908e-02,5.9520000000000000e+03,3.0500000000000000e+02,5.1243279569892476e-02,5.9110000000000000e+03,3.5100000000000000e+02,5.9380815428861443e-02
"WINDHAM",164,1.1995000000000000e+04,8.8200000000000000e+02,7.3530637765735721e-02,1.1818000000000000e+04,7.7500000000000000e+02,6.5577931968184122e-02,1.1570000000000000e+04,7.9800000000000000e+02,6.8971477960242000e-02,1.1338000000000000e+04,7.6900000000000000e+02,6.7825013229846534e-02
"WINDSOR",165,1.6310000000000000e+04,8.4400000000000000e+02,5.1747394236664621e-02,1.6011000000000000e+04,6.7600000000000000e+02,4.2220973081006807e-02,1.5790000000000000e+04,6.7100000000000000e+02,4.2495250158328057e-02,1.5646000000000000e+04,7.1800000000000000e+02,4.5890323405343221e-02
"WINDSOR LOCKS",166,7.1320000000000000e+03,4.1300000000000000e+02,5.7908020190689850e-02,7.0690000000000000e+03,3.2600000000000000e+02,4.6116848210496532e-02,6.9490000000000000e+03,2.9900000000000000e+02,4.3027773780400055e-02,6.8870000000000000e+03,3.3100000000000000e+02,4.8061565267896039e-02
"WOLCOTT",167,9.0520000000000000e+03,4.9500000000000000e+02,5.4684047724259832e-02,9.0270000000000000e+03,3.8500000000000000e+02,4.2649828292899081e-02,8.9130000000000000e+03,3.6800000000000000e+02,4.1288006282957479e-02,8.8340000000000000e+03,4.0100000000000000e+02,4.5392800543355219e-02
"WOODBRIDGE",168,4.9100000000000000e+03,1.7900000000000000e+02,3.6456211812627294e-02,4.8970000000000000e+03,1.5300000000000000e+02,3.1243618541964467e-02,4.8180000000000000e+03,1.3200000000000000e+02,2.7397260273972601e-02,4.7750000000000000e+03,1.6500000000000000e+02,3.4554973821989528e-02
"WOODBURY",169,5.5090000000000000e+03,2.3200000000000000e+02,4.2112906153566894e-02,5.4520000000000000e+03,1.7700000000000000e+02,3.2465150403521645e-02,5.4410000000000000e+03,1.6500000000000000e+02,3.0325307847822093e-02,5.3920000000000000e+03,2.0800000000000000e+02,3.8575667655786350e-02
"WOODSTOCK",170,4.7000000000000000e+03,2.3500000000000000e+02,5.0000000000000003e-02,4.6330000000000000e+03,1.8000000000000000e+02,3.8851715950787825e-02,4.5810000000000000e+03,1.8000000000000000e+02,3.9292730844793712e-02,4.4490000000000000e+03,1.8400000000000000e+02,4.1357608451337381e-02
